"","logFC.groupAIHcirrhosis...grouphealthy","logFC.groupAIHcirrhosis...groupAIHnocirrhosis","logFC.groupAIHnocirrhosis...grouphealthy","logCPM","F","PValue"
"ENSG00000186092",-0.932603278609544,-2.08719138545528,1.15458810684574,-1.44978932947403,5.94162751396519,0.00654474127617821
"ENSG00000187634",-0.410156566153616,0.271059355251646,-0.681215921405263,0.0881565374765904,0.638031996606459,0.530459647833107
"ENSG00000188976",-0.144175297454798,-0.109576894926159,-0.0345984025286394,5.61985176836323,0.815249739669215,0.445436450228749
"ENSG00000187961",-0.371857782192371,-0.141215236217174,-0.230642545975197,3.27228616504462,1.43590468328424,0.242743015032645
"ENSG00000187583",0.0530776859055291,-0.192524118072149,0.245601803977678,1.07651228246558,0.219893224663033,0.802989997640494
"ENSG00000187642",-1.62292309432429,-0.167565146827194,-1.4553579474971,-0.60498416258529,2.56309178569921,0.0821010688534465
"ENSG00000188290",-0.15251669172081,-0.517291908130325,0.364775216409515,2.66274744136778,1.33433130907831,0.268292652405339
"ENSG00000187608",0.933412594431772,0.114620860978251,0.818791733453521,5.98649178531894,3.51801579095346,0.0341419759047753
"ENSG00000188157",0.048461203053915,0.0116013148346791,0.0368598882192359,4.10983318661093,0.0141165588813649,0.985984943173292
"ENSG00000237330",-0.659167297586394,-0.037498081609603,-0.621669215976791,-0.902016211527792,0.42732198168792,0.653434181862592
"ENSG00000131591",-0.376012142036658,-0.231388348210517,-0.144623793826141,3.91960917294467,2.26352587055314,0.109265091665014
"ENSG00000162571",0.293299516375084,0.271329540910102,0.0219699754649819,-0.119812217152799,0.063527729982977,0.938485787586457
"ENSG00000186891",0.00954883218129184,-0.0233872970417289,0.0329361292230207,2.24331618581409,0.0082201410666022,0.991814219344015
"ENSG00000186827",-0.179549063694173,-0.257474754472289,0.0779256907781156,2.70770921715369,0.502082538070417,0.606780405630945
"ENSG00000078808",-0.0471092866575242,-0.0593269490137201,0.0122176623561959,7.26698351110419,0.375182931100499,0.688122874770325
"ENSG00000176022",-0.270276559130528,-0.279517544761655,0.00924098563112651,5.1666680192308,3.85527487138689,0.0243699775064244
"ENSG00000184163",-0.684389312177062,-0.0333389838479454,-0.651050328329117,0.888431545661136,1.23180816353673,0.296135596742927
"ENSG00000160087",-0.0846077750598823,-0.095274158504368,0.0106663834444857,6.62737609578583,0.657054828985141,0.520590276300457
"ENSG00000162572",-0.21085885899404,0.429095080380089,-0.639953939374129,1.83380054486476,2.39628835400033,0.0962455715877151
"ENSG00000131584",-0.365397349625074,-0.143310270688578,-0.222087078936495,6.17173792135056,7.44931830534366,0.00096263015318714
"ENSG00000169972",-0.155337544281641,-0.248791055247892,0.0934535109662507,2.80459751133271,0.613374986691138,0.543536767429296
