AIHsteroid.vs.AIHnosteroid,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11306,ENSG00000196365,353.0282,-0.1082879,0.07949571,-1.362185,0.1731394,0.3575571
11307,ENSG00000141994,135.5946,-0.2062034,0.1112607,-1.853336,0.06383421,0.1892674
11308,ENSG00000174886,114.1557,-0.3304697,0.1214826,-2.720306,0.006522163,0.04199706
11309,ENSG00000187650,86.11534,-0.1925756,0.1287479,-1.495757,0.1347171,0.3030842
11310,ENSG00000105519,91.67723,-0.1551911,0.1281697,-1.210826,0.2259622,0.420505
11311,ENSG00000031823,634.5115,-0.03814574,0.0514519,-0.7413864,0.4584592,0.6465073
11312,ENSG00000087903,350.3888,0.5734316,0.2066412,2.775011,0.005519987,0.03783102
11313,ENSG00000130377,6.841323,0.08349288,0.4158256,0.2007882,0.8408642,NA
11314,ENSG00000130382,628.9939,0.2387421,0.1037026,2.302179,0.02132505,0.09223063
11315,ENSG00000167769,6.220542,-0.8803414,0.4951574,-1.777902,0.07541993,NA
11316,ENSG00000125656,165.882,0.156226,0.09224901,1.693525,0.09035563,0.2351197
11317,ENSG00000125652,134.4839,0.169609,0.1258116,1.348119,0.1776203,0.3636235
11318,ENSG00000125650,32.64327,-0.1144967,0.1974942,-0.5797473,0.562085,NA
11319,ENSG00000125651,349.3177,0.03905475,0.08055884,0.4847978,0.6278198,0.7787279
11320,ENSG00000088247,555.5885,-0.1223911,0.07358596,-1.66324,0.09626436,0.2451419
11321,ENSG00000125648,67.31395,-0.143886,0.1750518,-0.8219622,0.4110984,0.6057892
11322,ENSG00000130545,6.240196,-0.6421708,0.5213505,-1.231745,0.2180444,NA
11323,ENSG00000205744,515.5373,-0.09569473,0.06704729,-1.427272,0.1535015,0.3309978
11324,ENSG00000104833,11.23718,-0.1663064,0.3685972,-0.4511874,0.6518545,NA
11325,ENSG00000125657,5.96211,-0.7044706,0.5172709,-1.361899,0.1732299,NA
11326,ENSG00000125726,10.29875,0.09570146,0.433927,0.2205474,0.8254449,NA
11327,ENSG00000125735,494.3497,0.3659089,0.1288817,2.839107,0.004523997,0.03316851
11328,ENSG00000125730,25.6974,0.009862283,0.261452,0.0377212,0.96991,NA
11329,ENSG00000125734,312.1378,0.2755453,0.09617326,2.865093,0.004168869,0.03162665
11330,ENSG00000125733,54.67185,-0.05128806,0.185324,-0.2767481,0.7819736,0.8812306
11331,ENSG00000125731,145.1369,-0.1978716,0.1446485,-1.367947,0.1713286,0.3548779
11332,ENSG00000141968,1452.701,0.2240358,0.0781012,2.868532,0.00412382,0.03138887
11333,ENSG00000174837,270.8993,-0.5466586,0.1880393,-2.907152,0.003647363,0.02888222
11334,ENSG00000130544,177.5586,0.07144007,0.1022878,0.6984223,0.4849132,0.6688927
11335,ENSG00000171105,165.8389,0.2323504,0.1378994,1.684927,0.09200271,0.2377348
11336,ENSG00000263264,417.7883,-0.08249829,0.08407503,-0.9812461,0.3264714,0.5281231
11337,ENSG00000104880,65.66114,-0.03738089,0.1486155,-0.2515276,0.8014062,0.8929607
11338,ENSG00000104883,49.44554,-0.003152794,0.1785778,-0.01765502,0.9859141,0.9927359
11339,ENSG00000198816,9.196365,0.06397351,0.3278152,0.1951511,0.8452746,NA
11340,ENSG00000090674,586.6404,0.06495338,0.2126543,0.3054412,0.7600301,0.8671838
11341,ENSG00000032444,1081,-0.1343232,0.08642014,-1.554305,0.1201117,0.2811465
11342,ENSG00000076826,7.578386,-0.7734086,0.5173621,-1.494908,0.1349385,NA
11343,ENSG00000076924,423.4425,0.02389014,0.07460662,0.3202147,0.7488056,0.8607237
11344,ENSG00000229833,11.58824,0.2174126,0.3065493,0.7092255,0.4781845,NA
11345,ENSG00000174788,17.849,0.1710341,0.3205189,0.5336164,0.593607,NA
11346,ENSG00000076944,752.8206,0.2000804,0.1101343,1.816695,0.06926385,0.1991288
11347,ENSG00000104918,38.57397,1.808844,0.4319406,4.187715,2.82E-05,0.001154616
11348,ENSG00000183019,83.94399,1.160746,0.2343384,4.953291,7.30E-07,9.23E-05
11349,ENSG00000181029,96.06403,0.2912184,0.1327616,2.193543,0.02826826,0.1105326
11350,ENSG00000104921,119.9855,0.1428982,0.2627472,0.5438619,0.5865365,0.7482003
11351,ENSG00000182566,7.09586,-0.2795963,0.5064783,-0.5520401,0.5809209,NA
11352,ENSG00000090659,9.788692,-0.7023794,0.4500813,-1.560561,0.1186274,NA
11353,ENSG00000142459,136.8016,-0.2742071,0.1173802,-2.336058,0.01948823,0.08673699
11354,ENSG00000076984,572.3148,0.1368641,0.1129732,1.211475,0.2257135,0.4203291
11355,ENSG00000260001,7.23538,0.3134699,0.437853,0.7159251,0.4740376,NA
11356,ENSG00000104976,72.51977,-0.160404,0.153871,-1.042458,0.2971995,0.4983127
11357,ENSG00000104980,105.9064,-0.1554306,0.1253754,-1.239721,0.2150785,0.4093477
11358,ENSG00000066044,291.12,-0.08638043,0.0798336,-1.082006,0.2792499,0.4792225
11359,ENSG00000090661,163.0592,-0.1270069,0.1133375,-1.120608,0.2624546,0.4603835
11360,ENSG00000167775,59.01306,-0.00221505,0.1768573,-0.01252451,0.9900072,0.9947087
11361,ENSG00000267855,11.69645,0.2188922,0.3581954,0.611097,0.5411354,NA
11362,ENSG00000233927,1203.557,-0.07022916,0.08822558,-0.7960181,0.4260215,0.6174795
11363,ENSG00000186994,22.10483,0.1277367,0.308048,0.4146649,0.6783872,NA
11364,ENSG00000167772,11.13795,-0.03424777,0.3796266,-0.09021434,0.9281169,NA
11365,ENSG00000185236,804.1231,0.08625369,0.1320133,0.6533714,0.5135169,0.6911112
11366,ENSG00000099785,902.8284,0.1721854,0.1971641,0.8733102,0.382494,0.5822783
11367,ENSG00000099783,1063.489,-0.06258336,0.06540137,-0.956912,0.3386117,0.5400595
11368,ENSG00000133246,830.2725,0.1185782,0.1149892,1.031212,0.3024416,0.5031148
11369,ENSG00000133250,97.74277,-0.1425337,0.1411413,-1.009865,0.3125598,0.5136823
11370,ENSG00000142347,8907.03,0.342701,0.1133213,3.024154,0.002493294,0.02255495
11371,ENSG00000142303,128.4079,-0.07829366,0.1978404,-0.3957415,0.6922958,0.8238097
11372,ENSG00000167785,64.27685,0.09445439,0.1599071,0.5906829,0.5547329,0.7224769
11373,ENSG00000181143,18.15022,0.4100395,0.5836345,0.7025621,0.4823287,NA
11374,ENSG00000130803,307.2145,0.003951709,0.0784262,0.05038762,0.9598135,0.9794592
11375,ENSG00000196110,74.1155,0.1301229,0.1379526,0.9432437,0.3455563,0.5465948
11376,ENSG00000188321,78.65035,0.02125701,0.1669876,0.1272969,0.8987054,0.9495445
11377,ENSG00000270011,7.444928,-0.1503186,0.4721495,-0.3183707,0.7502038,NA
11378,ENSG00000174652,281.9786,-0.128479,0.1056919,-1.215599,0.2241377,0.4187485
11379,ENSG00000130818,105.9599,-0.003645515,0.1293419,-0.02818511,0.9775145,0.9886987
11380,ENSG00000197961,244.7806,-0.2584778,0.09747461,-2.651745,0.008007693,0.04806934
11381,ENSG00000171469,138.5608,-0.08310404,0.110037,-0.7552369,0.4501068,0.6384277
11382,ENSG00000171466,201.1412,-0.2446082,0.08877092,-2.755499,0.005860267,0.03937355
11383,ENSG00000196605,55.39006,-0.02559002,0.1531318,-0.1671111,0.8672826,0.9308094
11384,ENSG00000127452,142.8125,-0.08585601,0.1183387,-0.7255107,0.4681388,0.6551289
11385,ENSG00000198258,120.806,0.1240564,0.1275867,0.9723302,0.3308863,0.5324271
11386,ENSG00000127445,240.1845,0.06026878,0.09082038,0.6636041,0.5069437,0.6854909
11387,ENSG00000105088,64.64135,0.008022622,0.1815564,0.04418803,0.9647545,0.982187
11388,ENSG00000080573,29.11431,-0.7103992,0.4448985,-1.596767,0.1103177,NA
11389,ENSG00000130813,91.97645,0.0377353,0.1227221,0.3074859,0.7584736,0.8661363
11390,ENSG00000130812,13.66556,-0.3599838,0.3083901,-1.1673,0.2430891,NA
11391,ENSG00000130810,6.966781,-0.6515716,0.3736975,-1.74358,0.08123228,NA
11392,ENSG00000244165,31.55682,-0.5489196,0.2202966,-2.491729,0.01271229,NA
11393,ENSG00000130811,533.725,-0.09335889,0.07362997,-1.267947,0.2048169,0.3968855
11394,ENSG00000130816,615.959,-0.2192182,0.08350202,-2.625304,0.008657162,0.05052045
11395,ENSG00000267534,43.10818,-0.345034,0.1837225,-1.878017,0.06037878,0.1823323
11396,ENSG00000105364,39.33814,-0.2932305,0.1782718,-1.644851,0.1000006,0.2511401
11397,ENSG00000090339,213.0188,0.1632208,0.1448859,1.126547,0.259934,0.457355
11398,ENSG00000105376,18.6469,0.3604826,0.3148089,1.145084,0.2521744,NA
11399,ENSG00000161847,222.0257,-0.02849663,0.09677589,-0.29446,0.7684064,0.8728026
11400,ENSG00000076662,260.2398,0.3411585,0.1387468,2.458857,0.013938,0.06951637
11401,ENSG00000105397,1957.823,0.213847,0.08035971,2.661122,0.007788072,0.04705066
11402,ENSG00000105401,507.904,-0.08035097,0.07969428,-1.00824,0.3133392,0.5145552
11403,ENSG00000065989,118.1645,-0.1641233,0.1642047,-0.9995044,0.3175504,0.5185066
11404,ENSG00000079999,259.7638,0.01613913,0.08424199,0.1915805,0.8480708,0.9209284
11405,ENSG00000180739,272.7931,0.2054129,0.2407912,0.8530747,0.3936179,0.5908079
11406,ENSG00000130734,161.4343,0.2139667,0.1116338,1.916683,0.05527819,0.1713723
11407,ENSG00000129347,263.8623,-0.1328331,0.09805035,-1.354744,0.1754991,0.3607057
11408,ENSG00000129355,622.8151,0.4974869,0.1427086,3.486032,0.000490242,0.00797856
11409,ENSG00000129354,13.57103,0.3501518,0.3989405,0.8777043,0.3801042,NA
11410,ENSG00000129353,3135.534,0.2953416,0.1079932,2.734816,0.006241516,0.04088154
11411,ENSG00000129351,1282.593,-0.1552012,0.067605,-2.295706,0.02169269,0.09300584
11412,ENSG00000213339,77.09468,0.01294749,0.1646113,0.07865495,0.9373071,0.9683171
11413,ENSG00000079805,3284.767,0.1322605,0.06062216,2.181719,0.02913024,0.112642
11414,ENSG00000099203,33.36026,0.1589584,0.2040886,0.7788699,0.4360564,NA
11415,ENSG00000214212,359.068,0.1567491,0.1311949,1.194781,0.2321727,0.4275194
11416,ENSG00000142453,829.8603,-0.2444761,0.2324334,-1.051811,0.2928861,0.493074
11417,ENSG00000130733,102.3162,0.01401751,0.1555736,0.09010214,0.928206,0.9634273
11418,ENSG00000142444,101.9873,0.007650099,0.1227621,0.06231647,0.9503108,0.9749502
11419,ENSG00000127616,750.1799,-0.2146082,0.0784148,-2.736833,0.006203379,0.04079578
11420,ENSG00000130164,152.6783,-0.3529213,0.1390426,-2.538224,0.01114167,0.06003413
11421,ENSG00000161888,10.55912,0.3678449,0.3638484,1.010984,0.3120241,NA
11422,ENSG00000197256,205.2401,0.09755364,0.3157738,0.3089352,0.7573708,0.8657321
11423,ENSG00000130158,15.45627,0.4726489,0.33622,1.405773,0.1597917,NA
11424,ENSG00000130167,173.7348,0.369756,0.1657607,2.230662,0.02570352,0.1038458
11425,ENSG00000105514,1695.852,0.4775737,0.1336885,3.572286,0.000353879,0.006435108
11426,ENSG00000105518,9.941759,-0.3516232,0.3289792,-1.068831,0.2851457,NA
11427,ENSG00000183401,92.57548,0.02783328,0.13293,0.209383,0.8341493,0.9121006
11428,ENSG00000105520,812.7759,0.3866163,0.1303054,2.967002,0.003007191,0.02555033
11429,ENSG00000173928,29.37793,0.1624394,0.1685705,0.9636289,0.335232,NA
11430,ENSG00000187266,182.9138,0.09259973,0.1517607,0.6101695,0.5417495,0.7119176
11431,ENSG00000205517,12.56766,0.2952913,0.4415345,0.6687841,0.5036332,NA
11432,ENSG00000130175,951.4349,0.06714699,0.07593803,0.884234,0.3765699,0.5756267
11433,ENSG00000161914,73.86815,0.3407359,0.1692406,2.013323,0.04408063,0.1472961
11434,ENSG00000130159,294.7223,0.03883593,0.1630581,0.2381723,0.8117474,0.8994641
11435,ENSG00000130165,403.954,0.3033779,0.2086355,1.454105,0.1459172,0.319612
11436,ENSG00000198551,51.66545,0.005547056,0.1766435,0.03140255,0.9749485,0.9876188
11437,ENSG00000102575,170.9216,0.2044884,0.1932987,1.057888,0.2901066,0.4899467
11438,ENSG00000197933,16.30804,-0.1695869,0.3025322,-0.5605582,0.5750987,NA
11439,ENSG00000197044,63.2799,-0.1663882,0.1934665,-0.860036,0.3897692,0.5884283
11440,ENSG00000177599,11.86604,-0.4886289,0.3444573,-1.418547,0.1560311,NA
11441,ENSG00000171295,101.5542,0.02519733,0.1158323,0.2175329,0.8277931,0.9076042
11442,ENSG00000171291,98.6243,-0.1174883,0.1503663,-0.7813477,0.434598,0.6242868
11443,ENSG00000198429,24.98327,-0.3243052,0.2691109,-1.205099,0.2281652,NA
11444,ENSG00000196757,120.7613,-0.2185294,0.1075857,-2.031213,0.04223344,0.1439901
11445,ENSG00000267179,5.927281,0.2711112,0.5419966,0.5002083,0.6169284,NA
11446,ENSG00000197054,26.09479,0.1893213,0.2173086,0.8712094,0.3836398,NA
11447,ENSG00000197647,28.78777,-0.10144,0.1999196,-0.5074039,0.6118715,NA
11448,ENSG00000223547,120.7145,0.1338423,0.1577363,0.8485193,0.3961488,0.5925371
11449,ENSG00000132010,9.797857,0.1918148,0.337556,0.5682459,0.569868,NA
11450,ENSG00000196646,141.8171,-0.1593681,0.09783534,-1.628942,0.1033253,0.2562508
11451,ENSG00000197857,193.0253,-0.07615124,0.1028764,-0.7402204,0.4591662,0.6465874
11452,ENSG00000188868,22.84443,-0.3289119,0.2954385,-1.113301,0.2655793,NA
11453,ENSG00000198342,10.56149,-0.1227922,0.3907817,-0.3142219,0.7533525,NA
11454,ENSG00000196466,35.40141,-0.2930872,0.2146699,-1.365293,0.1721611,NA
11455,ENSG00000180855,15.30058,0.1778329,0.3010461,0.5907165,0.5547104,NA
11456,ENSG00000249709,51.94584,0.1193765,0.1607093,0.74281,0.4575967,0.6462645
11457,ENSG00000269693,11.00261,-0.6889046,0.365433,-1.885173,0.05940645,NA
11458,ENSG00000188033,58.88341,0.3157384,0.1657697,1.904681,0.05682152,0.1750056
11459,ENSG00000173875,202.8995,-0.08229461,0.1012756,-0.8125807,0.4164585,0.6099348
11460,ENSG00000104774,742.1533,-0.06689596,0.0810253,-0.8256182,0.4090207,0.6043782
11461,ENSG00000123154,32.45854,-0.4268464,0.1871717,-2.280507,0.02257765,NA
11462,ENSG00000105583,17.26996,-0.1216409,0.2238639,-0.5433699,0.5868751,NA
11463,ENSG00000095059,219.1658,-0.01119414,0.08390953,-0.1334073,0.8938713,0.9470377
11464,ENSG00000132004,15.7031,-0.01476076,0.3097638,-0.04765165,0.9619939,NA
11465,ENSG00000105576,264.4019,-0.04731241,0.07670132,-0.6168396,0.5373405,0.7077385
11466,ENSG00000123144,518.4034,0.1365954,0.07446639,1.834322,0.06660615,0.1941805
11467,ENSG00000198356,255.5005,0.1631788,0.1328552,1.228245,0.2193548,0.4131759
11468,ENSG00000095066,62.01363,-0.05391392,0.1841703,-0.2927394,0.7697213,0.8735333
11469,ENSG00000171223,1554.556,0.4201381,0.1094565,3.838401,0.000123838,0.003154368
11470,ENSG00000167815,227.8915,0.02489238,0.2240133,0.1111201,0.9115211,0.955443
11471,ENSG00000104889,33.51865,0.01953841,0.1965604,0.09940158,0.9208194,NA
11472,ENSG00000105613,17.24237,0.1928676,0.3254144,0.5926832,0.5533932,NA
11473,ENSG00000105612,125.6768,0.2542031,0.1427507,1.780748,0.07495367,0.2096155
11474,ENSG00000105610,510.4145,0.1730544,0.2816138,0.6145097,0.5388786,0.7093136
11475,ENSG00000105607,108.1559,-0.2240222,0.1147917,-1.951554,0.05099122,0.1618573
11476,ENSG00000161860,8.712184,-0.2243604,0.3989988,-0.5623085,0.5739059,NA
11477,ENSG00000179115,206.5547,-0.1570659,0.09912761,-1.584482,0.1130842,0.2704368
11478,ENSG00000179218,1161.973,-0.03478542,0.08027006,-0.4333548,0.664757,0.8045634
11479,ENSG00000179262,823.5027,0.07736663,0.2123032,0.3644157,0.7155476,0.8385804
11480,ENSG00000179271,62.65575,-0.2280818,0.1584209,-1.43972,0.1499467,0.3259588
11481,ENSG00000008441,1458.119,-0.08278123,0.2838743,-0.2916122,0.7705831,0.8742214
11482,ENSG00000104903,2236.229,0.222098,0.2221731,0.9996618,0.3174742,0.5184712
11483,ENSG00000104907,146.0572,-0.2325949,0.1097308,-2.119687,0.03403243,0.1250671
11484,ENSG00000160877,329.8045,0.1119444,0.07843991,1.427136,0.1535406,0.3309978
11485,ENSG00000104915,429.8888,0.3751748,0.09304814,4.03205,5.53E-05,0.001795375
11486,ENSG00000160888,254.3738,0.09721221,0.09545386,1.018421,0.308478,0.5093153
11487,ENSG00000141837,73.96839,0.3260869,0.195029,1.671992,0.09452596,0.2421425
11488,ENSG00000104957,214.7435,-0.01882924,0.09370194,-0.2009483,0.840739,0.916057
11489,ENSG00000037757,82.33735,-0.3116481,0.1602704,-1.944514,0.05183344,0.1637286
11490,ENSG00000104979,129.0921,-0.1344425,0.1248233,-1.077063,0.2814521,0.4817259
11491,ENSG00000132003,140.8266,0.1687849,0.1375738,1.226868,0.2198722,0.4135368
11492,ENSG00000132016,5.824814,1.349267,0.65038,2.074583,0.03802518,NA
11493,ENSG00000132024,167.6809,0.1521801,0.09891091,1.538558,0.1239123,0.2869972
11494,ENSG00000132000,9.701993,0.6276961,0.4849675,1.294305,0.1955599,NA
11495,ENSG00000132017,366.3502,0.08854529,0.06204422,1.427132,0.1535418,0.3309978
11496,ENSG00000132005,429.2287,0.134944,0.09696724,1.391645,0.1640298,0.3455686
11497,ENSG00000171136,5.507108,0.000842965,0.475526,0.001772699,0.9985856,NA
11498,ENSG00000104998,359.424,-0.04775797,0.1007689,-0.4739355,0.6355459,0.7841829
11499,ENSG00000141854,19.26873,0.1299968,0.2635284,0.4932935,0.6218053,NA
11500,ENSG00000188032,14.31369,-0.03184998,0.3076037,-0.1035422,0.9175326,NA
11501,ENSG00000141858,96.57927,-0.07795487,0.131023,-0.5949708,0.551863,0.7205496
11502,ENSG00000072062,895.6661,0.200114,0.09526614,2.100579,0.03567796,0.1286069
11503,ENSG00000105011,107.6482,0.2539729,0.1626962,1.561026,0.1185177,0.2789268
11504,ENSG00000072071,426.1581,-0.07428171,0.07369999,-1.007893,0.3135058,0.5145843
11505,ENSG00000123146,4851.414,0.4930385,0.1269986,3.882236,0.0001035,0.002816238
11506,ENSG00000123136,645.1585,0.2875039,0.07566451,3.799719,0.00014486,0.00346029
11507,ENSG00000123143,1624.194,-0.01095913,0.06266839,-0.1748749,0.861178,0.9276117
11508,ENSG00000123159,95.38078,-0.1422215,0.1654142,-0.8597904,0.3899046,0.5884613
11509,ENSG00000132002,470.9068,0.2165396,0.09542087,2.269311,0.02324945,0.09764143
11510,ENSG00000099797,241.556,0.00437001,0.1004164,0.04351891,0.9652879,0.9824406
11511,ENSG00000099795,79.67135,0.2378458,0.1317793,1.804879,0.07109357,0.2022577
11512,ENSG00000187912,235.9089,0.09685496,0.1516037,0.6388694,0.5229079,0.6988941
11513,ENSG00000131355,1208.174,0.2331771,0.1416243,1.646449,0.09967142,0.2507451
11514,ENSG00000160961,337.9877,0.1049629,0.08240503,1.273744,0.202754,0.3944697
11515,ENSG00000127507,1578.25,0.3104779,0.1660151,1.870179,0.06145897,0.1844536
11516,ENSG00000105135,89.99915,-0.2792536,0.1466819,-1.903803,0.05693581,0.1752534
11517,ENSG00000074181,10.53674,0.3969019,0.5563302,0.7134286,0.4755806,NA
11518,ENSG00000141867,2936.753,0.1171544,0.1177067,0.9953079,0.3195865,0.520526
11519,ENSG00000105127,325.8785,-0.02871342,0.06421545,-0.4471419,0.6547726,0.7971846
11520,ENSG00000011243,231.0957,0.09455153,0.1036632,0.9121034,0.3617143,0.5619742
11521,ENSG00000011451,275.9751,-0.07410844,0.09305527,-0.7963916,0.4258044,0.6174107
11522,ENSG00000105122,916.6799,-0.1687595,0.08206048,-2.056526,0.03973181,0.1381374
11523,ENSG00000161031,17.90306,-0.2382745,0.2954316,-0.80653,0.4199373,NA
11524,ENSG00000171954,26.88378,-0.8510784,0.3364558,-2.52954,0.01142122,NA
11525,ENSG00000186529,1382.257,0.5412631,0.1625648,3.329523,0.00086995,0.01154773
11526,ENSG00000186204,33.085,0.1032784,0.263,0.3926935,0.6945459,NA
11527,ENSG00000167460,1019.34,0.2474016,0.09070722,2.727475,0.006382114,0.04155991
11528,ENSG00000167461,230.5986,-0.002432981,0.08174551,-0.02976286,0.9762562,0.9879781
11529,ENSG00000196684,988.8021,0.07929697,0.1164648,0.6808666,0.4959559,0.6773675
11530,ENSG00000141977,9.674425,0.1911646,0.4793586,0.3987924,0.6900462,NA
11531,ENSG00000105058,229.3855,0.1834993,0.1046674,1.753166,0.07957352,0.2167766
11532,ENSG00000072958,688.9518,0.0566191,0.06361612,0.8900117,0.3734596,0.5725779
11533,ENSG00000127528,4510.858,0.1819789,0.06828212,2.665104,0.007696451,0.04671493
11534,ENSG00000127527,969.6279,0.2152944,0.08151996,2.641003,0.0082661,0.04917925
11535,ENSG00000141979,5.15001,-0.007051031,0.4872782,-0.01447024,0.9884548,NA
11536,ENSG00000105072,19.04073,-0.3020655,0.2927974,-1.031653,0.3022345,NA
11537,ENSG00000085872,297.2285,-0.04430337,0.104903,-0.4223272,0.6727862,0.8098091
11538,ENSG00000127526,265.0908,0.1282608,0.09091539,1.410771,0.1583121,0.3382949
11539,ENSG00000105085,71.34323,-0.03935972,0.1317837,-0.2986691,0.7651926,0.8705527
11540,ENSG00000214046,194.3181,-0.1010797,0.08855614,-1.14142,0.2536952,0.4506612
11541,ENSG00000072954,32.78531,-0.02384722,0.2657162,-0.08974696,0.9284883,NA
11542,ENSG00000127511,729.273,-0.09440962,0.07245485,-1.303013,0.1925703,0.3826481
11543,ENSG00000127533,23.12587,0.06825075,0.2396379,0.2848079,0.7757914,NA
11544,ENSG00000160111,66.64677,-0.2385921,0.1959962,-1.21733,0.2234786,0.4180444
11545,ENSG00000131351,58.13773,-0.3775027,0.1565398,-2.411545,0.01588509,0.07581986
11546,ENSG00000099331,3285.755,0.1270599,0.08584743,1.480067,0.1388554,0.3092404
11547,ENSG00000053501,71.26569,-0.00067868,0.1660913,-0.004086187,0.9967397,0.9976058
11548,ENSG00000099330,67.56918,0.2030116,0.1511423,1.343182,0.179213,0.3657285
11549,ENSG00000160113,24.11808,0.4810422,0.2647033,1.817288,0.06917299,NA
11550,ENSG00000105393,58.19365,-0.004474336,0.1872217,-0.0238986,0.9809335,0.9899957
11551,ENSG00000160117,15.40287,-0.5333055,0.2988782,-1.784357,0.07436563,NA
11552,ENSG00000127220,84.05045,0.314135,0.1442886,2.17713,0.02947086,0.1133393
11553,ENSG00000130312,55.80887,-0.1793067,0.1365852,-1.312784,0.1892559,0.378987
11554,ENSG00000130311,219.5272,0.09249761,0.0838348,1.103332,0.269883,0.4683424
11555,ENSG00000074855,113.6404,-0.2329275,0.154023,-1.512291,0.13046,0.2966612
11556,ENSG00000130299,81.74234,-0.2082376,0.1647274,-1.264135,0.2061817,0.3985617
11557,ENSG00000130300,310.9094,-0.477691,0.3252581,-1.468652,0.1419272,0.3138276
11558,ENSG00000269720,4.682771,0.4155103,0.6375787,0.6517004,0.5145945,NA
11559,ENSG00000130303,393.8458,0.03951115,0.1268538,0.3114698,0.7554435,0.8649806
11560,ENSG00000141971,156.8088,0.1205318,0.1030071,1.170131,0.2419484,0.4380509
11561,ENSG00000130304,209.7899,-0.3177129,0.1023048,-3.105552,0.00189924,0.01893214
11562,ENSG00000130313,236.2924,0.1592213,0.08754959,1.818641,0.06896617,0.1987358
11563,ENSG00000167483,326.4736,0.005004274,0.2233127,0.02240927,0.9821215,0.9905272
11564,ENSG00000130309,727.0965,0.06490096,0.07999997,0.8112623,0.4172151,0.6105687
11565,ENSG00000130479,399.5053,0.2573008,0.08962863,2.870744,0.004095072,0.03121589
11566,ENSG00000130475,622.9844,0.1028942,0.0833486,1.234504,0.2170151,0.4112318
11567,ENSG00000248099,11.09162,0.5448214,0.4097925,1.329506,0.1836812,NA
11568,ENSG00000105639,2566.214,0.2382594,0.08943215,2.664136,0.00771864,0.0468222
11569,ENSG00000105640,2411.998,-0.07010442,0.1095294,-0.6400512,0.5221393,0.6986343
11570,ENSG00000105641,17.27447,-0.2357447,0.3097221,-0.761149,0.4465681,NA
11571,ENSG00000007080,277.4535,0.08725253,0.1434242,0.6083528,0.5429535,0.7127769
11572,ENSG00000105643,603.8284,-0.06307954,0.06969256,-0.9051116,0.3654063,0.5652293
11573,ENSG00000096996,313.9233,0.06387643,0.1011017,0.631804,0.527515,0.7013913
11574,ENSG00000099308,2218.545,0.2876478,0.1116434,2.576489,0.009980949,0.05536249
11575,ENSG00000216490,46.51441,0.04523819,0.1645568,0.2749092,0.783386,0.8820053
11576,ENSG00000254858,32.161,-0.3406058,0.2254721,-1.510634,0.1308817,NA
11577,ENSG00000105649,15.79265,0.6370722,0.3211689,1.983605,0.04729993,NA
11578,ENSG00000130518,302.1215,0.6259352,0.1587677,3.94246,8.07E-05,0.002328967
11579,ENSG00000130522,1668.098,0.1815684,0.1386026,1.309992,0.1901984,0.3799936
11580,ENSG00000130520,277.0853,-0.05220323,0.1160726,-0.4497463,0.6528934,0.7959615
11581,ENSG00000130517,274.239,-0.1340084,0.07974479,-1.680466,0.09286675,0.2393215
11582,ENSG00000130513,92.5064,0.1954404,0.1902006,1.027549,0.3041621,0.504439
11583,ENSG00000175489,1917.16,0.1954256,0.1192129,1.639299,0.101151,0.2526218
11584,ENSG00000130511,319.0948,-0.179219,0.1098735,-1.631139,0.1028609,0.2556917
11585,ENSG00000105655,75.94273,-0.06927218,0.1595677,-0.434124,0.6641984,0.8044094
11586,ENSG00000105656,969.8307,0.4060672,0.105185,3.860506,0.000113153,0.002975685
11587,ENSG00000105701,22932.65,0.03550757,0.2989875,0.1187594,0.905466,0.9531101
11588,ENSG00000105700,119.3273,0.009079058,0.09888147,0.09181759,0.926843,0.9628344
11589,ENSG00000221983,4884.836,-0.1114634,0.1831495,-0.6085924,0.5427946,0.7127488
11590,ENSG00000006016,9.150849,-0.03099095,0.3905055,-0.07936112,0.9367454,NA
11591,ENSG00000006015,190.5542,-0.2106017,0.1139546,-1.848119,0.06458506,0.1906234
11592,ENSG00000167487,105.0497,-0.1670662,0.1245658,-1.341188,0.1798595,0.3664088
11593,ENSG00000105662,326.2487,-0.111558,0.09061222,-1.231159,0.2182635,0.4126825
11594,ENSG00000005007,1669.934,0.3658585,0.09115963,4.013383,5.99E-05,0.001897597
11595,ENSG00000105669,287.455,0.2639595,0.08528191,3.09514,0.001967197,0.01933074
11596,ENSG00000105671,174.2855,0.1358728,0.08726996,1.556925,0.1194883,0.2802568
11597,ENSG00000051128,47.39247,0.07705374,0.1656826,0.4650685,0.6418824,0.7882487
11598,ENSG00000064607,506.846,-0.1414881,0.07434875,-1.903033,0.05703626,0.1754192
11599,ENSG00000105676,135.9463,0.05323816,0.1037017,0.513378,0.607687,0.763263
11600,ENSG00000181035,158.2922,-0.003101325,0.1251764,-0.02477562,0.9802339,0.9898875
11601,ENSG00000064545,62.03594,-0.009994007,0.1674638,-0.05967862,0.9524116,0.9751754
11602,ENSG00000213999,28.16705,0.2188775,0.2345545,0.9331627,0.350736,NA
11603,ENSG00000254901,338.2034,0.08832313,0.09541368,0.9256862,0.3546091,0.5559099
11604,ENSG00000064490,125.974,0.1151989,0.1282443,0.8982771,0.3690378,0.5687253
11605,ENSG00000184162,27.68292,-0.425835,0.221867,-1.919326,0.0549431,NA
11606,ENSG00000105705,242.198,0.0873061,0.08290076,1.05314,0.2922769,0.4925283
