,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,,,,,,,,,,,,
6149,ENSG00000136826,294.6157066,0.340443583,0.246296575,1.38225058,0.166894775,0.490919541,,,,,,,,,,,,,,,
6150,ENSG00000070061,243.9088485,-0.310790805,0.1790659,-1.735622496,0.082630606,0.377581364,,,,,,,,,,,,,,,
6151,ENSG00000119328,41.72438231,0.087242679,0.309343244,0.282025487,0.777923968,NA,,,,,,,,,,,,,,,
6152,ENSG00000119326,44.93205802,0.507270463,0.499217863,1.016130432,0.309567279,NA,,,,,,,,,,,,,,,
6153,ENSG00000106771,470.1146559,-0.148991664,0.144858451,-1.028532775,0.303699282,0.625373026,,,,,,,,,,,,,,,
6154,ENSG00000241978,10.83732625,-0.989274943,0.580873686,-1.703081009,0.088552909,NA,,,,,,,,,,,,,,,
6155,ENSG00000136810,100.3161159,0.706003037,0.281661701,2.506563844,0.012191104,0.234141668,,,,,,,,,,,,,,,
6156,ENSG00000198121,45.68251254,0.307999947,0.428984875,0.717973906,0.472773376,NA,,,,,,,,,,,,,,,
6157,ENSG00000136813,510.6165483,0.048267938,0.102713453,0.469928099,0.638406388,0.846901919,,,,,,,,,,,,,,,
6158,ENSG00000173258,41.64981493,0.012502152,0.385611605,0.032421617,0.974135824,NA,,,,,,,,,,,,,,,
6159,ENSG00000106853,7.724502242,0.479791204,0.809843695,0.592449144,0.553549866,NA,,,,,,,,,,,,,,,
6160,ENSG00000059769,17.62832927,-0.574426969,0.456386906,-1.258640335,0.208160271,NA,,,,,,,,,,,,,,,
6161,ENSG00000242616,13.20069909,0.739388646,0.610327299,1.211462518,0.225718192,NA,,,,,,,,,,,,,,,
6162,ENSG00000165181,390.4392142,0.949534976,0.347926694,2.729123666,0.006350288,0.185905209,,,,,,,,,,,,,,,
6163,ENSG00000148154,265.1164389,0.273431623,0.224191908,1.219631989,0.222604414,0.553420791,,,,,,,,,,,,,,,
6164,ENSG00000106868,293.4009278,0.246163907,0.170914999,1.440270946,0.149790758,0.470610274,,,,,,,,,,,,,,,
6165,ENSG00000119314,1866.98365,0.277829505,0.152598207,1.82066035,0.068658503,0.354500466,,,,,,,,,,,,,,,
6166,ENSG00000119471,305.1302994,0.390690319,0.21590314,1.809562932,0.070363593,0.357303353,,,,,,,,,,,,,,,
6167,ENSG00000165185,78.89975631,0.374692962,0.260264845,1.439660285,0.149963535,0.470610274,,,,,,,,,,,,,,,
6168,ENSG00000148153,124.2272458,-0.025162293,0.17825981,-0.141155168,0.887747362,0.958758672,,,,,,,,,,,,,,,
6169,ENSG00000148158,406.0671963,-0.005186812,0.151269609,-0.034288524,0.972647076,0.991241725,,,,,,,,,,,,,,,
6170,ENSG00000119457,95.37089519,0.256333329,0.282810523,0.906378328,0.364735639,0.669928649,,,,,,,,,,,,,,,
6171,ENSG00000136866,11.82352245,0.643863338,0.609181305,1.056932202,0.29054253,NA,,,,,,,,,,,,,,,
6172,ENSG00000136867,206.745501,0.750092413,0.327746798,2.288633837,0.022100636,0.265962496,,,,,,,,,,,,,,,
6173,ENSG00000119321,1163.820273,0.332340617,0.169325478,1.962732492,0.049677266,0.327186942,,,,,,,,,,,,,,,
6174,ENSG00000136868,176.2671173,0.270876329,0.217808642,1.243643621,0.213630754,0.546059283,,,,,,,,,,,,,,,
6175,ENSG00000176386,21.89776905,-0.059129916,0.365197164,-0.161912309,0.87137491,NA,,,,,,,,,,,,,,,
6176,ENSG00000136875,132.2891149,0.190881222,0.163340486,1.168609367,0.242561053,0.570962082,,,,,,,,,,,,,,,
6177,ENSG00000148225,6.306920721,-0.824213542,0.824995927,-0.99905165,0.317769671,NA,,,,,,,,,,,,,,,
6178,ENSG00000119411,7.363734181,-0.735807135,0.75985141,-0.968356609,0.332866302,NA,,,,,,,,,,,,,,,
6179,ENSG00000119431,59.99567266,-0.445651552,0.291710971,-1.52771612,0.126583036,NA,,,,,,,,,,,,,,,
6180,ENSG00000148218,254.3041957,-0.057348249,0.199016621,-0.288158086,0.773225731,0.909807487,,,,,,,,,,,,,,,
6181,ENSG00000148229,138.6607701,-0.187900005,0.166966177,-1.125377662,0.260429033,0.586613802,,,,,,,,,,,,,,,
6182,ENSG00000138835,682.7707615,0.13848714,0.173396208,0.79867456,0.424479142,0.711913414,,,,,,,,,,,,,,,
6183,ENSG00000157657,53.31579516,-0.54200621,0.304235637,-1.781534257,0.074825214,NA,,,,,,,,,,,,,,,
6184,ENSG00000196739,19.09424424,-0.786108127,0.627252806,-1.253255657,0.210112681,NA,,,,,,,,,,,,,,,
6185,ENSG00000229314,48.31089379,-0.10677243,0.48001322,-0.222436437,0.82397415,NA,,,,,,,,,,,,,,,
6186,ENSG00000228278,88.0161006,0.016479095,0.261710725,0.062966832,0.949792916,0.981144958,,,,,,,,,,,,,,,
6187,ENSG00000106948,7015.611426,0.048986597,0.10070243,0.486449003,0.626648854,0.839718807,,,,,,,,,,,,,,,
6188,ENSG00000095397,66.03418766,-0.426036865,0.40919047,-1.041170057,0.29779663,0.618813423,,,,,,,,,,,,,,,
6189,ENSG00000136888,200.8066304,-0.078614999,0.197084162,-0.398890497,0.689973892,0.871091285,,,,,,,,,,,,,,,
6190,ENSG00000157693,215.366892,-0.198815148,0.214861293,-0.92531859,0.354800211,0.661484483,,,,,,,,,,,,,,,
6191,ENSG00000230054,5.670727929,-1.398472817,0.954240922,-1.465534316,0.142775197,NA,,,,,,,,,,,,,,,
6192,ENSG00000181634,9.104350175,0.4151716,0.679159134,0.611302387,0.540999411,NA,,,,,,,,,,,,,,,
6193,ENSG00000106952,237.704372,0.276812969,0.181896295,1.521817525,0.128054809,0.442761176,,,,,,,,,,,,,,,
6194,ENSG00000041982,19.97235119,0.01102751,0.516198995,0.021362905,0.982956164,NA,,,,,,,,,,,,,,,
6195,ENSG00000182752,10.47499101,-0.064408048,0.74220291,-0.086779568,0.930846729,NA,,,,,,,,,,,,,,,
6196,ENSG00000148219,27.38091765,-0.486064772,0.45234213,-1.074551187,0.282575716,NA,,,,,,,,,,,,,,,
6197,ENSG00000119401,92.37065548,-0.26541654,0.258583083,-1.026426544,0.304690572,0.62561338,,,,,,,,,,,,,,,
6198,ENSG00000136869,1954.674988,0.665153546,0.264034881,2.519188158,0.011762578,0.23081189,,,,,,,,,,,,,,,
6199,ENSG00000136861,532.8360977,-0.098883543,0.111230354,-0.888997832,0.374004245,0.674893756,,,,,,,,,,,,,,,
6200,ENSG00000106780,3611.019466,0.698496045,0.260988812,2.676344779,0.007443003,0.198027671,,,,,,,,,,,,,,,
6201,ENSG00000119402,688.839475,0.161569195,0.126582076,1.27639868,0.201814623,0.533114224,,,,,,,,,,,,,,,
6202,ENSG00000214654,15.24080248,-0.130130744,0.564558531,-0.230500004,0.817703261,NA,,,,,,,,,,,,,,,
6203,ENSG00000095261,152.8230397,-0.107257934,0.158392538,-0.677165317,0.498301071,0.764863771,,,,,,,,,,,,,,,
6204,ENSG00000119403,300.9233358,-0.044741294,0.170641744,-0.262194308,0.793171642,0.919168674,,,,,,,,,,,,,,,
6205,ENSG00000056558,686.4232843,-0.454874024,0.207661529,-2.190458798,0.02849098,0.288287923,,,,,,,,,,,,,,,
6206,ENSG00000106804,42.21535364,-0.032249214,0.343895693,-0.093776149,0.925286979,NA,,,,,,,,,,,,,,,
6207,ENSG00000119397,750.6783245,-0.080827151,0.149734121,-0.539804492,0.589331869,0.816690916,,,,,,,,,,,,,,,
6208,ENSG00000119396,621.3834063,0.109020057,0.110897111,0.983073917,0.32557106,0.638944163,,,,,,,,,,,,,,,
6209,ENSG00000148180,1112.099635,0.318885069,0.221511022,1.439590074,0.149983409,0.470610274,,,,,,,,,,,,,,,
6210,ENSG00000148175,954.5206621,0.781914838,0.276589219,2.82698957,0.004698786,0.171974844,,,,,,,,,,,,,,,
6211,ENSG00000136848,10.54160249,-0.827218197,0.895952928,-0.9232831,0.355859693,NA,,,,,,,,,,,,,,,
6212,ENSG00000175764,63.71255011,-0.424409004,0.262335071,-1.617812681,0.105702973,NA,,,,,,,,,,,,,,,
6213,ENSG00000119421,45.42287807,-0.190439075,0.269286936,-0.707197601,0.479443689,NA,,,,,,,,,,,,,,,
6214,ENSG00000119446,99.39389222,0.066342162,0.193654313,0.342580346,0.73191419,0.89247036,,,,,,,,,,,,,,,
6215,ENSG00000148187,112.7390147,-0.231524259,0.205022034,-1.129265249,0.258785956,0.586123624,,,,,,,,,,,,,,,
6216,ENSG00000095303,527.3488452,0.056613244,0.345649359,0.163788077,0.869897978,0.952247243,,,,,,,,,,,,,,,
6217,ENSG00000136940,109.9115382,-0.238341026,0.183180281,-1.301128187,0.193214581,0.524025735,,,,,,,,,,,,,,,
6218,ENSG00000056586,715.8598359,-0.012720451,0.086166917,-0.147625689,0.88263818,0.956438066,,,,,,,,,,,,,,,
6219,ENSG00000186130,100.8835241,-0.557016118,0.226612071,-2.458016094,0.013970691,0.243745502,,,,,,,,,,,,,,,
6220,ENSG00000171448,64.46528385,-0.036994687,0.276690407,-0.133704263,0.893636434,0.960372605,,,,,,,,,,,,,,,
6221,ENSG00000011454,372.3956605,0.039911012,0.123127418,0.324143981,0.745829031,0.897473917,,,,,,,,,,,,,,,
6222,ENSG00000165209,173.5790215,-0.457460884,0.24864613,-1.839806975,0.065796581,0.350940962,,,,,,,,,,,,,,,
6223,ENSG00000148204,42.95342514,0.031845619,0.330094088,0.096474369,0.92314383,NA,,,,,,,,,,,,,,,
6224,ENSG00000119522,704.348577,0.240469099,0.136507775,1.761578043,0.078140616,0.369503406,,,,,,,,,,,,,,,
6225,ENSG00000119408,990.224725,0.238365414,0.166851866,1.428605028,0.153117788,0.475896905,,,,,,,,,,,,,,,
6226,ENSG00000136930,326.1619706,0.142958109,0.120026557,1.191053983,0.233632393,0.563229825,,,,,,,,,,,,,,,
6227,ENSG00000148200,95.07345557,0.264659787,0.266771137,0.99208554,0.3211558,0.634733529,,,,,,,,,,,,,,,
6228,ENSG00000185585,8.931035017,0.509787809,0.765665815,0.665809808,0.505532675,NA,,,,,,,,,,,,,,,
6229,ENSG00000136918,12.36226861,-0.43088643,0.511719483,-0.842036398,0.39976758,NA,,,,,,,,,,,,,,,
6230,ENSG00000136942,333.8671913,-0.508026717,0.356726249,-1.424136066,0.154407088,0.478017289,,,,,,,,,,,,,,,
6231,ENSG00000136950,175.0832869,-0.067882646,0.181550454,-0.373905129,0.7084749,0.88177754,,,,,,,,,,,,,,,
6232,ENSG00000136935,223.8558347,-0.254818777,0.152505174,-1.670886118,0.094744174,0.399742137,,,,,,,,,,,,,,,
6233,ENSG00000173611,111.1165038,-0.572408253,0.239930102,-2.385729211,0.017045297,0.247443166,,,,,,,,,,,,,,,
6234,ENSG00000119414,372.5753643,0.199574058,0.132342855,1.508007802,0.13155253,0.448074401,,,,,,,,,,,,,,,
6235,ENSG00000136933,76.43941904,-0.207390793,0.217290067,-0.954442121,0.339859894,0.649728043,,,,,,,,,,,,,,,
6236,ENSG00000044574,1010.540299,0.177533119,0.169231983,1.049051816,0.294154271,0.614488536,,,,,,,,,,,,,,,
6237,ENSG00000165219,765.3190498,0.11984863,0.111120408,1.078547427,0.280789528,0.603643236,,,,,,,,,,,,,,,
6238,ENSG00000119487,450.7075928,-0.025357243,0.093308868,-0.271755985,0.785809651,0.916109739,,,,,,,,,,,,,,,
6239,ENSG00000167081,118.5972519,0.257353718,0.183103915,1.405506367,0.159870757,0.484641927,,,,,,,,,,,,,,,
6240,ENSG00000196814,147.7146813,-0.167059349,0.233279893,-0.716132653,0.473909443,0.748556805,,,,,,,,,,,,,,,
6241,ENSG00000169155,157.2908008,0.204916716,0.14877428,1.377366544,0.168398951,0.493308585,,,,,,,,,,,,,,,
6242,ENSG00000177125,760.933906,0.373947685,0.191250504,1.955276861,0.050550401,0.327554735,,,,,,,,,,,,,,,
6243,ENSG00000136828,155.4824361,0.01581062,0.180620918,0.087534821,0.930246409,0.974264594,,,,,,,,,,,,,,,
6244,ENSG00000136859,39.03321633,-0.212474669,0.332217762,-0.639564445,0.522455804,NA,,,,,,,,,,,,,,,
6245,ENSG00000136895,25.07858353,-0.902469475,0.404195619,-2.232754226,0.025565156,NA,,,,,,,,,,,,,,,
6246,ENSG00000136856,36.0262971,-0.304531752,0.340798256,-0.893583657,0.371544694,NA,,,,,,,,,,,,,,,
6247,ENSG00000196152,121.7950124,0.298073746,0.18868517,1.579741248,0.114166135,0.424124385,,,,,,,,,,,,,,,
6248,ENSG00000197958,1489.489186,-0.114690815,0.169389733,-0.677082449,0.498353644,0.764863771,,,,,,,,,,,,,,,
6249,ENSG00000148356,279.3961842,0.04047138,0.138349128,0.292530792,0.76988082,0.907989713,,,,,,,,,,,,,,,
6250,ENSG00000136830,314.1910054,0.298105308,0.249254942,1.195985543,0.231702201,0.561021978,,,,,,,,,,,,,,,
6251,ENSG00000136854,36.15166775,0.012589784,0.347965736,0.036181102,0.971137954,NA,,,,,,,,,,,,,,,
6252,ENSG00000160401,25.70100424,-1.204148851,0.437701356,-2.751074071,0.005940021,NA,,,,,,,,,,,,,,,
6253,ENSG00000167094,106.0252687,-0.362340484,0.341119414,-1.06221009,0.28814032,0.610350908,,,,,,,,,,,,,,,
6254,ENSG00000160404,172.5171755,-0.092877648,0.179398356,-0.517717385,0.604655467,0.824923517,,,,,,,,,,,,,,,
6255,ENSG00000095370,1421.471337,0.128480462,0.146450957,0.877293428,0.380327281,0.679526088,,,,,,,,,,,,,,,
6256,ENSG00000136807,445.4610537,0.036024035,0.111472632,0.323164841,0.746570406,0.898188043,,,,,,,,,,,,,,,
6257,ENSG00000136877,217.937386,-0.522143448,0.153949273,-3.391659078,0.000694708,0.101360171,,,,,,,,,,,,,,,
6258,ENSG00000106991,144.0576024,-0.313892458,0.237576492,-1.321226923,0.186425712,0.516845354,,,,,,,,,,,,,,,
6259,ENSG00000106992,23.01009318,0.64520159,0.444921395,1.450147367,0.147017429,NA,,,,,,,,,,,,,,,
6260,ENSG00000160408,303.3280656,-0.21031469,0.205428751,-1.023784107,0.305937259,0.626593718,,,,,,,,,,,,,,,
6261,ENSG00000136840,829.5628481,0.542313699,0.421770213,1.285803698,0.198511579,0.529559348,,,,,,,,,,,,,,,
6262,ENSG00000167103,14.91313607,-0.533864496,0.498380577,-1.071198439,0.284080213,NA,,,,,,,,,,,,,,,
6263,ENSG00000136908,1029.77193,0.713192693,0.392814806,1.815595244,0.069432484,0.355985711,,,,,,,,,,,,,,,
6264,ENSG00000167106,1268.006359,-0.351432963,0.21533438,-1.63203369,0.102672389,0.410290203,,,,,,,,,,,,,,,
6265,ENSG00000171169,104.7723503,0.075375002,0.200927976,0.375134433,0.70756049,0.881699492,,,,,,,,,,,,,,,
6266,ENSG00000148339,149.6961673,-0.332054527,0.177399469,-1.871789861,0.061235682,0.343991995,,,,,,,,,,,,,,,
6267,ENSG00000148334,207.4028301,-0.200215527,0.166825235,-1.200151325,0.230080575,0.559642077,,,,,,,,,,,,,,,
6268,ENSG00000148346,170.8684086,3.046593541,0.820525261,3.712979583,0.000204833,0.070979276,,,,,,,,,,,,,,,
6269,ENSG00000171159,159.3233267,-0.19165729,0.206453137,-0.928333144,0.353234787,0.660335169,,,,,,,,,,,,,,,
6270,ENSG00000148337,640.3661847,0.22223588,0.181328084,1.225600989,0.220348866,0.551798557,,,,,,,,,,,,,,,
6271,ENSG00000106976,34.03246704,-0.013652811,0.428941357,-0.031829086,0.974608351,NA,,,,,,,,,,,,,,,
6272,ENSG00000167110,252.1113047,0.228261996,0.175018852,1.304213764,0.192160708,0.523243917,,,,,,,,,,,,,,,
6273,ENSG00000175854,36.79227923,-0.291084752,0.339677577,-0.856944269,0.391475686,NA,,,,,,,,,,,,,,,
6274,ENSG00000167112,99.73305251,-0.141855418,0.188672013,-0.751862537,0.452133729,0.731758126,,,,,,,,,,,,,,,
6275,ENSG00000167113,126.9025695,-0.360206571,0.200847717,-1.793431247,0.072903995,0.36230506,,,,,,,,,,,,,,,
6276,ENSG00000167114,105.3426094,-0.187981224,0.202701169,-0.927381055,0.353728724,0.660712375,,,,,,,,,,,,,,,
6277,ENSG00000167118,159.9872483,-0.247703962,0.156724747,-1.580503183,0.113991679,0.423936395,,,,,,,,,,,,,,,
6278,ENSG00000167123,15.21104804,0.174179319,0.617296279,0.282164861,0.777817101,NA,,,,,,,,,,,,,,,
6279,ENSG00000136811,164.563612,-0.217812165,0.154818413,-1.406887986,0.159460607,0.483941677,,,,,,,,,,,,,,,
6280,ENSG00000119392,282.2496313,0.205286972,0.136151105,1.507787771,0.131608853,0.448074401,,,,,,,,,,,,,,,
6281,ENSG00000197694,1564.167461,-0.188393843,0.178868432,-1.05325373,0.292224719,0.612764212,,,,,,,,,,,,,,,
6282,ENSG00000119333,39.40687081,-0.395839499,0.362300853,-1.092571257,0.274582089,NA,,,,,,,,,,,,,,,
6283,ENSG00000119335,875.6713007,-0.044934523,0.102612785,-0.437903749,0.661456058,0.855532603,,,,,,,,,,,,,,,
6284,ENSG00000160447,34.13726394,-0.543931227,0.451954146,-1.203509762,0.228779116,NA,,,,,,,,,,,,,,,
6285,ENSG00000160446,150.2428951,0.205719438,0.208940457,0.984584032,0.324828436,0.638643346,,,,,,,,,,,,,,,
6286,ENSG00000160445,1759.247123,0.444205214,0.335926581,1.322328269,0.186058863,0.516845354,,,,,,,,,,,,,,,
6287,ENSG00000107021,241.8663124,-0.080321838,0.105749164,-0.75955057,0.447523275,0.729817117,,,,,,,,,,,,,,,
6288,ENSG00000167136,22.29448951,0.342974491,0.428576021,0.800265237,0.423557139,NA,,,,,,,,,,,,,,,
6289,ENSG00000198917,149.6450429,-0.262140422,0.203447097,-1.288494285,0.197573957,0.52882744,,,,,,,,,,,,,,,
6290,ENSG00000171097,59.92286893,-0.168248749,0.276747769,-0.607949795,0.543220772,NA,,,,,,,,,,,,,,,
6291,ENSG00000136802,489.6258026,0.135947555,0.191379834,0.710354649,0.477484238,0.750550938,,,,,,,,,,,,,,,
6292,ENSG00000175287,7.945971116,0.08941684,0.734933518,0.12166657,0.90316309,NA,,,,,,,,,,,,,,,
6293,ENSG00000175283,52.49065844,-0.327930978,0.25871868,-1.267519525,0.204969587,NA,,,,,,,,,,,,,,,
6294,ENSG00000095319,278.7557258,-0.18461049,0.186703625,-0.988788995,0.32276639,0.636248586,,,,,,,,,,,,,,,
6295,ENSG00000148341,528.472561,-0.014747796,0.157841034,-0.093434486,0.925558394,0.972314625,,,,,,,,,,,,,,,
6296,ENSG00000148343,226.4906307,-0.169896953,0.143268914,-1.185860542,0.235677378,0.56441668,,,,,,,,,,,,,,,
6297,ENSG00000167130,50.56493042,-0.085580621,0.303165762,-0.282289861,0.77772126,NA,,,,,,,,,,,,,,,
6298,ENSG00000095321,233.0916409,0.077482729,0.338811256,0.22868995,0.819109907,0.92922852,,,,,,,,,,,,,,,
6299,ENSG00000119383,467.6158916,0.170210463,0.152440594,1.116569139,0.264178593,0.589191212,,,,,,,,,,,,,,,
6300,ENSG00000188483,49.61597625,0.288578708,0.348077714,0.829064017,0.407068183,NA,,,,,,,,,,,,,,,
6301,ENSG00000148335,72.44359224,-0.037058143,0.219678526,-0.168692605,0.866038436,0.950098826,,,,,,,,,,,,,,,
6302,ENSG00000148331,221.7138911,0.036896264,0.141272814,0.261170304,0.793961178,0.91937696,,,,,,,,,,,,,,,
6303,ENSG00000148344,8.618744295,0.291831948,0.934547404,0.312270889,0.754834662,NA,,,,,,,,,,,,,,,
6304,ENSG00000136816,330.3244103,0.094292757,0.177499567,0.531228098,0.595260724,0.819538802,,,,,,,,,,,,,,,
6305,ENSG00000136827,356.8309745,0.074060509,0.138022767,0.536581833,0.591556496,0.817376535,,,,,,,,,,,,,,,
6306,ENSG00000136819,1233.072505,0.447391487,0.402651458,1.111113541,0.26651948,0.591350311,,,,,,,,,,,,,,,
6307,ENSG00000136878,626.5927736,-0.198390985,0.127854248,-1.551696474,0.120734867,0.433399843,,,,,,,,,,,,,,,
6308,ENSG00000187239,1980.207686,0.121246285,0.094576644,1.281989716,0.199846254,0.530704085,,,,,,,,,,,,,,,
6309,ENSG00000148358,636.8846681,0.041167161,0.120967852,0.34031489,0.733619405,0.893058961,,,,,,,,,,,,,,,
6310,ENSG00000107130,7.881564918,0.820698102,0.925762905,0.886510031,0.375342751,NA,,,,,,,,,,,,,,,
6311,ENSG00000107164,264.7634727,-0.181120976,0.148188683,-1.222232171,0.221619841,0.552636473,,,,,,,,,,,,,,,
6312,ENSG00000130713,145.4872789,-0.024727653,0.203414909,-0.121562639,0.903245404,0.963893638,,,,,,,,,,,,,,,
6313,ENSG00000097007,265.0109094,-0.168683169,0.142373484,-1.184793436,0.236099129,0.56441668,,,,,,,,,,,,,,,
6314,ENSG00000188710,11.9938137,-0.476085933,0.53935889,-0.88268858,0.377404554,NA,,,,,,,,,,,,,,,
6315,ENSG00000050555,12.28061037,-0.402400654,0.862803987,-0.466387105,0.64093844,NA,,,,,,,,,,,,,,,
6316,ENSG00000126883,930.5172836,0.108326382,0.105788577,1.023989407,0.305840278,0.626593718,,,,,,,,,,,,,,,
6317,ENSG00000126882,1041.586573,-0.209084067,0.100604462,-2.078278261,0.037683738,0.304169801,,,,,,,,,,,,,,,
6318,ENSG00000160539,7.889848824,-0.478318232,0.665047351,-0.719224324,0.472002715,NA,,,,,,,,,,,,,,,
6319,ENSG00000130723,1932.702251,-0.15289416,0.121899716,-1.254261824,0.209746855,0.54273373,,,,,,,,,,,,,,,
6320,ENSG00000130714,120.7027014,-0.378232952,0.230776079,-1.638960819,0.10122142,0.407851981,,,,,,,,,,,,,,,
6321,ENSG00000130717,159.9120139,-0.406897024,0.164722037,-2.470203934,0.013503605,0.242368268,,,,,,,,,,,,,,,
6322,ENSG00000107263,2060.986163,0.01380844,0.124747775,0.110690868,0.911861488,0.967812022,,,,,,,,,,,,,,,
6323,ENSG00000160563,95.16061103,-0.358902087,0.238774176,-1.503102606,0.132812587,0.45002803,,,,,,,,,,,,,,,
6324,ENSG00000196358,858.80822,0.66531228,0.287300708,2.315734908,0.020572747,0.261745529,,,,,,,,,,,,,,,
6325,ENSG00000107290,2477.379271,-0.055459124,0.098690515,-0.561949896,0.574150157,0.807971195,,,,,,,,,,,,,,,
6326,ENSG00000125482,120.6749088,0.045209703,0.189442881,0.238645562,0.811380432,0.925217117,,,,,,,,,,,,,,,
6327,ENSG00000125492,6.682216098,0.484141736,0.760445059,0.636655772,0.524349088,NA,,,,,,,,,,,,,,,
6328,ENSG00000125485,105.7604768,-0.44546531,0.219525894,-2.029215337,0.042436362,0.309330646,,,,,,,,,,,,,,,
6329,ENSG00000125484,137.1858934,-0.09763268,0.174331318,-0.560040968,0.575451494,0.808850373,,,,,,,,,,,,,,,
6330,ENSG00000165698,7.373465652,-0.271489305,0.647215482,-0.419472823,0.674870613,NA,,,,,,,,,,,,,,,
6331,ENSG00000165699,406.2525145,-0.022367946,0.122977607,-0.181886336,0.855671928,0.945913266,,,,,,,,,,,,,,,
6332,ENSG00000165702,198.1706759,0.167091759,0.354705256,0.471072127,0.637589229,0.846236374,,,,,,,,,,,,,,,
6333,ENSG00000148308,234.0122607,-0.094141672,0.154556964,-0.609106631,0.542453763,0.792624172,,,,,,,,,,,,,,,
6334,ENSG00000170835,5.601001456,-1.780729934,0.919614971,-1.936386412,0.052820392,NA,,,,,,,,,,,,,,,
6335,ENSG00000160271,613.0892717,-0.25500644,0.153960125,-1.656314849,0.097658075,0.404141741,,,,,,,,,,,,,,,
6336,ENSG00000148288,444.5983135,0.193209578,0.219073732,0.881938588,0.377810018,0.677974494,,,,,,,,,,,,,,,
6337,ENSG00000175164,32.68210242,-1.315480145,0.60608108,-2.170468918,0.029971341,NA,,,,,,,,,,,,,,,
6338,ENSG00000148296,245.3398012,-0.0801379,0.14097878,-0.568439448,0.569736611,0.80629496,,,,,,,,,,,,,,,
6339,ENSG00000148297,430.5748315,-0.014483625,0.133490995,-0.108498891,0.91359996,0.968298212,,,,,,,,,,,,,,,
6340,ENSG00000148303,2559.921437,-0.10556752,0.139914372,-0.7545152,0.450539922,0.730915376,,,,,,,,,,,,,,,
6341,ENSG00000148290,114.4343117,0.035296852,0.189766079,0.186001902,0.85244327,0.944691273,,,,,,,,,,,,,,,
6342,ENSG00000148291,38.6675585,-0.613706833,0.300256936,-2.043938907,0.040959583,NA,,,,,,,,,,,,,,,
6343,ENSG00000148248,734.6024055,0.053634334,0.112923493,0.474961696,0.634814275,0.845023536,,,,,,,,,,,,,,,
6344,ENSG00000198870,51.2807595,-0.472690786,0.297839145,-1.58706736,0.11249739,NA,,,,,,,,,,,,,,,
6345,ENSG00000148300,179.3931698,-0.126041404,0.176354663,-0.714704116,0.474791894,0.748942706,,,,,,,,,,,,,,,
6346,ENSG00000160323,18.77149236,-0.282216093,0.521581391,-0.541077764,0.588453984,NA,,,,,,,,,,,,,,,
6347,ENSG00000160325,84.06192366,-0.555708975,0.233072143,-2.38427882,0.017112631,0.247443166,,,,,,,,,,,,,,,
6348,ENSG00000160326,332.7794426,-0.271368508,0.237378051,-1.143191236,0.2529592,0.579580789,,,,,,,,,,,,,,,
6349,ENSG00000123454,9.98590412,0.285268046,0.683422406,0.417411024,0.676377793,NA,,,,,,,,,,,,,,,
6350,ENSG00000123453,52.20113373,-0.245212667,0.405732716,-0.604369964,0.5455977,NA,,,,,,,,,,,,,,,
6351,ENSG00000160293,235.6154503,-0.22808053,0.200600567,-1.13698846,0.25554311,0.582653564,,,,,,,,,,,,,,,
6352,ENSG00000235106,78.83797909,-0.289427364,0.217059884,-1.333398689,0.182401002,0.512104117,,,,,,,,,,,,,,,
6353,ENSG00000169925,550.6174526,0.258939462,0.133967114,1.932858399,0.053253644,0.332000318,,,,,,,,,,,,,,,
6354,ENSG00000196363,168.7191044,-0.246512181,0.157855885,-1.561628069,0.118375633,0.429705448,,,,,,,,,,,,,,,
6355,ENSG00000186350,4095.914317,0.29555001,0.188807041,1.565354811,0.117499738,0.428475711,,,,,,,,,,,,,,,
6356,ENSG00000130635,14.16566704,-0.201692611,0.899017385,-0.224347843,0.822486651,NA,,,,,,,,,,,,,,,
6357,ENSG00000085265,5320.485689,0.414140931,0.218813064,1.892670045,0.058401762,0.341943264,,,,,,,,,,,,,,,
6358,ENSG00000130558,23.56342338,-0.27916515,0.612932883,-0.455457943,0.648779818,NA,,,,,,,,,,,,,,,
6359,ENSG00000196422,55.98065587,-0.253405306,0.324137031,-0.7817845,0.434341232,NA,,,,,,,,,,,,,,,
6360,ENSG00000122140,41.24757408,-0.041249949,0.29444813,-0.140092413,0.888586975,NA,,,,,,,,,,,,,,,
6361,ENSG00000107147,17.74067841,-0.728162585,0.624450618,-1.166085137,0.243580025,NA,,,,,,,,,,,,,,,
6362,ENSG00000130559,279.0781944,-0.064906616,0.132450849,-0.490043036,0.624103446,0.837058655,,,,,,,,,,,,,,,
6363,ENSG00000130560,277.4303101,0.275105946,0.183284014,1.500981674,0.133360302,0.450734488,,,,,,,,,,,,,,,
6364,ENSG00000148411,1167.117257,0.086057306,0.165180848,0.520988401,0.602374851,0.823995601,,,,,,,,,,,,,,,
6365,ENSG00000238227,551.3397084,0.04678487,0.110996786,0.421497524,0.673391819,0.862819036,,,,,,,,,,,,,,,
6366,ENSG00000165661,219.1152197,0.015171373,0.187995581,0.080700687,0.93567999,0.976934834,,,,,,,,,,,,,,,
6367,ENSG00000260220,6.936148147,-1.923847356,1.027417861,-1.872507213,0.061136465,NA,,,,,,,,,,,,,,,
6368,ENSG00000160360,52.54730411,-0.351986757,0.326745158,-1.077251638,0.281367862,NA,,,,,,,,,,,,,,,
