,yes.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
5172,ENSG00000005075,146.2824753,0.014682388,0.167837063,0.087480012,0.930289972,0.9659113
5173,ENSG00000170667,8.41549157,0.723006914,0.636328088,1.136217193,0.255865677,NA
5174,ENSG00000168255,262.3254153,0.319694075,0.206939542,1.544867029,0.12237843,0.327742891
5175,ENSG00000205238,120.8803118,0.63414544,0.257286712,2.464742289,0.013711183,0.097650607
5176,ENSG00000105808,22.70228852,0.057116707,0.371399798,0.153787663,0.877777161,NA
5177,ENSG00000173678,29.94133214,0.746546561,0.384971384,1.939226113,0.052473811,NA
5178,ENSG00000228049,56.99666517,0.556010275,0.267767531,2.076466375,0.037850838,0.170312198
5179,ENSG00000222011,90.13672298,0.310627325,0.188974836,1.643749675,0.10022792,0.293925906
5180,ENSG00000161040,102.1571191,0.792646591,0.271325398,2.921387371,0.003484762,0.048633464
5181,ENSG00000128606,15.62371414,0.488530336,0.530446379,0.920979681,0.357061036,NA
5182,ENSG00000230257,59.43343416,0.662156306,0.365337718,1.81244989,0.06991671,0.240175576
5183,ENSG00000170632,138.6936091,-0.042934063,0.183356354,-0.234156397,0.814863564,0.907755657
5184,ENSG00000161048,95.42543157,-0.201621488,0.183667673,-1.097751628,0.272312959,0.509570424
5185,ENSG00000105819,204.099892,-0.082010292,0.135515351,-0.605173445,0.545063758,0.74018894
5186,ENSG00000105821,119.5109249,-0.141403142,0.174793063,-0.808974563,0.418529778,0.643947586
5187,ENSG00000161057,127.7427067,-0.495574322,0.163909039,-3.023471583,0.002498925,0.042043838
5188,ENSG00000164815,76.77681634,-0.162731775,0.197669059,-0.823253655,0.410363763,0.637425908
5189,ENSG00000005483,1365.111022,0.174277322,0.089287465,1.951867735,0.05095391,0.198543532
5190,ENSG00000135250,876.2007826,0.234853576,0.116807546,2.01060278,0.04436743,0.18447523
5191,ENSG00000091127,34.73533985,0.121125923,0.318216917,0.380639486,0.703470778,NA
5192,ENSG00000135249,80.44577443,-0.011944558,0.167433839,-0.071338975,0.943127977,0.972656921
5193,ENSG00000185055,5.843256181,-0.384199753,0.778971907,-0.493213876,0.621861475,NA
5194,ENSG00000146776,316.6865578,-0.279165996,0.1243986,-2.244124909,0.024824366,0.134428601
5195,ENSG00000128536,61.46126039,-1.089772355,0.286019478,-3.810133356,0.000138892,0.011419133
5196,ENSG00000008282,176.1589558,-0.18160821,0.132606033,-1.369532034,0.170833028,0.397926345
5197,ENSG00000105835,7435.719428,0.536843401,0.220274526,2.437156081,0.014803288,0.101897785
5198,ENSG00000253276,202.5373666,0.54488591,0.196824713,2.768381584,0.005633545,0.06259933
5199,ENSG00000105851,1160.898826,0.221877768,0.110845361,2.00168745,0.045318357,0.186518524
5200,ENSG00000005249,328.3151749,0.419380184,0.312588319,1.341637411,0.17971359,0.408941952
5201,ENSG00000105856,704.6926015,0.135441683,0.102770328,1.317906499,0.18753495,0.417956589
5202,ENSG00000164597,366.1621619,-0.170162463,0.137415143,-1.238309395,0.215601362,0.451372661
5203,ENSG00000172209,35.71880448,-0.467954341,0.312862566,-1.495718539,0.134727017,NA
5204,ENSG00000105865,20.07615806,-0.195423599,0.36950792,-0.528875265,0.596891982,NA
5205,ENSG00000075790,91.52109392,-0.402793067,0.168953576,-2.384045817,0.01712347,0.109303046
5206,ENSG00000105879,257.6563139,-0.116626169,0.118223413,-0.986489617,0.323892908,0.55896682
5207,ENSG00000091140,227.5819115,0.122122621,0.128933415,0.947175888,0.34354916,0.577772487
5208,ENSG00000091136,63.5122432,0.224127538,0.259218397,0.864628206,0.387242886,0.617192241
5209,ENSG00000091129,12.62566795,0.536828592,0.620135021,0.865664047,0.386674422,NA
5210,ENSG00000135241,198.333146,-0.0703203,0.163772437,-0.429378115,0.667648078,0.819813071
5211,ENSG00000177683,129.3411615,0.096696785,0.211435529,0.457334611,0.647430556,0.807873218
5212,ENSG00000128590,56.60648537,-0.29798851,0.217783105,-1.368281116,0.1712241,0.398297431
5213,ENSG00000184903,43.15844268,-0.216961556,0.322276786,-0.673214969,0.500810539,0.71049557
5214,ENSG00000173114,62.03954391,-0.24818045,0.386181077,-0.642653057,0.520449248,0.723905131
5215,ENSG00000128512,324.1137418,0.600916641,0.257603,2.332723768,0.019662648,0.118102298
5216,ENSG00000198839,64.87178868,-0.354521319,0.215554731,-1.644692824,0.100033173,0.293725978
5217,ENSG00000006652,776.2417587,0.399201866,0.170735996,2.338123619,0.019380836,0.116956462
5218,ENSG00000181016,52.65055494,0.808570071,0.327476586,2.469092772,0.01354561,0.096806836
5219,ENSG00000146802,244.9577579,-0.161926188,0.141682575,-1.142880043,0.2530884,0.489551945
5220,ENSG00000164603,143.1806149,0.183554502,0.168082376,1.092050855,0.274810749,0.511612667
5221,ENSG00000214194,16.41792533,0.030675394,0.40267497,0.076179044,0.939276654,NA
5222,ENSG00000135272,365.624907,-0.205018855,0.14285093,-1.4351944,0.151231709,0.370113988
5223,ENSG00000105967,157.8185196,0.213278131,0.263148395,0.810486157,0.417660818,0.64327945
5224,ENSG00000135269,387.3021198,0.016554323,0.117125436,0.141338411,0.887602607,0.94488212
5225,ENSG00000105971,6.64692451,-0.088401304,0.84421295,-0.104714461,0.916602387,NA
5226,ENSG00000198898,502.2741645,0.172215269,0.164042695,1.049819798,0.293800971,0.528882918
5227,ENSG00000004866,25.93812267,-0.318740768,0.320192165,-0.995467105,0.319509135,NA
5228,ENSG00000128534,163.1925828,-0.165690701,0.175280273,-0.945290064,0.34451081,0.578046954
5229,ENSG00000071243,117.4236937,-0.112313778,0.16743761,-0.670779869,0.502360774,0.711516217
5230,ENSG00000106034,64.90205591,-0.472709805,0.270330215,-1.748638435,0.080353538,0.258921318
5231,ENSG00000002745,19.85523825,-0.51813115,0.491814413,-1.053509488,0.292107548,NA
5232,ENSG00000196937,85.46544341,-0.232232393,0.228438219,-1.016609191,0.30933938,0.543761219
5233,ENSG00000008311,16.74571089,-0.119988366,0.445515025,-0.269325072,0.78767954,NA
5234,ENSG00000128609,70.63820298,-0.571617205,0.201636027,-2.834896186,0.004584058,0.056352109
5235,ENSG00000106299,125.8208483,-0.185392773,0.152222944,-1.217902955,0.223260853,0.460711808
5236,ENSG00000128513,72.9383641,-0.343181706,0.203701003,-1.684732527,0.092040188,0.279520393
5237,ENSG00000048405,446.2984097,-0.383141492,0.090469996,-4.235011711,2.29E-05,0.004793272
5238,ENSG00000179562,320.6504459,-0.035416263,0.11896122,-0.297712673,0.76592247,0.880665163
5239,ENSG00000004059,336.842318,0.045248916,0.127175517,0.355798956,0.721991131,0.852666382
5240,ENSG00000197157,1124.958911,-0.069837043,0.113289176,-0.616449388,0.537597966,0.735671677
5241,ENSG00000128594,646.9163961,0.649376236,0.194611949,3.336774743,0.000847566,0.026239276
5242,ENSG00000106344,242.3890496,-0.107126254,0.127740882,-0.83862153,0.401681725,0.629472871
5243,ENSG00000224940,9.610152461,3.077636257,0.78805843,3.905340186,9.41E-05,NA
5244,ENSG00000106348,1590.478118,0.552197594,0.154470201,3.574783948,0.000350517,0.017360318
5245,ENSG00000135245,8.489057415,0.020285568,0.506795889,0.040027097,0.968071523,NA
5246,ENSG00000165055,82.38444872,-0.403022902,0.220555737,-1.827306364,0.067653719,0.235208819
5247,ENSG00000205085,26.88312601,0.390613597,0.325605344,1.19965352,0.230273932,NA
5248,ENSG00000128595,130.7380709,-0.049287378,0.167970195,-0.293429306,0.769194028,0.882945049
5249,ENSG00000128617,9.43044845,-0.397910241,0.570891075,-0.696998532,0.485803713,NA
5250,ENSG00000128596,49.403341,-0.281481807,0.327525367,-0.859419866,0.390108913,0.619939586
5251,ENSG00000128524,54.08783646,-0.294500891,0.178978327,-1.645455604,0.099875891,0.293407596
5252,ENSG00000272899,12.91358023,0.074747134,0.46668683,0.160165509,0.872750699,NA
5253,ENSG00000128604,370.4757255,-0.026388694,0.159806328,-0.165129216,0.868842278,0.936559349
5254,ENSG00000064419,515.7116608,0.313058079,0.100920715,3.102020037,0.001922049,0.037776466
5255,ENSG00000158457,166.6212749,0.147729512,0.266437245,0.554462693,0.579262231,0.763983542
5256,ENSG00000158467,133.8997737,-0.394511674,0.160909118,-2.451767053,0.014215666,0.099587182
5257,ENSG00000128578,10.07056652,-0.43633828,0.543153354,-0.803342695,0.421776687,NA
5258,ENSG00000106459,236.1915138,0.107308327,0.098899992,1.085018557,0.277913436,0.513910673
5259,ENSG00000186591,1433.834633,0.374358674,0.272451176,1.374039488,0.169429424,0.395284038
5260,ENSG00000091732,48.86399569,-0.212503387,0.271969675,-0.781349563,0.434596927,0.656091706
5261,ENSG00000128607,197.800948,-0.092832154,0.128800351,-0.720744574,0.471066682,0.686035543
5262,ENSG00000146842,79.18971405,-0.419746558,0.190868454,-2.199140559,0.027867929,0.143810908
5263,ENSG00000106477,39.34199863,-0.547062918,0.280290672,-1.951769977,0.05096552,0.198543532
5264,ENSG00000106484,13.46247031,-0.017309108,0.486497231,-0.035579047,0.971618016,NA
5265,ENSG00000158623,57.43498375,-0.017278391,0.25425833,-0.067956046,0.945820623,0.973915707
5266,ENSG00000128585,720.644665,0.048986935,0.097720918,0.501294257,0.616164046,0.787993766
5267,ENSG00000128567,104.6587354,0.082732901,0.18778982,0.440561161,0.659530726,0.815476094
5268,ENSG00000221866,73.26198267,-0.485307335,0.283511338,-1.711773994,0.086938326,0.272066133
5269,ENSG00000106554,137.4746034,-0.073489888,0.151588629,-0.48479816,0.627819528,0.795377378
5270,ENSG00000131558,429.0525646,0.006764164,0.09927207,0.068137632,0.945676074,0.973915707
5271,ENSG00000155530,5.357651087,0.021757739,0.893756865,0.024344137,0.980578108,NA
5272,ENSG00000205060,96.97542657,-0.418249381,0.180793066,-2.313414948,0.020699836,0.121532633
5273,ENSG00000085662,130.423467,0.030915789,0.182499532,0.169402016,0.865480438,0.936169083
5274,ENSG00000172331,841.2043794,0.789955238,0.438113855,1.803082075,0.071375326,0.24316566
5275,ENSG00000122786,29.53336042,0.319081099,0.425492436,0.749910157,0.453308817,NA
5276,ENSG00000146856,33.1095883,-0.250860819,0.322027629,-0.779004024,0.435977344,NA
5277,ENSG00000122783,648.3840024,0.37951518,0.16440279,2.308447323,0.020974269,0.122334034
5278,ENSG00000146859,763.2615994,0.49984677,0.17445453,2.865197993,0.004167486,0.053097514
5279,ENSG00000105875,214.5579575,-0.004749823,0.115501491,-0.041123473,0.967197461,0.984049927
5280,ENSG00000080802,294.4755221,-0.076046768,0.096441329,-0.788528833,0.43038744,0.65237341
5281,ENSG00000155561,304.5000731,-0.225646015,0.146376613,-1.541544177,0.1231844,0.328902856
5282,ENSG00000243317,408.7881795,0.135054308,0.23917808,0.564660055,0.572305009,0.759116514
5283,ENSG00000164707,89.85545247,-0.075508014,0.187334991,-0.403064122,0.686901053,0.832175009
5284,ENSG00000105887,1606.579371,0.304967653,0.146770391,2.077855426,0.037722677,0.169884291
5285,ENSG00000182158,394.0649316,-0.034399209,0.124911698,-0.27538821,0.783018001,0.890064816
5286,ENSG00000122779,300.6260539,-0.006172626,0.11829615,-0.052179429,0.958385724,0.979253339
5287,ENSG00000146858,17.24095702,-0.774638864,0.456416306,-1.697219959,0.089655083,NA
5288,ENSG00000105939,1874.491774,0.183039063,0.112228197,1.630954328,0.102899957,0.297917035
5289,ENSG00000105948,30.86449528,0.747664792,0.45597627,1.6397011,0.10106733,NA
5290,ENSG00000157741,448.2389468,0.10048591,0.098853109,1.016517454,0.30938304,0.543761219
5291,ENSG00000164898,5.442496245,-0.334655326,0.664924591,-0.503298164,0.614754657,NA
5292,ENSG00000146963,225.4163973,-0.049474791,0.118389807,-0.41789739,0.676022141,0.824958979
5293,ENSG00000236279,8.350496324,0.044290752,0.739593253,0.059885285,0.952247,NA
5294,ENSG00000064393,984.4106445,0.152270033,0.115404309,1.319448418,0.187019244,0.417597239
5295,ENSG00000059377,1704.614998,0.392027692,0.159410636,2.459231713,0.013923472,0.098683808
5296,ENSG00000059378,654.1240839,-0.049662267,0.186291935,-0.266583021,0.78979023,0.893912884
5297,ENSG00000006459,1153.960309,0.245333477,0.111957455,2.191309889,0.028429375,0.14560305
5298,ENSG00000157800,246.3605494,0.416597891,0.193217869,2.156104365,0.031075517,0.15164439
5299,ENSG00000146955,8.673675331,0.360657606,0.562690586,0.640951911,0.521553927,NA
5300,ENSG00000133606,8939.481665,0.324765369,0.387164384,0.838830694,0.401564324,0.629384864
5301,ENSG00000133597,91.2337224,-0.418491326,0.192293837,-2.176311686,0.029531962,0.147832429
5302,ENSG00000090266,57.88700503,-0.428829715,0.235754055,-1.818970683,0.068915903,0.238301028
5303,ENSG00000157764,455.5461627,0.020216101,0.099476008,0.203225898,0.838958471,0.920856158
5304,ENSG00000090263,30.03121535,-0.265729361,0.320506486,-0.829091992,0.407052355,NA
5305,ENSG00000006530,145.050403,-0.233752347,0.187342675,-1.247726107,0.212131377,0.44783775
5306,ENSG00000257093,468.961783,-0.277091812,0.152341761,-1.81888282,0.068929309,0.238301028
5307,ENSG00000106028,140.4870899,-0.036274684,0.148058912,-0.245001691,0.806455122,0.902432414
5308,ENSG00000127362,21.63953022,-0.71548552,0.372040443,-1.923139095,0.054462584,NA
5309,ENSG00000127364,27.59298428,-0.166588492,0.370760216,-0.449315986,0.653203727,NA
5310,ENSG00000127366,9.616962094,0.67139543,0.561047418,1.196682148,0.231430468,NA
5311,ENSG00000257335,2685.23732,0.995227641,0.269582719,3.691733825,0.00022273,0.013625008
5312,ENSG00000258227,21.39254675,1.601723344,0.394965921,4.05534569,5.01E-05,NA
5313,ENSG00000257743,148.8246212,0.646623238,0.337858288,1.913888934,0.055634349,0.209587317
5314,ENSG00000275896,17.93869584,0.064204421,0.442665341,0.145040541,0.884678863,NA
5315,ENSG00000204983,6.713965581,0.408365483,0.824580783,0.495240117,0.620430636,NA
5316,ENSG00000106123,162.8881605,0.051614233,0.164021725,0.314679246,0.753005204,0.872872927
5317,ENSG00000165125,8.110806758,1.769358733,0.759881052,2.328468025,0.019887265,NA
5318,ENSG00000127412,29.45264463,1.48549778,0.413587902,3.591734125,0.000328485,NA
5319,ENSG00000165131,5.473351389,2.419328714,0.904546716,2.67463103,0.007481154,NA
5320,ENSG00000197993,102.1750472,-0.102584938,0.476193839,-0.215426848,0.82943454,0.916077245
5321,ENSG00000221937,13.07680732,1.648383889,0.584955023,2.817966896,0.004832879,NA
5322,ENSG00000197448,746.5379167,-0.204532381,0.094701781,-2.159752219,0.030791856,0.151012548
5323,ENSG00000106144,569.0273415,0.04169833,0.089142897,0.467769523,0.639949418,0.802202308
5324,ENSG00000159784,16.64231597,0.546168073,0.448750992,1.217084938,0.223571901,NA
5325,ENSG00000159840,3102.113605,0.784012474,0.186400143,4.206072271,2.60E-05,0.004937112
5326,ENSG00000146904,110.2862143,0.113636941,0.168616037,0.673939105,0.50035003,0.710332539
5327,ENSG00000185899,11.77000573,0.274211794,0.603232981,0.454570296,0.649418409,NA
5328,ENSG00000221855,7.99972488,0.905710523,0.647501918,1.398776587,0.161879989,NA
5329,ENSG00000170379,73.5279304,-0.055709509,0.211255432,-0.263706873,0.792005799,0.895125814
5330,ENSG00000198420,53.16618339,-0.323421275,0.242484301,-1.333782323,0.182275206,0.412426748
5331,ENSG00000243896,5.667836452,-0.780784727,0.852198604,-0.91620043,0.35956178,NA
5332,ENSG00000050327,29.23541455,0.076371064,0.339428735,0.224998817,0.821980195,NA
5333,ENSG00000196511,145.6841794,0.500056935,0.211018938,2.369725385,0.017801302,0.111911538
5334,ENSG00000174469,22.02877646,-1.303950105,0.74342157,-1.753984761,0.079433118,NA
5335,ENSG00000055130,323.1009143,-0.035940971,0.131464111,-0.273389983,0.784553452,0.891218727
5336,ENSG00000106462,73.83360127,0.075388714,0.193116113,0.390380238,0.696255399,0.836875448
5337,ENSG00000155660,300.3751283,-0.015688587,0.154513988,-0.101535063,0.919125725,0.960627995
5338,ENSG00000197362,117.0675863,-0.192320116,0.175813618,-1.093886345,0.274004828,0.511214821
5339,ENSG00000204947,14.37242359,0.393171017,0.488965521,0.804087405,0.421346498,NA
5340,ENSG00000197024,371.0202877,0.115250533,0.11114985,1.036893284,0.299785594,0.534737396
5341,ENSG00000170265,229.4665819,0.213196453,0.120792657,1.764978582,0.077567365,0.255041627
5342,ENSG00000170260,113.9370754,-0.084805707,0.175920632,-0.482067999,0.629757642,0.796344179
5343,ENSG00000204946,221.5593765,-0.32081916,0.132330701,-2.42437436,0.015334788,0.103501699
5344,ENSG00000196453,141.249147,-0.028257694,0.177513661,-0.159186024,0.873522314,0.939527873
5345,ENSG00000181220,1388.310558,0.564064315,0.162478575,3.471622736,0.000517323,0.020448178
5346,ENSG00000133619,93.89885399,-0.104076605,0.179348042,-0.58030522,0.561708808,0.752042915
5347,ENSG00000181444,1098.749033,0.4656184,0.18372878,2.534270351,0.011268176,0.086743853
5348,ENSG00000197558,63.74310025,0.308223919,0.274034034,1.124765106,0.260688585,0.498529323
5349,ENSG00000106479,250.6456134,-0.287675706,0.128278268,-2.242591131,0.024923193,0.134453553
5350,ENSG00000171130,111.2658319,-0.419673341,0.221941012,-1.890922901,0.058634637,0.216773078
5351,ENSG00000106526,54.22231419,-0.198691334,0.274863244,-0.722873421,0.469757654,0.685168807
5352,ENSG00000127399,56.24326862,-0.109167268,0.216272115,-0.504768115,0.613721713,0.786240095
5353,ENSG00000188707,75.438355,-0.04862459,0.220992234,-0.220028503,0.825848957,0.914405665
5354,ENSG00000106538,8.081668324,0.28392747,0.609012279,0.466209763,0.641065362,NA
5355,ENSG00000214022,425.584096,-0.25569404,0.10473461,-2.441351899,0.014632389,0.101059851
5356,ENSG00000196456,176.7333861,-0.572316265,0.1621803,-3.528888921,0.000417308,0.018423151
5357,ENSG00000171115,595.5722346,-0.011632258,0.124293715,-0.093586856,0.925437351,0.964380416
5358,ENSG00000179144,441.6648523,-0.481370998,0.179533594,-2.681230777,0.007335191,0.071565597
5359,ENSG00000133574,1641.291727,0.152865191,0.093771081,1.630195462,0.103060193,0.298016207
5360,ENSG00000133561,935.1011138,-0.243321806,0.103357332,-2.354180411,0.018563599,0.114375363
5361,ENSG00000106560,346.1979342,-0.215064158,0.170876612,-1.258593292,0.208177271,0.442856099
5362,ENSG00000213203,342.4706572,-0.186401309,0.138352466,-1.347293001,0.177885885,0.406884764
5363,ENSG00000196329,281.3895295,-0.47214808,0.181160949,-2.606235415,0.009154352,0.078661601
5364,ENSG00000106565,285.8050079,-0.848407763,0.653280224,-1.298688881,0.194050721,0.426305956
5365,ENSG00000002933,130.4658854,-0.842299286,0.593485926,-1.419240541,0.1558289,0.376193002
5366,ENSG00000002726,22.75595736,-0.212973995,0.581897335,-0.365999261,0.714365627,NA
5367,ENSG00000055118,87.00571187,0.139861903,0.364458384,0.38375274,0.701161719,0.839975189
5368,ENSG00000164867,20.72158365,-0.668064332,0.386643038,-1.727858167,0.084013656,NA
5369,ENSG00000181652,17.73179652,-0.348360994,0.478749776,-0.727647327,0.466829502,NA
5370,ENSG00000197150,174.2431097,-0.296895395,0.163231752,-1.818858098,0.068933082,0.238301028
