Elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2718,ENSG00000163617,52.49753377,0.009735208,0.180248512,0.054009921,0.95692726,NA
2719,ENSG00000151576,163.4079792,0.00403076,0.112906584,0.035699955,0.971521606,NA
2720,ENSG00000174255,20.37376893,0.149113488,0.371086502,0.401829459,0.68780954,NA
2721,ENSG00000181847,154.4713438,-0.061220809,0.186791772,-0.327748962,0.74310148,NA
2722,ENSG00000181722,327.8588514,0.059332625,0.115371622,0.514273995,0.60706044,NA
2723,ENSG00000114638,5.95332343,-0.031287436,0.811902058,-0.038535973,0.96926035,NA
2724,ENSG00000121578,115.0796695,0.087291145,0.223336427,0.390850459,0.695907775,NA
2725,ENSG00000031081,246.5931687,0.032250944,0.141363359,0.228142174,0.819535715,NA
2726,ENSG00000176142,171.2756764,0.070864265,0.112783352,0.628322028,0.529793004,NA
2727,ENSG00000163389,140.6509318,-0.16902791,0.149300411,-1.132132916,0.257578558,NA
2728,ENSG00000113845,147.8320043,-0.219827577,0.145241667,-1.5135297,0.130145163,NA
2729,ENSG00000121594,8.458347957,-0.097880167,0.557477433,-0.175576913,0.860626341,NA
2730,ENSG00000144843,69.06915289,0.445088392,0.206298765,2.157494217,0.030967177,NA
2731,ENSG00000121577,15.12925429,0.332900894,0.350476898,0.949851175,0.342187879,NA
2732,ENSG00000138495,70.78338517,-0.220379979,0.174603149,-1.262176426,0.206885309,NA
2733,ENSG00000082701,894.826666,0.216578619,0.10251473,2.112658519,0.034630006,0.109122276
2734,ENSG00000163428,271.6195067,-0.259389305,0.101363617,-2.558998123,0.010497431,NA
2735,ENSG00000163430,38.74624875,-0.223258809,0.523557002,-0.426426938,0.669796776,NA
2736,ENSG00000065518,102.644311,0.023994079,0.137518842,0.174478481,0.861489441,NA
2737,ENSG00000113924,18.85971137,-0.262573082,0.371730361,-0.706353609,0.479968263,NA
2738,ENSG00000144840,73.82130803,-0.420578508,0.153317583,-2.743185097,0.006084638,NA
2739,ENSG00000153767,83.55363011,0.030247219,0.160107703,0.188917948,0.850157127,NA
2740,ENSG00000051341,21.35294784,0.744210127,0.403355599,1.845047219,0.06503067,NA
2741,ENSG00000163833,21.39349855,0.132992071,0.33663076,0.39506809,0.692792638,NA
2742,ENSG00000180353,3436.123088,0.29636607,0.121309915,2.443049034,0.014563758,0.079455441
2743,ENSG00000173230,662.4431893,0.090502388,0.092233692,0.981229154,0.32647975,NA
2744,ENSG00000173226,102.5045181,-0.400963832,0.170962824,-2.345327613,0.019010367,NA
2745,ENSG00000145088,40.98119757,-0.281570219,0.265042,-1.062360754,0.288071944,NA
2746,ENSG00000163406,88.97034435,0.053727204,0.243286298,0.220839416,0.825217472,NA
2747,ENSG00000145103,6.013883898,-1.799606716,0.726554377,-2.476905754,0.013252689,NA
2748,ENSG00000114013,171.8345246,0.165302447,0.193846066,0.852751106,0.393797343,NA
2749,ENSG00000121552,49.83364583,0.431014103,0.285838985,1.507891246,0.131582364,NA
2750,ENSG00000160124,22.03793355,-0.043176772,0.338027704,-0.127731459,0.898361493,NA
2751,ENSG00000114023,54.0934229,-0.129592575,0.220732109,-0.587103415,0.557134254,NA
2752,ENSG00000196981,68.86686086,-0.141902227,0.149215944,-0.950985689,0.341611641,NA
2753,ENSG00000114030,420.8834132,0.104464329,0.093384636,1.118645776,0.263291286,NA
2754,ENSG00000138496,990.4731531,0.662064541,0.178881418,3.701136482,0.000214636,0.026430888
2755,ENSG00000163840,952.6493905,0.356603824,0.156407551,2.27996552,0.022609734,0.091715719
2756,ENSG00000173200,404.2846051,-0.152349596,0.162188932,-0.939334107,0.347559233,NA
2757,ENSG00000173193,2665.303002,0.570151181,0.186482354,3.057400169,0.00223266,0.047846692
2758,ENSG00000169087,309.5522572,0.351511566,0.123202434,2.85312193,0.004329201,NA
2759,ENSG00000138463,292.608323,0.385843606,0.149040883,2.588844065,0.009629869,NA
2760,ENSG00000065485,35.37294418,-0.214958796,0.256295774,-0.838713774,0.401629947,NA
2761,ENSG00000121542,57.6156543,-0.256618528,0.179284992,-1.431344172,0.1523316,NA
2762,ENSG00000173175,15.6723564,-0.725546779,0.510872895,-1.420209969,0.155546562,NA
2763,ENSG00000206527,153.3465783,0.010499246,0.147827695,0.071023537,0.943379023,NA
2764,ENSG00000065534,141.0287819,-0.029826641,0.166785755,-0.178832064,0.858069567,NA
2765,ENSG00000175455,169.9794844,-0.17224628,0.145578691,-1.18318333,0.236736498,NA
2766,ENSG00000160145,45.65781645,-0.470874079,0.278588146,-1.690215776,0.090986681,NA
2767,ENSG00000114491,135.5920563,-0.352772967,0.159093937,-2.217387874,0.026596598,NA
2768,ENSG00000082781,116.1654662,-0.240309922,0.311260162,-0.772054865,0.440081933,NA
2769,ENSG00000173706,255.779028,-0.124586096,0.170664231,-0.730007073,0.465385861,NA
2770,ENSG00000163848,558.880943,0.056585554,0.088346924,0.640492634,0.521852376,NA
2771,ENSG00000114520,63.0226,0.104944271,0.231504096,0.453314963,0.65032196,NA
2772,ENSG00000144909,561.0135058,0.20947575,0.117997315,1.775258611,0.075855196,NA
2773,ENSG00000114547,11.83555381,-0.100467769,0.551013776,-0.18233259,0.855321724,NA
2774,ENSG00000114544,117.7996885,-0.445060594,0.130027145,-3.422828316,0.000619732,NA
2775,ENSG00000163885,33.79184947,-0.103040481,0.251983485,-0.408917598,0.682600134,NA
2776,ENSG00000070476,832.7486865,0.05690778,0.07218803,0.788327098,0.430505401,0.526450392
2777,ENSG00000180767,80.55866561,-0.105170594,0.312090388,-0.336987609,0.736126241,NA
2778,ENSG00000180697,12.09109038,0.609038314,0.530456563,1.148139841,0.250910839,NA
2779,ENSG00000197763,9.364146783,-0.371500537,0.629776728,-0.589892449,0.555262757,NA
2780,ENSG00000159685,36.56323126,-0.412145925,0.307204299,-1.341602076,0.179725053,NA
2781,ENSG00000114554,139.5226967,-0.467786156,0.176791252,-2.645980228,0.008145458,NA
2782,ENSG00000163870,200.9747912,-0.090977749,0.118858693,-0.765427808,0.44401684,NA
2783,ENSG00000073111,73.96662095,-0.075199866,0.192213746,-0.391230427,0.69562692,NA
2784,ENSG00000114631,32.47025451,-0.584054783,0.303443441,-1.924756657,0.054259809,NA
2785,ENSG00000114626,4639.863006,0.28781767,0.176215137,1.633331137,0.102399371,0.189824211
2786,ENSG00000074416,137.0686348,-0.027637357,0.265462651,-0.104110152,0.917081934,NA
2787,ENSG00000058262,665.8701347,0.010584947,0.081256591,0.130265708,0.89635621,NA
2788,ENSG00000175792,142.6429884,0.069750809,0.130655773,0.533851715,0.593444131,NA
2789,ENSG00000132394,109.5257467,-0.170608971,0.142501946,-1.197239588,0.231213184,NA
2790,ENSG00000179348,269.6631351,0.319202778,0.3586607,0.889985377,0.373473738,NA
2791,ENSG00000163902,900.9764402,0.044063917,0.088292781,0.499065906,0.617732955,0.686081759
2792,ENSG00000075785,1535.173967,0.251140865,0.117289597,2.141203227,0.032257653,0.105708552
2793,ENSG00000177646,189.0489196,0.030114095,0.133595874,0.225411868,0.82165888,NA
2794,ENSG00000114656,116.2182255,0.448244156,0.233774024,1.91742499,0.055183962,NA
2795,ENSG00000169704,145.3824809,0.030859231,0.29612566,0.10420992,0.917002761,NA
2796,ENSG00000172780,142.2434164,0.264386042,0.158673198,1.666229996,0.095667614,NA
2797,ENSG00000240682,65.747309,0.067506759,0.17387687,0.388244617,0.697835018,NA
2798,ENSG00000169714,1322.366672,0.170637826,0.071186528,2.397052246,0.016527567,0.083314402
2799,ENSG00000181789,640.7218554,0.09929789,0.095468856,1.040107679,0.298289876,NA
2800,ENSG00000183624,180.1758034,-0.04969584,0.119292583,-0.416587848,0.6769799,NA
2801,ENSG00000184897,181.7772906,-0.011240115,0.134817345,-0.083372918,0.933555022,NA
2802,ENSG00000172771,39.91920262,0.250764012,0.351191939,0.714036925,0.475204347,NA
2803,ENSG00000129071,280.103828,-0.00303793,0.104307593,-0.029124724,0.976765117,NA
2804,ENSG00000163913,112.120545,0.048129806,0.13466213,0.357411591,0.7207837,NA
2805,ENSG00000004399,756.0392031,0.133314562,0.13619087,0.978880313,0.327639121,NA
2806,ENSG00000172765,530.8423228,0.161447808,0.1381447,1.168686225,0.242530074,NA
2807,ENSG00000251287,8.256709211,0.143563381,0.574371769,0.249948532,0.802627151,NA
2808,ENSG00000206384,30.88326512,-0.234787674,0.347137051,-0.676354406,0.498815658,NA
2809,ENSG00000196455,254.5692992,0.142389356,0.076373384,1.864384526,0.062267724,NA
2810,ENSG00000017260,288.7355002,0.036991285,0.095730265,0.386411604,0.699191858,NA
2811,ENSG00000034533,80.40024045,-0.200253185,0.155171598,-1.290527309,0.196867636,NA
2812,ENSG00000114670,24.79651889,-0.473809576,0.330597053,-1.433193585,0.151802523,NA
2813,ENSG00000198585,365.72185,0.367187162,0.203501345,1.804347592,0.071176833,NA
2814,ENSG00000114686,111.8425321,-0.217556865,0.177590172,-1.225050141,0.220556329,NA
2815,ENSG00000014257,257.6917445,0.381023129,0.180873524,2.106572146,0.035154683,NA
2816,ENSG00000138246,502.7124458,0.227115718,0.102365533,2.21867372,0.02650893,NA
2817,ENSG00000129048,8.571028166,0.507309854,0.530276276,0.956689705,0.338723896,NA
2818,ENSG00000081307,84.76878271,-0.196738537,0.20506598,-0.959391397,0.337361607,NA
2819,ENSG00000113971,43.3977565,-0.229542892,0.217720733,-1.054299646,0.291745751,NA
2820,ENSG00000144868,10.38726982,-0.443665994,0.532446986,-0.833258531,0.404698938,NA
2821,ENSG00000170819,7.764280853,-1.333570387,0.62619979,-2.129624457,0.03320263,NA
2822,ENSG00000091527,867.9684528,0.169664766,0.076596526,2.21504517,0.026756964,0.09743761
2823,ENSG00000163781,303.4796381,0.059213761,0.084079911,0.704255755,0.481273515,NA
2824,ENSG00000144867,117.6179741,0.084035885,0.14088509,0.596485297,0.550851074,NA
2825,ENSG00000154917,49.72934004,0.410560089,0.310106283,1.323933476,0.185525139,NA
2826,ENSG00000163785,163.0275851,-0.170277852,0.131726527,-1.292661817,0.196128049,NA
2827,ENSG00000129055,89.60911829,0.00051388,0.150628108,0.003411578,0.99727796,NA
2828,ENSG00000182923,581.8562344,0.284538022,0.146549841,1.941578514,0.052188146,NA
2829,ENSG00000154928,592.2075138,0.449725615,0.194150908,2.316371424,0.020537998,NA
2830,ENSG00000174611,1078.622489,0.353760789,0.19376353,1.825734646,0.067890242,0.148888685
2831,ENSG00000073711,87.95630567,-0.13321062,0.161437355,-0.825153633,0.409284374,NA
2832,ENSG00000174579,1112.190376,0.101929308,0.076883929,1.325755718,0.184920625,0.280454238
2833,ENSG00000114054,118.7017803,-0.114419165,0.192813453,-0.593418995,0.55290078,NA
2834,ENSG00000118007,401.0147411,0.03736102,0.096092668,0.388801984,0.697422633,NA
2835,ENSG00000168917,13.26173833,-0.352421511,0.393671668,-0.895216851,0.370671179,NA
2836,ENSG00000158092,147.1251197,0.069011222,0.126692487,0.544714404,0.585949957,NA
2837,ENSG00000174564,10.53741674,0.378858821,0.465644621,0.813622243,0.415861392,NA
2838,ENSG00000158163,13.11481083,0.071853746,0.558553961,0.128642442,0.897640581,NA
2839,ENSG00000138231,109.6826399,0.047420752,0.136833505,0.346558044,0.72892337,NA
2840,ENSG00000114098,420.7151869,0.207268901,0.081556257,2.541422444,0.011040244,NA
2841,ENSG00000181322,40.97690337,0.100933169,0.222454112,0.453725795,0.650026198,NA
2842,ENSG00000158186,30.57182866,-0.104840805,0.312665657,-0.335312826,0.73738912,NA
2843,ENSG00000158220,9.197967224,-1.336163264,0.562229155,-2.376545671,0.017475598,NA
2844,ENSG00000114107,24.32739999,-0.027512318,0.30062069,-0.09151838,0.927080703,NA
2845,ENSG00000158234,24.33175655,-0.533528627,0.349548004,-1.526338648,0.126925548,NA
2846,ENSG00000051382,396.6299503,0.123623801,0.091363064,1.353104808,0.17602215,NA
2847,ENSG00000175110,72.81017499,-0.100909955,0.177542678,-0.56837013,0.569783669,NA
2848,ENSG00000184432,473.7963057,0.073443456,0.084589307,0.868235693,0.385265318,NA
2849,ENSG00000114113,7.604334996,-0.282265501,0.630717925,-0.447530489,0.654492079,NA
2850,ENSG00000163864,30.53385679,-0.549224846,0.33190914,-1.654744568,0.097976322,NA
2851,ENSG00000114120,212.0831062,-0.289297237,0.13515307,-2.14051547,0.032313132,NA
2852,ENSG00000155893,139.0892425,-0.38397706,0.193937117,-1.979904964,0.047714209,NA
2853,ENSG00000177311,450.1423826,0.062117762,0.128489704,0.483445442,0.628779489,NA
2854,ENSG00000155903,524.968146,0.007285111,0.081646857,0.089227087,0.928901439,NA
2855,ENSG00000114125,124.183062,-0.207522512,0.13452344,-1.542649456,0.122915852,NA
2856,ENSG00000069849,158.2260105,0.182269151,0.134022522,1.359988967,0.173833415,NA
2857,ENSG00000114126,262.0747925,-0.000741612,0.117243107,-0.006325417,0.994953081,NA
2858,ENSG00000175066,173.4015914,-0.24501694,0.165567863,-1.479858079,0.138911125,NA
2859,ENSG00000114127,1075.856066,0.287688852,0.083347779,3.451667865,0.000557133,0.034722324
2860,ENSG00000175054,350.4165336,-0.072658426,0.116913184,-0.621473333,0.534288235,NA
2861,ENSG00000120756,7.462338568,-1.166354068,0.733506654,-1.590107004,0.111810688,NA
2862,ENSG00000144935,28.04007407,-0.996553898,0.325858497,-3.058241252,0.002226403,NA
2863,ENSG00000163714,501.43647,-0.089199039,0.101338181,-0.880211566,0.378744709,NA
2864,ENSG00000175040,405.8515547,0.021818318,0.137911328,0.158205407,0.874294943,NA
2865,ENSG00000181804,120.15958,-0.040947356,0.151866189,-0.269627865,0.787446561,NA
2866,ENSG00000181744,272.7078485,0.028725509,0.095171529,0.301828812,0.762782566,NA
2867,ENSG00000152952,6.646840049,-0.646498164,0.644489459,-1.003116739,0.315804539,NA
2868,ENSG00000114698,8.27002536,-0.08358039,0.637914733,-0.131021256,0.895758492,NA
2869,ENSG00000163746,5.939979649,-0.073282744,0.588131984,-0.124602548,0.900838211,NA
2870,ENSG00000188313,521.6480006,0.74753953,0.255826478,2.922056923,0.00347728,NA
2871,ENSG00000163751,20.25184487,0.655360734,0.473067773,1.385342166,0.165947866,NA
2872,ENSG00000163754,278.9056698,0.194356456,0.168859764,1.150993292,0.249734995,NA
2873,ENSG00000071794,69.81848578,-0.530050857,0.219153982,-2.41862298,0.015579378,NA
2874,ENSG00000163755,261.051512,-0.093777163,0.115804285,-0.809790097,0.418060825,NA
2875,ENSG00000047457,36.82630187,0.026324489,0.224726408,0.117140166,0.906748981,NA
2876,ENSG00000018408,5.884404277,-0.159014162,0.671415644,-0.236834163,0.812785447,NA
2877,ENSG00000114744,83.45951637,0.286274459,0.182804,1.566018571,0.11734427,NA
2878,ENSG00000206199,38.6912313,0.257368937,0.293275215,0.877567976,0.380178214,NA
2879,ENSG00000082996,533.1362726,0.236580009,0.115327587,2.051373958,0.040230543,NA
2880,ENSG00000070087,32.21099329,0.204732674,0.286975191,0.713415935,0.475588415,NA
2881,ENSG00000196428,617.2640831,0.071304234,0.065689811,1.085468701,0.277714119,NA
2882,ENSG00000120742,767.5998194,-0.056426863,0.077235647,-0.73058057,0.465035384,NA
2883,ENSG00000144895,162.9101109,-0.014328395,0.16916764,-0.084699387,0.932500383,NA
2884,ENSG00000198843,338.3621222,-0.10454204,0.106750196,-0.979314731,0.327424494,NA
2885,ENSG00000181788,1210.610872,0.634292147,0.321247141,1.974467834,0.048328571,0.126377577
2886,ENSG00000260234,5.314986606,0.511584394,0.841092616,0.608237885,0.543029711,NA
2887,ENSG00000144893,45.31489654,-0.201138187,0.275930892,-0.728944069,0.466035876,NA
2888,ENSG00000174946,67.57933141,-0.297327262,0.242833516,-1.224407849,0.22079841,NA
2889,ENSG00000174944,59.66500385,-0.00119332,0.269785144,-0.004423224,0.996470789,NA
2890,ENSG00000181631,878.5965489,0.187987747,0.149640761,1.256260295,0.209021613,0.305098994
2891,ENSG00000169313,28.56938832,-0.305191115,0.370949347,-0.82272989,0.410661614,NA
2892,ENSG00000198829,8.711718783,-0.776780663,0.595311989,-1.30482953,0.191950902,NA
2893,ENSG00000152601,2723.279789,0.031318508,0.068977886,0.454036935,0.649802243,0.714450935
2894,ENSG00000169860,34.82087021,0.461731141,0.266807463,1.730578057,0.083527048,NA
2895,ENSG00000181467,824.5177085,0.022955353,0.073756277,0.311232529,0.755623855,0.805127025
2896,ENSG00000114790,24.48370726,-0.47231997,0.346302284,-1.363895046,0.1726006,NA
2897,ENSG00000174953,351.8728235,-0.105930347,0.116572243,-0.908709862,0.363503297,NA
2898,ENSG00000196549,1751.067356,0.64114244,0.252320355,2.540985799,0.011054041,0.075542454
2899,ENSG00000114805,7.33986539,-0.111441908,0.682415264,-0.163305122,0.870278202,NA
2900,ENSG00000174928,9.700588836,-0.937921348,0.507816021,-1.84697077,0.064751377,NA
2901,ENSG00000169359,204.5431457,-0.139687047,0.103554813,-1.348918914,0.177363012,NA
2902,ENSG00000163655,241.6327358,-0.143120215,0.120300475,-1.189689521,0.234168445,NA
2903,ENSG00000169282,42.99885092,-0.313714515,0.236106978,-1.328696496,0.183948121,NA
2904,ENSG00000114850,313.4913618,-0.153788758,0.103596108,-1.484503247,0.137675462,NA
2905,ENSG00000163659,250.4039623,0.098808586,0.129176995,0.764908538,0.44432601,NA
2906,ENSG00000197980,7.660474745,0.076224277,0.622816294,0.122386453,0.902592967,NA
2907,ENSG00000163660,1096.509721,0.119236379,0.073238579,1.628054231,0.103513387,0.191272325
2908,ENSG00000197415,16.22087587,0.161698928,0.414130862,0.390453703,0.696201084,NA
2909,ENSG00000163661,7.441999817,-0.308416867,0.744703049,-0.414147448,0.678766126,NA
2910,ENSG00000174891,123.8548415,0.403335663,0.146879252,2.746035649,0.006032021,NA
2911,ENSG00000168827,192.9944227,-0.164735792,0.104430272,-1.577471642,0.114687042,NA
2912,ENSG00000079257,38.5761952,0.072190918,0.262230553,0.275295603,0.783089142,NA
2913,ENSG00000118849,22.24890896,-0.259433799,0.324967403,-0.798337914,0.424674422,NA
2914,ENSG00000118855,540.1915343,0.255696889,0.097763477,2.615464343,0.008910622,NA
2915,ENSG00000068885,37.78127906,-0.073934685,0.282405991,-0.261802822,0.793473464,NA
2916,ENSG00000113810,185.3115368,0.089606261,0.121983441,0.734577253,0.462596995,NA
2917,ENSG00000213186,44.78825036,-0.304916819,0.275052412,-1.108577149,0.26761264,NA
2918,ENSG00000186432,701.8772414,0.100723684,0.071623532,1.406293161,0.15963709,NA
2919,ENSG00000163590,171.4013595,-0.084360638,0.152566612,-0.552942986,0.580302451,NA
2920,ENSG00000169255,5.662779197,-0.181230217,0.68884611,-0.26309246,0.792479316,NA
2921,ENSG00000169251,100.2504745,-0.288635687,0.185062679,-1.559664482,0.11883919,NA
2922,ENSG00000196542,8.448783098,-1.559829367,0.585419526,-2.664464195,0.007711107,NA
2923,ENSG00000174776,25.69872847,-0.385986357,0.36482901,-1.057992503,0.290058861,NA
2924,ENSG00000114209,185.6673677,0.069098644,0.116729913,0.591953185,0.553881938,NA
2925,ENSG00000163536,20.84745681,-0.047941747,0.369151871,-0.129869983,0.896669294,NA
2926,ENSG00000173905,88.15906568,0.189034412,0.184883679,1.022450511,0.306567724,NA
2927,ENSG00000085274,85.94965999,0.155067359,0.156843954,0.988672851,0.32282323,NA
2928,ENSG00000171757,7.321842084,-0.923018447,0.574017947,-1.607995797,0.107836099,NA
2929,ENSG00000008952,541.5624336,0.327782045,0.182587205,1.795208191,0.072620536,NA
2930,ENSG00000173890,134.2850498,0.015973782,0.205296851,0.077808215,0.937980612,NA
2931,ENSG00000173889,1487.978572,0.040992907,0.069154948,0.592768957,0.553335786,0.637430811
2932,ENSG00000163558,96.54810699,-0.164282902,0.152639367,-1.076281337,0.281801453,NA
2933,ENSG00000136603,246.6001186,-0.006369123,0.111203996,-0.057274225,0.954326752,NA
2934,ENSG00000163584,18.46982789,-0.869225681,0.36682099,-2.369618164,0.017806464,NA
2935,ENSG00000163577,27.11712482,-0.628734056,0.293784891,-2.140117055,0.032345308,NA
2936,ENSG00000154310,481.491698,-0.165429245,0.116607154,-1.418688642,0.15598981,NA
2937,ENSG00000075651,118.8571511,0.333621537,0.19234089,1.734532559,0.082823634,NA
2938,ENSG00000075420,1298.422714,0.359866168,0.129355433,2.78199501,0.005402587,0.055772815
2939,ENSG00000121858,885.1782802,0.447289464,0.13686614,3.268079779,0.001082798,0.037132992
2940,ENSG00000144959,57.42351977,-0.163999842,0.185868094,-0.882345314,0.377590099,NA
2941,ENSG00000114346,40.44012167,-0.15918524,0.266971397,-0.596263275,0.550999361,NA
2942,ENSG00000177565,865.6329418,0.031266522,0.085604306,0.365244731,0.714928731,0.770817468
2943,ENSG00000172667,221.8949146,-0.143469364,0.14355342,-0.999414465,0.317593955,NA
2944,ENSG00000121879,338.4575855,0.007822558,0.100567987,0.077783776,0.938000052,NA
2945,ENSG00000171121,20.63332153,-0.280117924,0.360527919,-0.776965969,0.437178849,NA
2946,ENSG00000121864,102.7070142,-0.298126154,0.144090542,-2.069019582,0.038544249,NA
2947,ENSG00000171109,298.5806285,0.020133264,0.119286031,0.168781407,0.865968583,NA
2948,ENSG00000114450,352.646253,0.395177875,0.151071758,2.615828933,0.008901114,NA
2949,ENSG00000136518,85.90326774,-0.16316752,0.165077711,-0.988428538,0.322942817,NA
2950,ENSG00000136522,24.52890323,-0.090497131,0.277747931,-0.325824679,0.744557006,NA
2951,ENSG00000136521,105.8952277,-0.193081016,0.114573506,-1.68521522,0.091947056,NA
2952,ENSG00000058056,68.19245823,-0.123944725,0.207876567,-0.596241929,0.551013619,NA
2953,ENSG00000114757,6.295544961,-0.712503549,0.739839549,-0.963051447,0.335521706,NA
2954,ENSG00000163728,284.1955333,-0.121279268,0.134964286,-0.898602675,0.368864333,NA
2955,ENSG00000145075,68.61462478,-0.372591303,0.184489867,-2.019575972,0.04342739,NA
2956,ENSG00000114416,451.1844111,-0.149862894,0.104959514,-1.427816192,0.153344771,NA
2957,ENSG00000205981,80.35289931,-0.149558695,0.182803181,-0.818140546,0.413276939,NA
2958,ENSG00000058063,995.780149,0.248027912,0.111569001,2.223089827,0.026209743,0.096965055
2959,ENSG00000043093,434.4503277,0.254719795,0.185311524,1.374549132,0.169271268,NA
2960,ENSG00000078070,123.5843386,-0.281041503,0.149670551,-1.877734141,0.060417544,NA
2961,ENSG00000078081,19.47512207,0.585260463,0.447994601,1.306400706,0.191416326,NA
2962,ENSG00000053524,57.68028428,-0.377898307,0.227538021,-1.660813898,0.096750829,NA
2963,ENSG00000176597,110.7305793,0.37199822,0.211454519,1.759235137,0.078537579,NA
2964,ENSG00000172578,591.4805759,0.104252009,0.088818345,1.173766629,0.240488514,NA
2965,ENSG00000114796,588.6425403,0.021779406,0.075613162,0.288037237,0.773318235,NA
2966,ENSG00000163872,299.4986033,0.016886638,0.089713491,0.188228527,0.850697511,NA
2967,ENSG00000180834,29.82331099,-0.456482582,0.253489443,-1.800795243,0.071735159,NA
2968,ENSG00000175193,126.1470963,-0.047395308,0.142469912,-0.332668896,0.739384231,NA
2969,ENSG00000114770,492.2218452,0.271616814,0.142727033,1.90305094,0.057033899,NA
2970,ENSG00000145191,237.3786734,-0.214733089,0.114905914,-1.86877317,0.061654379,NA
2971,ENSG00000161202,387.3224805,0.010521769,0.104348599,0.100832871,0.919683132,NA
2972,ENSG00000161203,2077.590971,0.425738738,0.205467962,2.072044387,0.038261302,0.113071682
2973,ENSG00000161204,243.5362666,-0.104948919,0.108216347,-0.969806525,0.33214294,NA
2974,ENSG00000145198,11.8536951,-1.113912556,0.44674395,-2.493402667,0.012652527,NA
2975,ENSG00000214160,112.796071,-0.20908818,0.128008161,-1.633397264,0.102385472,NA
2976,ENSG00000145194,15.96469167,-0.611420656,0.420269875,-1.454828651,0.145716704,NA
2977,ENSG00000175166,617.6041224,0.237604852,0.109161507,2.176635874,0.029507746,NA
2978,ENSG00000114867,1254.484243,0.143526716,0.104596292,1.372196974,0.170002127,0.26571502
2979,ENSG00000175182,169.1785311,0.210202847,0.150236133,1.399149746,0.161768083,NA
2980,ENSG00000114859,20.93022443,-0.117991472,0.367134308,-0.321385034,0.747918623,NA
2981,ENSG00000163882,71.68475674,-0.119551281,0.169209671,-0.706527475,0.479860173,NA
2982,ENSG00000182580,15.45697151,-0.235617296,0.446122414,-0.528144941,0.597398741,NA
2983,ENSG00000177383,39.02755708,-0.370163439,0.265535797,-1.394024624,0.163310169,NA
2984,ENSG00000156931,1003.316675,0.384575573,0.107709391,3.570492502,0.000356311,0.029251408
2985,ENSG00000113790,10.31134849,0.563871244,0.47499433,1.187111526,0.235183633,NA
2986,ENSG00000073803,64.16417689,-0.065231873,0.213420945,-0.30564888,0.759872,NA
2987,ENSG00000163900,108.9407795,-0.210977093,0.147631777,-1.42907643,0.152982267,NA
2988,ENSG00000163898,9.380369608,-1.382008804,0.55191572,-2.504021455,0.012279059,NA
2989,ENSG00000163904,222.5596823,0.129102216,0.097591687,1.322881282,0.185874861,NA
2990,ENSG00000073792,789.6684719,0.68493313,0.368629366,1.858053623,0.0631614,0.143276649
2991,ENSG00000136527,911.9328791,-0.09869169,0.090287758,-1.093079417,0.274358932,0.369046259
2992,ENSG00000058866,263.6337322,0.366088032,0.166859983,2.193983402,0.028236603,NA
2993,ENSG00000213139,22.42670042,0.596342074,0.303529602,1.964691649,0.049449937,NA
2994,ENSG00000113838,70.75734652,-0.347285472,0.185482475,-1.872335763,0.061160166,NA
2995,ENSG00000090520,109.5945467,-0.093607014,0.135112517,-0.692807864,0.488430137,NA
2996,ENSG00000156976,658.9641538,-0.22593095,0.109714083,-2.05927027,0.039468355,NA
2997,ENSG00000163918,31.06022267,-0.015769177,0.273571847,-0.057641811,0.954033945,NA
2998,ENSG00000073849,1308.383395,-0.132416611,0.109513972,-1.209129832,0.22661297,0.321376373
2999,ENSG00000136514,51.19445218,0.476821878,0.30679441,1.554206538,0.120135158,NA
3000,ENSG00000113916,3009.52441,0.618067407,0.230403078,2.682548394,0.007306358,0.06159821
3001,ENSG00000145012,905.3367643,0.213746251,0.09008878,2.372617885,0.017662526,0.084523133
3002,ENSG00000188001,35.3426569,-0.135752086,0.351582414,-0.386117396,0.699409727,NA
3003,ENSG00000196083,607.7063344,0.398056113,0.219984381,1.809474432,0.070377329,NA
3004,ENSG00000152492,153.5089356,-0.235108056,0.188765944,-1.245500385,0.212947874,NA
3005,ENSG00000180611,23.22849552,-0.653688839,0.329469817,-1.984062896,0.047248829,NA
3006,ENSG00000127249,12.39569006,0.183425298,0.45264525,0.405229699,0.685308676,NA
3007,ENSG00000198836,399.683056,0.143363944,0.105503069,1.358860419,0.174190823,NA
3008,ENSG00000114315,10.75497665,-0.179727824,0.472582579,-0.38030988,0.703715402,NA
3009,ENSG00000178732,55.083503,-0.450090378,0.273950867,-1.642960224,0.100391163,NA
3010,ENSG00000133657,364.5626008,0.02604712,0.100519382,0.259125351,0.795538525,NA
3011,ENSG00000145014,30.86744873,0.003929295,0.227356295,0.017282541,0.986211214,NA
3012,ENSG00000041802,175.0398212,-0.455640443,0.124939313,-3.646894108,0.000265429,NA
3013,ENSG00000185112,186.7548935,-0.224333275,0.150735797,-1.488254806,0.136683709,NA
3014,ENSG00000173950,89.98401749,-0.151793151,0.155783843,-0.974383149,0.329866333,NA
3015,ENSG00000114331,1762.834038,0.220129293,0.102151997,2.154919141,0.031168162,0.103934065
3016,ENSG00000184203,505.1585115,-0.046250491,0.084716871,-0.545941913,0.585105866,NA
3017,ENSG00000176945,17.83428368,-0.412986197,0.502889163,-0.821227076,0.411516936,NA
3018,ENSG00000145113,11.45633404,-1.486895424,0.717158752,-2.073314199,0.038143048,NA
