,yes.vs.no,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8293,ENSG00000088986,169.2250913,0.128462875,0.115370615,1.113480025,0.265502322,0.471305161
8294,ENSG00000110871,42.09469141,-0.133336588,0.197401508,-0.675458809,0.499384313,0.686298631
8295,ENSG00000022840,7340.655554,0.283473236,0.267491685,1.059745973,0.289260182,0.497604838
8296,ENSG00000167272,70.12039157,-0.009047229,0.147030351,-0.061533068,0.95093468,0.974895482
8297,ENSG00000110917,341.5459512,-0.023867122,0.092764146,-0.257288219,0.796956286,0.897180439
8298,ENSG00000175970,155.3016438,0.029223182,0.100070423,0.292026166,0.770266618,0.881053128
8299,ENSG00000122971,76.54581814,-0.053956261,0.150821458,-0.357749234,0.720530985,0.849758969
8300,ENSG00000157837,381.3108177,0.155537895,0.073034052,2.129662679,0.033199472,0.123160278
8301,ENSG00000157895,69.99385593,-0.368546468,0.142117271,-2.593256023,0.009507197,0.052617057
8302,ENSG00000135114,295.2317195,0.228983815,0.280035096,0.817696846,0.413530312,0.615513078
8303,ENSG00000089041,180.1251371,-0.306555096,0.148151603,-2.069198644,0.03852745,0.135587814
8304,ENSG00000135124,208.4016699,-0.075888501,0.103151885,-0.735696701,0.461915298,0.654604246
8305,ENSG00000110931,1437.037316,0.550403103,0.115121747,4.781052368,1.74E-06,0.000125683
8306,ENSG00000089053,542.9358319,-0.214909486,0.071887623,-2.989520005,0.002794161,0.022891644
8307,ENSG00000170633,381.3647929,0.154479854,0.069698407,2.216404383,0.02666382,0.106393787
8308,ENSG00000089094,436.5265936,-0.141029458,0.086342389,-1.633374527,0.102390251,0.256707437
8309,ENSG00000276045,391.9188887,-0.03118081,0.08997009,-0.346568626,0.72891542,0.855875088
8310,ENSG00000139714,67.33267223,-0.182042001,0.155429289,-1.171220696,0.241510078,0.443853507
8311,ENSG00000188735,100.0769007,-0.2292905,0.121884913,-1.881204932,0.059944047,0.182362341
8312,ENSG00000139725,88.71606209,0.338548292,0.154715315,2.188201547,0.028654924,0.111859012
8313,ENSG00000139718,1836.558794,0.116576189,0.078257039,1.489657549,0.136314302,0.309471069
8314,ENSG00000158104,20.53203908,0.991029012,0.259776165,3.81493434,0.000136219,0.002812
8315,ENSG00000110801,52.44655657,-0.030053581,0.1578864,-0.190349398,0.849035347,0.924933739
8316,ENSG00000158023,16.34309152,0.204620905,0.342594802,0.597267977,0.550328481,0.72813313
8317,ENSG00000110987,71.28315255,-0.272625173,0.2352814,-1.158719612,0.246570494,0.449646924
8318,ENSG00000175727,1125.257784,0.295218869,0.107314547,2.750967859,0.005941947,0.038159766
8319,ENSG00000176383,11.54373186,0.033885791,0.342834709,0.098840023,0.92126529,0.960959238
8320,ENSG00000184047,51.5688921,-0.21106554,0.171558554,-1.230282812,0.218591219,0.415624275
8321,ENSG00000139719,83.71513332,-0.093566779,0.135713647,-0.689442667,0.490544741,0.679393963
8322,ENSG00000130779,761.3168046,0.267934818,0.077785668,3.444526825,0.00057206,0.007603152
8323,ENSG00000033030,203.4312505,-0.07031189,0.078142897,-0.899786068,0.36823411,0.573612057
8324,ENSG00000111011,448.0044889,-0.110040042,0.068470643,-1.60711272,0.108029644,0.265765144
8325,ENSG00000184445,151.4315114,-0.179353659,0.105823042,-1.69484504,0.090104821,0.236917262
8326,ENSG00000182782,313.0196517,0.316915954,0.16742235,1.892913063,0.058369432,0.179171001
8327,ENSG00000255398,176.9375044,0.288371255,0.209073818,1.379279611,0.16780856,0.353232539
8328,ENSG00000139726,186.5994772,-0.075151198,0.091588644,-0.820529655,0.411914231,0.614196926
8329,ENSG00000130783,10.90371473,0.073594168,0.368084682,0.199938145,0.841528958,0.92010414
8330,ENSG00000130787,385.7741298,0.119477261,0.099667357,1.198760201,0.230621202,0.430235945
8331,ENSG00000139722,308.2382516,0.298868673,0.118699431,2.517861052,0.011806989,0.061008419
8332,ENSG00000150967,23.90743424,-0.175895074,0.264100125,-0.666016627,0.505400473,0.69131506
8333,ENSG00000111325,16.92145528,0.065341299,0.312276734,0.209241651,0.834259599,0.916435841
8334,ENSG00000090975,285.4641619,-0.075278123,0.121175383,-0.621232806,0.534446457,0.714010503
8335,ENSG00000051825,204.3729967,-0.331872262,0.103001857,-3.222002714,0.001272979,0.013313506
8336,ENSG00000130921,132.715486,-0.205010709,0.125326136,-1.635817678,0.101877751,0.255870983
8337,ENSG00000111328,44.64190141,0.124634505,0.191387889,0.651214169,0.514908245,0.699164356
8338,ENSG00000139697,637.1478693,-0.035253893,0.061086031,-0.577118747,0.563859241,0.739365485
8339,ENSG00000183955,154.9813215,0.247531631,0.114093633,2.169548153,0.030041093,0.115309891
8340,ENSG00000150977,571.4168074,0.469857099,0.114609499,4.099634891,4.14E-05,0.001210972
8341,ENSG00000184209,126.520066,0.079036831,0.100679303,0.785035543,0.432432729,0.630916601
8342,ENSG00000188026,62.38611623,0.342822571,0.180634201,1.89788296,0.057711501,0.177963326
8343,ENSG00000086598,298.2111659,0.037967834,0.088383999,0.429578139,0.667502543,0.814003466
8344,ENSG00000111364,105.0140295,-0.301165679,0.1196089,-2.517920308,0.011805003,0.061008419
8345,ENSG00000111361,187.4771387,-0.079421707,0.102187307,-0.777216949,0.437030784,0.634834652
8346,ENSG00000111358,50.45951311,-0.147030726,0.157495837,-0.933553099,0.350534468,0.556837688
8347,ENSG00000168778,20.29861275,-0.26497761,0.327706068,-0.808583166,0.418754951,0.619997206
8348,ENSG00000185344,253.2018802,-0.229718429,0.087737761,-2.618239009,0.008838487,0.050058303
8349,ENSG00000197653,28.00528559,0.747810997,0.345231716,2.166113256,0.030302533,0.115995707
8350,ENSG00000119242,252.8052442,-0.083494071,0.101380251,-0.823573339,0.41018203,0.612698478
8351,ENSG00000179195,142.6229131,-0.167847074,0.115280793,-1.455984725,0.145396842,0.322357246
8352,ENSG00000196498,1752.010518,-0.062019797,0.07836231,-0.791449314,0.428681843,0.628087065
8353,ENSG00000073060,103.1953619,-0.188649925,0.143780573,-1.312068252,0.189497107,0.382236848
8354,ENSG00000150991,4549.17299,0.323250815,0.087629154,3.688850143,0.00022527,0.004018852
8355,ENSG00000150990,205.1444869,-0.211914612,0.097029437,-2.184023934,0.028960489,0.112601311
8356,ENSG00000184992,154.9837063,-0.059616326,0.109399805,-0.544939967,0.585794807,0.757885927
8357,ENSG00000081760,115.8531715,-0.18984155,0.129811563,-1.462439438,0.143620829,0.320051151
8358,ENSG00000139370,905.8699565,0.50288832,0.111861736,4.495624122,6.94E-06,0.000341764
8359,ENSG00000151948,1462.279812,0.609317399,0.149378448,4.079018153,4.52E-05,0.001288995
8360,ENSG00000151952,14.86999075,0.58875273,0.361584317,1.628258477,0.10347009,0.258378191
8361,ENSG00000111450,102.8942289,-0.157463159,0.183782822,-0.85678932,0.391561329,0.595701136
8362,ENSG00000132341,304.8338942,-0.163675471,0.108762268,-1.504892039,0.132351835,0.303775665
8363,ENSG00000111452,55.29415877,-0.572845957,0.212257499,-2.698825527,0.006958465,0.042440578
8364,ENSG00000061936,679.9468538,-0.085852555,0.062183571,-1.380630813,0.167392504,0.352768865
8365,ENSG00000198598,77.33361356,-0.286799068,0.199417911,-1.43818109,0.150382679,0.329644897
8366,ENSG00000177169,1193.178617,0.41992761,0.113382296,3.703643563,0.000212525,0.003870374
8367,ENSG00000177192,131.4915007,-0.285550012,0.116758615,-2.445644059,0.014459367,0.070171603
8368,ENSG00000183495,962.7042428,-0.247434738,0.083397034,-2.966948889,0.00300771,0.024086502
8369,ENSG00000185163,131.6984518,-0.373868418,0.129038634,-2.897337077,0.003763452,0.027922597
8370,ENSG00000184967,82.36216683,-0.06454647,0.139535435,-0.462581208,0.643664581,0.798684562
8371,ENSG00000182870,6.770201843,-1.303708025,0.561548019,-2.321632312,0.020252743,NA
8372,ENSG00000112787,804.8188154,-0.189530998,0.07140645,-2.654255987,0.00794835,0.046639449
8373,ENSG00000177084,263.6185964,0.073241963,0.099643677,0.735038742,0.4623159,0.654969162
8374,ENSG00000176894,6.26149952,0.190385243,0.416624198,0.45697116,0.647691775,NA
8375,ENSG00000247077,140.9007465,-0.336478022,0.088519253,-3.801184593,0.000144006,0.002924875
8376,ENSG00000176915,704.9560676,-0.012658367,0.048266169,-0.262261686,0.793119699,0.89500327
8377,ENSG00000090615,842.3025825,-0.100982205,0.081037113,-1.246122936,0.212719266,0.409497573
8378,ENSG00000072609,917.264968,0.051001711,0.064439887,0.791461837,0.428674538,0.628087065
8379,ENSG00000196458,70.45806985,-0.259317005,0.167157204,-1.551336103,0.120821159,0.285966838
8380,ENSG00000198393,233.3473868,-0.249203924,0.107920109,-2.309151892,0.020935154,0.090090446
8381,ENSG00000198040,126.1235151,-0.384349762,0.13956712,-2.753870412,0.005889508,0.037958287
8382,ENSG00000196387,94.79473893,0.020590594,0.129995841,0.158394249,0.874146145,0.93728835
8383,ENSG00000214029,114.4503259,-0.229693849,0.140496074,-1.634877349,0.102074762,0.25621273
8384,ENSG00000256223,23.77067246,-0.873271799,0.28372871,-3.077840799,0.002085063,0.018845304
8385,ENSG00000090612,57.42648645,-0.1544002,0.192605424,-0.801639936,0.422761269,0.623513551
8386,ENSG00000196199,633.073768,-0.169641061,0.066147197,-2.564599394,0.010329499,0.055702985
8387,ENSG00000121390,510.4886812,0.05874969,0.075804661,0.775014214,0.43833126,0.635804819
8388,ENSG00000132950,128.3033864,-0.12553531,0.103705999,-1.210492269,0.226090055,0.424581729
8389,ENSG00000121741,658.2247547,-0.140633055,0.067885421,-2.071623816,0.038300537,0.13524207
8390,ENSG00000165475,65.27008879,-0.143391516,0.14889735,-0.963022621,0.335536171,0.543464597
8391,ENSG00000032742,60.45827639,-0.135006997,0.179559096,-0.751880575,0.452122881,0.647731246
8392,ENSG00000150456,17.48251484,0.013249749,0.305517619,0.043368198,0.965408028,0.98375511
8393,ENSG00000132953,248.2767433,-0.185406869,0.105020405,-1.765436618,0.077490414,0.21499925
8394,ENSG00000150457,270.5815239,0.200897161,0.102951667,1.95137356,0.051012624,0.163595787
8395,ENSG00000150459,269.0705612,0.199577973,0.082359917,2.423241561,0.015382694,0.073326501
8396,ENSG00000165480,25.65931577,0.040860661,0.298190105,0.137028896,0.891007955,0.945346848
8397,ENSG00000173141,60.53831002,-0.315902337,0.153625882,-2.056309345,0.039752708,0.138585104
8398,ENSG00000180776,554.6822954,0.145467713,0.095684776,1.520280639,0.128440458,0.298291198
8399,ENSG00000165487,209.8157867,-0.034041118,0.10003095,-0.340305855,0.733626209,0.858847909
8400,ENSG00000151835,277.9535471,-0.279939366,0.136552916,-2.050043126,0.040360223,0.14000646
8401,ENSG00000027001,41.58088342,-0.505907404,0.213414669,-2.370537159,0.017762258,0.081142834
8402,ENSG00000182957,641.9340277,0.123610733,0.079114952,1.562419354,0.118189231,0.282226574
8403,ENSG00000102699,1219.743834,0.286402848,0.09049195,3.164953866,0.001551075,0.015356134
8404,ENSG00000151849,34.55990347,-0.036341574,0.213552648,-0.17017618,0.864871584,0.932744724
8405,ENSG00000139505,344.209859,0.365874399,0.104922874,3.487079459,0.000488326,0.006920516
8406,ENSG00000139496,485.6525091,0.206899231,0.091018882,2.273146259,0.023017368,0.09614445
8407,ENSG00000132932,11.49563279,-0.071452879,0.418070046,-0.170911261,0.864293542,0.93245526
8408,ENSG00000127870,213.0408145,-0.036956223,0.095637715,-0.386418923,0.699186438,0.835449492
8409,ENSG00000132964,139.5963532,-0.014132289,0.123080557,-0.114821459,0.90858664,0.954807597
8410,ENSG00000132970,22.1438598,0.676176782,0.38919181,1.737386979,0.082318888,0.223847136
8411,ENSG00000152484,365.4530056,-0.212027475,0.20745564,-1.022037652,0.30676308,0.515206755
8412,ENSG00000122026,825.2076313,-0.349800282,0.218565247,-1.600438715,0.109501292,0.268390945
8413,ENSG00000122035,18.81044189,0.341287527,0.319046527,1.069710835,0.284749488,0.492464732
8414,ENSG00000122034,369.3515278,-0.127776852,0.090798485,-1.407257528,0.159351039,0.34187696
8415,ENSG00000122033,104.7375077,-0.061241835,0.123646988,-0.495295805,0.620391332,0.78351816
8416,ENSG00000139517,107.3120055,-0.130819306,0.114661008,-1.140922351,0.253902237,0.458189497
8417,ENSG00000186184,548.9438412,0.02674748,0.170686636,0.156705181,0.875477203,0.937942238
8418,ENSG00000122025,52.97383118,2.110895013,0.372258432,5.670509608,1.42E-08,3.15E-06
8419,ENSG00000152520,1073.467326,0.139802551,0.073683104,1.897348822,0.057781915,0.178104423
8420,ENSG00000102755,25.12358776,0.906928776,0.340607659,2.662678747,0.007752138,0.045948178
8421,ENSG00000132963,97.59802161,0.10930765,0.131892715,0.828761843,0.407239184,0.610181495
8422,ENSG00000139508,150.5214756,0.202641484,0.106270262,1.906850333,0.056539971,0.175554451
8423,ENSG00000139514,239.2995123,-0.000503636,0.131179639,-0.003839288,0.996936699,0.998454537
8424,ENSG00000122042,475.9457911,0.235688431,0.086716047,2.717933299,0.006569108,0.04087625
8425,ENSG00000102781,57.00417255,0.145595292,0.180345017,0.807315302,0.41948485,0.620599194
8426,ENSG00000189403,546.2058558,-0.013802602,0.109519844,-0.126028319,0.899709508,0.950501384
8427,ENSG00000132952,149.7186184,-0.162746152,0.108949396,-1.493777461,0.135233794,0.307944367
8428,ENSG00000132965,869.6212267,0.825795366,0.172668521,4.782547275,1.73E-06,0.000125469
8429,ENSG00000120694,228.4079849,-0.194964012,0.108122953,-1.803169498,0.071361599,0.204008126
8430,ENSG00000187676,31.61922024,-0.038295505,0.228217395,-0.167802743,0.866738465,0.933815004
8431,ENSG00000133105,15.29770267,0.625122584,0.372688926,1.677330717,0.093477829,0.242265596
8432,ENSG00000073910,1600.357712,0.128402318,0.111790615,1.148596582,0.250722367,0.453710361
8433,ENSG00000139618,46.18346318,0.079015591,0.197909241,0.39925165,0.689707789,0.829426355
8434,ENSG00000139597,180.7637602,-0.333437267,0.091262236,-3.653617117,0.000258572,0.004431203
8435,ENSG00000244754,1458.196623,0.01261932,0.071545621,0.176381441,0.859994284,0.929645861
8436,ENSG00000083642,418.8905501,0.194067639,0.069275993,2.801369307,0.005088625,0.034157969
8437,ENSG00000133116,7.371753305,0.978181926,0.518482231,1.886625747,0.059210681,NA
8438,ENSG00000133119,33.40332167,-0.588392306,0.196049169,-3.00124866,0.002688749,0.02231153
8439,ENSG00000172915,62.88626328,-0.139940201,0.187129897,-0.747823855,0.454566412,0.649497693
8440,ENSG00000133104,207.9843196,0.109819316,0.108623727,1.011006695,0.312013225,0.52009659
8441,ENSG00000133111,59.51208352,-0.174183067,0.16894282,-1.031017869,0.30253244,0.510656896
8442,ENSG00000120693,14.71045618,-0.426263787,0.338001661,-1.261129266,0.207262278,0.403674971
8443,ENSG00000120697,51.30554668,-0.099124286,0.20094057,-0.493301508,0.621799563,0.784275789
8444,ENSG00000120699,81.32911094,-0.211893592,0.134606011,-1.574176296,0.115446698,0.277810383
8445,ENSG00000102710,502.2621313,0.173497226,0.082227225,2.109973012,0.034860681,0.127264186
8446,ENSG00000180138,143.3732223,0.69994072,0.191541747,3.654246308,0.000257939,0.004426574
8447,ENSG00000120686,152.3498641,-0.226085588,0.129582921,-1.744717485,0.081034058,0.22151768
8448,ENSG00000120685,296.0783106,-0.166315954,0.085273441,-1.950383985,0.051130369,0.163801879
8449,ENSG00000188811,157.4063864,-0.02184838,0.099700773,-0.219139521,0.826541366,0.912646962
8450,ENSG00000133103,92.70697673,-0.210192915,0.145961512,-1.440057121,0.149851239,0.328880055
8451,ENSG00000150907,599.3491167,-0.034086688,0.072274532,-0.471627935,0.637192384,0.794471386
8452,ENSG00000102738,90.1367028,-0.224723251,0.152163836,-1.476850595,0.139715691,0.313788106
8453,ENSG00000102743,39.46518297,-0.228802699,0.185780649,-1.231574438,0.218108094,0.415182221
8454,ENSG00000120690,1126.861,0.390455154,0.080564199,4.846509452,1.26E-06,0.000100367
8455,ENSG00000120688,52.95056482,0.018222395,0.165858838,0.109866895,0.912514938,0.957046181
8456,ENSG00000165572,83.2719206,0.263966003,0.159174313,1.658345489,0.097247752,0.247845201
8457,ENSG00000120696,252.9416689,0.804805999,0.1492716,5.391554714,6.99E-08,1.20E-05
8458,ENSG00000120662,72.80406678,-0.100082535,0.13753682,-0.727678124,0.466810645,0.658306038
8459,ENSG00000172766,182.3393478,-0.266288716,0.115318454,-2.309159604,0.020934726,0.090090446
8460,ENSG00000102760,253.117056,-0.06591972,0.173602269,-0.379716928,0.704155553,0.839276137
8461,ENSG00000102763,257.6862044,0.017389498,0.117970593,0.147405366,0.88281207,0.940868732
8462,ENSG00000102780,193.8265068,0.333351432,0.166932992,1.996917607,0.045834134,0.151773677
8463,ENSG00000023516,481.7404458,-0.246486798,0.084567431,-2.914677621,0.003560561,0.026907945
8464,ENSG00000133106,416.7985902,0.605016927,0.303847697,1.991184838,0.04646057,0.15332175
8465,ENSG00000120675,82.77372233,-0.405368404,0.153155035,-2.646784699,0.008126107,0.047341612
8466,ENSG00000151773,13.97148651,-0.108659249,0.419438769,-0.259058669,0.795589974,0.896706643
8467,ENSG00000179630,16.75560706,-0.273968439,0.31038431,-0.882674895,0.37741195,0.58286971
8468,ENSG00000102804,337.6865165,-0.032818011,0.146825117,-0.22351769,0.823132617,0.910557069
8469,ENSG00000083635,20.37734593,-0.021029498,0.29260071,-0.071870974,0.94270459,0.970948202
8470,ENSG00000133114,112.9111068,-0.26057694,0.133043673,-1.958581978,0.050161762,0.161854772
8471,ENSG00000188342,93.6166212,-0.012593702,0.138712411,-0.090790016,0.927659444,0.964041243
8472,ENSG00000180332,9.678943917,-0.324087756,0.398368829,-0.813536936,0.415910278,NA
8473,ENSG00000133112,599.0662711,-0.307939238,0.20136318,-1.529272819,0.126196825,0.294817661
8474,ENSG00000174032,105.0709537,0.053909126,0.118415419,0.455254278,0.648926316,0.801577477
8475,ENSG00000136152,269.7119617,-0.152420109,0.084014696,-1.814207695,0.069645756,0.200557516
8476,ENSG00000123200,571.4800048,-0.157459993,0.073966527,-2.128800697,0.033270753,0.123352149
8477,ENSG00000136167,10795.45529,0.375950801,0.104156841,3.609468154,0.000306825,0.005035334
8478,ENSG00000102445,520.2459762,-0.05113995,0.150263422,-0.34033532,0.733604021,0.858847909
8479,ENSG00000136141,206.3384943,-0.177093656,0.117006756,-1.513533588,0.130144176,0.300378738
8480,ENSG00000139684,119.3739879,-0.300209216,0.123726033,-2.426402988,0.015249327,0.072883576
8481,ENSG00000136143,65.20058123,-0.344198483,0.166467629,-2.067660147,0.038671992,0.135857162
8482,ENSG00000136159,39.92276493,-0.01188569,0.227456771,-0.052254719,0.958325733,0.978993433
8483,ENSG00000136146,78.19443137,0.028521198,0.139756563,0.204077703,0.838292778,0.918623521
8484,ENSG00000136156,7582.0677,0.511670407,0.113275109,4.51705952,6.27E-06,0.000318907
8485,ENSG00000139687,356.6621101,0.167843438,0.080632978,2.08157311,0.03738148,0.133265292
8486,ENSG00000139679,205.1688812,-0.145757373,0.134577411,-1.083074583,0.27877532,0.485863356
8487,ENSG00000136161,400.0889695,0.054778383,0.107994521,0.507232979,0.611991358,0.776567596
8488,ENSG00000152207,82.68873876,-0.740877159,0.217571109,-3.405218473,0.000661111,0.008456996
8489,ENSG00000102531,394.465769,0.151928927,0.073407819,2.069655909,0.038484578,0.135512559
8490,ENSG00000102543,53.76785953,0.163230626,0.154256578,1.058176111,0.28997516,0.498223225
8491,ENSG00000102547,29.08016216,0.164339457,0.269107281,0.6106838,0.541408933,0.720412583
8492,ENSG00000136169,181.7768177,-0.116206192,0.109404116,-1.062173854,0.288156767,0.496415442
8493,ENSG00000136147,308.1149421,0.035397216,0.111426235,0.31767398,0.750732251,0.869033212
8494,ENSG00000136144,187.6322782,-0.175437472,0.117585176,-1.492003318,0.135698275,0.3085564
8495,ENSG00000152213,471.5034645,0.478970099,0.135661927,3.530615485,0.000414594,0.006213217
8496,ENSG00000123179,51.58856748,-0.035991734,0.184447149,-0.195133046,0.845288793,0.922335618
8497,ENSG00000102753,166.3013998,-0.267526059,0.099466214,-2.689617387,0.007153398,0.043190911
8498,ENSG00000123178,25.07493061,-0.032883716,0.228195306,-0.144103383,0.885418833,0.942148307
8499,ENSG00000204977,329.2230016,0.092969328,0.105488104,0.881325232,0.378141813,0.58336154
8500,ENSG00000198553,45.94702139,-0.104976087,0.207827397,-0.505111878,0.613480259,0.777514722
8501,ENSG00000186047,21.1536032,0.10521006,0.282888519,0.371913504,0.70995725,0.842635814
8502,ENSG00000136104,257.5173474,-0.190069784,0.100095722,-1.898880191,0.05758023,0.177743379
8503,ENSG00000253309,17.97503572,0.241652384,0.311864399,0.774863644,0.438420237,0.635804819
8504,ENSG00000102786,658.0144545,0.15056307,0.067875377,2.218228132,0.026539282,0.106179118
8505,ENSG00000139668,933.3639685,0.188229171,0.06996535,2.690319852,0.007138356,0.043120733
8506,ENSG00000102796,281.8337624,0.397792998,0.125857343,3.160665777,0.00157409,0.015541135
8507,ENSG00000281106,328.3605427,0.343727249,0.146429178,2.347395873,0.018905157,0.084287996
8508,ENSG00000123191,29.48753967,0.06019741,0.245438862,0.245264378,0.806251732,0.900651235
8509,ENSG00000253710,113.1275258,-0.23138573,0.111630044,-2.072790814,0.038191752,0.135009127
8510,ENSG00000253797,101.8586543,-0.2926497,0.123203659,-2.375332857,0.017533131,0.080272976
8511,ENSG00000197168,12.81034017,-0.167094259,0.320389007,-0.521535555,0.601993744,0.769716828
8512,ENSG00000136098,28.56369768,-0.462679815,0.215732724,-2.144689992,0.031977642,0.12033014
8513,ENSG00000136114,7.514118984,-0.067740064,0.429671932,-0.157655315,0.874728414,NA
8514,ENSG00000136100,263.7672821,-0.091197647,0.089448609,-1.019553548,0.307940245,0.516496052
8515,ENSG00000136108,74.75607263,-0.398309743,0.157193738,-2.53387793,0.011280802,0.059285316
8516,ENSG00000139675,33.06050136,-0.164548901,0.213855645,-0.769439129,0.441632667,0.637937432
8517,ENSG00000165416,269.9440915,-0.422062628,0.097152002,-4.34435339,1.40E-05,0.000562896
8518,ENSG00000102837,65.16861119,3.622132173,0.616833001,5.872143951,4.30E-09,1.15E-06
8519,ENSG00000139734,11.17783419,0.088082099,0.493599685,0.17844845,0.858370803,0.929389068
8520,ENSG00000083544,101.7796858,-0.314966706,0.144571683,-2.178619629,0.029359937,0.113536087
8521,ENSG00000184226,102.2254807,0.279949045,0.335956678,0.83328912,0.404681691,0.607878872
8522,ENSG00000276644,64.7624533,0.395976399,0.221686844,1.786197109,0.074067349,0.208995259
8523,ENSG00000204899,28.12912398,-0.138584928,0.243714456,-0.568636471,0.569602869,0.744049542
8524,ENSG00000136122,31.33157518,-0.117291388,0.239785196,-0.489151915,0.624734149,0.786252079
8525,ENSG00000083520,286.4416928,-0.187808153,0.079433784,-2.364335976,0.018062424,0.082012912
8526,ENSG00000083535,124.156359,-0.268824744,0.141173532,-1.904214912,0.0568822,0.176149078
8527,ENSG00000102554,57.62944434,0.988377173,0.21557668,4.584805612,4.54E-06,0.000258174
8528,ENSG00000118922,514.4602602,-0.420995099,0.12518901,-3.36287586,0.00077135,0.009501018
8529,ENSG00000136111,212.6614799,-0.341800462,0.156969627,-2.177494258,0.02944371,0.113679201
8530,ENSG00000188243,38.51914547,-0.531641437,0.24048418,-2.210712723,0.027055737,0.107301193
8531,ENSG00000118939,7.46592067,-0.233595486,0.440881986,-0.529836768,0.59622511,NA
8532,ENSG00000136153,74.75727857,-0.595048325,0.174448448,-3.411026757,0.000647187,0.008361981
8533,ENSG00000178695,1387.044479,0.128554427,0.098955611,1.299112053,0.193905477,0.387510132
8534,ENSG00000102805,42.07635029,-0.073597773,0.168366848,-0.437127461,0.662018913,0.810450931
8535,ENSG00000005812,596.8798927,0.228118555,0.068931273,3.309362276,0.000935088,0.010801607
8536,ENSG00000005810,1607.008414,-0.157635975,0.071308123,-2.210631398,0.027061373,0.107301193
8537,ENSG00000139737,83.56205205,-0.150244907,0.143199052,-1.049203224,0.294084595,0.50254559
8538,ENSG00000152193,30.91691392,-0.287951488,0.231215914,-1.245379189,0.212992399,0.409835718
8539,ENSG00000139746,564.1039659,-0.199286996,0.079558033,-2.504926124,0.012247697,0.062517282
8540,ENSG00000102471,15.9977788,-0.093564802,0.285736598,-0.327451234,0.743326621,0.865257826
8541,ENSG00000136158,11.80723189,-0.377142345,0.40182787,-0.938566916,0.347953146,0.554342936
8542,ENSG00000165300,5.807386861,-0.039474576,0.563785937,-0.070016957,0.944180163,NA
8543,ENSG00000088451,49.55052201,0.028560457,0.160436424,0.178017287,0.8587094,0.929389068
8544,ENSG00000152749,53.15598637,-0.24535679,0.196009524,-1.251759534,0.210657499,0.40708182
8545,ENSG00000125257,256.4434634,-0.077114291,0.193176691,-0.399190454,0.689752877,0.829426355
8546,ENSG00000102580,604.104283,0.399927424,0.110725515,3.611881356,0.000303984,0.005011955
8547,ENSG00000102595,27.2884423,-0.286289009,0.303362291,-0.943719827,0.345312839,0.55222449
8548,ENSG00000139793,194.1346216,-0.269466397,0.108247534,-2.489353684,0.012797558,0.0645166
8549,ENSG00000125249,189.362912,-0.20961296,0.131994125,-1.588047648,0.112275565,0.273173554
8550,ENSG00000065150,297.0300597,-0.152733127,0.090947874,-1.679347954,0.09308425,0.242026573
8551,ENSG00000152767,66.18037566,-0.058507453,0.157058691,-0.372519675,0.709505966,0.842496587
8552,ENSG00000102572,541.792656,0.073866523,0.079482377,0.929344661,0.352710497,0.558605913
8553,ENSG00000088387,429.3426485,-0.358226355,0.134238498,-2.668581372,0.007617232,0.04531894
8554,ENSG00000134882,425.2914818,-0.061473113,0.059622175,-1.031044451,0.302519975,0.510656896
8555,ENSG00000125245,147.4623782,-0.173201525,0.12274812,-1.411031991,0.158235181,0.340419266
8556,ENSG00000169508,217.306073,-0.475645432,0.151378696,-3.142089634,0.001677467,0.016300376
8557,ENSG00000125304,978.9550756,0.200811043,0.074438983,2.69765968,0.006982879,0.042507263
8558,ENSG00000125246,48.38515459,-0.26126376,0.189617222,-1.377848266,0.168250141,0.353748795
8559,ENSG00000175198,70.74005256,-0.425362738,0.171557999,-2.479410699,0.013159968,0.065737297
8560,ENSG00000134864,25.56988194,0.009673177,0.240989751,0.040139372,0.967982013,0.985006626
8561,ENSG00000125247,92.11971963,-0.214473754,0.152918565,-1.402535749,0.160755323,0.343837017
8562,ENSG00000134900,524.8181353,-0.370981033,0.084062387,-4.413163187,1.02E-05,0.00045243
8563,ENSG00000151287,15.1450742,-0.069538904,0.312156816,-0.222769134,0.823715191,0.911041714
8564,ENSG00000134897,28.28017619,-0.1940234,0.222058307,-0.873749798,0.382254525,0.58775769
8565,ENSG00000134899,124.0777617,-0.293375274,0.102049373,-2.874836604,0.004042366,0.029252075
8566,ENSG00000134884,488.1372776,0.006374161,0.090848082,0.070162855,0.944064039,0.971637038
8567,ENSG00000174405,77.20798566,0.126523055,0.16182885,0.781832507,0.434313014,0.632635414
8568,ENSG00000139826,212.076607,0.139533128,0.114006915,1.223900568,0.220989739,0.418553745
8569,ENSG00000102524,416.213283,0.357106191,0.135181939,2.641670882,0.008249818,0.047841358
8570,ENSG00000041515,20.4892878,-0.010687502,0.37154344,-0.028765148,0.977051897,0.989435021
8571,ENSG00000185950,1238.475634,1.240170028,0.17205364,7.208042947,5.68E-13,7.95E-10
8572,ENSG00000139832,64.57602134,0.356068793,0.199941414,1.78086563,0.074934405,0.210500589
8573,ENSG00000213995,175.174481,-0.00882707,0.097935144,-0.090131787,0.92818249,0.964336563
8574,ENSG00000134905,795.2170188,0.105857477,0.077505111,1.365812853,0.171997711,0.358698269
8575,ENSG00000153487,288.3497326,0.313829873,0.091933162,3.413674289,0.000640931,0.008299865
8576,ENSG00000088448,757.4167209,0.010294145,0.064431341,0.15976922,0.873062872,0.936947333
