,yes.vs.no,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
282,ENSG00000116353,53.17555375,-0.432097675,0.172990793,-2.497807348,0.012496409,0.06345298
283,ENSG00000162511,7744.347056,0.323852101,0.085613594,3.782718193,0.000155125,0.003066758
284,ENSG00000162512,31.99249164,0.330497154,0.305199526,1.082888817,0.278857776,0.485939919
285,ENSG00000134644,795.5533738,-0.100915109,0.065533596,-1.539898852,0.123585011,0.290329249
286,ENSG00000060688,156.6510534,-0.072614014,0.104237466,-0.69662106,0.486039972,0.675752003
287,ENSG00000121766,53.54244029,-0.25018682,0.154181664,-1.62267557,0.104658776,0.260034523
288,ENSG00000121769,27.45485771,-0.025501635,0.266156288,-0.095814514,0.92366789,0.961887003
289,ENSG00000168528,53.50159472,0.123852086,0.353855993,0.350007032,0.72633342,0.853797151
290,ENSG00000121764,24.31183509,0.049765464,0.235490961,0.211326428,0.832632562,0.915685282
291,ENSG00000162517,136.8548726,-0.163516441,0.104263486,-1.568300152,0.1168111,0.280102359
292,ENSG00000121753,12.62234425,0.304092772,0.415575713,0.731738554,0.464328159,0.656124924
293,ENSG00000134668,18.77560834,0.27704339,0.416714498,0.664827816,0.506160629,0.691904629
294,ENSG00000184007,1136.148732,-0.096961342,0.057082475,-1.698618404,0.089391107,0.235975309
295,ENSG00000121774,663.9261391,0.005756052,0.059197363,0.097234938,0.922539823,0.961731944
296,ENSG00000121775,101.6126786,-0.23115805,0.103224897,-2.239363334,0.025132285,0.102124198
297,ENSG00000025800,520.3554993,-0.09578892,0.070796697,-1.353013958,0.176051171,0.364320496
298,ENSG00000084652,365.9776786,-0.163162694,0.08565638,-1.904851618,0.056799362,0.176065459
299,ENSG00000160050,39.56149171,0.065337802,0.182641969,0.357737066,0.720540092,0.849758969
300,ENSG00000160051,21.12052859,0.274860774,0.233624892,1.176504662,0.23939327,0.44124906
301,ENSG00000222046,37.02248361,-0.051921756,0.201583929,-0.257568928,0.796739612,0.897096655
302,ENSG00000160055,62.77531752,0.344640559,0.134600514,2.560469856,0.010453073,0.056175804
303,ENSG00000084623,216.5983864,-0.121058865,0.097077944,-1.247027486,0.21238742,0.409046041
304,ENSG00000182866,835.4215545,-0.321845665,0.115394118,-2.789099396,0.005285484,0.035217016
305,ENSG00000116478,595.2348329,-0.096868192,0.057213913,-1.693088054,0.090438708,0.237154799
306,ENSG00000175130,258.9276302,-0.382890228,0.131858158,-2.903803867,0.00368659,0.027563108
307,ENSG00000162526,7.222381331,-0.307306509,0.450173525,-0.682640119,0.494834277,NA
308,ENSG00000225828,41.64423528,0.023126414,0.161473843,0.143220808,0.886115797,0.94245238
309,ENSG00000160058,595.1095812,0.054285566,0.060915681,0.891159146,0.372843798,0.578506437
310,ENSG00000176261,77.52454333,-0.028606475,0.13396794,-0.213532243,0.830911843,0.915149413
311,ENSG00000162521,521.9566482,-0.106008985,0.060641029,-1.748139608,0.080439856,0.220754548
312,ENSG00000162522,28.8929426,-0.240713211,0.279171645,-0.862240903,0.388554965,0.593166798
313,ENSG00000134684,251.1314893,-0.28821458,0.097331403,-2.961167418,0.003064753,0.024347542
314,ENSG00000116497,324.6643247,-0.048320835,0.087189673,-0.55420365,0.579439481,0.752056108
315,ENSG00000160097,21.5062352,-0.132541073,0.258874684,-0.511989319,0.608658485,0.77472175
316,ENSG00000116514,1152.75499,0.329639531,0.112714654,2.924549034,0.003449557,0.02635328
317,ENSG00000004455,395.3834685,-0.180594704,0.079035382,-2.284985532,0.022313676,0.093946432
318,ENSG00000142920,41.74923427,-0.036307476,0.263039084,-0.138030725,0.890216135,0.944729798
319,ENSG00000116525,219.7203396,-0.078471048,0.100646001,-0.779673777,0.435582917,0.633748402
320,ENSG00000160094,236.5939347,0.138094059,0.0918675,1.503187291,0.132790754,0.304525414
321,ENSG00000184389,14.02259564,0.732233995,0.384118365,1.90627177,0.056614955,0.175623321
322,ENSG00000134686,2029.098144,1.243320233,0.188642824,6.590869492,4.37E-11,2.99E-08
323,ENSG00000121903,22.35492639,-0.2742142,0.246003582,-1.114675638,0.264989444,0.470814461
324,ENSG00000163866,223.4947914,-0.017780353,0.082225317,-0.216239398,0.828801145,0.913862124
325,ENSG00000187513,8.113484257,0.564113913,0.512269565,1.101205208,0.270807355,NA
326,ENSG00000116544,17.5999175,0.329095124,0.306693905,1.073040964,0.283252737,0.49081835
327,ENSG00000163867,84.4858202,-0.228529461,0.150583246,-1.51762873,0.12910802,0.299180499
328,ENSG00000197056,75.7352826,-0.349881315,0.162597335,-2.151826871,0.031410993,0.118903617
329,ENSG00000116560,1835.49413,-0.078889661,0.045006893,-1.752835072,0.079630321,0.219328397
330,ENSG00000146463,201.1975218,-0.09737951,0.10461919,-0.930799689,0.351957191,0.558336811
331,ENSG00000142687,795.8670653,0.322939465,0.099516416,3.245087368,0.001174146,0.01252919
332,ENSG00000020129,163.2328811,-0.094464534,0.114089004,-0.827989821,0.407676265,0.610618777
333,ENSG00000116819,31.44307356,0.126659931,0.202648057,0.625024157,0.531955203,0.711992827
334,ENSG00000126067,196.4061975,-0.051255792,0.085551507,-0.599122022,0.549091518,0.727183044
335,ENSG00000142686,45.18824724,-0.060327609,0.181396612,-0.332572963,0.739456655,0.862790637
336,ENSG00000092853,13.23028363,0.742433205,0.369493818,2.009325105,0.044502667,0.149042234
337,ENSG00000134698,1442.565572,0.480300425,0.111740487,4.298356295,1.72E-05,0.000651745
338,ENSG00000092847,707.7558109,0.074397286,0.077557521,0.959253019,0.337431297,0.545014848
339,ENSG00000126070,493.5702712,-0.10079273,0.068699979,-1.467143541,0.142337012,0.317911708
340,ENSG00000116863,148.5164996,0.027583132,0.10805425,0.255271144,0.798513686,0.897877473
341,ENSG00000171812,22.54325992,-0.438005592,0.283247192,-1.546372231,0.122014697,0.287981169
342,ENSG00000054116,155.9461171,0.107765974,0.094805001,1.136711915,0.255658737,0.460387838
343,ENSG00000116871,1952.396289,0.260257212,0.099051734,2.6274877,0.008601795,0.049136976
344,ENSG00000054118,1203.905938,0.126414145,0.070680711,1.788523959,0.073691514,0.208401584
345,ENSG00000214193,37.06120336,-0.29796413,0.260177697,-1.145233176,0.252112579,0.455637764
346,ENSG00000142694,19.65867384,0.004678774,0.246304113,0.018995925,0.984844356,0.99327058
347,ENSG00000196182,1916.772397,0.328075746,0.113007284,2.90313804,0.003694438,0.027572746
348,ENSG00000181817,218.5399881,0.229233906,0.105221741,2.178579287,0.029362936,0.113536087
349,ENSG00000116885,16.64541901,-0.171991802,0.35122422,-0.489692315,0.62435164,0.786042405
350,ENSG00000116898,70.97440419,0.024742532,0.133323292,0.185582967,0.852771812,0.926718137
351,ENSG00000119535,17005.73225,0.532349879,0.137478895,3.872229843,0.000107844,0.00239901
352,ENSG00000163874,290.1526179,-0.016901958,0.092298435,-0.183122907,0.854701583,0.927293832
353,ENSG00000163875,192.7453803,-0.08507284,0.096205569,-0.884281863,0.376544076,0.582242299
354,ENSG00000163877,186.27059,0.021107093,0.08721394,0.242015133,0.808768437,0.902104378
355,ENSG00000163879,6.950933539,0.386229908,0.440435701,0.876926888,0.380526351,NA
356,ENSG00000134697,118.4769855,-0.311251194,0.132060303,-2.356886862,0.018428861,0.082985798
357,ENSG00000116922,59.12440724,-0.093154369,0.164861868,-0.56504497,0.572043177,0.7457551
358,ENSG00000134690,11.50995032,-0.398901618,0.351017315,-1.136415788,0.255782591,0.460423266
359,ENSG00000185090,10.2225639,0.89519349,0.456354103,1.96162034,0.049806702,0.161203987
360,ENSG00000196449,35.32125677,-0.075277628,0.188887781,-0.398530959,0.690238842,0.829931603
361,ENSG00000197982,43.70196306,-0.063697086,0.177207925,-0.359448292,0.719259753,0.848883996
362,ENSG00000188786,519.9269216,0.268687431,0.103151535,2.604783649,0.009193229,0.05145553
363,ENSG00000204084,248.5758898,-0.184573519,0.116221518,-1.588118296,0.112259592,0.273173554
364,ENSG00000183431,280.7424084,-0.181549235,0.088880236,-2.042627735,0.041089303,0.141369172
365,ENSG00000183386,285.4422246,0.191889169,0.179249409,1.070514934,0.28438759,0.492051672
366,ENSG00000183520,63.84894924,-0.234895897,0.153928561,-1.526005931,0.127008388,0.295955428
367,ENSG00000116954,63.6060145,0.334165441,0.144329715,2.315292053,0.020596954,0.089060468
368,ENSG00000214114,51.41686725,0.297545462,0.140553976,2.116948026,0.034264259,0.125741284
369,ENSG00000174574,452.9327354,0.19436811,0.074227581,2.618542975,0.008830617,0.050040757
370,ENSG00000168653,60.95828757,-0.127278285,0.198062836,-0.642615682,0.520473505,0.703415022
371,ENSG00000127603,3816.177402,-0.168569628,0.070069891,-2.405735553,0.016139943,0.075818661
372,ENSG00000090621,417.2838537,-0.250043014,0.090374559,-2.766741165,0.005661969,0.037040671
373,ENSG00000116983,43.02705677,-0.704040956,0.286348831,-2.45868284,0.013944775,0.068331564
374,ENSG00000084072,141.9683784,-0.398216643,0.12232936,-3.255282657,0.001132796,0.012280902
375,ENSG00000116985,44.0309131,-0.038021428,0.207650836,-0.183102696,0.85471744,0.927293832
376,ENSG00000043514,58.16937866,-0.140913631,0.158520743,-0.888928655,0.374041424,0.579580404
377,ENSG00000116990,165.7548107,-0.446242471,0.160727104,-2.77639837,0.005496482,0.036315936
378,ENSG00000168389,39.60815463,0.278793626,0.242400015,1.150138647,0.250086771,0.452925175
379,ENSG00000131236,3663.629395,0.380832008,0.100118197,3.803824069,0.000142479,0.002903219
380,ENSG00000131238,1193.48451,0.334759844,0.118468908,2.825718993,0.004717463,0.03232013
381,ENSG00000117000,310.5816417,0.113839594,0.087114409,1.306782603,0.191286555,0.384493597
382,ENSG00000084073,224.3258022,0.449139712,0.121264073,3.703815158,0.000212381,0.003870374
383,ENSG00000049089,86.30591361,1.609668257,0.240751793,6.686007355,2.29E-11,1.93E-08
384,ENSG00000084070,4613.146415,1.029012478,0.170158062,6.04739184,1.47E-09,4.76E-07
385,ENSG00000187801,19.52069651,-0.483173518,0.260837876,-1.852390171,0.063969816,0.189847361
386,ENSG00000187815,42.39222773,0.020103826,0.212713964,0.094511076,0.924703184,0.962158164
387,ENSG00000164002,22.02503847,-0.015835959,0.286111634,-0.055348881,0.95586052,0.977806717
388,ENSG00000117010,22.57577556,0.397262827,0.26213833,1.515470199,0.129653372,0.299721239
389,ENSG00000117016,32.40824651,0.119420836,0.207994069,0.574155007,0.565862913,0.741273368
390,ENSG00000066136,531.3040606,0.217909921,0.082099772,2.654208604,0.007949467,0.046639449
391,ENSG00000117013,7.35928235,1.069303296,0.510476361,2.094716579,0.036196195,NA
392,ENSG00000179862,38.67978951,1.434592859,0.225972291,6.348534378,2.17E-10,1.05E-07
393,ENSG00000171793,101.0619454,-0.277643212,0.143524662,-1.934463439,0.053056173,0.167844874
394,ENSG00000171790,33.61692653,-0.633775852,0.20712912,-3.059810474,0.002214771,0.019654487
395,ENSG00000010803,139.0043307,-0.149217646,0.115289592,-1.29428548,0.19556683,0.389473561
396,ENSG00000127124,318.2327647,-0.48975291,0.142177807,-3.444650887,0.000571797,0.007603152
397,ENSG00000198815,448.6312748,-0.057217406,0.066700526,-0.857825412,0.390988876,0.595267821
398,ENSG00000127125,182.193391,0.100546864,0.103253169,0.973789619,0.330161009,0.53837373
399,ENSG00000186409,71.89969686,0.021749843,0.177652316,0.122429266,0.902559062,0.951840281
400,ENSG00000171960,53.22016832,0.068244438,0.153725746,0.443936293,0.657088644,0.807154175
401,ENSG00000065978,5736.321366,0.09666437,0.222408697,0.434624956,0.663834678,0.811646645
402,ENSG00000117385,159.1887501,-0.179681673,0.107082674,-1.677971478,0.093352667,0.242256472
403,ENSG00000164008,50.15811033,0.078476056,0.171313839,0.458083574,0.6468924,0.800554733
404,ENSG00000177868,24.82639233,-0.070930385,0.230439747,-0.307804473,0.758231118,0.873225811
405,ENSG00000164010,80.38454023,0.045058501,0.171847716,0.262200173,0.79316712,0.89500327
406,ENSG00000164011,54.23566111,-0.307970428,0.156151241,-1.972257316,0.04858024,0.158618318
407,ENSG00000117394,798.1089556,0.204633433,0.17664939,1.158415739,0.246694419,0.449646924
408,ENSG00000117395,40.16202348,-0.083063418,0.193446461,-0.429387119,0.667641526,0.814003466
409,ENSG00000066056,9.758783661,-0.534305637,0.521183442,-1.025177691,0.305279353,NA
410,ENSG00000117400,37.13872998,-0.069629194,0.254371694,-0.273730119,0.78429203,0.889653103
411,ENSG00000117399,20.81133223,0.090208241,0.290593971,0.31042709,0.756236196,0.872056384
412,ENSG00000066322,347.2621323,0.095045227,0.08617638,1.102915056,0.270064055,0.475875654
413,ENSG00000159479,81.65109145,-0.000228148,0.128481415,-0.001775724,0.998583178,0.999378739
414,ENSG00000198198,883.8009801,-0.032687423,0.0616918,-0.529850365,0.596215682,0.765791079
415,ENSG00000178922,14.59624589,-0.463227674,0.283744519,-1.632551972,0.102563259,0.256978623
416,ENSG00000142949,48.22468017,0.354756969,0.394949805,0.898233051,0.369061316,0.574616761
417,ENSG00000066135,347.7578465,-0.064785001,0.069985628,-0.925690069,0.35460707,0.560132621
418,ENSG00000126091,80.76839414,-0.216268681,0.16834382,-1.284684413,0.198902587,0.393863403
419,ENSG00000117408,148.3036386,0.071775536,0.114152586,0.628768372,0.529500709,0.710261878
420,ENSG00000132768,73.03898163,-0.35475635,0.152567377,-2.325243812,0.020058927,0.087817857
421,ENSG00000117410,1018.457635,0.473256252,0.121149169,3.9063929,9.37E-05,0.002195717
422,ENSG00000117411,15.86347817,-0.046712175,0.286439512,-0.16307867,0.870456494,0.935662839
423,ENSG00000159214,13.98832283,-0.189755917,0.38901333,-0.487787697,0.625700226,0.786913646
424,ENSG00000196517,166.5825017,0.002495526,0.324111286,0.007699596,0.993856672,0.997415197
425,ENSG00000178028,194.8531882,-0.159157443,0.098163142,-1.621356449,0.104941215,0.260402036
426,ENSG00000117419,120.0249607,-0.258655574,0.138005587,-1.874239878,0.06089737,0.184000765
427,ENSG00000187147,279.3519123,-0.095921683,0.072367165,-1.325486263,0.185009923,0.376618811
428,ENSG00000126106,23.50551833,-0.362015337,0.213214971,-1.697888917,0.08952873,0.236091546
429,ENSG00000198520,81.4607871,0.120927038,0.15305941,0.790066015,0.429489216,0.628351531
430,ENSG00000142945,17.25392991,0.279539189,0.257369994,1.086137451,0.277418185,0.484368158
431,ENSG00000142937,868.0805578,-0.397491533,0.147546955,-2.69400024,0.007060011,0.042790929
432,ENSG00000142959,7.241886968,0.132563645,0.439425294,0.301675045,0.762899794,NA
433,ENSG00000173846,250.4740685,0.44921254,0.131094211,3.426639028,0.000611101,0.007979104
434,ENSG00000188396,24.33792853,0.813751881,0.277420399,2.933280623,0.003354006,0.025858237
435,ENSG00000222009,58.27311833,0.32978154,0.203952394,1.616953518,0.105888315,0.262061006
436,ENSG00000117425,15.34553184,-0.055774076,0.333635999,-0.167170437,0.867235945,0.934083554
437,ENSG00000070785,69.42834542,-0.444975811,0.149307591,-2.98026247,0.002880015,0.023363482
438,ENSG00000126107,350.6669955,0.158457433,0.114998822,1.377904837,0.168232671,0.353748795
439,ENSG00000126088,128.8518059,0.091633345,0.130260656,0.703461413,0.481768246,0.671738104
440,ENSG00000162415,30.28527245,-0.172113256,0.278306642,-0.618430284,0.53629174,0.715944932
441,ENSG00000186603,7.27078685,0.601176273,0.439441627,1.368045802,0.17129774,NA
442,ENSG00000132781,62.13843998,-0.208787733,0.160097295,-1.3041303,0.19218916,0.385386625
443,ENSG00000132773,51.19827331,-0.104026401,0.146367937,-0.7107185,0.477258693,0.66840594
444,ENSG00000070759,129.2126148,0.283716403,0.108763893,2.608553221,0.009092587,0.051084544
445,ENSG00000280670,15.6240869,0.103813081,0.393150952,0.264054,0.791738309,0.894099319
446,ENSG00000132763,34.72457281,-0.268217093,0.227713328,-1.177871737,0.238847744,0.44047407
447,ENSG00000117450,127.409256,-0.203607095,0.122686425,-1.659573137,0.097000356,0.247564851
448,ENSG00000117448,157.512523,-0.160369399,0.12479239,-1.28508957,0.198760986,0.393682839
449,ENSG00000132780,291.6807581,0.123434349,0.083609858,1.47631334,0.139859795,0.313999927
450,ENSG00000159588,93.30067551,0.126349042,0.152079482,0.830809259,0.406081391,0.609180634
451,ENSG00000159592,883.548789,0.081417743,0.055710566,1.461441681,0.143894269,0.320490627
452,ENSG00000159596,71.98469497,0.153963831,0.135265895,1.138230975,0.255024048,0.459516902
453,ENSG00000197429,65.39559757,-0.203988741,0.161811084,-1.260659873,0.207431417,0.403817327
454,ENSG00000086015,123.1904209,0.165239536,0.119434621,1.383514546,0.16650715,0.351343704
455,ENSG00000117461,14.99856425,-0.139336808,0.313059694,-0.445080638,0.656261481,0.806373702
456,ENSG00000085998,90.54936263,-0.286584825,0.141788918,-2.021207506,0.043258289,0.146082142
457,ENSG00000085999,9.562703846,0.605538678,0.444041757,1.363697601,0.17266276,NA
458,ENSG00000132128,233.9000839,-0.068118225,0.078793609,-0.864514594,0.387305267,0.592197649
459,ENSG00000173660,83.60992443,-0.283003434,0.137698673,-2.055237195,0.0398561,0.138792101
460,ENSG00000117481,156.1727928,0.041426843,0.137472207,0.301347045,0.763149871,0.876982714
461,ENSG00000117480,67.44829207,-0.254643187,0.198554103,-1.282487661,0.199671631,0.394804558
462,ENSG00000079277,682.332665,0.645415876,0.116974157,5.517593721,3.44E-08,6.99E-06
463,ENSG00000142961,327.9080749,0.146656643,0.081480887,1.79989011,0.071877992,0.205019699
464,ENSG00000123472,124.9798331,-0.232774054,0.136273584,-1.708137758,0.087610784,0.233277353
465,ENSG00000186118,8.316779687,-0.480894662,0.465972422,-1.032023869,0.302060936,NA
466,ENSG00000159658,805.5940621,-0.003953076,0.058458703,-0.067621691,0.946086788,0.972763696
467,ENSG00000162366,769.3084379,0.356430648,0.300255138,1.187092587,0.235191102,0.435796293
468,ENSG00000162367,327.0195355,0.20750264,0.23401367,0.886711618,0.375234182,0.580643937
469,ENSG00000123473,199.5428675,0.22093153,0.263220931,0.839338761,0.401279238,0.604844052
470,ENSG00000162368,375.8046815,-0.196873177,0.092476701,-2.128894897,0.033262957,0.123352149
471,ENSG00000186564,28.52106686,-0.318020615,0.266524333,-1.193214187,0.2327855,0.432517647
472,ENSG00000117834,41.49609876,0.833405215,0.257026186,3.24249147,0.001184895,0.012633204
473,ENSG00000132122,78.30707149,0.745212522,0.196875283,3.785201018,0.000153584,0.003050645
474,ENSG00000162373,17.73107832,0.010515915,0.345650614,0.030423538,0.975729273,0.98875212
475,ENSG00000185104,184.5551577,-0.240686358,0.086584087,-2.779799003,0.005439255,0.036070099
476,ENSG00000123080,24.684387,0.373423088,0.265010911,1.409085713,0.158809825,0.341079925
477,ENSG00000123091,964.0092361,0.154391533,0.218435896,0.70680477,0.47968781,0.669962312
478,ENSG00000085831,22.69386149,0.193443981,0.276103764,0.700620585,0.483539829,0.673733471
479,ENSG00000085832,756.47416,0.054363088,0.068206819,0.797033042,0.425431841,0.625550457
480,ENSG00000117859,384.5017025,0.246410648,0.083221299,2.960908462,0.003067331,0.024347542
481,ENSG00000078618,1061.073243,0.277657523,0.095369215,2.911395701,0.00359818,0.027104049
482,ENSG00000117862,205.8646467,0.27790884,0.095777544,2.901607513,0.003712534,0.027642377
483,ENSG00000198841,40.17506469,-0.019927767,0.169079857,-0.117860087,0.906178519,0.953013585
484,ENSG00000134717,161.335375,-0.09016343,0.116529457,-0.773739384,0.439084925,0.636046271
485,ENSG00000157077,35.33543447,-0.56564502,0.255913378,-2.21029875,0.027084435,0.107358888
486,ENSG00000154222,360.5166513,-0.095483089,0.084656777,-1.127884757,0.259368592,0.464931796
