"","logFC.groupyes....Intercept.","logFC.groupyes...groupno","logFC.groupno....Intercept.","logCPM","F","PValue"
"ENSG00000215910",19.4091838069276,-1.47753747910988,20.8867212860375,-0.12429436662666,42.5672520040159,4.226821821007e-14
"ENSG00000177000",13.4573877006643,0.0716733000171482,13.3857144006472,6.25118823761032,2139.04589540891,8.76234534943986e-83
"ENSG00000011021",14.5236601780896,0.0765629829639695,14.4470971951256,5.12509178001247,1316.55790233239,1.48881727416254e-72
"ENSG00000175206",20.7627085987906,0.743548943910294,20.0191596548803,0.0273257300752839,61.9342234623737,3.16938060645487e-18
"ENSG00000120937",21.2323049928651,-0.195623336028511,21.4279283288936,-1.29327062999432,40.5212471861399,1.29220438739534e-13
"ENSG00000116685",13.307738928815,0.247016130547775,13.0607227982672,7.15592275936118,1362.99169330452,2.80118477558016e-73
"ENSG00000083444",14.7537571523603,0.40275307428155,14.3510040780788,5.82843896091277,1009.51989727974,5.99782298902253e-65
"ENSG00000116688",13.3017767677767,0.641784148951842,12.6599926188249,7.4508112569473,708.810764201045,2.87085135771029e-55
"ENSG00000116691",14.9833943796228,0.217528738394834,14.7658656412279,5.7180172649424,1111.90839257235,2.26804655301549e-68
"ENSG00000120949",15.7068680397884,-0.241669708307385,15.9485377480958,4.54822177793478,710.555321504808,2.12386648717246e-59
"ENSG00000028137",10.6465207293838,0.261948288562506,10.3845724408212,9.90440970914553,1080.04891460949,1.99037289786597e-68
"ENSG00000048707",11.7872422139938,-0.00719287591930726,11.7944350899131,8.01039912359481,3052.12164162651,2.36189177701829e-90
"ENSG00000162496",14.3769180173332,0.0400318620295795,14.3368861553036,4.84390655385701,744.320038742766,2.75827697030934e-60
"ENSG00000204518",22.4609622173106,1.88843249785224,20.5725297194583,-1.37064031598086,42.1652358077975,1.00833117772879e-13
"ENSG00000188984",20.4274519183855,1.75111024533115,18.6763416730543,-1.07492472377182,36.0203012174032,1.65483834245958e-12
"ENSG00000157330",19.5967237614631,3.35783223361983,16.2388915278433,-0.73856596131005,29.6236625714198,1.17182816065389e-10
"ENSG00000116726",20.9694316228253,-1.75320286426977,22.7226344870951,-1.17110629251009,39.0567841545474,2.92071728715135e-13
"ENSG00000116721",21.6572032301081,0.957261338318475,20.6999418917896,-1.26330977516032,37.733711881978,6.17303622179244e-13
"ENSG00000239810",24.2290543196321,1.96739046935411,22.261663850278,-1.4106079915534,47.3269822637527,7.36238959694082e-15
"ENSG00000179172",23.3632855085036,0.942756570186142,22.4205289383174,-1.34916467306914,48.4831491058981,1.90923072172981e-15
"ENSG00000120952",20.4714800906002,1.81668559420436,18.6547944963959,-1.2223766666115,37.7913501738121,1.04727750492741e-12
"ENSG00000243073",20.0486822090529,0.724047456378043,19.3246347526749,-1.36403697316516,41.2468273591695,1.63224965869725e-13
"ENSG00000187545",22.1791609661474,2.33970741928216,19.8394535468653,-1.28678100527554,38.9771349367429,5.48711696666031e-13
"ENSG00000204510",24.3099230974947,0.628349080866579,23.6815740166281,-1.56240792321517,74.2982468372321,8.70133815093274e-20
"ENSG00000232423",24.2772918542633,1.39236642238281,22.8849254318805,-1.48285192932515,55.2179315405532,1.76040538729197e-16
"ENSG00000274764",20.6929281127983,0.194190317243699,20.4987377955546,-1.48141715191932,43.0658577323348,6.62565523890109e-06
"ENSG00000280267",24.3197039447487,1.64119138020339,22.6785125645453,-1.4405399743719,52.2339329607175,6.97245617106991e-16
"ENSG00000229571",22.6793917483721,1.02678070456263,21.6526110438094,-1.48723324962339,54.0963625161352,2.93899831590355e-16
"ENSG00000277058",23.6373876304131,0,23.6373876304131,-1.58920372270454,4.1749492382336e-08,0.999999993089192
"ENSG00000275774",22.410009059179,-0.0276009499697504,22.4376100091487,-1.38371429399885,46.533534684432,5.18824502147987e-15
"ENSG00000179412",25.7406014245351,0.193807137073841,25.5467942874612,-1.60730133922127,113.53322253317,1.45760337052546e-07
"ENSG00000204505",22.753819014102,2.35379242498114,20.4000265891209,-1.27691715842624,40.6611145286029,2.22508179370051e-13
"ENSG00000279169",21.7335097154518,0.361737367210914,21.3717723482409,-1.5096831259275,56.0908236068821,5.08031355598871e-12
"ENSG00000279804",20.656962816869,-0.623375617436314,21.2803384343054,-1.36755257927908,42.408727482946,4.60501536170074e-14
"ENSG00000270601",24.3289176128173,1.80782731253122,22.5210903002861,-1.4411648723504,50.1913441218585,1.83287759208847e-15
"ENSG00000182330",23.538936173452,2.32217947242171,21.2167567010303,-1.35199646265279,43.5836544399958,4.83924474231371e-14
"ENSG00000204501",20.8605367190837,2.20703754565929,18.6534991734244,-1.19507527130251,36.0335906363361,2.7770401141002e-12
"ENSG00000237700",22.2201230918284,1.65560112133888,20.5645219704896,-1.38106643161607,41.8844406207985,1.16768841945835e-13
"ENSG00000204481",20.3215558752651,-2.66410377191097,22.9856596471761,-1.10610405130807,36.6539071721771,1.14657801994144e-12
"ENSG00000204480",21.5476506020429,1.38179859758495,20.1658520044579,-1.38857795558625,43.2146139321907,5.85113748361576e-14
"ENSG00000204479",22.374024705774,0.691210134242195,21.6828145715318,-1.15130493477763,35.6515061819255,2.05139318574123e-12
"ENSG00000204478",22.351173021815,2.58324668820835,19.7679263336067,-1.2123868499813,38.2873877316368,7.98273396725164e-13
"ENSG00000162494",21.7429649846505,3.37209179286086,18.3708731917897,-1.01263720290695,34.8465387462973,5.42950138342537e-12
"ENSG00000162493",19.9730748603992,2.7269004499649,17.2461744104343,-0.965354380650379,33.7707391570797,1.00546145051909e-11
"ENSG00000116731",12.1391388389951,0.0973275716401967,12.0418112673549,7.9327089782678,4082.26539645254,1.40437584582986e-96
"ENSG00000189337",16.5401080104129,0.763811388313195,15.7762966220997,3.90332472308643,233.718993137729,3.48050334031464e-35
"ENSG00000171729",18.9651789830857,1.29457930468781,17.6705996783979,1.31675014234824,101.45335572218,8.62241775806813e-25
"ENSG00000142621",16.9320010882651,-0.247907827408985,17.1799089156741,1.96006146126051,111.564765215416,1.47295292708766e-25
"ENSG00000142634",10.8006202696407,0.27325808322739,10.5273621864133,9.50794656681175,1050.30404577099,7.5526380945512e-68
"ENSG00000162438",18.828610260593,-0.255765028074314,19.0843752886674,0.275879487991957,58.0466945353802,1.85565595827065e-17
"ENSG00000142615",21.6141330074585,3.26237266605864,18.3517603413998,-0.990120161358972,37.2368147467269,1.4213673072238e-12
"ENSG00000215704",18.4919269992172,0.525967354632828,17.9659596445843,0.929169465284048,101.367317200489,8.87089549629167e-25
"ENSG00000132906",15.4224300301565,-0.00484420737382994,15.4272742375303,4.50354612518159,1203.80699529739,1.10282347813523e-70
"ENSG00000116138",14.7879209858362,-0.178591297079788,14.966512282916,5.08757615880212,1458.00450526652,1.08229134534208e-74
"ENSG00000116771",16.8796912657432,-0.848876680898088,17.7285679466413,2.6721445121668,346.282436300742,1.12509524775062e-45
"ENSG00000197312",13.8706832164799,0.0835816310093618,13.7871015854705,6.07201030968173,1997.51408281145,2.47661781077809e-81
"ENSG00000215695",25.5467942874612,0,25.5467942874612,-1.61522660110368,0,1
"ENSG00000116786",13.6110511084116,0.140537275650426,13.4705138327612,6.5184635867805,2646.06389489365,2.62636121082158e-87
"ENSG00000162461",18.3433240034006,-0.29430520534923,18.6376292087498,1.12897710692,89.1341626028222,5.99444444562621e-23
"ENSG00000162460",20.1673389279619,2.005687349524,18.1616515784379,-1.18471382022443,36.98353532603,1.63525274628617e-12
"ENSG00000162458",20.6070241849247,2.73018953885382,17.8768346460709,-0.297906001717268,46.4893892105596,5.30826392274588e-15
"ENSG00000233954",18.7168168113702,0.901310501295231,17.8155063100749,1.02545075672734,125.731907464849,5.09677426618803e-28
"ENSG00000065526",11.6545920489015,0.19418675106849,11.460405297833,8.34641732319023,2795.82923832557,1.76015800985173e-88
"ENSG00000116809",13.9113475977561,-0.0573022748569509,13.968649872613,5.81753729220675,2188.46038958643,2.87042677274716e-83
"ENSG00000183888",21.3016882142932,0.160786805384222,21.140901408909,-1.27634163654062,37.7623543165024,6.07310958700487e-13
"ENSG00000173641",21.0777502261308,4.48626646204862,16.5914837640822,-0.482319363580032,47.1748968989662,7.93594545262404e-15
"ENSG00000186510",19.2432185539079,1.31204980890672,17.9311687450011,-0.318283720168608,33.4254246300642,7.65334845895213e-12
"ENSG00000184908",20.452970742883,3.71403261872358,16.7389381241594,-0.734455680213955,29.4435411694121,1.30767908286936e-10
"ENSG00000185519",21.903137001014,3.27494454146758,18.6281924595464,-1.0665987840537,36.9686556353375,1.64879691229158e-12
"ENSG00000142627",17.4777613308066,-0.519436764816342,17.9971980956229,1.24925037365804,74.6553019182272,1.92491871387922e-20
"ENSG00000142632",16.7507721473136,-0.207967474509564,16.9587396218232,2.59031103567157,365.869293111003,1.00853601672488e-46
"ENSG00000132881",16.784851533244,-0.564719798018876,17.3495713312629,2.52177339867374,383.726584349311,1.232602015494e-47
"ENSG00000037637",14.0353021870713,-0.0323734139678243,14.0676756010392,5.93722291627665,2759.20585423783,3.36344324106323e-88
"ENSG00000055070",13.6556020470039,0.0188297340389983,13.6367723129649,6.39278496168315,2651.61787214308,2.36958555742788e-87
"ENSG00000187144",17.7628760125705,0.330723146940333,17.4321528656302,2.57882493199005,457.956462045893,4.57768812111915e-51
"ENSG00000157191",12.8111952950997,-0.128565125686832,12.9397604207865,7.05671068433331,2284.59356161712,3.50714507535887e-84
"ENSG00000219481",14.6472518920034,0.350776269654309,14.2964756223491,4.87140328779071,698.231624590481,7.46415369342114e-58
"ENSG00000058453",13.4420885124293,0.0602738200791354,13.3818146923502,5.90745193148408,795.138154151175,1.04696620309684e-58
"ENSG00000117122",21.456759723708,-0.531395359633451,21.9881550833415,-0.797629583346023,38.9037236161129,3.18302865920723e-13
"ENSG00000159363",14.3749866508376,0.0186042420377232,14.3563824087999,5.58541078380284,1963.12303602936,5.77626986295319e-81
"ENSG00000117118",15.0892313171157,0.0594524748849544,15.0297788422308,5.09807028810076,1940.11057720827,1.02630287162626e-80
