row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
ENSG00000102575,205.218,0.4773461,0.5835929,0.8179437,0.4133893,0.9994807,ACP5
ENSG00000197933,14.8395,-1.298194,1.596295,-0.8132545,0.4160722,0.9994807,ZNF823
ENSG00000197044,17.03298,-0.5390747,1.430016,-0.376971,0.7061951,0.9994807,ZNF441
ENSG00000177599,5.907886,-0.6054661,2.268191,-0.2669379,0.789517,0.9994807,ZNF491
ENSG00000171295,70.38247,0.9286719,0.8031195,1.156331,0.2475458,0.9994807,ZNF440
ENSG00000171291,62.38308,0.08967787,0.8962233,0.100062,0.9202951,0.9994807,ZNF439
ENSG00000198429,13.65226,1.395913,1.682323,0.829753,0.4066785,0.9994807,ZNF69
ENSG00000267179,1.143262,-1.926087,4.795633,-0.4016334,0.6879538,0.9994807,
ENSG00000197054,26.73436,0.2314585,1.174736,0.1970302,0.8438039,0.9994807,ZNF763
ENSG00000197647,21.64648,-0.09185053,1.31714,-0.06973482,0.9444047,0.9994807,ZNF433
ENSG00000223547,67.45012,-0.8346052,0.812517,-1.027185,0.3043334,0.9994807,ZNF844
ENSG00000132010,7.602987,0.2998944,2.029111,0.1477959,0.8825038,0.9994807,ZNF20
ENSG00000257591,0.8462889,-1.9802,4.92344,-0.4021985,0.6875379,0.9994807,ZNF625
ENSG00000196646,75.26166,-0.4385725,0.7849453,-0.55873,0.576346,0.9994807,ZNF136
ENSG00000197857,89.61198,-0.2504303,0.7308483,-0.342657,0.7318565,0.9994807,ZNF44
ENSG00000188868,11.01866,-0.6256712,1.770588,-0.3533691,0.7238117,0.9994807,ZNF563
ENSG00000198342,4.50456,-3.077143,2.960209,-1.039502,0.2985713,0.9994807,ZNF442
ENSG00000196466,11.06541,1.374053,1.77404,0.7745333,0.4386155,0.9994807,ZNF799
ENSG00000180855,11.7736,1.171442,1.765292,0.6635967,0.5069485,0.9994807,ZNF443
ENSG00000242852,1.912893,-0.3285542,4.599417,-0.07143388,0.9430524,0.9994807,ZNF709
ENSG00000249709,42.93248,0.4678281,1.028639,0.4548029,0.649251,0.9994807,ZNF564
ENSG00000269693,5.943653,1.566012,2.366959,0.6616137,0.5082188,0.9994807,
ENSG00000188033,37.22156,-0.6405558,1.158332,-0.5529986,0.5802644,0.9994807,ZNF490
ENSG00000173875,139.9191,-0.1309844,0.6379797,-0.2053113,0.8373289,0.9994807,ZNF791
ENSG00000104774,519.3269,-0.5543545,0.5310988,-1.043788,0.2965836,0.9994807,MAN2B1
ENSG00000123154,27.34798,0.06285962,1.159614,0.05420735,0.95677,0.9994807,WDR83
ENSG00000105583,11.20788,0.3069886,1.712928,0.1792186,0.857766,0.9994807,WDR83OS
ENSG00000095059,130.7088,-0.3394072,0.6971864,-0.4868241,0.626383,0.9994807,DHPS
ENSG00000132004,6.017065,-1.412319,2.995459,-0.4714866,0.6372933,0.9994807,FBXW9
ENSG00000105576,156.2149,0.2080495,0.6226697,0.3341251,0.7382852,0.9994807,TNPO2
ENSG00000123144,385.7054,-0.3219771,0.5036351,-0.6393062,0.5226237,0.9994807,TRIR
ENSG00000198356,218.3694,-0.2217072,0.5819719,-0.3809586,0.703234,0.9994807,ASNA1
ENSG00000039987,3.585241,2.764732,3.179865,0.8694494,0.3846014,0.9994807,BEST2
ENSG00000095066,59.02605,-0.2063568,0.8514493,-0.2423594,0.8085017,0.9994807,HOOK2
ENSG00000171223,1194.938,0.03869867,0.4589444,0.08432103,0.9328012,0.9994807,JUNB
ENSG00000167815,174.7802,-0.2902546,0.7246652,-0.4005361,0.6887617,0.9994807,PRDX2
ENSG00000104889,21.43259,-1.608411,1.309493,-1.22827,0.2193456,0.9994807,RNASEH2A
ENSG00000132026,3.286176,3.52399,4.032024,0.8740002,0.3821181,0.9994807,RTBDN
ENSG00000105613,9.417284,1.204407,1.896596,0.6350358,0.5254051,0.9994807,MAST1
ENSG00000105612,105.5439,-0.3620613,0.6952171,-0.5207889,0.6025139,0.9994807,DNASE2
ENSG00000105610,478.4841,0.4029589,0.6063449,0.6645704,0.5063253,0.9994807,KLF1
ENSG00000105607,63.54638,-0.5847352,0.8953646,-0.6530693,0.5137116,0.9994807,GCDH
ENSG00000161860,4.670998,0.9704056,2.582372,0.3757807,0.7070799,0.9994807,SYCE2
ENSG00000179115,143.0979,-0.3553487,0.6371214,-0.5577409,0.5770213,0.9994807,FARSA
ENSG00000179218,770.6783,-0.8419975,0.4581513,-1.837815,0.06608965,0.9994807,CALR
ENSG00000179262,820.8635,-0.6695264,0.5705087,-1.17356,0.2405711,0.9994807,RAD23A
ENSG00000179271,50.05377,-0.1712838,0.9048202,-0.1893015,0.8498565,0.9994807,GADD45GIP1
ENSG00000179284,1.643088,2.965099,4.86497,0.6094794,0.5422067,0.9994807,DAND5
ENSG00000008441,1639.662,0.2654214,0.5654325,0.4694131,0.6387744,0.9994807,NFIX
ENSG00000104903,2949.353,0.695245,0.5092271,1.365295,0.1721605,0.9994807,LYL1
ENSG00000104907,84.021,-0.7440714,0.7587027,-0.9807153,0.3267331,0.9994807,TRMT1
ENSG00000160888,186.1504,0.1814374,0.5886395,0.3082317,0.757906,0.9994807,IER2
ENSG00000141837,58.85443,0.5392954,0.9247428,0.5831842,0.5597693,0.9994807,CACNA1A
ENSG00000104957,124.1964,-0.3706579,0.6883855,-0.5384453,0.5902697,0.9994807,CCDC130
ENSG00000037757,38.05213,-0.4300634,1.015431,-0.4235281,0.67191,0.9994807,MRI1
ENSG00000104979,62.20375,-0.7675731,0.8417097,-0.9119214,0.3618101,0.9994807,C19orf53
ENSG00000132003,117.8282,0.1041773,0.6715656,0.155126,0.876722,0.9994807,ZSWIM4
ENSG00000187556,1.115017,-0.6954162,4.829368,-0.1439974,0.8855026,0.9994807,NANOS3
ENSG00000132016,1.174907,-0.5882098,4.796759,-0.1226265,0.9024029,0.9994807,C19orf57
ENSG00000132024,100.8434,-0.5295179,0.7301947,-0.7251736,0.4683455,0.9994807,CC2D1A
ENSG00000132000,3.23387,3.275598,3.319344,0.9868208,0.3237305,0.9994807,PODNL1
ENSG00000132017,241.5677,-0.4123367,0.5515227,-0.7476332,0.4546814,0.9994807,DCAF15
ENSG00000132005,355.8256,0.5479463,0.5180395,1.057731,0.2901782,0.9994807,RFX1
ENSG00000171136,3.262837,5.199676,3.668233,1.417488,0.1563404,0.9994807,RLN3
ENSG00000104998,227.4558,-1.013571,0.6411371,-1.580896,0.1139018,0.9994807,IL27RA
ENSG00000141854,15.18192,0.3566206,1.533558,0.2325445,0.8161151,0.9994807,MISP3
ENSG00000188032,7.997187,-0.4453087,2.039322,-0.2183612,0.8271477,0.9994807,C19orf67
ENSG00000141858,58.56471,-1.536218,0.875661,-1.754353,0.07937007,0.9994807,SAMD1
ENSG00000105011,74.85873,-0.1684904,0.779215,-0.216231,0.8288077,0.9994807,ASF1B
ENSG00000072071,286.3092,-0.1796627,0.5359797,-0.3352043,0.737471,0.9994807,ADGRL1
ENSG00000123146,4316.544,0.6597416,0.4203913,1.569351,0.1165661,0.9994807,ADGRE5
ENSG00000123136,431.0878,-0.1227881,0.4937991,-0.24866,0.8036238,0.9994807,DDX39A
ENSG00000123143,1188.669,-0.4201486,0.4417028,-0.951202,0.3415018,0.9994807,PKN1
ENSG00000160951,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,PTGER1
ENSG00000123159,62.94312,0.5495146,0.8344838,0.6585084,0.5102115,0.9994807,GIPC1
ENSG00000132002,387.5395,0.2714338,0.5161262,0.525906,0.5989535,0.9994807,DNAJB1
ENSG00000099797,162.4779,0.4543763,0.6079311,0.7474141,0.4548136,0.9994807,TECR
ENSG00000099795,58.37182,-0.7103892,0.8572285,-0.8287046,0.4072716,0.9994807,NDUFB7
ENSG00000187912,164.6771,0.06697618,0.6319141,0.1059894,0.9155908,0.9994807,CLEC17A
ENSG00000131355,951.5248,0.1609875,0.4891901,0.3290898,0.7420878,0.9994807,ADGRE3
ENSG00000160961,216.9674,0.3723651,0.5657957,0.6581263,0.510457,0.9994807,ZNF333
ENSG00000127507,1178.673,0.3795042,0.4773065,0.7950954,0.426558,0.9994807,ADGRE2
ENSG00000188269,2.326183,4.759933,4.213851,1.129592,0.258648,0.9994807,OR7A5
ENSG00000105143,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,SLC1A6
ENSG00000160994,1.643088,2.965099,4.86497,0.6094794,0.5422067,0.9994807,CCDC105
ENSG00000094661,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,OR1I1
ENSG00000105137,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,SYDE1
ENSG00000105135,52.36257,0.1639864,0.9208782,0.178076,0.8586633,0.9994807,ILVBL
ENSG00000074181,11.55551,-1.792696,1.857984,-0.9648612,0.3346143,0.9994807,NOTCH3
ENSG00000105131,1.457496,-1.189609,4.81443,-0.2470925,0.8048366,0.9994807,EPHX3
ENSG00000141867,2887.427,-0.0434816,0.456891,-0.09516843,0.924181,0.9994807,BRD4
ENSG00000105127,226.1571,-0.3841165,0.5729509,-0.6704179,0.5025914,0.9994807,AKAP8
ENSG00000011243,204.8075,0.1671426,0.5793332,0.2885086,0.7729574,0.9994807,AKAP8L
ENSG00000011451,205.3788,-0.06547948,0.5722699,-0.1144206,0.9089044,0.9994807,WIZ
ENSG00000105122,683.6448,-0.3728694,0.4684036,-0.796043,0.426007,0.9994807,RASAL3
ENSG00000161031,14.0105,0.3944953,1.669968,0.2362292,0.8132548,0.9994807,PGLYRP2
ENSG00000171954,15.23007,-0.3948473,1.590228,-0.2482961,0.8039053,0.9994807,CYP4F22
ENSG00000186526,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,CYP4F8
ENSG00000186529,1056.545,0.3699746,0.4849305,0.7629436,0.4454971,0.9994807,CYP4F3
ENSG00000186204,25.55059,0.1598217,1.190763,0.1342179,0.8932303,0.9994807,CYP4F12
ENSG00000186115,0.9107936,2.651478,4.909497,0.5400713,0.5891478,0.9994807,CYP4F2
ENSG00000171903,0.5043031,0.3204482,4.888069,0.06555722,0.9477303,0.9994807,CYP4F11
ENSG00000167460,715.0933,-0.3180103,0.4723602,-0.6732369,0.5007966,0.9994807,TPM4
ENSG00000167461,134.9372,0.04685378,0.6498546,0.07209886,0.9425232,0.9994807,RAB8A
ENSG00000196684,685.6266,0.35911,0.4650679,0.7721668,0.4400156,0.9994807,HSH2D
ENSG00000141977,7.611724,3.113279,2.143202,1.45263,0.1463266,0.9994807,CIB3
ENSG00000105058,160.8051,-0.263637,0.6121529,-0.4306719,0.6667069,0.9994807,FAM32A
ENSG00000127528,3263.459,-0.1938849,0.4236201,-0.4576859,0.6471781,0.9994807,KLF2
ENSG00000127527,791.076,0.1447096,0.461147,0.3138036,0.7536702,0.9994807,EPS15L1
ENSG00000141979,2.548973,0.2311146,4.024162,0.05743172,0.9542013,0.9994807,
ENSG00000085872,249.2642,0.1385253,0.5470489,0.2532229,0.8000959,0.9994807,CHERP
ENSG00000127526,202.4613,-0.39633,0.5873506,-0.6747759,0.4998182,0.9994807,SLC35E1
ENSG00000105085,48.77855,0.4761946,0.9468311,0.5029352,0.6150099,0.9994807,MED26
ENSG00000268790,0.8784271,-2.240041,4.90575,-0.4566155,0.6479475,0.9994807,
ENSG00000214046,119.8854,-0.3810491,0.6643048,-0.5736058,0.5662346,0.9994807,SMIM7
ENSG00000072954,25.27602,-0.6847088,1.349275,-0.5074644,0.611829,0.9994807,TMEM38A
ENSG00000188039,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,NWD1
ENSG00000127511,444.9969,-0.5090301,0.5131612,-0.9919497,0.3212221,0.9994807,SIN3B
ENSG00000127533,11.18332,0.08768723,1.707401,0.05135714,0.9590409,0.9994807,F2RL3
ENSG00000160111,44.34604,-1.075257,0.9808061,-1.096299,0.272948,0.9994807,CPAMD8
ENSG00000131351,35.51552,-0.1827324,1.066677,-0.17131,0.86398,0.9994807,HAUS8
ENSG00000099331,2846.155,0.09186548,0.433132,0.2120958,0.8320323,0.9994807,MYO9B
ENSG00000053501,42.74934,-1.134677,0.9698327,-1.169972,0.2420123,0.9994807,USE1
ENSG00000099330,50.7699,-1.166177,0.9069093,-1.285881,0.1984846,0.9994807,OCEL1
ENSG00000160113,14.40518,-2.506209,1.585316,-1.580889,0.1139034,0.9994807,NR2F6
ENSG00000130307,5.910209,2.12866,2.745569,0.7753076,0.4381579,0.9994807,USHBP1
ENSG00000105393,51.83394,0.7425029,0.9670711,0.7677852,0.4426148,0.9994807,BABAM1
ENSG00000160117,13.86137,0.4480119,1.553968,0.2883018,0.7731157,0.9994807,ANKLE1
ENSG00000127220,43.53345,-0.4176057,0.9571774,-0.4362887,0.6626273,0.9994807,ABHD8
ENSG00000130312,32.43766,-0.7382975,1.094509,-0.6745467,0.4999638,0.9994807,MRPL34
ENSG00000130311,128.6319,-0.04396226,0.6526565,-0.06735895,0.9462959,0.9994807,DDA1
ENSG00000074855,70.6426,-0.5244215,0.8265381,-0.6344796,0.5257679,0.9994807,ANO8
ENSG00000130299,45.03641,-1.658119,1.035174,-1.601778,0.1092047,0.9994807,GTPBP3
ENSG00000130300,260.5511,0.6250379,0.605889,1.031605,0.3022574,0.9994807,PLVAP
ENSG00000269720,0.5641926,-1.635159,4.938513,-0.3311036,0.7405662,0.9994807,CCDC194
ENSG00000141971,106.8136,-0.100137,0.6893462,-0.1452638,0.8845026,0.9994807,MVB12A
ENSG00000188051,2.196881,-2.700469,4.025995,-0.6707582,0.5023746,0.9994807,TMEM221
ENSG00000171773,1.971706,3.103229,4.847664,0.6401493,0.5220755,0.9994807,NXNL1
ENSG00000130304,122.8448,-0.6426276,0.7144506,-0.899471,0.3684018,0.9994807,SLC27A1
ENSG00000130313,196.4932,-0.5462779,0.5874902,-0.9298502,0.3524486,0.9994807,PGLS
ENSG00000167483,219.6996,-1.133947,0.6586355,-1.721662,0.08513083,0.9994807,FAM129C
ENSG00000130309,472.1064,-1.156749,0.5548035,-2.08497,0.03707199,0.9994807,COLGALT1
ENSG00000130477,2.300324,3.224123,4.697102,0.6864069,0.4924566,0.9994807,UNC13A
ENSG00000130479,339.6825,-0.2735802,0.5244934,-0.5216085,0.6019429,0.9994807,MAP1S
ENSG00000130475,473.7125,-0.2322231,0.4892357,-0.4746651,0.6350257,0.9994807,FCHO1
ENSG00000179913,6.525832,2.762696,2.871854,0.9619902,0.3360545,0.9994807,B3GNT3
ENSG00000248099,12.65484,1.338607,1.667417,0.802803,0.4220886,0.9994807,INSL3
ENSG00000105639,2300.062,0.4511392,0.4254292,1.060433,0.2889477,0.9994807,JAK3
ENSG00000105640,1402.46,-0.3462763,0.436665,-0.7930022,0.4277766,0.9994807,RPL18A
ENSG00000105641,10.36623,2.781642,2.120732,1.311643,0.1896408,0.9994807,SLC5A5
ENSG00000007080,211.0203,-0.9594092,0.5703851,-1.682038,0.09256155,0.9994807,CCDC124
ENSG00000105642,5.599575,3.48728,2.715201,1.284354,0.1990181,0.9994807,KCNN1
ENSG00000105643,450.885,-0.07811662,0.5217228,-0.1497282,0.880979,0.9994807,ARRDC2
ENSG00000096996,205.8254,0.2838805,0.5744565,0.4941724,0.6211844,0.9994807,IL12RB1
ENSG00000099308,2044.87,0.2087345,0.4331996,0.4818437,0.629917,0.9994807,MAST3
ENSG00000105647,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,PIK3R2
ENSG00000216490,22.74571,-0.7328139,1.323119,-0.5538535,0.5796791,0.9994807,IFI30
ENSG00000254858,31.03268,1.092267,1.117297,0.9775978,0.3282733,0.9994807,MPV17L2
ENSG00000105649,8.485308,0.4016496,1.94957,0.2060195,0.8367756,0.9994807,RAB3A
ENSG00000105650,4.776332,2.395748,3.171502,0.7553986,0.4500098,0.9994807,PDE4C
ENSG00000130518,193.2825,0.8922447,0.5998324,1.48749,0.1368854,0.9994807,IQCN
ENSG00000130520,175.8962,-0.8393549,0.624221,-1.344644,0.1787403,0.9994807,LSM4
ENSG00000130517,147.2587,0.08012556,0.6278625,0.1276164,0.8984525,0.9994807,PGPEP1
ENSG00000130513,60.44398,-0.1938861,0.8503865,-0.2279977,0.819648,0.9994807,GDF15
ENSG00000130511,222.803,-0.3328172,0.5665316,-0.5874645,0.5568918,0.9994807,SSBP4
ENSG00000105655,44.06326,-0.05846823,0.954762,-0.06123854,0.9511692,0.9994807,ISYNA1
ENSG00000105656,828.6999,0.399142,0.4674755,0.8538245,0.3932023,0.9994807,ELL
ENSG00000105701,30487.1,0.5773469,0.5994881,0.9630664,0.3355142,0.9994807,FKBP8
ENSG00000105700,84.74998,0.05249765,0.7446738,0.07049751,0.9437977,0.9994807,KXD1
ENSG00000221983,4361.921,-0.07569824,0.4414516,-0.1714758,0.8638497,0.9994807,UBA52
ENSG00000006016,11.68227,1.405503,1.690138,0.8315904,0.4056402,0.9994807,CRLF1
ENSG00000006015,108.0166,-0.548988,0.6886793,-0.7971607,0.4253577,0.9994807,REX1BD
ENSG00000167487,76.36705,-0.7983181,0.7799909,-1.023497,0.306073,0.9994807,KLHL26
ENSG00000105662,193.1694,-0.3128184,0.5820701,-0.5374239,0.5909749,0.9994807,CRTC1
ENSG00000105664,3.692374,5.486929,3.486163,1.573916,0.1155068,0.9994807,COMP
ENSG00000005007,1485.498,0.3329574,0.4527741,0.7353721,0.4621129,0.9994807,UPF1
ENSG00000223802,4.588217,-2.797995,2.938752,-0.9521031,0.3410447,0.9994807,CERS1
ENSG00000105669,225.4246,-0.3868841,0.5681247,-0.6809845,0.4958813,0.9994807,COPE
ENSG00000105671,123.6288,-0.5199696,0.6643543,-0.7826691,0.4338214,0.9994807,DDX49
ENSG00000064607,313.0484,-0.2124884,0.5327185,-0.3988756,0.6899848,0.9994807,SUGP2
ENSG00000105676,92.15447,0.1796999,0.7324706,0.2453339,0.8061979,0.9994807,ARMC6
ENSG00000181035,106.5596,-0.5313093,0.7482183,-0.7100993,0.4776425,0.9994807,SLC25A42
ENSG00000064545,44.27541,0.405099,0.9649469,0.4198149,0.6746207,0.9994807,TMEM161A
ENSG00000064489,1.207045,-0.8956991,4.831191,-0.1853992,0.8529159,0.9994807,BORCS8-MEF2B
ENSG00000213999,15.02824,1.857613,1.587139,1.170416,0.2418337,0.9994807,MEF2B
ENSG00000254901,260.9079,-0.07340069,0.5413706,-0.1355831,0.8921509,0.9994807,BORCS8
ENSG00000064490,81.03741,-0.4015272,0.7565715,-0.5307194,0.5956133,0.9994807,RFXANK
ENSG00000184162,12.65695,-1.036856,1.673341,-0.619632,0.5355001,0.9994807,NR2C2AP
ENSG00000130287,1.643088,2.965099,4.86497,0.6094794,0.5422067,0.9994807,NCAN
ENSG00000213996,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,TM6SF2
ENSG00000105705,172.757,0.1537242,0.5999069,0.2562467,0.7977603,0.9994807,SUGP1
ENSG00000129933,1004.413,0.2313765,0.4616183,0.5012291,0.6162099,0.9994807,MAU2
ENSG00000167491,1157.803,0.180591,0.4526178,0.3989923,0.6898989,0.9994807,GATAD2A
ENSG00000178093,30.32343,-0.4110076,1.21649,-0.3378636,0.735466,0.9994807,TSSK6
ENSG00000186010,16.52679,-0.3879743,1.437103,-0.2699698,0.7871835,0.9994807,NDUFA13
ENSG00000250067,7.185449,1.305345,2.140022,0.609968,0.541883,0.9994807,YJEFN3
ENSG00000160161,1.112632,3.765024,4.838855,0.7780816,0.4365209,0.9994807,CILP2
ENSG00000105717,30.78479,0.3503079,1.135308,0.3085577,0.757658,0.9994807,PBX4
ENSG00000064547,566.296,0.6031191,0.5202148,1.159365,0.2463072,0.9994807,LPAR2
ENSG00000089639,2472.141,0.1983499,0.4239828,0.4678254,0.6399095,0.9994807,GMIP
ENSG00000105726,329.4293,-0.7247132,0.5276574,-1.373454,0.1696112,0.9994807,ATP13A1
ENSG00000181896,248.7327,-0.07044512,0.5470118,-0.1287817,0.8975304,0.9994807,ZNF101
ENSG00000105708,45.40633,-0.1594691,0.9554815,-0.1668992,0.8674494,0.9994807,ZNF14
ENSG00000081665,182.8564,0.3852035,0.592061,0.6506147,0.5152953,0.9994807,ZNF506
ENSG00000256771,26.37285,0.5995034,1.356148,0.4420635,0.6584432,0.9994807,ZNF253
ENSG00000184635,23.40096,2.777624,1.320581,2.103335,0.03543648,0.9994807,ZNF93
ENSG00000197124,18.87628,-0.2176463,1.378241,-0.157916,0.874523,0.9994807,ZNF682
ENSG00000213988,10.93307,1.040808,1.784872,0.5831274,0.5598075,0.9994807,ZNF90
ENSG00000256229,67.56111,0.8934651,0.8110295,1.101643,0.2706168,0.9994807,ZNF486
ENSG00000237440,28.19653,0.7819836,1.191166,0.6564861,0.5115114,0.9994807,ZNF737
ENSG00000188171,14.93507,0.8708805,1.522363,0.5720586,0.5672823,0.9994807,ZNF626
ENSG00000160229,82.13011,0.7647146,0.7814191,0.9786229,0.3277663,0.9994807,ZNF66
ENSG00000105750,11.7335,2.644706,1.800179,1.469135,0.1417961,0.9994807,ZNF85
ENSG00000118620,91.03332,0.8426655,0.7386702,1.140787,0.2539585,0.9994807,ZNF430
ENSG00000160352,43.31634,0.2629998,0.9638942,0.2728513,0.7849675,0.9994807,ZNF714
ENSG00000196705,113.5468,0.7297001,0.7496908,0.9733348,0.3303869,0.9994807,ZNF431
ENSG00000182141,101.6375,0.954981,0.7474485,1.277655,0.2013713,0.9994807,ZNF708
ENSG00000172687,20.64589,-0.3578325,1.447252,-0.2472496,0.8047151,0.9994807,ZNF738
ENSG00000196268,156.1879,1.031069,0.6402386,1.610446,0.1073006,0.9994807,ZNF493
ENSG00000197013,122.9356,1.220632,0.6607696,1.847288,0.06470535,0.9994807,ZNF429
ENSG00000197020,28.60994,-0.1854648,1.138387,-0.1629189,0.8705823,0.9994807,ZNF100
ENSG00000198521,64.20121,-0.1425005,0.8231958,-0.1731064,0.8625678,0.9994807,ZNF43
ENSG00000160321,3.508673,0.5045147,2.959746,0.1704588,0.8646494,0.9994807,ZNF208
ENSG00000197134,14.41775,-0.7157688,1.585289,-0.4515067,0.6516244,0.9994807,ZNF257
ENSG00000197360,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,ZNF98
ENSG00000229676,0.2276984,1.542608,4.955333,0.3113025,0.7555707,0.9994807,ZNF492
ENSG00000213973,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,ZNF99
ENSG00000268696,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,ZNF723
ENSG00000269067,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,ZNF728
ENSG00000183850,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,ZNF730
ENSG00000196081,8.546869,3.489923,2.291776,1.522803,0.1278081,0.9994807,ZNF724
ENSG00000167232,130.2471,-0.3106747,0.6486337,-0.4789679,0.6319615,0.9994807,ZNF91
ENSG00000197372,36.09649,0.6307599,1.064209,0.5927028,0.5533801,0.9994807,ZNF675
ENSG00000196172,15.87939,0.3057358,1.464156,0.2088136,0.8345937,0.9994807,ZNF681
ENSG00000213967,6.905599,-1.192001,2.174081,-0.5482781,0.583501,0.9994807,ZNF726
ENSG00000213096,47.95498,0.6293059,0.9541012,0.6595798,0.5095235,0.9994807,ZNF254
ENSG00000169021,105.4847,-0.23901,0.7477597,-0.3196348,0.7492452,0.9994807,UQCRFS1
ENSG00000187135,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,VSTM2B
ENSG00000105171,94.05814,-0.3109148,0.7276536,-0.4272841,0.6691724,0.9994807,POP4
ENSG00000166289,140.0531,0.157879,0.6365691,0.2480155,0.8041224,0.9994807,PLEKHF1
ENSG00000131943,132.5068,-0.7779371,0.645653,-1.204884,0.228248,0.9994807,C19orf12
ENSG00000105173,4.797146,-1.767361,2.633638,-0.6710721,0.5021746,0.9994807,CCNE1
ENSG00000105176,126.4215,0.2829046,0.6531284,0.4331532,0.6649035,0.9994807,URI1
ENSG00000198597,0.556316,2.763778,4.892473,0.5649041,0.572139,0.9994807,ZNF536
ENSG00000121297,163.5031,0.1106796,0.6289144,0.1759852,0.8603056,0.9994807,TSHZ3
ENSG00000168813,151.8526,0.3011473,0.6848476,0.439729,0.6601334,0.9994807,ZNF507
ENSG00000178904,130.4289,0.8826193,0.6485771,1.360855,0.1735596,0.9994807,DPY19L3
ENSG00000105185,26.8053,-0.2050657,1.189789,-0.1723546,0.8631588,0.9994807,PDCD5
ENSG00000105186,260.6229,0.1253962,0.5444013,0.2303379,0.8178292,0.9994807,ANKRD27
ENSG00000186326,1.648287,1.627977,4.826615,0.3372917,0.735897,0.9994807,RGS9BP
ENSG00000213965,71.68225,-0.1711,0.8511357,-0.2010255,0.8406786,0.9994807,NUDT19
ENSG00000173809,0.556316,2.763778,4.892473,0.5649041,0.572139,0.9994807,TDRD12
ENSG00000021488,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,SLC7A9
ENSG00000121289,65.15913,0.5275669,0.8479852,0.6221416,0.5338488,0.9994807,CEP89
ENSG00000131944,8.560796,1.083617,1.976839,0.5481563,0.5835846,0.9994807,FAAP24
ENSG00000131941,4.593061,3.177218,2.940587,1.080471,0.2799327,0.9994807,RHPN2
ENSG00000076650,79.04359,-0.1766273,0.7642553,-0.2311103,0.8172291,0.9994807,GPATCH1
ENSG00000166359,7.123036,-0.1450998,2.116296,-0.06856308,0.9453374,0.9994807,WDR88
ENSG00000130881,61.97376,-0.7807544,0.8486954,-0.9199466,0.3576007,0.9994807,LRP3
ENSG00000130876,1.971706,3.103229,4.847664,0.6401493,0.5220755,0.9994807,SLC7A10
ENSG00000245848,106.3702,-0.79442,0.9511183,-0.8352483,0.4035779,0.9994807,CEBPA
ENSG00000153879,84.58222,0.2852891,0.7601629,0.3752999,0.7074374,0.9994807,CEBPG
ENSG00000124299,199.6259,-0.9671245,0.6403353,-1.510341,0.1309565,0.9994807,PEPD
ENSG00000124302,11.51592,-1.33212,2.099089,-0.6346184,0.5256773,0.9994807,CHST8
ENSG00000153885,64.37506,-1.500706,0.849776,-1.766002,0.07739559,0.9994807,KCTD15
ENSG00000257103,530.1186,0.2165543,0.4794845,0.4516399,0.6515284,0.9994807,LSM14A
ENSG00000166398,191.8836,-0.29537,0.5837831,-0.5059585,0.6128858,0.9994807,KIAA0355
ENSG00000105220,297.3423,-0.989158,0.5421255,-1.824592,0.06806256,0.9994807,GPI
ENSG00000126249,3.917842,2.238095,3.118697,0.7176377,0.4729807,0.9994807,PDCD2L
ENSG00000142279,9.435333,1.610752,2.196503,0.7333255,0.4633599,0.9994807,WTIP
ENSG00000205209,4.904188,0.8414839,2.474921,0.3400043,0.7338533,0.9994807,SCGB2B2
ENSG00000089335,44.72304,-1.254095,0.9980102,-1.256595,0.2089002,0.9994807,ZNF302
ENSG00000197841,31.45467,-0.1998119,1.102393,-0.1812528,0.8561692,0.9994807,ZNF181
ENSG00000153896,21.81509,-0.2366759,1.28436,-0.1842754,0.8537974,0.9994807,ZNF599
ENSG00000168661,8.794341,-1.314325,2.031078,-0.6471072,0.5175626,0.9994807,ZNF30
ENSG00000180884,100.3941,0.08529132,0.707144,0.1206138,0.9039969,0.9994807,ZNF792
ENSG00000089351,1296.167,0.6599204,0.4768705,1.383857,0.1664023,0.9994807,GRAMD1A
ENSG00000105711,27.07496,1.231722,1.19211,1.033229,0.3014969,0.9994807,SCN1B
ENSG00000105707,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,HPN
ENSG00000089356,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,FXYD3
ENSG00000153902,1.870787,4.152361,4.646314,0.8936893,0.3714882,0.9994807,LGI4
