,no.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3487,ENSG00000188818,15.64299738,0.92128859,0.557986447,1.651094922,0.098719194,0.916946994
3488,ENSG00000028310,415.0679485,0.158537411,0.097248839,1.630224209,0.103054119,0.916946994
3489,ENSG00000113504,677.9517282,-0.199884379,0.217100097,-0.920701473,0.357206307,0.969839461
3490,ENSG00000174358,31.14625369,2.738589705,0.897883578,3.050049885,0.002288034,0.516197057
3491,ENSG00000049656,465.937814,-0.066650951,0.094600164,-0.704554283,0.481087657,0.978315746
3492,ENSG00000153395,1345.142209,0.022554726,0.116263677,0.193996321,0.846178762,0.998439576
3493,ENSG00000171421,23.895051,0.211932414,0.314537954,0.673789638,0.500445064,0.98039072
3494,ENSG00000145494,90.91436024,-0.175649698,0.182256856,-0.963748097,0.335172234,0.965268311
3495,ENSG00000164151,418.6589296,0.108348533,0.103863342,1.043183588,0.296863273,0.959371175
3496,ENSG00000133398,106.1749045,-0.060511425,0.162248953,-0.372954176,0.70918255,0.993936736
3497,ENSG00000037474,366.9909077,0.135686015,0.111422429,1.217762133,0.223314378,0.949013905
3498,ENSG00000145545,147.8613428,-0.037514976,0.16833996,-0.222852472,0.823650328,0.998439576
3499,ENSG00000112941,110.7723405,-0.04338519,0.178941863,-0.242454108,0.808428313,0.998270704
3500,ENSG00000124275,180.5587138,0.06599774,0.147710106,0.446805851,0.655015246,0.993936736
3501,ENSG00000124279,37.73091828,-0.048208163,0.25363047,-0.190072444,0.849252363,0.998577012
3502,ENSG00000112902,14.66663602,-1.112144793,0.52863832,-2.103791478,0.03539664,0.816733884
3503,ENSG00000150756,47.73010529,-0.099721581,0.250087725,-0.398746403,0.690080073,0.993936736
3504,ENSG00000150753,365.6146621,-0.039166959,0.097324761,-0.402435711,0.687363393,0.993936736
3505,ENSG00000164237,10.99958625,0.939957468,0.783152313,1.200223064,0.23005272,0.95157021
3506,ENSG00000145495,1183.837667,0.029330381,0.092645132,0.316588481,0.751555877,0.993936736
3507,ENSG00000145491,147.7173056,-0.176242627,0.219876342,-0.801553387,0.422811351,0.973509277
3508,ENSG00000164236,134.4989195,-0.257086966,0.18715313,-1.373671742,0.169543614,0.926051041
3509,ENSG00000112977,448.2084966,0.135845658,0.196420953,0.69160472,0.489185597,0.978885992
3510,ENSG00000038382,487.7285045,0.122748407,0.132895624,0.923645215,0.355671065,0.969839461
3511,ENSG00000145569,220.8702152,0.068189658,0.134381535,0.50743324,0.611850868,0.993936736
3512,ENSG00000154124,527.988413,0.025998085,0.087755871,0.296254648,0.767035618,0.99455917
3513,ENSG00000154122,1151.780293,0.199514148,0.195212404,1.022036222,0.306763757,0.961063605
3514,ENSG00000173545,214.4638468,0.049178332,0.121865347,0.403546478,0.68654625,0.993936736
3515,ENSG00000154153,81.46788232,-0.00254602,0.203500735,-0.012511107,0.990017841,0.99955869
3516,ENSG00000145555,28.61440592,1.05377735,0.447803494,2.353213773,0.018611931,0.749637574
3517,ENSG00000176788,2224.67385,0.105526871,0.270182775,0.390575866,0.696110768,0.993936736
3518,ENSG00000249662,21.51275696,-0.522486588,0.470842696,-1.10968396,0.267135237,0.959371175
3519,ENSG00000268799,8.742006181,0.654598738,0.668830082,0.978722033,0.327717342,0.964255927
3520,ENSG00000113360,225.6583968,0.075401089,0.141163989,0.53413827,0.593245874,0.991846699
3521,ENSG00000082213,106.593307,0.239241055,0.152443643,1.569373771,0.116560872,0.916946994
3522,ENSG00000133401,95.14465664,0.276154517,0.1764438,1.565113178,0.117556374,0.916946994
3523,ENSG00000113384,567.3212086,-0.086787368,0.081172113,-1.069177152,0.284989852,0.959371175
3524,ENSG00000150712,269.1391116,0.111546278,0.126047535,0.884954065,0.376181406,0.971053785
3525,ENSG00000056097,531.8383833,0.013142143,0.079146578,0.166048153,0.868119055,0.999331445
3526,ENSG00000113387,307.6920044,-0.197583629,0.124214344,-1.590666772,0.111684589,0.916946994
3527,ENSG00000113407,172.575399,0.119766164,0.143360779,0.835417923,0.403482442,0.972540832
3528,ENSG00000242110,13.00058334,0.008008112,0.435667977,0.018381228,0.985334728,0.99955869
3529,ENSG00000082196,9.810361987,-0.251719259,0.511637054,-0.491987938,0.62272787,0.993936736
3530,ENSG00000113456,67.55228314,-0.13470127,0.205285439,-0.656165728,0.511717498,0.98078938
3531,ENSG00000113460,32.06531843,-0.32268208,0.26194234,-1.231882101,0.217993129,0.948316465
3532,ENSG00000168724,164.9189463,0.111661048,0.130733879,0.854109495,0.393044323,0.971960494
3533,ENSG00000113494,18.04795878,0.103247001,0.409280625,0.252264571,0.800836571,0.997095625
3534,ENSG00000152582,72.57963159,0.33574064,0.220246538,1.524385553,0.127412427,0.916946994
3535,ENSG00000168685,2939.085322,-0.073320174,0.183032883,-0.400584707,0.688725907,0.993936736
3536,ENSG00000164187,168.785516,-0.351274498,0.133522794,-2.630820469,0.008517902,0.676210833
3537,ENSG00000145604,102.94734,-0.204740767,0.172740797,-1.185248481,0.235919216,0.954113172
3538,ENSG00000152620,62.88681557,0.084359479,0.205636454,0.410236014,0.681632825,0.993936736
3539,ENSG00000079215,15.05018322,0.391685687,0.545172279,0.718462222,0.472472333,0.976841673
3540,ENSG00000164190,1681.428526,0.030975134,0.109577927,0.282676769,0.777424626,0.99455917
3541,ENSG00000197603,120.8495152,0.020997802,0.182993072,0.11474643,0.908646111,0.999331445
3542,ENSG00000113569,197.4810554,0.035315742,0.130829477,0.269937192,0.787208574,0.995324289
3543,ENSG00000082068,140.1134583,0.185935284,0.142069537,1.308762513,0.190614809,0.932345463
3544,ENSG00000145623,24.98041561,-0.187851898,0.351277118,-0.534768388,0.592810025,0.991846699
3545,ENSG00000164327,1375.260017,-0.060149421,0.120486051,-0.499223111,0.617622215,0.993936736
3546,ENSG00000082074,4547.489814,0.017152391,0.113535721,0.151074839,0.879916681,0.999331445
3547,ENSG00000153071,98.2518109,-0.054434406,0.270172396,-0.201480263,0.840323061,0.998439576
3548,ENSG00000171522,677.7986781,-0.098416934,0.117987745,-0.834128448,0.404208606,0.973124373
3549,ENSG00000113638,68.68553015,-0.059533103,0.21370211,-0.278579856,0.780567273,0.99455917
3550,ENSG00000132356,444.8072003,0.028121614,0.093830156,0.299707632,0.764400177,0.99455917
3551,ENSG00000145592,642.2484249,-0.128382634,0.13918615,-0.922380812,0.356329975,0.969839461
3552,ENSG00000132357,178.4529159,-0.166908237,0.167627965,-0.995706397,0.319392821,0.962384307
3553,ENSG00000083720,101.9827365,-0.278524596,0.185520404,-1.50131517,0.133274063,0.920935105
3554,ENSG00000205765,160.5920509,0.199521625,0.12840251,1.553876359,0.120213912,0.916946994
3555,ENSG00000151876,27.42935802,-0.543803619,0.34280865,-1.586318253,0.112667134,0.916946994
3556,ENSG00000198865,8.285418332,0.409040422,0.572640863,0.714305332,0.475038396,0.977241326
3557,ENSG00000250722,6.952116878,0.685916839,0.647614586,1.059143593,0.289534389,0.959371175
3558,ENSG00000177721,76.47099454,0.002419643,0.239800627,0.01009023,0.991949298,0.99955869
3559,ENSG00000172262,234.1815722,0.193457518,0.113824927,1.699605901,0.08920508,0.907457434
3560,ENSG00000112972,74.36017325,-0.305174308,0.197278062,-1.546924706,0.121881403,0.916946994
3561,ENSG00000151882,35.50490826,-0.388770774,0.355804468,-1.092652874,0.274546238,0.959371175
3562,ENSG00000151881,36.51673869,-0.279285793,0.315558727,-0.885051715,0.37612874,0.971053785
3563,ENSG00000172244,19.93665952,0.118317732,0.403115935,0.293507951,0.769133923,0.99455917
3564,ENSG00000172239,118.7621429,-0.131752598,0.162957509,-0.80850891,0.418797679,0.973509277
3565,ENSG00000112992,313.1606266,0.066504735,0.117716386,0.564957333,0.572102785,0.9907667
3566,ENSG00000112996,206.1286639,-0.270259361,0.151065996,-1.789015181,0.073612371,0.874068148
3567,ENSG00000170571,989.3251645,-0.107261613,0.127810218,-0.839225643,0.4013427,0.971960494
3568,ENSG00000151883,1809.542283,-0.095762227,0.112318444,-0.852595734,0.393883529,0.971960494
3569,ENSG00000213949,33.4422582,0.525778134,0.354833105,1.481761783,0.138403691,0.92446394
3570,ENSG00000152684,109.631929,-0.107928155,0.17321041,-0.623104324,0.533215969,0.986508026
3571,ENSG00000164171,17.03327993,0.45346023,0.39041364,1.161486649,0.245444049,0.954113172
3572,ENSG00000164172,41.48163709,0.116881473,0.261276931,0.447347081,0.654624478,0.993936736
3573,ENSG00000164258,31.71800625,0.409203859,0.285719579,1.432186971,0.152090319,0.925037519
3574,ENSG00000185305,111.54581,-0.007903593,0.181600995,-0.043521751,0.965285626,0.999331445
3575,ENSG00000178996,1237.629568,0.003317515,0.130178557,0.025484345,0.979668636,0.999377886
3576,ENSG00000113088,8.048787378,-0.541083998,0.604648887,-0.894873056,0.370854952,0.971053785
3577,ENSG00000145649,62.82775017,-0.24786619,0.3292911,-0.75272666,0.451614186,0.973509277
3578,ENSG00000067248,135.7849738,-0.024922816,0.160257431,-0.155517383,0.876413451,0.999331445
3579,ENSG00000039123,274.7565476,0.153816524,0.127072987,1.210458075,0.226103169,0.949013905
3580,ENSG00000067113,29.61837992,0.333946403,0.336357665,0.992831258,0.320792194,0.962384307
3581,ENSG00000177058,120.5514406,0.104563544,0.159688239,0.654798029,0.5125978,0.98078938
3582,ENSG00000164509,9.285134512,-0.475817048,0.663117591,-0.717545507,0.473037568,0.976841673
3583,ENSG00000134352,616.0343982,0.144520791,0.144625066,0.999279,0.317659555,0.962384307
3584,ENSG00000164512,61.63794841,0.034476925,0.296698889,0.116201732,0.907492664,0.999331445
3585,ENSG00000095015,1866.702421,0.082086018,0.089912366,0.912955823,0.361265776,0.969896845
3586,ENSG00000155542,13.06245524,-0.111444575,0.466800042,-0.23874157,0.811305981,0.998439576
3587,ENSG00000155545,81.3215055,-0.209083353,0.205459267,-1.017638949,0.30884957,0.961063605
3588,ENSG00000062194,572.993805,0.004997963,0.107090282,0.046670551,0.962775801,0.999331445
3589,ENSG00000145632,8.731549374,-0.244869831,0.653732323,-0.374572011,0.707978792,0.993936736
3590,ENSG00000175857,215.9619822,-0.128283585,0.166487052,-0.770531903,0.440984438,0.973509277
3591,ENSG00000113448,215.9430762,-0.153992924,0.174793181,-0.881000753,0.378317413,0.971053785
3592,ENSG00000164181,69.64136241,0.1090059,0.35903852,0.303605027,0.761428821,0.994388703
3593,ENSG00000049167,32.84681002,-0.732913994,0.292361751,-2.50687373,0.012180422,0.730977662
3594,ENSG00000164182,18.32172557,0.228092143,0.350049292,0.651600069,0.514659203,0.980871984
3595,ENSG00000188725,55.79197672,-0.270567302,0.241355552,-1.121032021,0.262274232,0.959371175
3596,ENSG00000130449,454.1852795,-0.09313198,0.121117038,-0.768942019,0.441927732,0.973509277
3597,ENSG00000068796,517.6745012,0.004815308,0.13287239,0.036240093,0.971090917,0.999377886
3598,ENSG00000086189,152.6205879,0.09922259,0.17646235,0.562287592,0.573920091,0.990787825
3599,ENSG00000086200,69.89133522,-0.005523674,0.221716381,-0.024913245,0.980124163,0.999377886
3600,ENSG00000153006,95.5027611,-0.178851357,0.178598898,-1.001413549,0.316626916,0.962384307
3601,ENSG00000153015,74.23381539,-0.233730316,0.173363365,-1.348210543,0.177590674,0.931579919
3602,ENSG00000049192,13.33138687,0.946733876,0.476959769,1.984934448,0.047151765,0.831342007
3603,ENSG00000123219,60.06706859,0.983422934,0.449584286,2.187405042,0.028712968,0.793744948
3604,ENSG00000113593,231.5089614,0.055643146,0.139498396,0.398880184,0.689981491,0.993936736
3605,ENSG00000113595,191.1913764,-0.141606442,0.143313425,-0.988089161,0.323108984,0.964255927
3606,ENSG00000113597,65.80125925,-0.159448766,0.217411657,-0.733395659,0.463317146,0.974780928
3607,ENSG00000253251,8.633205307,0.002246361,0.477756017,0.004701899,0.996248441,0.99955869
3608,ENSG00000197860,211.7095266,-0.019175339,0.143976716,-0.13318361,0.894048173,0.999331445
3609,ENSG00000123213,63.06670245,0.061955878,0.265153011,0.233660851,0.815248283,0.998439576
3610,ENSG00000112851,1527.499535,-0.062855817,0.088461592,-0.710543597,0.477367106,0.978315746
3611,ENSG00000153914,381.5103814,0.051007233,0.112684927,0.452653559,0.650798226,0.993936736
3612,ENSG00000069020,260.2420598,-0.098575967,0.166088682,-0.593514054,0.55283718,0.989671191
3613,ENSG00000134061,168.3020741,-0.344270119,0.215389119,-1.598363557,0.10996209,0.916946994
3614,ENSG00000145675,854.7037602,0.018602112,0.087776317,0.211926327,0.832164511,0.998439576
3615,ENSG00000145740,124.560611,0.0025145,0.141792103,0.017733707,0.985851291,0.99955869
3616,ENSG00000134057,14.71452337,0.583010633,0.451356816,1.291684566,0.196466405,0.933636941
3617,ENSG00000153044,9.482189188,0.467639633,0.555183114,0.842316024,0.399611084,0.971960494
3618,ENSG00000134056,39.91827244,-0.100254751,0.246615135,-0.406523106,0.684358283,0.993936736
3619,ENSG00000134058,94.5025483,-0.126370248,0.147654544,-0.855850719,0.392080357,0.971960494
3620,ENSG00000183323,245.1186155,0.229029963,0.162005733,1.413715173,0.157445549,0.925037519
3621,ENSG00000085231,8.63491412,-0.007031564,0.591700913,-0.011883646,0.990518446,0.99955869
3622,ENSG00000273841,38.10764566,0.143750449,0.29359298,0.489624955,0.624399315,0.993936736
3623,ENSG00000152942,76.11901704,-0.09228979,0.232365657,-0.397174828,0.691238543,0.993936736
3624,ENSG00000183474,54.91946359,-0.029012947,0.237016666,-0.122408889,0.902575199,0.999331445
3625,ENSG00000205572,6.781396629,0.908524033,0.647113199,1.403964614,0.160329387,0.926051041
3626,ENSG00000205571,18.16463447,-0.236573772,0.519350152,-0.455518828,0.648736026,0.993936736
3627,ENSG00000172062,22.30401997,0.685394482,0.314744961,2.1776186,0.029434444,0.797947508
3628,ENSG00000249437,322.4464939,0.335108217,0.242416123,1.382367696,0.16685883,0.926051041
3629,ENSG00000145736,41.63051076,0.474565872,0.357814958,1.326288522,0.184744147,0.932345463
3630,ENSG00000145734,446.8047008,0.097570001,0.122497523,0.796505909,0.425738042,0.973509277
3631,ENSG00000131844,131.2208674,-0.079303934,0.155077837,-0.511381482,0.609083959,0.993936736
3632,ENSG00000131711,7.594947577,-0.649071638,0.771920218,-0.840853268,0.400430141,0.971960494
3633,ENSG00000113048,170.6235262,-0.333861183,0.132234508,-2.524765941,0.011577537,0.730977662
3634,ENSG00000049883,69.73073613,-0.0480886,0.211891758,-0.226948893,0.820463482,0.998439576
3635,ENSG00000178175,21.63315468,-0.045496007,0.396819933,-0.114651517,0.908721344,0.999331445
3636,ENSG00000083312,779.9810016,-0.011135681,0.086354422,-0.128953226,0.89739466,0.999331445
3637,ENSG00000157107,422.2026671,0.041998965,0.19127767,0.219570662,0.826205542,0.998439576
3638,ENSG00000145741,964.4136859,-0.138082351,0.192924199,-0.715733702,0.474155796,0.976906834
3639,ENSG00000164331,75.13563703,0.081860746,0.206743267,0.395953624,0.692139241,0.993936736
3640,ENSG00000164338,57.15509761,-0.223533124,0.237939176,-0.939454896,0.347497239,0.968038824
3641,ENSG00000214944,7.907123615,0.690138444,0.709731547,0.972393641,0.330854754,0.964255927
3642,ENSG00000171617,128.6307647,0.349792624,0.371864553,0.940645247,0.346886686,0.968038824
3643,ENSG00000049860,382.5911616,-0.03032721,0.109822861,-0.2761466,0.78243547,0.99455917
3644,ENSG00000164347,78.83132116,0.018669495,0.17557835,0.106331418,0.915319405,0.999331445
3645,ENSG00000164346,79.41759114,-0.05704792,0.227509545,-0.250749566,0.802007736,0.99723809
3646,ENSG00000198780,46.04876011,-0.022766613,0.291991471,-0.077970131,0.937851813,0.999331445
3647,ENSG00000176928,77.25403459,-0.459343402,0.281259376,-1.633166539,0.102433975,0.916946994
3648,ENSG00000145700,7.043416608,0.399133384,0.656163292,0.608283622,0.542999381,0.986508026
3649,ENSG00000113161,337.2775125,0.039419102,0.1405048,0.280553418,0.779052949,0.99455917
3650,ENSG00000113163,665.8587943,0.080811401,0.09601218,0.841678635,0.39996786,0.971960494
3651,ENSG00000122008,164.9366998,0.056185053,0.154638487,0.363331624,0.716357173,0.993936736
3652,ENSG00000189045,13.78974186,0.053475759,0.454534679,0.117649458,0.906345415,0.999331445
3653,ENSG00000152359,81.83736016,0.204499524,0.206871678,0.98853321,0.322891578,0.964255927
3654,ENSG00000122012,8.619753557,0.571447638,0.632008932,0.904176522,0.365901807,0.969896845
3655,ENSG00000145703,1236.801734,0.009241592,0.122666028,0.075339459,0.939944627,0.999331445
3656,ENSG00000164220,69.57270938,0.189441207,0.217783637,0.86985969,0.384377087,0.971716687
3657,ENSG00000181104,106.2882163,0.040422437,0.27195188,0.148638195,0.881839132,0.999331445
3658,ENSG00000164251,201.705272,0.080277109,0.245415579,0.327106818,0.743587095,0.993936736
3659,ENSG00000171643,44.13963336,0.879053309,0.325488114,2.700723225,0.006918889,0.643456673
3660,ENSG00000164252,222.6971826,-0.15383095,0.119713349,-1.284994127,0.198794336,0.934306535
3661,ENSG00000132846,38.32714143,0.148987356,0.238961641,0.623478127,0.532970371,0.986508026
3662,ENSG00000113231,23.53224164,0.057072734,0.317784322,0.179595814,0.857469891,0.999295937
3663,ENSG00000164253,131.2741101,0.187199646,0.172073056,1.087907953,0.276635745,0.959371175
3664,ENSG00000171530,71.26227939,0.076284486,0.193585461,0.394061029,0.693535982,0.993936736
3665,ENSG00000132842,541.4743831,0.080904085,0.098983273,0.817351072,0.413727828,0.973461059
3666,ENSG00000085365,148.8465704,-0.004289384,0.148513172,-0.028882176,0.976958561,0.999377886
3667,ENSG00000145685,175.2779786,0.055775011,0.209201414,0.266609152,0.789770109,0.995699123
3668,ENSG00000113273,228.9911767,-0.021601539,0.15467805,-0.139654848,0.888932703,0.999331445
3669,ENSG00000152409,223.0379991,0.04616146,0.162725195,0.283677397,0.776657618,0.99455917
3670,ENSG00000152413,15.64550954,-0.365279415,0.469237362,-0.77845339,0.436301774,0.973509277
3671,ENSG00000164329,545.2844283,-0.08934754,0.097124168,-0.919931079,0.357608777,0.969839461
3672,ENSG00000164309,8.32352322,-0.691839697,0.627424158,-1.102666654,0.270171953,0.959371175
3673,ENSG00000177034,105.7740476,-0.135283958,0.194653257,-0.694999715,0.48705548,0.978885992
3674,ENSG00000113296,48.24389579,-0.018803239,0.262536337,-0.071621471,0.942903152,0.999331445
3675,ENSG00000164300,905.961199,0.144605756,0.123042907,1.175246583,0.239896078,0.954113172
3676,ENSG00000039319,617.5631883,0.139833848,0.153411487,0.911495293,0.362034465,0.969896845
3677,ENSG00000152380,30.71301128,0.311475414,0.343197995,0.907567698,0.364106667,0.969896845
3678,ENSG00000189127,16.20914464,0.03458129,0.650875934,0.053130387,0.95762802,0.999331445
3679,ENSG00000228716,67.52109722,-0.062301467,0.199883921,-0.311688236,0.755277469,0.993936736
3680,ENSG00000113318,138.2419498,0.12523063,0.183515559,0.682397886,0.494987392,0.980186704
3681,ENSG00000113319,170.9171678,0.259017486,0.223623472,1.158275039,0.246751814,0.954535788
3682,ENSG00000131730,37.36876483,-0.152798435,0.299740508,-0.509769054,0.610213268,0.993936736
3683,ENSG00000131732,84.53759231,-0.039078844,0.194011894,-0.201424992,0.840366275,0.998439576
3684,ENSG00000145687,204.4449234,0.121945694,0.129473824,0.941855966,0.346266387,0.968038824
3685,ENSG00000152348,44.21204629,-0.013531144,0.247329756,-0.054708919,0.956370364,0.999331445
3686,ENSG00000186468,174.1767008,0.059378443,0.209128947,0.283932203,0.776462338,0.99455917
3687,ENSG00000205464,13.67153553,-0.718608136,0.472882466,-1.519633709,0.128603061,0.916946994
3688,ENSG00000174695,341.0800831,-0.129385801,0.118366347,-1.093096175,0.274351575,0.959371175
3689,ENSG00000152422,29.43220961,-0.059178063,0.293322848,-0.20175061,0.840111695,0.998439576
3690,ENSG00000038427,4175.965303,-0.246079482,0.21701778,-1.133913919,0.256830658,0.959371175
3691,ENSG00000127184,88.0891107,-0.375502453,0.287190758,-1.307501869,0.19104232,0.932345463
3692,ENSG00000145715,596.3347809,0.153958911,0.104000004,1.480374084,0.138773442,0.92446394
3693,ENSG00000134480,335.2138706,-0.323266806,0.120077701,-2.692146863,0.007099368,0.647378809
3694,ENSG00000164180,160.2991338,-0.225048745,0.180706534,-1.245382441,0.212991205,0.946690413
3695,ENSG00000081189,393.9028458,0.031937761,0.133496734,0.23924002,0.810919472,0.998439576
3696,ENSG00000153140,13.88938113,0.144799997,0.508873664,0.284549992,0.775988928,0.99455917
3697,ENSG00000176055,46.18434175,-0.563711642,0.276021121,-2.042277197,0.041124043,0.820465872
3698,ENSG00000113356,17.29512927,0.03771262,0.401517222,0.093925286,0.925168508,0.999331445
3699,ENSG00000176018,150.0661364,-0.16381767,0.180826189,-0.905939958,0.364967633,0.969896845
3700,ENSG00000164199,16.48808733,0.124777295,0.474832245,0.262781848,0.792718727,0.996441636
3701,ENSG00000113369,1149.108348,-0.129175733,0.152491053,-0.847103684,0.396937332,0.971960494
3702,ENSG00000113391,191.6819801,0.054740531,0.131452228,0.416429086,0.677096049,0.993936736
3703,ENSG00000248483,89.25802181,0.413875649,0.211295937,1.958748736,0.05014222,0.841763708
3704,ENSG00000185261,165.6586248,0.317698769,0.23407491,1.357252551,0.174700978,0.929148332
3705,ENSG00000133302,125.2094288,0.053304118,0.18225501,0.292469973,0.769927315,0.99455917
3706,ENSG00000175471,436.0481208,0.092136777,0.160623098,0.573620971,0.566224317,0.990233021
3707,ENSG00000198677,281.7005328,-0.060910809,0.135253855,-0.450344349,0.652462166,0.993936736
3708,ENSG00000164291,25.42460764,0.538597078,0.308238361,1.747339547,0.080578457,0.892643941
3709,ENSG00000178015,27.57268988,-0.540143487,0.346649864,-1.558181737,0.119190173,0.916946994
3710,ENSG00000175449,8.576153099,0.082425784,0.555991073,0.148250193,0.882145321,0.999331445
3711,ENSG00000164292,82.28325893,-0.200228049,0.22109852,-0.90560556,0.365144665,0.969896845
3712,ENSG00000173221,501.7813371,0.040141957,0.118547535,0.338614859,0.734899888,0.993936736
3713,ENSG00000118985,139.7972736,0.031171245,0.189267988,0.1646937,0.869185076,0.999331445
3714,ENSG00000175426,5.156261486,1.496193591,0.905467805,1.652398442,0.098453353,0.916946994
3715,ENSG00000153113,1040.430045,0.135313472,0.091681566,1.475907071,0.139968841,0.92446394
3716,ENSG00000164307,602.27633,0.012473722,0.086803305,0.143701001,0.885736581,0.999331445
3717,ENSG00000164308,443.0557091,0.306798825,0.208418672,1.472031381,0.141012404,0.92446394
3718,ENSG00000113441,1321.550295,0.122063033,0.092194147,1.323978126,0.18551031,0.932345463
3719,ENSG00000145721,26.80773044,-0.101903381,0.501616476,-0.203149988,0.839017801,0.998439576
3720,ENSG00000058729,67.22702152,-0.286721424,0.208928322,-1.372343501,0.169956529,0.926051041
3721,ENSG00000174136,33.57597386,0.19391153,0.387680644,0.500183677,0.616945751,0.993936736
3722,ENSG00000153922,807.7990537,-0.055378922,0.092158405,-0.600910163,0.547899823,0.987525001
3723,ENSG00000174132,126.479155,-0.221813564,0.211498919,-1.048769254,0.294284332,0.959371175
3724,ENSG00000113532,1381.768455,-0.125095439,0.13297104,-0.94077206,0.346821682,0.968038824
3725,ENSG00000173930,168.1203963,-0.090033366,0.218669143,-0.411733289,0.680534922,0.993936736
3726,ENSG00000145730,224.8952151,-0.03473381,0.243279948,-0.142773008,0.886469455,0.999331445
3727,ENSG00000145723,43.60850905,0.613365795,0.29313028,2.092468221,0.036396652,0.816733884
3728,ENSG00000145725,522.045324,-0.168795908,0.126674913,-1.332512529,0.182691827,0.932345463
3729,ENSG00000181751,51.08726615,0.136162343,0.318294641,0.427787107,0.668806125,0.993936736
3730,ENSG00000112874,6.868963404,-1.552038352,0.683888931,-2.269430431,0.023242163,0.784127404
3731,ENSG00000145743,231.2788363,-0.116543432,0.1275095,-0.913998031,0.36071788,0.969839461
3732,ENSG00000151422,79.39079522,0.459592265,0.190799943,2.408765217,0.016006591,0.749637574
3733,ENSG00000198961,1274.65055,0.028126253,0.111593284,0.252042527,0.801008192,0.997095625
3734,ENSG00000112893,642.8426359,0.056345899,0.090985743,0.619282726,0.535730122,0.986508026
3735,ENSG00000164209,240.7780083,-0.172479883,0.123703001,-1.394306376,0.163225106,0.926051041
3736,ENSG00000134987,171.3820657,-0.175812979,0.143318114,-1.226732436,0.219923172,0.948316465
3737,ENSG00000152495,543.0490914,0.007275199,0.208970641,0.034814457,0.972227693,0.999377886
3738,ENSG00000164211,74.47944379,0.205039724,0.247241625,0.82930908,0.406929534,0.973461059
3739,ENSG00000134986,28.18062588,-0.269465098,0.293648157,-0.91764614,0.358804154,0.969839461
3740,ENSG00000129595,23.18458355,-0.125404304,0.355290062,-0.352963162,0.724116058,0.993936736
3741,ENSG00000134982,655.3725298,0.060429633,0.105467472,0.572969386,0.566665422,0.990233021
3742,ENSG00000153037,47.74207028,-0.16111284,0.260449799,-0.618594603,0.536183458,0.986508026
3743,ENSG00000129625,396.3800872,-0.119048309,0.114792851,-1.037070759,0.299702882,0.959371175
3744,ENSG00000172795,1396.903204,-0.020801977,0.117987662,-0.17630638,0.86005325,0.999331445
3745,ENSG00000171444,185.4020485,0.267654588,0.175596185,1.524261978,0.127443281,0.916946994
3746,ENSG00000047188,289.1564151,-0.045240803,0.118765404,-0.38092577,0.70325833,0.993936736
3747,ENSG00000152503,12.04465506,-0.071126573,0.580416926,-0.122543932,0.902468255,0.999331445
3748,ENSG00000164219,252.9931118,-0.206276615,0.136629967,-1.509746506,0.131108119,0.916946994
3749,ENSG00000164221,40.54530098,-0.341355873,0.244938957,-1.393636507,0.163427399,0.926051041
3750,ENSG00000145780,304.9521302,0.006069226,0.140360367,0.04324031,0.965509972,0.999331445
3751,ENSG00000134970,175.3688148,-0.330501705,0.137589239,-2.402089788,0.016301707,0.749637574
3752,ENSG00000145782,266.1571656,-0.478577335,0.135432836,-3.533687624,0.000409805,0.365874001
3753,ENSG00000177879,103.6723375,-0.118054723,0.168666417,-0.699930226,0.48397088,0.978315746
3754,ENSG00000145781,62.94825016,-0.310316515,0.235964983,-1.315095613,0.188477771,0.932345463
3755,ENSG00000092421,79.70540077,0.302663029,0.192150198,1.575137742,0.115224654,0.916946994
3756,ENSG00000169570,36.75204518,-0.451973056,0.270145639,-1.673071817,0.094313159,0.911285587
3757,ENSG00000172869,522.1363661,-0.039665842,0.104487642,-0.379622328,0.704225784,0.993936736
3758,ENSG00000145779,637.0466646,-0.057213179,0.102871492,-0.556161647,0.578100355,0.991663886
3759,ENSG00000133835,299.1954105,0.060085827,0.130168254,0.461601239,0.644367306,0.993936736
3760,ENSG00000151304,46.60502705,-0.062764936,0.237715742,-0.264033569,0.791754052,0.996009846
3761,ENSG00000205302,406.9339363,-0.124910045,0.125026023,-0.999072364,0.317759638,0.962384307
3762,ENSG00000064652,23.89556358,0.208022423,0.312331648,0.666030563,0.505391565,0.98039072
3763,ENSG00000168944,282.7725963,0.05776829,0.124821132,0.46280857,0.643501588,0.993936736
3764,ENSG00000151292,157.3306137,-0.045430289,0.184514947,-0.246214684,0.805516049,0.997938365
3765,ENSG00000168916,81.51634601,0.05773557,0.467867908,0.123401432,0.901789223,0.999331445
3766,ENSG00000155324,23.72691395,0.207340202,0.337035963,0.615187175,0.538431116,0.986508026
3767,ENSG00000164902,94.10944419,-0.27674982,0.176779263,-1.565510657,0.11746322,0.916946994
3768,ENSG00000113368,485.4329549,-0.299162205,0.174531425,-1.714087903,0.086512583,0.900298486
3769,ENSG00000173926,100.7877573,-0.166128256,0.236468802,-0.702537733,0.482343879,0.978315746
3770,ENSG00000164241,43.40119568,0.184071773,0.281596526,0.653672032,0.513323126,0.98078938
3771,ENSG00000164244,216.7117754,-0.00021606,0.135386449,-0.001595873,0.998726678,0.999570096
