,no.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
5607,ENSG00000104218,141.9860802,0.263476629,0.142226729,1.852511347,0.06395243,0.869349843
5608,ENSG00000066777,1012.786917,0.050278048,0.072174252,0.696620293,0.486040452,0.97849323
5609,ENSG00000140396,1528.470708,0.044466058,0.108310334,0.41054308,0.681407608,0.993936736
5610,ENSG00000067167,644.1617043,-0.303488499,0.090521135,-3.352681097,0.000800329,0.467836838
5611,ENSG00000147592,18.62588129,0.233710338,0.351109993,0.66563283,0.505645817,0.98039072
5612,ENSG00000178860,10.75733417,0.71965259,0.640801363,1.123050967,0.261415849,0.959371175
5613,ENSG00000104321,8.656127393,0.094900445,0.625738018,0.151661625,0.879453826,0.999331445
5614,ENSG00000147601,150.5251021,-0.060805023,0.135756835,-0.447896584,0.654227834,0.993936736
5615,ENSG00000164764,13.81697265,-0.3312901,0.495716983,-0.668304923,0.503938971,0.98039072
5616,ENSG00000147604,605.9197108,-0.114813554,0.363736813,-0.31565008,0.752268121,0.993936736
5617,ENSG00000121039,38.47353881,-0.141100934,0.29007188,-0.486434375,0.626659224,0.993936736
5618,ENSG00000040341,156.3932981,0.006002147,0.139063541,0.043161187,0.965573045,0.999331445
5619,ENSG00000104343,348.2276052,-0.184122447,0.142262495,-1.294244468,0.195580991,0.933636941
5620,ENSG00000154582,74.25046051,0.104631331,0.19332856,0.541209903,0.588362912,0.991846699
5621,ENSG00000175606,75.44478922,-0.257468912,0.194941485,-1.320749726,0.186584828,0.932345463
5622,ENSG00000154589,73.69918229,0.097821497,0.275202175,0.35545321,0.722250092,0.993936736
5623,ENSG00000104381,31.32564336,-0.457085187,0.331940756,-1.377008332,0.168509672,0.926051041
5624,ENSG00000164751,170.8995559,-0.338425145,0.148264778,-2.282572767,0.022455547,0.784127404
5625,ENSG00000171033,33.34967078,-0.015579455,0.302829263,-0.051446333,0.958969865,0.999331445
5626,ENSG00000104427,20.98991374,-0.760954096,0.388329987,-1.95955533,0.050047787,0.841763708
5627,ENSG00000104432,24.29992384,-0.277446329,0.368810065,-0.752274286,0.451886128,0.973509277
5628,ENSG00000164683,11.25242939,-0.140128686,0.679214446,-0.206309932,0.836548821,0.998439576
5629,ENSG00000147586,15.75245259,0.981965101,0.379058,2.590540501,0.009582534,0.693671902
5630,ENSG00000076554,74.86296891,-0.182765409,0.319687488,-0.571700225,0.567525082,0.990233021
5631,ENSG00000205189,117.1631459,-0.28324427,0.194231509,-1.458281773,0.144762892,0.92446394
5632,ENSG00000076641,1462.106607,-0.051630311,0.108931137,-0.473972018,0.635519861,0.993936736
5633,ENSG00000164687,6.766009817,0.319125409,0.66453683,0.480222306,0.631069327,0.993936736
5634,ENSG00000133731,113.4302653,0.016786215,0.17843774,0.094073232,0.925050984,0.999331445
5635,ENSG00000104231,60.61582002,-0.647657651,0.267045306,-2.425272556,0.015296898,0.749637574
5636,ENSG00000104497,56.31949632,-0.530528207,0.227445886,-2.332546943,0.019671936,0.761420785
5637,ENSG00000133739,17.58911326,0.081566821,0.411138491,0.198392568,0.842737932,0.998439576
5638,ENSG00000133740,39.37798661,-0.42441032,0.314796868,-1.348203758,0.177592856,0.931579919
5639,ENSG00000176731,27.30289238,0.238371445,0.352154222,0.676895037,0.498472554,0.98039072
5640,ENSG00000185015,30.08622857,-0.53578843,0.262567084,-2.040577292,0.041292861,0.820465872
5641,ENSG00000133742,759.1591921,0.978743982,0.532833572,1.836866208,0.066229649,0.870488641
5642,ENSG00000104267,156.2406807,0.489831757,0.299791724,1.633906871,0.102278407,0.916946994
5643,ENSG00000123124,380.7992931,0.089557164,0.129018183,0.694143738,0.487592071,0.978885992
5644,ENSG00000176623,207.2728774,-0.047606853,0.155258996,-0.306628631,0.759126059,0.994153743
5645,ENSG00000085719,394.6494833,0.055297227,0.14661026,0.377171602,0.706046083,0.993936736
5646,ENSG00000104312,178.0019329,-0.267611194,0.153207103,-1.746728376,0.080684466,0.892643941
5647,ENSG00000164823,268.4460908,-0.031195595,0.15934944,-0.195768464,0.844791395,0.998439576
5648,ENSG00000104320,461.5035187,-0.12421664,0.128021427,-0.970280074,0.331906906,0.964255927
5649,ENSG00000104325,496.7057998,0.049522987,0.115712496,0.427983049,0.668663462,0.993936736
5650,ENSG00000104327,33.55750771,0.040072594,0.290347481,0.138015986,0.890227783,0.999331445
5651,ENSG00000180694,114.6365305,-0.411756429,0.184901583,-2.226895104,0.025954285,0.784127404
5652,ENSG00000123119,10.8815014,0.230892042,0.556530454,0.414877642,0.678231478,0.993936736
5653,ENSG00000155099,207.7800501,-0.134747808,0.210854295,-0.639056502,0.522786176,0.985717028
5654,ENSG00000155100,67.92539962,0.206950866,0.219071559,0.944672446,0.344826128,0.967830594
5655,ENSG00000214954,21.66866192,0.580783226,0.303383276,1.914354782,0.055574839,0.865112017
5656,ENSG00000205133,79.60889397,-0.325457773,0.224358823,-1.450612766,0.146887719,0.92446394
5657,ENSG00000188343,100.9156366,-0.026665427,0.177520843,-0.150210117,0.880598844,0.999331445
5658,ENSG00000183808,311.5828748,-0.038345074,0.138657546,-0.276545166,0.782129374,0.99455917
5659,ENSG00000164953,18.79400914,-0.024038672,0.464678626,-0.051731821,0.958742381,0.999331445
5660,ENSG00000164951,244.3318107,-0.085837681,0.137094009,-0.626122772,0.531234417,0.986508026
5661,ENSG00000197275,6.209538121,-0.456665408,0.62542383,-0.730169505,0.46528658,0.974780928
5662,ENSG00000164944,352.2079226,0.055418179,0.098273445,0.56391814,0.572809844,0.9907667
5663,ENSG00000156162,54.87138313,0.51938208,0.240092614,2.163257217,0.030521402,0.801464518
5664,ENSG00000164941,356.4218287,-0.028572343,0.113340358,-0.252093285,0.80096896,0.997095625
5665,ENSG00000175305,27.89532814,0.058419654,0.311125266,0.187768917,0.851057803,0.998577012
5666,ENSG00000156170,85.0136927,-0.264601896,0.177185371,-1.493361977,0.13534246,0.922959757
5667,ENSG00000164938,1014.624696,-0.23469894,0.137694387,-1.704491697,0.088289266,0.90489349
5668,ENSG00000175895,219.0667334,-0.090038682,0.142949942,-0.629861622,0.528785124,0.986508026
5669,ENSG00000156172,11.44934773,-0.153982523,0.446143962,-0.345140887,0.729988456,0.993936736
5670,ENSG00000156467,75.66441847,-0.088999326,0.208551704,-0.426749456,0.669561824,0.993936736
5671,ENSG00000156469,34.76718052,-0.451050936,0.292617627,-1.541434606,0.123211047,0.916946994
5672,ENSG00000156471,439.7392565,-0.031913781,0.099139384,-0.321908206,0.747522236,0.993936736
5673,ENSG00000169439,14.933837,0.210297783,0.668761056,0.314458775,0.753172622,0.993936736
5674,ENSG00000104324,548.6296732,0.082734014,0.153904936,0.537565695,0.590876919,0.991846699
5675,ENSG00000180543,18.89662183,-0.349980227,0.398251039,-0.878793002,0.379513521,0.971053785
5676,ENSG00000147649,670.7071555,-0.236709424,0.085855264,-2.757075274,0.005832092,0.62193012
5677,ENSG00000104341,25.07632316,-0.290372493,0.416891881,-0.696517506,0.486104798,0.97849323
5678,ENSG00000132561,40.02626601,0.685327531,0.308838376,2.219049134,0.026483382,0.784127404
5679,ENSG00000156482,164.2011103,-0.246224398,0.224822247,-1.095195878,0.273430831,0.959371175
5680,ENSG00000132541,6.986120156,-0.623955685,0.54587449,-1.143038732,0.25302251,0.958482781
5681,ENSG00000104356,42.86612933,-0.214144669,0.236919604,-0.903870617,0.366064011,0.969896845
5682,ENSG00000104361,69.03563576,0.124949242,0.263253663,0.474634391,0.635047589,0.993936736
5683,ENSG00000104375,85.05682867,-0.300322188,0.190595016,-1.575708505,0.115092997,0.916946994
5684,ENSG00000132549,1571.748753,0.068770845,0.079249785,0.867773266,0.385518468,0.971960494
5685,ENSG00000164919,58.39321057,-0.003811172,0.233811143,-0.016300217,0.986994885,0.99955869
5686,ENSG00000147669,16.49839052,-0.734376116,0.462033225,-1.589444387,0.1119601,0.916946994
5687,ENSG00000104450,56.35715633,-0.185376231,0.245261619,-0.755830576,0.449750782,0.973509277
5688,ENSG00000034677,572.0338346,0.003743783,0.089484864,0.041837049,0.9666286,0.999331445
5689,ENSG00000186106,82.40531474,-0.098073468,0.190432079,-0.515004976,0.606549543,0.993936736
5690,ENSG00000070756,6863.734065,0.019474967,0.087555061,0.222431087,0.823978314,0.998439576
5691,ENSG00000164924,3733.770586,-0.045258804,0.091682005,-0.493649808,0.621553518,0.993936736
5692,ENSG00000120963,301.9872802,-0.009927457,0.134440772,-0.073842604,0.941135627,0.999331445
5693,ENSG00000104490,82.62052398,0.226332427,0.2677772,0.845226656,0.397984302,0.971960494
5694,ENSG00000048392,403.9721311,-0.081077096,0.148464868,-0.546102908,0.584995201,0.991846699
5695,ENSG00000104517,1157.069862,0.046781871,0.073668219,0.635034637,0.525405825,0.986508026
5696,ENSG00000155090,214.7668325,-0.197306336,0.185682044,-1.06260321,0.28796193,0.959371175
5697,ENSG00000155096,597.6424843,-0.213044648,0.114060478,-1.867821803,0.061786913,0.869349843
5698,ENSG00000155097,240.8808772,0.035791328,0.149297721,0.239731241,0.810538614,0.998439576
5699,ENSG00000164930,17.42804648,-0.425970181,0.394014315,-1.081103313,0.27965116,0.959371175
5700,ENSG00000164932,14.62051029,0.059914203,0.452502605,0.132406315,0.89466292,0.999331445
5701,ENSG00000164933,83.96259486,-0.085789346,0.183447919,-0.4676496,0.640035189,0.993936736
5702,ENSG00000164934,76.98510055,-0.092719449,0.205020459,-0.452244859,0.651092595,0.993936736
5703,ENSG00000147650,21.86284011,0.188833138,0.347415305,0.543537189,0.586759993,0.991846699
5704,ENSG00000164830,286.2639201,-0.051033077,0.135453357,-0.376757567,0.706353778,0.993936736
5705,ENSG00000174429,8.163800575,-0.396886752,0.589922051,-0.672778295,0.501088348,0.98039072
5706,ENSG00000154188,30.16799579,-0.08854461,0.421162509,-0.210238585,0.833481466,0.998439576
5707,ENSG00000104408,456.2724245,-0.23362525,0.171332358,-1.363579258,0.172700024,0.927121199
5708,ENSG00000104412,90.26275599,-0.530713151,0.196083573,-2.706566096,0.006798305,0.636813997
5709,ENSG00000120526,47.73643996,-0.515083629,0.275825855,-1.8674233,0.061842499,0.869349843
5710,ENSG00000120533,110.6534529,-0.104477159,0.159691455,-0.654243891,0.512954688,0.98078938
5711,ENSG00000205038,26.01206108,-0.659588148,0.492969257,-1.33799043,0.180899557,0.932345463
5712,ENSG00000147654,63.37580196,-0.109676369,0.227340761,-0.482431606,0.629499373,0.993936736
5713,ENSG00000147642,7.538574862,-0.37776073,0.653682627,-0.577896236,0.563334177,0.990233021
5714,ENSG00000104447,306.2590427,0.080448259,0.124827289,0.644476535,0.519266469,0.984401933
5715,ENSG00000147677,476.2973601,0.101256446,0.113360988,0.893221266,0.371738692,0.971053785
5716,ENSG00000147679,70.10820251,0.078461789,0.200685024,0.390969827,0.695819539,0.993936736
5717,ENSG00000164754,784.0480619,0.067974874,0.11014283,0.617152056,0.537134436,0.986508026
5718,ENSG00000164758,58.85537046,0.005687975,0.243410462,0.023367835,0.981356862,0.999377886
5719,ENSG00000182197,178.6657182,-0.144366206,0.185077766,-0.780029982,0.435373228,0.973509277
5720,ENSG00000177570,29.21890047,0.744684779,0.435132056,1.711399492,0.087007391,0.901162396
5721,ENSG00000136999,82.50506379,0.444229284,0.283987627,1.564255767,0.117757515,0.916946994
5722,ENSG00000136960,13.43290227,-1.431822692,0.486954884,-2.940360062,0.00327831,0.55044041
5723,ENSG00000064313,216.8205542,-0.137310732,0.117044755,-1.173147239,0.240736766,0.954113172
5724,ENSG00000136982,5.79367168,-0.009492659,0.608065918,-0.015611234,0.987544543,0.99955869
5725,ENSG00000172172,21.3414656,-0.872554754,0.327100607,-2.667542452,0.007640824,0.668409811
5726,ENSG00000172167,33.89683377,-0.31823648,0.293902285,-1.08279689,0.278898586,0.959371175
5727,ENSG00000172164,353.8651703,0.073073763,0.117344371,0.622729175,0.533462507,0.986508026
5728,ENSG00000178764,371.0153002,-0.064918541,0.107525515,-0.603750102,0.546009798,0.986699903
5729,ENSG00000136986,270.3441153,-0.264739692,0.09641795,-2.745751099,0.006037255,0.62193012
5730,ENSG00000156787,173.0745368,-0.141567476,0.17146598,-0.825630112,0.409013948,0.973461059
5731,ENSG00000147689,18.25009123,-1.248067849,0.9952235,-1.254057856,0.209820977,0.945584264
5732,ENSG00000189376,31.28458315,-0.551765632,0.275554805,-2.00238073,0.045243799,0.827494238
5733,ENSG00000165156,96.28745642,-0.207034154,0.227870007,-0.908562547,0.363581084,0.969896845
5734,ENSG00000156802,108.1727824,0.169308294,0.204779419,0.82678374,0.408359648,0.973461059
5735,ENSG00000156795,25.85312559,-0.045864698,0.343770766,-0.133416516,0.893863984,0.999331445
5736,ENSG00000156804,152.7247952,-0.131425377,0.213880149,-0.614481419,0.538897248,0.986508026
5737,ENSG00000176853,644.4346249,0.007748788,0.094137221,0.082313749,0.934397221,0.999331445
5738,ENSG00000164983,372.0007862,-0.116091337,0.110992811,-1.045935638,0.295590749,0.959371175
5739,ENSG00000183665,61.7657615,-0.317269005,0.226295038,-1.402014856,0.160910811,0.926051041
5740,ENSG00000170881,223.0184877,-0.176170458,0.127059801,-1.386516084,0.165589372,0.926051041
5741,ENSG00000147687,50.40901102,-0.410426405,0.238242232,-1.722727338,0.084937844,0.897313655
5742,ENSG00000147684,58.78353049,-0.183652688,0.206952492,-0.887414723,0.37485566,0.971053785
5743,ENSG00000170873,447.7251878,0.17418557,0.173347517,1.004834526,0.314976536,0.962384307
5744,ENSG00000180938,11.0594387,0.144744892,0.513792739,0.281718446,0.77815941,0.99455917
5745,ENSG00000104549,43.14031145,0.274139309,0.290859563,0.942514338,0.345929374,0.968038824
5746,ENSG00000164961,237.514766,-0.060607026,0.102098224,-0.59361489,0.55276972,0.989671191
5747,ENSG00000156831,65.31504924,0.118986487,0.221469601,0.537258775,0.591088877,0.991846699
5748,ENSG00000173334,358.5404028,-0.039118608,0.195486743,-0.200108749,0.841395531,0.998439576
5749,ENSG00000168672,78.37540248,-0.209781563,0.238984619,-0.877803615,0.380050302,0.971053785
5750,ENSG00000212993,14.33240364,-0.294761561,0.559472175,-0.526856516,0.598293232,0.992152524
5751,ENSG00000136997,477.0661978,-0.094527867,0.141813051,-0.666566764,0.505048905,0.98039072
5752,ENSG00000153310,1293.357766,-0.014827205,0.123287637,-0.120265141,0.904273117,0.999331445
5753,ENSG00000153317,1562.131366,0.164818275,0.150152552,1.097672154,0.272347673,0.959371175
5754,ENSG00000132294,553.2786126,0.068148158,0.096987494,0.702648921,0.482274567,0.978315746
5755,ENSG00000129295,69.54673834,-0.109839315,0.319003072,-0.344320557,0.730605226,0.993936736
5756,ENSG00000165071,862.4077239,0.005544025,0.134851523,0.041112071,0.967206551,0.999331445
5757,ENSG00000129292,867.7137966,-0.082531728,0.104317922,-0.791155793,0.428853085,0.973509277
5758,ENSG00000042832,94.28379382,-0.07368068,0.239847884,-0.307197542,0.758693016,0.993936736
5759,ENSG00000155926,3242.242825,-0.068915684,0.166277174,-0.414462682,0.678535291,0.993936736
5760,ENSG00000104419,911.1453064,0.109583522,0.100109611,1.094635372,0.273676413,0.959371175
5761,ENSG00000008513,1731.83222,0.154415097,0.118345167,1.304785831,0.191965785,0.932345463
5762,ENSG00000066827,230.8316792,0.059834918,0.174900179,0.342108959,0.732268895,0.993936736
5763,ENSG00000167632,673.9056633,0.167957809,0.084083195,1.997519357,0.045768794,0.827494238
5764,ENSG00000104472,134.7847854,-0.072087733,0.139246516,-0.517698651,0.60466854,0.993729968
5765,ENSG00000123908,1838.92749,0.110798653,0.128214364,0.864167243,0.387496024,0.971960494
5766,ENSG00000169398,100.379443,-0.078300801,0.17966418,-0.43581754,0.662969117,0.993936736
5767,ENSG00000105339,4693.851851,0.087474959,0.162991308,0.536684806,0.591485353,0.991846699
5768,ENSG00000022567,1739.361324,0.071984067,0.176404178,0.408063279,0.683227218,0.993936736
5769,ENSG00000204882,17.61911022,0.671993907,0.588383695,1.142101512,0.253411827,0.958541598
5770,ENSG00000184489,284.2961227,0.028883015,0.217973269,0.132507144,0.894583173,0.999331445
5771,ENSG00000171045,169.1552965,0.438484252,0.1487058,2.948669473,0.003191451,0.55044041
5772,ENSG00000181790,26.5273859,0.403964781,0.344396315,1.172964876,0.240809891,0.954113172
5773,ENSG00000234616,444.5538009,-0.098514211,0.124021499,-0.794331721,0.427002342,0.973509277
5774,ENSG00000130193,80.22452045,-0.269132053,0.19331423,-1.392199906,0.163861871,0.926051041
5775,ENSG00000197353,11.14030346,0.110014137,0.670788187,0.164007266,0.869725424,0.999331445
5776,ENSG00000180155,34.81074728,0.463309934,0.544522684,0.850855158,0.394849817,0.971960494
5777,ENSG00000160882,10.29852997,0.377249355,0.680990814,0.553971284,0.579598499,0.991695718
5778,ENSG00000160932,1106.077643,0.545917575,0.400684009,1.362464093,0.173051469,0.927121199
5779,ENSG00000181638,124.7632389,0.016900474,0.184201862,0.091749744,0.926896874,0.999331445
5780,ENSG00000250571,194.2101351,-0.142920773,0.167303503,-0.854260494,0.392960671,0.971960494
5781,ENSG00000185730,100.1130573,-0.02306757,0.205887792,-0.112039522,0.91079207,0.999331445
5782,ENSG00000184428,105.4299012,-0.187006912,0.187047815,-0.999781326,0.317416345,0.962384307
5783,ENSG00000158106,62.46532629,0.253607457,0.288623801,0.878678252,0.379575754,0.971053785
5784,ENSG00000014164,437.144097,0.039232969,0.105561581,0.371659548,0.710146347,0.993936736
5785,ENSG00000104518,572.6182531,-0.114729905,0.105197249,-1.090616976,0.275441457,0.959371175
5786,ENSG00000204839,73.53259915,-0.095449233,0.263758804,-0.361880748,0.717441147,0.993936736
5787,ENSG00000147813,149.4691648,-0.051511666,0.188192367,-0.273718149,0.78430123,0.99455917
5788,ENSG00000104529,715.0354371,0.071916642,0.092265444,0.779453699,0.435712502,0.973509277
5789,ENSG00000179886,91.51454596,-0.196121936,0.196619229,-0.997470782,0.318536049,0.962384307
5790,ENSG00000104524,47.34896639,-0.196299127,0.270540491,-0.72558132,0.468095476,0.975982346
5791,ENSG00000104522,510.5763767,-0.54680606,0.390636011,-1.399784057,0.161577993,0.926051041
5792,ENSG00000183309,225.7333282,0.085554531,0.106871418,0.800537059,0.423399701,0.973509277
5793,ENSG00000181135,147.9446288,-0.290356405,0.12002211,-2.419190972,0.015555071,0.749637574
5794,ENSG00000180921,49.68399982,-0.145900283,0.238346681,-0.612134738,0.540448616,0.986508026
5795,ENSG00000180900,277.3436587,0.144945205,0.131608327,1.101337647,0.270749732,0.959371175
5796,ENSG00000179950,421.4484679,0.1229637,0.096790799,1.270406918,0.20393972,0.93744967
5797,ENSG00000185189,58.10057721,0.099605974,0.229802977,0.433440747,0.664694604,0.993936736
5798,ENSG00000261150,130.6036577,-0.007730428,0.270548537,-0.028573167,0.977205013,0.999377886
