,no.vs.healthy,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
5886,ENSG00000188921,624.2063282,0.159679507,0.090334434,1.767648273,0.077119723,0.56457427
5887,ENSG00000198642,286.7584443,-0.091890502,0.097797042,-0.93960411,0.347420667,0.77761887
5888,ENSG00000099810,121.5239652,-0.107823945,0.144330013,-0.7470653,0.455024145,0.830177869
5889,ENSG00000147889,24.95968458,0.093394741,0.297238115,0.314208494,0.753362692,0.934107041
5890,ENSG00000147883,42.49863646,-0.044136544,0.204934732,-0.215368786,0.829479804,0.956301097
5891,ENSG00000198680,7.491373483,0.019290939,0.541681121,0.035613092,0.971590869,0.994538326
5892,ENSG00000120159,83.34719833,-0.288006131,0.15547158,-1.852468024,0.063958645,0.540059379
5893,ENSG00000137055,130.1587164,0.014781596,0.104289151,0.141736664,0.887288013,0.969451014
5894,ENSG00000096872,29.27684626,-0.071286543,0.251930626,-0.282961006,0.777206728,0.944001532
5895,ENSG00000184434,6.863269164,-0.258798068,0.462447204,-0.559627274,0.575733697,0.878789269
5896,ENSG00000120156,10.13326515,-0.118837424,0.534553686,-0.222311486,0.824071411,0.954914753
5897,ENSG00000120162,81.17362234,0.121701616,0.161405035,0.754013752,0.450840964,0.828180172
5898,ENSG00000147896,44.29676707,0.469838219,0.23055271,2.03787767,0.041562168,0.496521461
5899,ENSG00000147894,678.4839842,0.348778562,0.107075934,3.257301137,0.00112477,0.188286563
5900,ENSG00000122729,466.6338826,0.18312148,0.16518265,1.10859997,0.267602791,0.738762436
5901,ENSG00000107201,690.1063354,0.416422904,0.172264955,2.417339633,0.015634422,0.389070041
5902,ENSG00000197579,354.3515788,0.018960514,0.123026217,0.154117667,0.877516958,0.966582259
5903,ENSG00000235453,16.62349996,-0.001676728,0.300196362,-0.005585438,0.995543489,0.999785086
5904,ENSG00000165264,58.70746598,0.182663499,0.17958653,1.017133629,0.309089864,0.758657778
5905,ENSG00000137074,92.33578639,-0.130410186,0.122835831,-1.061662426,0.288388963,0.749263977
5906,ENSG00000086061,402.999436,0.295081559,0.114601074,2.574858583,0.010028108,0.348662048
5907,ENSG00000122692,409.6509425,-0.026105907,0.076522694,-0.341152489,0.732988788,0.928214845
5908,ENSG00000086062,954.2063561,0.015988133,0.104513729,0.152976395,0.87841689,0.967096267
5909,ENSG00000107262,2556.472976,0.387176189,0.262949438,1.472435887,0.140903208,0.640832726
5910,ENSG00000086065,134.1147684,0.187061161,0.149199969,1.253761394,0.209928745,0.703217703
5911,ENSG00000086102,370.178749,-0.015879147,0.090383294,-0.175686752,0.860540044,0.963199661
5912,ENSG00000165272,244.9952255,-0.092938595,0.162118083,-0.573277163,0.566457046,0.87507126
5913,ENSG00000165271,247.6668285,-0.130376341,0.096222548,-1.354945839,0.175434814,0.67313984
5914,ENSG00000107341,921.5195631,0.159226423,0.117161508,1.359033567,0.174135952,0.671473848
5915,ENSG00000137073,453.2211605,0.169052962,0.126664505,1.334651424,0.181990459,0.678417699
5916,ENSG00000198876,14631.3797,0.467903101,0.360032656,1.299612947,0.19373366,0.689418185
5917,ENSG00000165006,743.6033903,0.189012101,0.149197267,1.266860347,0.205205229,0.700056808
5918,ENSG00000186638,62.74546566,-0.034763368,0.164628994,-0.211161884,0.832760952,0.957199783
5919,ENSG00000164978,32.70827858,0.195752197,0.218793326,0.894689984,0.370952834,0.786763151
5920,ENSG00000164976,35.43065703,0.357377705,0.22997025,1.554017117,0.120180334,0.623336572
5921,ENSG00000164970,143.3495231,0.129506026,0.107996249,1.199171512,0.230461262,0.718395339
5922,ENSG00000122735,9.419217488,-0.711103327,0.362866203,-1.959684649,0.050032661,0.518156925
5923,ENSG00000164967,65.69479564,0.148604611,0.145049376,1.024510516,0.305594206,0.758012078
5924,ENSG00000137100,167.5585567,-0.243429718,0.101920072,-2.388437453,0.016920188,0.400344806
5925,ENSG00000147955,147.4394104,0.03692059,0.14177472,0.2604173,0.7945419,0.946556199
5926,ENSG00000213930,88.1950096,-0.161728924,0.166151343,-0.973383189,0.330362891,0.768918952
5927,ENSG00000137070,118.0126904,-0.340011761,0.171690162,-1.980379989,0.047660847,0.512738469
5928,ENSG00000122733,16.90686839,-0.340847179,0.4562995,-0.746981269,0.455074868,0.830177869
5929,ENSG00000137094,45.94264993,-0.093083036,0.250395553,-0.371743965,0.710083488,0.920883101
5930,ENSG00000174038,33.36758517,0.096255392,0.247521984,0.388876134,0.697367778,0.917751292
5931,ENSG00000165280,1127.676684,0.066615067,0.079557035,0.837324648,0.402410108,0.802618177
5932,ENSG00000221829,38.69645022,-0.295146224,0.232865839,-1.26745179,0.204993792,0.700056808
5933,ENSG00000165282,145.0475081,-0.180209384,0.120320603,-1.497743361,0.134199941,0.636799754
5934,ENSG00000165283,198.8646746,-0.053890536,0.146935454,-0.366763329,0.713795564,0.921707932
5935,ENSG00000005238,777.2833617,0.284135556,0.178721116,1.589826446,0.111873931,0.617768007
5936,ENSG00000198722,12.76020023,-0.809075219,0.403400097,-2.005639623,0.044894711,0.507336182
5937,ENSG00000198853,82.54712576,-0.009254492,0.196254128,-0.047155656,0.96238917,0.991980978
5938,ENSG00000107140,85.66577516,-0.172422345,0.14313343,-1.204626654,0.228347462,0.716333852
5939,ENSG00000137101,60.4896771,-0.245554378,0.291019885,-0.84377182,0.398796925,0.800386443
5940,ENSG00000137078,164.607642,0.003950857,0.149384667,0.026447537,0.978900378,0.996623923
5941,ENSG00000137135,14.11544852,-0.840469026,0.351138707,-2.393552775,0.016686081,0.399530261
5942,ENSG00000198467,34.58349153,-0.983472983,0.271109165,-3.627590316,0.000286079,0.138561402
5943,ENSG00000137076,8314.923856,0.022668471,0.144029863,0.157387295,0.874939625,0.965954564
5944,ENSG00000107175,80.99513754,0.001700955,0.139459018,0.01219681,0.990268595,0.998851056
5945,ENSG00000070610,436.3829216,-0.015390742,0.081139699,-0.189682015,0.849558315,0.960645459
5946,ENSG00000107185,199.3207767,0.106871551,0.093401196,1.144220367,0.252532259,0.72976515
5947,ENSG00000159899,18.48102089,-0.398623463,0.353320197,-1.128221556,0.259226362,0.732883619
5948,ENSG00000137133,11.61758717,-0.107941377,0.311096334,-0.346970907,0.728613175,0.926944942
5949,ENSG00000137103,55.9972999,-0.335754712,0.210117103,-1.597940893,0.110056132,0.61610978
5950,ENSG00000122707,78.05635815,0.001801915,0.138622136,0.012998755,0.989628787,0.998576606
5951,ENSG00000122694,1370.033209,0.129933038,0.108354088,1.199152146,0.230468791,0.718395339
5952,ENSG00000122705,312.7960479,0.130026421,0.080908329,1.607083262,0.108036104,0.613906171
5953,ENSG00000159921,134.3699589,-0.155115582,0.121121639,-1.280659542,0.200313276,0.695194762
5954,ENSG00000137075,606.187732,0.053280965,0.05973067,0.892020203,0.372382104,0.788356742
5955,ENSG00000165304,9.073965723,0.100916666,0.518428933,0.194658631,0.8456602,0.960169201
5956,ENSG00000196092,275.5637298,-0.334311998,0.286228024,-1.167991846,0.242810054,0.722786138
5957,ENSG00000147905,253.8171963,0.046215607,0.111558533,0.414272275,0.678674716,0.913779029
5958,ENSG00000137106,242.8363535,0.022546575,0.131467296,0.1714995,0.863831024,0.964276492
5959,ENSG00000168795,106.8831733,-0.276269636,0.131609515,-2.099161564,0.035802661,0.47004605
5960,ENSG00000137054,77.42111786,-0.165484052,0.144668497,-1.143884508,0.252671537,0.72976515
5961,ENSG00000147912,23.68288707,-0.761345358,0.292439139,-2.603431809,0.009229563,0.343655921
5962,ENSG00000175768,19.09516568,-0.296103093,0.292445524,-1.012506838,0.311295779,0.758657778
5963,ENSG00000165275,145.4217055,-0.13899607,0.128843558,-1.078797203,0.280678142,0.745542273
5964,ENSG00000107371,107.7357678,0.069139672,0.134029435,0.515854388,0.605956113,0.890966975
5965,ENSG00000122741,356.3494424,0.045200095,0.123895487,0.364824383,0.715242503,0.922374908
5966,ENSG00000122696,113.1234793,-0.002533297,0.153164366,-0.01653973,0.986803806,0.998008445
5967,ENSG00000137124,30.96308308,-0.064532264,0.24629023,-0.262017151,0.793308219,0.945982267
5968,ENSG00000180071,17.77970303,-0.286485061,0.418776429,-0.684100253,0.493911862,0.845623582
5969,ENSG00000106714,679.9235393,0.057782305,0.317885336,0.181770905,0.855762518,0.96200551
5970,ENSG00000215126,67.48482248,-0.064484056,0.164811871,-0.391258563,0.695606124,0.91684256
5971,ENSG00000147996,131.7212158,0.015572238,0.140144794,0.11111535,0.911524877,0.977391416
5972,ENSG00000274349,24.84849531,-0.022141517,0.286627714,-0.077248348,0.93842598,0.984674507
5973,ENSG00000196873,84.41292666,0.080891616,0.160520794,0.503932322,0.614308936,0.893211034
5974,ENSG00000154330,45.29045214,0.171747589,0.434940999,0.394875603,0.692934696,0.916797296
5975,ENSG00000181778,35.74001197,0.326382924,0.335838409,0.971845134,0.331127598,0.768918952
5976,ENSG00000107242,143.6365807,0.30652251,0.16623919,1.843864308,0.065202918,0.542059865
5977,ENSG00000187866,226.9396165,0.167004296,0.096286149,1.734458151,0.082836825,0.577185619
5978,ENSG00000165060,54.49912737,-0.123668158,0.171291011,-0.721976931,0.470308661,0.834596555
5979,ENSG00000119139,165.7514307,0.30077486,0.150707603,1.995751075,0.045961025,0.51004724
5980,ENSG00000107282,14.62186316,-0.601901391,0.41645116,-1.445310878,0.148370584,0.646171987
5981,ENSG00000188647,641.0883865,-0.036248322,0.081279971,-0.44596869,0.655619863,0.906717047
5982,ENSG00000198887,303.7354734,-0.031796607,0.117038622,-0.271676192,0.785871009,0.945109616
5983,ENSG00000119138,226.0519618,0.107673377,0.17368447,0.619936697,0.535299465,0.862936948
5984,ENSG00000135048,921.5877939,0.157788014,0.076506705,2.06240765,0.039168942,0.483456651
5985,ENSG00000107362,116.8816221,-0.172006595,0.11558616,-1.48812448,0.136718069,0.637488486
5986,ENSG00000155621,45.21994115,-0.052073447,0.170268371,-0.305831593,0.759732873,0.936432824
5987,ENSG00000107372,1520.835078,0.236160268,0.089804948,2.629702169,0.00854597,0.340712955
5988,ENSG00000165092,86.97950822,-0.010278952,0.219171026,-0.046899229,0.962593543,0.991980978
5989,ENSG00000135046,632.1546793,0.243088872,0.193302488,1.257556873,0.208552059,0.702521772
5990,ENSG00000119121,282.1739593,0.062734369,0.181348843,0.345932006,0.729393815,0.927199048
5991,ENSG00000135045,60.38087045,0.228784918,0.175467767,1.303857239,0.192282262,0.688330408
5992,ENSG00000156017,98.29081819,0.013795812,0.161466625,0.085440639,0.931911086,0.982911481
5993,ENSG00000106733,135.2558283,0.114713479,0.145957106,0.785939665,0.431902835,0.81861213
5994,ENSG00000134996,791.2573574,0.082719387,0.105354969,0.785149367,0.432365998,0.818988041
5995,ENSG00000099139,192.3764457,-0.008306324,0.115946802,-0.071639092,0.942889129,0.985991304
5996,ENSG00000135002,59.69188353,0.09061165,0.166503218,0.544203598,0.586301376,0.882318017
5997,ENSG00000187210,107.3982167,0.144408633,0.142408123,1.014047724,0.310559981,0.758657778
5998,ENSG00000106772,40.2549952,-0.131475057,0.318974197,-0.412180855,0.680206869,0.913839107
5999,ENSG00000197969,404.9975937,0.018300434,0.113274324,0.161558537,0.871653511,0.965216815
6000,ENSG00000156052,1058.500273,0.117915881,0.108869201,1.083096779,0.278765469,0.743967149
6001,ENSG00000148019,183.6367303,-0.393904958,0.160543287,-2.453574777,0.014144413,0.379729145
6002,ENSG00000135069,15.09499757,-0.025380548,0.350795966,-0.07235131,0.942322332,0.9857178
6003,ENSG00000106829,1098.589927,0.124629543,0.090929079,1.37062362,0.170492316,0.666401161
6004,ENSG00000196781,113.6902524,-0.689322282,0.239310962,-2.88044591,0.003971131,0.289881478
6005,ENSG00000172159,70.49841614,0.254986478,0.205223499,1.242481879,0.214058822,0.705284184
6006,ENSG00000148057,70.69129903,-0.185176009,0.156838597,-1.18067882,0.237730339,0.720746077
6007,ENSG00000135018,635.4187586,0.102818425,0.083118416,1.237011365,0.216082863,0.705972604
6008,ENSG00000165113,35.78892838,-0.185811253,0.208961743,-0.889211825,0.373889249,0.789518263
6009,ENSG00000165115,152.3106707,-0.071630417,0.208519837,-0.343518479,0.731208442,0.927574281
6010,ENSG00000165118,52.5741906,-0.178760493,0.152503133,-1.172175868,0.241126455,0.721558556
6011,ENSG00000165119,1909.866795,0.087820521,0.080008185,1.097644215,0.272359878,0.741694584
6012,ENSG00000178966,80.00028836,0.045121813,0.168888006,0.267170025,0.789338254,0.945982267
6013,ENSG00000197506,7.220979082,0.531702719,0.620474963,0.856928565,0.391484365,0.796994108
6014,ENSG00000135049,938.510136,0.155264755,0.105598328,1.470333457,0.141471464,0.641085491
6015,ENSG00000135040,117.963794,-0.09381946,0.128145447,-0.732132608,0.464087633,0.832351282
6016,ENSG00000135052,80.12199785,0.054648159,0.187610084,0.291285832,0.770832723,0.941844154
6017,ENSG00000135070,238.1925326,-0.097389278,0.191521242,-0.508503791,0.611100081,0.892571594
6018,ENSG00000083223,1904.229123,0.173301379,0.11106735,1.560326943,0.118682639,0.622065249
6019,ENSG00000196730,546.3546988,0.299346764,0.149133713,2.007237385,0.044724393,0.507336182
6020,ENSG00000135047,38.64982617,0.487699608,0.274065389,1.779500906,0.075157677,0.561693908
6021,ENSG00000156345,20.37508007,-0.661919915,0.349687614,-1.892889219,0.058372603,0.531549368
6022,ENSG00000106723,141.9856117,-0.008551835,0.122920273,-0.069572211,0.944534156,0.987064091
6023,ENSG00000213694,112.087159,0.041265589,0.200223907,0.206097214,0.836714975,0.958564103
6024,ENSG00000148082,10.99951593,-0.947120642,0.407160329,-2.326161401,0.020009942,0.423424479
6025,ENSG00000123975,5.614393038,0.187441684,0.498883959,0.375722011,0.707123572,0.92003581
6026,ENSG00000187742,803.8286016,0.094205954,0.066254478,1.421880552,0.15506093,0.651713593
6027,ENSG00000187764,4517.048543,0.045176078,0.092631057,0.487699039,0.625763032,0.896822189
6028,ENSG00000130222,16.1195638,0.841193905,0.390567682,2.153772431,0.031258023,0.455008088
6029,ENSG00000165025,2137.707192,0.162590714,0.09724795,1.671919196,0.094540257,0.591611142
6030,ENSG00000148090,117.1388061,-0.020895923,0.109089481,-0.191548467,0.848095912,0.960645459
6031,ENSG00000165030,331.8206587,0.222502531,0.193615668,1.149196926,0.250474788,0.728931205
6032,ENSG00000090054,234.6960844,0.005582524,0.083631351,0.066751567,0.946779482,0.987695805
6033,ENSG00000196305,292.3686324,-0.024189235,0.111988816,-0.215996884,0.828990176,0.956163224
6034,ENSG00000198000,210.2036454,0.009924572,0.110976212,0.089429725,0.928740401,0.982911481
6035,ENSG00000188312,42.98653845,-0.148847771,0.190996876,-0.779320449,0.435790972,0.820482004
6036,ENSG00000106809,9.064973475,-0.264350666,0.447739649,-0.590411562,0.554914761,0.871422713
6037,ENSG00000106819,6.523465525,0.494874515,0.519139112,0.953259932,0.340458387,0.774725218
6038,ENSG00000106823,12.16436765,-0.36595033,0.47970963,-0.762858002,0.445548085,0.825280769
6039,ENSG00000127080,58.8177174,-0.084285857,0.163428754,-0.515734566,0.606039809,0.890966975
6040,ENSG00000185963,1200.407864,-0.027425391,0.08727056,-0.314257081,0.753325792,0.934107041
6041,ENSG00000127081,96.10553362,-0.024363737,0.164225521,-0.148355363,0.882062325,0.968170734
6042,ENSG00000127084,3430.605791,0.035963066,0.080882447,0.44463376,0.656584446,0.907117398
6043,ENSG00000157303,160.5610147,-0.057390029,0.139260252,-0.41210631,0.680261504,0.913839107
6044,ENSG00000165233,459.3440736,0.083683388,0.119410792,0.700802556,0.483426243,0.839991918
6045,ENSG00000131669,1298.426813,0.155112805,0.141059642,1.099625679,0.271495249,0.741143834
6046,ENSG00000165238,12.08386873,-0.574266099,0.456154846,-1.258927979,0.208056347,0.702288105
6047,ENSG00000188938,310.8285636,0.100967307,0.089332831,1.1302374,0.258376205,0.732354396
6048,ENSG00000048828,1394.789602,0.113777572,0.067017552,1.697727971,0.089559116,0.586205123
6049,ENSG00000197724,561.867451,0.113282367,0.091763293,1.234506338,0.217014286,0.707118083
6050,ENSG00000158079,39.81538443,-0.16621171,0.231936259,-0.716626673,0.473604482,0.836002906
6051,ENSG00000175787,125.106873,-0.019358218,0.120253442,-0.160978494,0.872110339,0.965216815
6052,ENSG00000148110,543.0463647,0.107352011,0.119600685,0.897586927,0.369405811,0.786387489
6053,ENSG00000165140,121.2407003,0.320799592,0.165067431,1.943445725,0.051962327,0.520241216
6054,ENSG00000148120,104.7205452,0.037237749,0.157171178,0.236924796,0.812715133,0.950898791
6055,ENSG00000158169,47.91712631,-0.534358496,0.188809125,-2.830151862,0.004652591,0.295650945
6056,ENSG00000185920,177.4719393,-0.301052034,0.207289659,-1.452325384,0.146411153,0.645111487
6057,ENSG00000182150,244.8927865,-0.0809358,0.112468156,-0.719633035,0.471750967,0.834596555
6058,ENSG00000130958,80.6296173,0.173176504,0.150655155,1.149489399,0.250354235,0.728931205
6059,ENSG00000165244,41.29586673,-0.129008027,0.208738399,-0.61803687,0.536551035,0.862989004
6060,ENSG00000130956,87.14542352,-0.100736541,0.198315425,-0.507961199,0.611480555,0.892571594
6061,ENSG00000081377,82.49026319,-0.388510482,0.198513496,-1.957098589,0.050335878,0.518156925
6062,ENSG00000158122,49.48427822,0.21844557,0.198940531,1.09804457,0.272185028,0.74167238
6063,ENSG00000081386,96.79338381,-0.102260294,0.183401213,-0.557576976,0.577133282,0.879049752
6064,ENSG00000196597,103.8787245,-0.027689,0.137367739,-0.201568438,0.840254122,0.959453126
6065,ENSG00000196312,223.776677,0.005347103,0.097124702,0.055053999,0.956095444,0.98958822
6066,ENSG00000188152,140.4807456,-0.077189873,0.120885577,-0.63853666,0.523124398,0.858344778
6067,ENSG00000197816,19.01332009,-0.123195042,0.332370614,-0.370655638,0.710894036,0.921043765
6068,ENSG00000196116,255.0323411,0.263792968,0.14188444,1.859209984,0.06299738,0.537619929
6069,ENSG00000136842,431.2761578,0.474761284,0.331378239,1.432686966,0.151947316,0.650232274
6070,ENSG00000136925,81.10625698,-0.150997516,0.146064746,-1.033771116,0.301243178,0.755335824
6071,ENSG00000136937,345.404148,-0.136208743,0.090188829,-1.510261789,0.130976638,0.6356539
6072,ENSG00000136936,124.3943468,-0.073488178,0.136847087,-0.537009443,0.591261091,0.884118862
6073,ENSG00000178919,6.75845753,-0.399646181,0.499314728,-0.800389331,0.42348526,0.814175024
6074,ENSG00000136932,196.689401,-0.250995822,0.099972814,-2.510640749,0.012051227,0.368508892
6075,ENSG00000136929,495.0587064,0.371324133,0.311603673,1.191655187,0.233396476,0.718768052
6076,ENSG00000136938,1035.579181,0.384909138,0.151882171,2.534261494,0.011268461,0.363265176
6077,ENSG00000095380,169.9703066,0.078298185,0.117887755,0.664175725,0.506577848,0.850258592
6078,ENSG00000106785,771.9323144,0.166260382,0.103723344,1.602921534,0.108951979,0.614492161
6079,ENSG00000106789,125.5192698,0.052203533,0.146523977,0.356279802,0.721631034,0.924430552
6080,ENSG00000095383,385.8271241,0.283899798,0.119463002,2.376466307,0.017479358,0.402811899
6081,ENSG00000165138,73.39224448,-0.195573026,0.208679282,-0.937194264,0.34865864,0.778206084
6082,ENSG00000119514,23.14547553,-0.103359568,0.292016691,-0.353950891,0.723375687,0.925080902
6083,ENSG00000106799,735.5122178,0.021145308,0.083606041,0.252916025,0.800333106,0.947243566
6084,ENSG00000119523,140.6508627,-0.031269451,0.112293922,-0.278460763,0.780658681,0.944483554
6085,ENSG00000106803,117.2028781,0.041650572,0.120279409,0.346281813,0.729130935,0.926952865
6086,ENSG00000136874,185.236991,0.079959324,0.104343242,0.766310523,0.443491558,0.824271824
6087,ENSG00000023318,377.2184485,0.089472017,0.078055331,1.146264024,0.251685924,0.728931205
6088,ENSG00000119509,155.2928131,-0.258584305,0.108248733,-2.388797511,0.016903616,0.400344806
6089,ENSG00000136891,161.0883358,-0.184554346,0.117288911,-1.573502093,0.115602604,0.619438846
6090,ENSG00000066697,22.04799574,-0.123529349,0.294096197,-0.42003042,0.674463231,0.912549161
6091,ENSG00000136897,46.66625005,0.138458064,0.210820682,0.6567575,0.511336856,0.852138146
6092,ENSG00000136870,123.8946907,0.070076268,0.125189335,0.559762285,0.575641592,0.878789269
6093,ENSG00000136872,5.732102489,-0.328780664,0.671930654,-0.489307433,0.624624059,0.896364106
6094,ENSG00000155827,383.8143967,0.1182704,0.089527091,1.321057113,0.186482322,0.681648542
6095,ENSG00000198785,43.45400109,-0.201310053,0.206204143,-0.976265802,0.328932762,0.768525859
6096,ENSG00000136824,55.68543942,-0.150762586,0.16848258,-0.894825954,0.370880134,0.786763151
6097,ENSG00000136783,50.4715042,0.112481321,0.219800474,0.511742848,0.608830994,0.891253312
6098,ENSG00000165028,12.67824289,-0.337915634,0.375917798,-0.898908316,0.368701498,0.786124895
6099,ENSG00000165029,1038.676974,0.668546584,0.192853524,3.466602886,0.00052708,0.146429465
6100,ENSG00000070214,240.1589973,0.019054502,0.101053464,0.188558624,0.850438764,0.960645459
6101,ENSG00000106701,31.47603879,0.061580336,0.230937934,0.266653188,0.789736199,0.945982267
6102,ENSG00000106692,68.17036183,0.097858363,0.153179859,0.638846147,0.522923024,0.858344778
6103,ENSG00000095209,36.94890463,-0.310012662,0.205291965,-1.510106164,0.131016337,0.6356539
6104,ENSG00000148143,8.848354448,-0.538958037,0.560971076,-0.960759048,0.336673334,0.771250306
6105,ENSG00000119318,691.4360028,0.143023678,0.087443416,1.635614024,0.101920393,0.601020656
6106,ENSG00000136826,278.0471735,0.401340549,0.164233391,2.443720775,0.014536672,0.382312614
6107,ENSG00000070061,227.7850144,-0.074180261,0.113056111,-0.656136677,0.511736188,0.852254537
6108,ENSG00000119328,40.06484806,-0.045752301,0.206106588,-0.22198369,0.82432658,0.955046419
6109,ENSG00000119326,43.84749235,0.529211164,0.348596219,1.518120781,0.128983953,0.633088533
6110,ENSG00000106771,451.5222796,-0.07445007,0.091871956,-0.810367748,0.417728848,0.811085809
6111,ENSG00000241978,10.34920614,-0.492991062,0.379619364,-1.298645721,0.19406554,0.689418185
6112,ENSG00000136810,97.2865373,0.485843207,0.175077298,2.775021157,0.005519812,0.305320761
6113,ENSG00000198121,48.85001345,0.40324956,0.288136846,1.399507093,0.161660973,0.660979117
6114,ENSG00000136813,487.9585968,0.137453446,0.065518299,2.097939774,0.035910466,0.47004605
6115,ENSG00000173258,38.98401852,0.243781203,0.25381403,0.96047174,0.336817847,0.771317478
6116,ENSG00000106853,7.540705949,0.006462427,0.586878119,0.011011531,0.991214247,0.99885809
6117,ENSG00000059769,16.35789622,-0.068750951,0.29386826,-0.233951603,0.815022551,0.951096375
6118,ENSG00000242616,12.37915424,0.381213802,0.386014161,0.987564293,0.323366081,0.765012809
6119,ENSG00000165181,368.7431757,0.310465601,0.223525877,1.388947022,0.16484886,0.661631072
6120,ENSG00000148154,247.174161,-0.130699097,0.134434204,-0.972216095,0.330943055,0.768918952
6121,ENSG00000106868,278.3211049,0.194931893,0.115651769,1.685507232,0.091890751,0.58915619
6122,ENSG00000119314,1763.735799,0.105401968,0.097227794,1.084072406,0.278332696,0.743967149
6123,ENSG00000119471,286.7707049,0.177737937,0.131825815,1.348278693,0.177568762,0.675379804
6124,ENSG00000165185,74.30561637,0.355954285,0.170578012,2.086753623,0.036910411,0.472566184
6125,ENSG00000148153,117.3636566,0.110990815,0.118643547,0.935498116,0.349531654,0.778632344
6126,ENSG00000148158,392.0531589,0.089174102,0.100695387,0.885582793,0.375842387,0.789556851
6127,ENSG00000119457,95.65877512,0.388759583,0.18409747,2.111705197,0.034711743,0.466726568
6128,ENSG00000136866,10.67360208,0.185101654,0.418483763,0.442315021,0.658261263,0.907663514
6129,ENSG00000136867,191.9898319,0.120048282,0.198937936,0.603445903,0.546212093,0.86822332
6130,ENSG00000119321,1105.450082,0.273428981,0.10445693,2.617624121,0.008854428,0.341184931
6131,ENSG00000136868,168.1442705,0.272834316,0.144998311,1.881637897,0.059885197,0.53596295
6132,ENSG00000176386,22.658307,0.014202349,0.244319916,0.058130134,0.953644972,0.988697406
6133,ENSG00000136875,122.1212993,-0.014690049,0.114144396,-0.128697064,0.897597358,0.973552363
6134,ENSG00000148225,6.702803513,-0.080472522,0.554722325,-0.145068115,0.884657093,0.968967964
6135,ENSG00000119411,7.118460063,-0.131636535,0.5193152,-0.253480998,0.799896543,0.947243566
6136,ENSG00000119431,55.38327971,-0.208319209,0.198102843,-1.051571022,0.292996408,0.752592942
6137,ENSG00000148218,244.5337354,0.127035309,0.136184731,0.93281609,0.350914932,0.779288074
6138,ENSG00000148229,133.1412574,0.119583281,0.105507249,1.133412945,0.25704088,0.732246643
6139,ENSG00000138835,651.7245105,-0.023312903,0.111202478,-0.209643734,0.833945743,0.957493261
6140,ENSG00000157657,49.88566732,-0.083450436,0.201324781,-0.414506531,0.678503185,0.913779029
6141,ENSG00000196739,17.75828154,-0.53447041,0.406246664,-1.315630274,0.188298167,0.68393319
6142,ENSG00000229314,44.10480521,-0.091941898,0.321519594,-0.285960483,0.774908388,0.94278017
6143,ENSG00000228278,84.06213949,0.036410165,0.178607631,0.203855593,0.838466348,0.958804222
6144,ENSG00000106948,6547.869793,0.00027304,0.06427166,0.004248225,0.996610417,0.999964329
6145,ENSG00000095397,62.0814953,-0.37160183,0.278489175,-1.33434928,0.182089414,0.678417699
6146,ENSG00000136888,197.1341479,0.082977249,0.130592376,0.635391224,0.525173291,0.859374476
6147,ENSG00000157693,204.6428398,0.108224583,0.146189771,0.740302021,0.459116755,0.831756476
6148,ENSG00000181634,8.927978896,0.181744997,0.477075462,0.380956498,0.703235528,0.918472065
6149,ENSG00000106952,223.7538899,0.009611786,0.120272666,0.079916631,0.936303563,0.984143891
6150,ENSG00000041982,17.95780235,-0.334737591,0.354421196,-0.944462676,0.344933266,0.775564817
6151,ENSG00000182752,9.402276605,-0.005477782,0.474973045,-0.011532827,0.990798339,0.99885361
6152,ENSG00000148219,24.83203774,-0.607425487,0.292762985,-2.074802889,0.038004807,0.478798621
6153,ENSG00000119401,88.91024412,-0.257653111,0.177454358,-1.45194017,0.146518242,0.645111487
6154,ENSG00000136869,1831.355571,0.246190736,0.152320092,1.616272232,0.106035468,0.611553395
6155,ENSG00000136861,500.9502832,-0.058412812,0.076635336,-0.762217738,0.445930061,0.825368319
6156,ENSG00000106780,3397.525069,0.174913956,0.156678919,1.116384755,0.264257476,0.735627315
6157,ENSG00000119402,651.7073615,-0.054956753,0.075521418,-0.727697579,0.466798733,0.833184672
6158,ENSG00000214654,14.08050586,-0.093541194,0.370461786,-0.2524989,0.800655464,0.947513146
6159,ENSG00000095261,145.0697295,-0.128224269,0.09593537,-1.336569281,0.181363272,0.677494264
6160,ENSG00000119403,284.1372051,0.028723192,0.105510911,0.27222959,0.785445491,0.945109616
6161,ENSG00000056558,637.9544431,-0.181992715,0.135611891,-1.342011488,0.179592271,0.675566796
6162,ENSG00000106804,40.18994522,0.021832553,0.244876931,0.089157246,0.928956943,0.982911481
6163,ENSG00000119397,708.628402,-0.044231693,0.092469404,-0.478338688,0.632409164,0.898848931
6164,ENSG00000119396,586.7381417,-0.013230738,0.07111954,-0.186035206,0.852417153,0.961024248
6165,ENSG00000148180,1045.499054,0.236472666,0.142768192,1.656339992,0.097652986,0.594761013
6166,ENSG00000148175,929.4474646,0.296982631,0.178818297,1.660806733,0.096752269,0.594419194
6167,ENSG00000136848,9.339162164,-2.139775601,0.596171962,-3.589191942,0.000331705,0.138561402
6168,ENSG00000175764,60.19327366,-0.158607886,0.171720936,-0.923637439,0.355675114,0.780149876
6169,ENSG00000119421,42.31626723,-0.252692348,0.182846982,-1.381988071,0.166975364,0.66334443
6170,ENSG00000119446,94.20911703,0.046443696,0.123319047,0.376614129,0.706460386,0.919785873
