AIHelite.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
22,ENSG00000175756,282.2051231,0.255236869,0.125968419,2.026197289,0.042744571,0.23337912
23,ENSG00000221978,727.8418352,-0.16726652,0.084025435,-1.99066532,0.046517694,0.239530916
24,ENSG00000242485,170.164642,-0.237706057,0.113316058,-2.097726133,0.035929345,0.220288115
25,ENSG00000160072,176.5414845,-0.332623552,0.151419857,-2.196697045,0.02804209,0.202756338
26,ENSG00000197785,77.2853678,-0.264881321,0.184717239,-1.433982675,0.151577207,NA
27,ENSG00000160075,857.7665261,0.060651192,0.077727947,0.780300962,0.435213747,0.669748253
28,ENSG00000228594,28.61412903,0.08029655,0.31210369,0.257275233,0.79696631,NA
29,ENSG00000197530,609.9447017,-0.322959456,0.127990758,-2.523302945,0.01162582,0.164055198
30,ENSG00000189409,9.282347409,-0.049732337,0.595436284,-0.083522517,0.933436074,NA
31,ENSG00000248333,312.1584962,0.167939024,0.103918746,1.616060919,0.106081143,0.33978669
32,ENSG00000189339,882.2683335,-0.05139015,0.0894883,-0.57426669,0.565787346,0.768701199
33,ENSG00000008128,20.39831751,0.108007748,0.311946177,0.346238408,0.729163552,NA
34,ENSG00000215790,141.4840413,-0.176864493,0.150281888,-1.176884954,0.239241428,0.501267754
35,ENSG00000008130,3417.604839,0.315138522,0.15077164,2.090171084,0.036602434,0.221607673
36,ENSG00000078369,2373.914031,0.200589247,0.095554719,2.099208171,0.035798554,0.219911414
37,ENSG00000067606,175.3067983,-0.078209604,0.144488671,-0.541285368,0.588310904,0.783233032
38,ENSG00000162585,191.2442771,-0.136428137,0.121586906,-1.122062742,0.261835764,0.520174722
39,ENSG00000157933,1314.661924,0.216214328,0.113427624,1.906187573,0.056625874,0.259045879
40,ENSG00000116151,105.3367521,0.066352591,0.170243502,0.389751093,0.696720612,0.847518804
41,ENSG00000157916,527.9687711,0.022081117,0.073140568,0.301899718,0.762728511,0.8840498
42,ENSG00000157911,54.47267393,-0.026269957,0.211512178,-0.124200685,0.90115638,NA
43,ENSG00000149527,200.2536964,-0.543631134,0.163122394,-3.332657896,0.000860206,0.104268964
44,ENSG00000157881,445.5060728,-0.101711104,0.088383198,-1.150796832,0.249815829,0.511569098
45,ENSG00000157873,800.0703416,-0.07659085,0.100313065,-0.763518195,0.445154415,0.679092455
46,ENSG00000157870,83.02109673,-0.080457565,0.152935821,-0.526087119,0.598827678,0.789987836
47,ENSG00000215912,93.22040777,-0.326870509,0.16555182,-1.974430172,0.04833285,0.241690694
48,ENSG00000162591,640.1877813,-0.184301989,0.13589919,-1.356166945,0.175046057,0.429460571
49,ENSG00000158109,440.5922605,0.318535742,0.135453763,2.351619728,0.018691873,0.181567222
50,ENSG00000116213,202.7259244,-0.120773061,0.114251423,-1.057081461,0.290474411,0.548780648
51,ENSG00000078900,17.50097313,-0.7261554,0.362581853,-2.002735093,0.04520573,NA
52,ENSG00000235169,193.3339474,0.397416727,0.497025371,0.799590425,0.423948137,0.662411184
53,ENSG00000130764,280.0641323,0.011594853,0.119156486,0.097307782,0.922481976,0.96604069
54,ENSG00000116198,282.0074906,-0.188819094,0.108431085,-1.74137421,0.081618006,0.300492439
55,ENSG00000169598,118.7634056,-0.131348061,0.149122232,-0.88080804,0.378421727,0.628598467
56,ENSG00000198912,142.0639234,-0.173623613,0.139362588,-1.245840908,0.212822808,0.471360986
57,ENSG00000196581,15.9035295,-1.369970307,0.572894478,-2.391313513,0.01678821,NA
58,ENSG00000131697,140.3024552,-0.056353713,0.138954255,-0.405555862,0.685068965,0.841145171
59,ENSG00000069424,1945.138088,0.047331446,0.061398865,0.770884705,0.440775274,0.675237191
60,ENSG00000116254,7.855642161,-1.131189491,0.691167525,-1.636635764,0.101706598,NA
61,ENSG00000116251,518.4687273,0.005362912,0.142784342,0.037559522,0.970038882,0.986997197
62,ENSG00000158286,20.65588289,-0.397125336,0.361632064,-1.098147468,0.272140101,NA
63,ENSG00000116237,151.9150512,-0.189826763,0.145954299,-1.300590412,0.193398691,0.45078879
64,ENSG00000158292,28.70128249,-0.4753828,0.328461948,-1.447299459,0.14781307,NA
65,ENSG00000097021,37.68929524,-0.31728425,0.201246799,-1.576592779,0.114889255,NA
66,ENSG00000187017,363.0602072,-0.043689353,0.445169422,-0.098140957,0.921820365,0.965716573
67,ENSG00000215788,183.8734649,-0.466356855,0.217659444,-2.142598759,0.032145331,0.211333827
68,ENSG00000171680,27.39193679,-0.435695483,0.34532581,-1.261693943,0.207058937,NA
69,ENSG00000162408,292.908416,-0.104974507,0.117900924,-0.890362038,0.373271519,0.623863104
70,ENSG00000204859,425.0903111,0.207776907,0.109513711,1.897268437,0.057792518,0.261496463
71,ENSG00000162413,1605.598833,0.288545093,0.126679693,2.277753334,0.022741278,0.190739283
72,ENSG00000116273,92.91128233,0.167294022,0.166448798,1.005077984,0.3148593,0.573028605
73,ENSG00000041988,69.89422608,-0.025393389,0.195187332,-0.130097526,0.896489268,NA
74,ENSG00000007923,134.138936,-0.223189489,0.142112331,-1.570514585,0.116295444,0.352593113
75,ENSG00000171735,81.43507576,-0.337468639,0.169366663,-1.99253284,0.046312626,0.239530916
76,ENSG00000049245,365.0862392,0.174668221,0.111311599,1.569182579,0.116605402,0.352990894
77,ENSG00000049246,40.53765698,0.312390014,0.259034195,1.205979829,0.227825268,NA
78,ENSG00000049249,81.22145756,0.543911464,0.25456226,2.136653974,0.032626146,0.212787368
79,ENSG00000116288,265.7000966,0.076435165,0.103426177,0.739031133,0.459888093,0.692398761
80,ENSG00000116285,9.25202931,0.003160454,0.505028923,0.006257966,0.995006898,NA
81,ENSG00000162426,7.281512011,-0.936714856,0.572388549,-1.63650174,0.101734622,NA
82,ENSG00000142599,2108.347449,0.193752126,0.112211524,1.726668704,0.084227179,0.30502695
83,ENSG00000074800,2141.558569,0.075291534,0.111583356,0.67475596,0.499830825,0.722700205
84,ENSG00000131686,73.41714664,-0.543261716,0.326097274,-1.665949885,0.095723396,NA
85,ENSG00000142583,28.45497257,-0.682432909,0.413365666,-1.650918218,0.098755275,NA
86,ENSG00000180758,76.82027096,-0.30382933,0.222106214,-1.367946099,0.171328948,NA
87,ENSG00000049239,783.5349797,0.005016112,0.108332964,0.046302731,0.963068962,0.984110562
88,ENSG00000171621,25.70958909,-0.221619826,0.298836108,-0.741609934,0.458323703,NA
89,ENSG00000171612,32.97812144,-0.699193431,0.309601957,-2.258362441,0.023923072,NA
90,ENSG00000188807,67.88137858,-0.228932479,0.199002761,-1.150398507,0.249979775,NA
91,ENSG00000171608,4464.483601,0.111606836,0.1122488,0.994280881,0.320086141,0.577305736
92,ENSG00000171603,629.0210586,0.089420825,0.117675312,0.759894527,0.447317634,0.680978398
93,ENSG00000178585,71.42947525,-0.26444436,0.163065892,-1.621702469,0.10486707,NA
94,ENSG00000162441,97.7618293,-0.091526434,0.14293029,-0.640357151,0.521940433,0.739426348
95,ENSG00000173614,72.81820974,0.226748497,0.188706723,1.201592047,0.229521624,NA
96,ENSG00000162444,36.82370382,0.159226515,0.28292805,0.562780945,0.573584057,NA
97,ENSG00000130939,714.2271475,0.139236733,0.093235449,1.493388358,0.135335559,0.376242376
98,ENSG00000054523,746.3754591,0.384060134,0.154517669,2.485541866,0.012935437,0.164545581
99,ENSG00000142657,1633.982467,0.354196029,0.177608489,1.994251685,0.046124556,0.239530916
100,ENSG00000160049,120.7523268,-0.247103378,0.167976064,-1.471063032,0.141274071,0.384441538
101,ENSG00000142655,115.0814502,-0.062174691,0.167325212,-0.371579933,0.710205632,0.854245662
102,ENSG00000130940,125.2152461,-0.026289677,0.142876923,-0.18400226,0.854011682,0.929840958
103,ENSG00000120948,202.1561392,-0.082417341,0.108065875,-0.762658344,0.445667179,0.679568116
104,ENSG00000009724,46.35700418,-0.397647288,0.245729684,-1.618230579,0.105612915,NA
105,ENSG00000116649,124.4091471,-0.089612127,0.159839543,-0.560638036,0.575044316,0.77476087
106,ENSG00000171824,173.9007043,-0.144791209,0.134768785,-1.074367543,0.282657984,0.541362481
107,ENSG00000198793,624.5573474,-0.109303771,0.078605141,-1.390542271,0.164364273,0.417217158
108,ENSG00000171819,35.24913028,0.04926078,0.23301448,0.21140652,0.832570069,NA
109,ENSG00000120942,176.7886804,-0.217845276,0.158104189,-1.377858976,0.168246833,0.421539264
110,ENSG00000204624,8.027751634,-0.296354715,0.748683183,-0.395834609,0.692227044,NA
111,ENSG00000116661,16.89601109,-0.899573657,0.404537481,-2.223709047,0.026168026,NA
112,ENSG00000132879,79.2920745,-0.467845549,0.184035512,-2.542148217,0.011017344,NA
113,ENSG00000116663,119.6888519,0.321995678,0.184659235,1.743729077,0.081206343,0.299755345
114,ENSG00000116670,90.74480964,0.011523904,0.178337899,0.064618367,0.94847786,0.98007772
115,ENSG00000162490,25.27694696,-0.340509802,0.316548495,-1.075695531,0.282063447,NA
116,ENSG00000177674,849.452504,0.265891667,0.127135408,2.091405305,0.036491747,0.221607673
117,ENSG00000177000,413.473855,-0.166383004,0.095152301,-1.748596738,0.080360751,0.298379177
118,ENSG00000011021,186.671451,-0.271356396,0.133249232,-2.036457483,0.041704438,0.23122919
119,ENSG00000116685,784.6004564,0.299542402,0.11976082,2.501171935,0.012378307,0.164055198
120,ENSG00000083444,310.6969903,0.405374387,0.15718112,2.579027225,0.009907898,0.159964446
121,ENSG00000116688,962.8605027,0.522788124,0.175044689,2.986598032,0.002821004,0.116038986
122,ENSG00000116691,287.8364008,0.386124129,0.155563311,2.482102794,0.013060959,0.164545581
123,ENSG00000120949,126.5902566,-0.042558667,0.192271951,-0.221346207,0.824822874,0.915505545
124,ENSG00000028137,5259.686182,0.336384695,0.11593198,2.901569484,0.003712984,0.125206699
125,ENSG00000048707,1403.487515,0.023583214,0.062572398,0.376894832,0.706251762,0.852308522
126,ENSG00000162496,153.6787898,-0.469101935,0.182836721,-2.565687751,0.010297148,0.162254749
127,ENSG00000116731,1330.839159,0.160199224,0.05972579,2.682245355,0.00731298,0.149308193
128,ENSG00000189337,82.45841369,0.177132782,0.345384467,0.512856827,0.608051475,0.79527063
129,ENSG00000171729,11.72243136,-0.008659362,0.500996157,-0.017284289,0.986209819,NA
130,ENSG00000142621,19.86687041,-0.924182276,0.515836375,-1.791619051,0.073194009,NA
131,ENSG00000142634,3996.421927,0.172122177,0.121070617,1.421667631,0.155122761,0.40506191
132,ENSG00000215704,9.118304555,-0.657337102,0.523075406,-1.256677515,0.208870433,NA
133,ENSG00000132906,122.1289969,-0.074936769,0.143919443,-0.520685512,0.602585868,0.791242238
134,ENSG00000116138,184.9944586,-0.065945372,0.125107247,-0.527110727,0.598116698,0.789719255
135,ENSG00000116771,34.12225291,-0.365232645,0.287381858,-1.270896666,0.203765413,NA
136,ENSG00000197312,364.4072445,-0.068697826,0.102836737,-0.668028063,0.504115679,0.726039526
137,ENSG00000116786,496.1302266,0.019755592,0.085218487,0.231822841,0.816675615,0.911998774
138,ENSG00000162461,10.27081866,-0.033289581,0.568387187,-0.058568493,0.953295806,NA
139,ENSG00000233954,9.495512615,-0.627356038,0.462775387,-1.355638299,0.17521428,NA
140,ENSG00000065526,1766.589162,0.093716438,0.072999376,1.283797793,0.199212716,0.456198783
141,ENSG00000116809,313.9939209,-0.134230237,0.111063308,-1.208592103,0.226819592,0.487583975
142,ENSG00000142627,10.74695164,-0.969168717,0.638933284,-1.516854328,0.129303467,NA
143,ENSG00000142632,31.50688193,-0.104276076,0.273239073,-0.381629446,0.702736239,NA
144,ENSG00000132881,29.16470438,-0.499460683,0.262237779,-1.904609953,0.056830792,NA
145,ENSG00000037637,330.3699371,0.087273155,0.089405013,0.976155054,0.328987633,0.585911308
146,ENSG00000055070,457.2413118,0.071706078,0.081948204,0.875017079,0.381564613,0.631005872
147,ENSG00000187144,30.91456577,0.13256157,0.251718681,0.526625873,0.598453421,NA
148,ENSG00000157191,723.3563999,-0.112443142,0.0890464,-1.262747749,0.206679848,0.464634369
149,ENSG00000219481,158.7051975,-0.142204414,0.185896587,-0.76496517,0.444292285,0.678351628
150,ENSG00000058453,320.1003593,-0.285502246,0.16851148,-1.69425991,0.090215905,0.315200198
151,ENSG00000159363,261.7155473,-0.124999177,0.110590221,-1.130291414,0.258353451,0.517489824
152,ENSG00000117118,185.0871092,0.045141025,0.105386493,0.42833786,0.668405159,0.832375796
153,ENSG00000117115,1838.444308,0.421857748,0.273818337,1.540648274,0.123402412,0.361303667
154,ENSG00000159339,835.8619964,0.376744038,0.241526002,1.559848775,0.118795622,0.354868652
155,ENSG00000179051,479.5463853,-0.14307359,0.105692935,-1.353672225,0.175840973,0.43060105
156,ENSG00000074964,322.8213487,-0.142855665,0.185219779,-0.77127651,0.440543053,0.675201131
157,ENSG00000159423,11.67990557,0.277031203,0.436579657,0.634549043,0.525722571,NA
158,ENSG00000169991,179.508239,-0.198109973,0.195870408,-1.011433912,0.311808797,0.570886244
159,ENSG00000127481,2295.403173,0.036764597,0.074736753,0.491921251,0.622775015,0.8066287
160,ENSG00000127463,276.85886,-0.126728138,0.104088582,-1.217502784,0.223412978,0.484512911
161,ENSG00000053372,55.26620109,-0.36386406,0.215046806,-1.692022622,0.09064166,NA
162,ENSG00000053371,111.8597951,-0.137643673,0.160990182,-0.854981784,0.392561232,0.638124792
163,ENSG00000040487,94.60610959,-0.098074579,0.168101663,-0.583424202,0.559607769,0.764478287
164,ENSG00000077549,2015.324854,0.175753841,0.083306232,2.109732219,0.034881428,0.218420386
165,ENSG00000173436,69.97408996,-0.212310973,0.163508296,-1.298472175,0.194125132,NA
166,ENSG00000158747,6.693899225,-1.478753752,0.686648957,-2.153580424,0.031273091,NA
167,ENSG00000158748,15.15179615,-1.178613422,0.472528525,-2.494269361,0.012621672,NA
168,ENSG00000162542,187.108883,-0.188759156,0.141858889,-1.330612118,0.183316673,0.438516704
169,ENSG00000169914,108.0668381,-0.316251362,0.18167177,-1.740784284,0.081721398,0.300582772
170,ENSG00000162543,20.74889478,0.082346057,0.386197501,0.213222656,0.831153297,NA
171,ENSG00000158816,16.32332591,-0.936311419,0.459007361,-2.039861447,0.041364128,NA
172,ENSG00000162545,7.56814775,-0.378254114,0.48568309,-0.778808491,0.436092535,NA
173,ENSG00000090432,172.5755354,0.033358669,0.119451144,0.279266219,0.780040529,0.893647099
174,ENSG00000158825,511.3181104,0.568668462,0.232185073,2.449203366,0.014317259,0.167111227
175,ENSG00000158828,406.1784757,0.369835385,0.218120434,1.695555882,0.089970019,0.314875931
176,ENSG00000244038,497.3727286,-0.169907176,0.083722359,-2.029412187,0.042416325,0.23235469
177,ENSG00000127483,1104.158659,0.028702512,0.073579163,0.39009023,0.696469827,0.847518804
178,ENSG00000075151,577.35612,0.197799827,0.124766823,1.58535596,0.112885481,0.348656809
179,ENSG00000117298,2348.212898,0.302204288,0.146334931,2.065154828,0.038908353,0.225767228
180,ENSG00000142794,68.07211234,-0.636068609,0.257746902,-2.467803126,0.013594507,NA
181,ENSG00000162551,1989.42822,0.690018789,0.296870253,2.324310984,0.020108833,0.185696379
182,ENSG00000076864,269.694715,1.205624141,0.622817059,1.935759665,0.052897143,0.250936666
183,ENSG00000090686,660.7893565,0.02643469,0.073544614,0.35943747,0.719267848,0.858045995
184,ENSG00000142798,40.81745737,-0.66453663,0.365635801,-1.817482391,0.069143282,NA
185,ENSG00000070831,1960.947524,0.154003367,0.092868428,1.658296257,0.097257684,0.326771455
186,ENSG00000162552,124.8988045,-0.104537437,0.143584134,-0.72805702,0.466578683,0.696734919
187,ENSG00000184677,446.0161511,-0.168945591,0.126181127,-1.338913311,0.180598896,0.435512226
188,ENSG00000173372,21.8184442,0.316174849,0.45867231,0.689326219,0.490618002,NA
189,ENSG00000159189,8.603650164,2.13044118,0.661287687,3.2216556,0.001274522,NA
190,ENSG00000173369,10.74952914,0.830109478,0.564405979,1.470766629,0.14135424,NA
191,ENSG00000133216,35.18768133,0.286992224,0.406592697,0.705846972,0.480283308,NA
192,ENSG00000004487,246.6566634,-0.214461714,0.122096456,-1.756494176,0.079004065,0.29595463
193,ENSG00000169641,186.069614,0.046371463,0.149767345,0.309623322,0.756847419,0.881310581
194,ENSG00000125944,551.4815841,-0.112353269,0.093427254,-1.202574877,0.229140874,0.489961308
195,ENSG00000125945,65.33716361,-0.206176616,0.167598874,-1.23017901,0.218630078,NA
196,ENSG00000204219,52.14688815,0.10398699,0.329334749,0.315748612,0.752193325,NA
197,ENSG00000088280,10.21774399,-0.663030784,0.546719855,-1.212743197,0.225228019,NA
198,ENSG00000007968,1001.318636,0.797534409,0.371527647,2.146635426,0.031822317,0.210588649
199,ENSG00000117318,70.80100681,-0.632548428,0.23114476,-2.736589949,0.006207962,NA
200,ENSG00000142676,549.1371225,0.029638386,0.223623832,0.132536794,0.894559722,0.949581493
201,ENSG00000011007,217.1968936,0.128542337,0.120683161,1.065122389,0.286820549,0.54616049
202,ENSG00000057757,1059.14788,0.913341458,0.368957661,2.47546414,0.013306312,0.164830683
203,ENSG00000011009,243.7751997,-0.020251362,0.096580253,-0.209684288,0.833914089,0.92084046
204,ENSG00000117308,47.39070647,0.150500239,0.200281105,0.751445022,0.452384876,NA
205,ENSG00000117305,159.9665771,0.052720949,0.125502885,0.420077585,0.674428777,0.835848769
206,ENSG00000179163,125.088993,0.283985919,0.178855086,1.587798954,0.112331808,0.34759554
207,ENSG00000188822,100.9708809,-0.246293305,0.203246218,-1.211797723,0.22558982,0.485903937
208,ENSG00000189266,500.8732123,0.017669306,0.106900372,0.165287604,0.868717615,0.93672044
209,ENSG00000188529,507.9337332,-0.257673502,0.109183276,-2.360008895,0.018274497,0.181437624
210,ENSG00000185436,40.71834747,-0.030087849,0.259548746,-0.115923693,0.907713018,NA
211,ENSG00000001460,36.24778269,-0.71291574,0.251628574,-2.833206613,0.004608359,NA
212,ENSG00000001461,435.4864454,-0.08874566,0.113053984,-0.784984804,0.432462478,0.667390346
213,ENSG00000117602,532.9868667,-0.287766618,0.172540086,-1.667824709,0.095350529,0.32403249
214,ENSG00000133226,734.1072859,-0.062459891,0.073069669,-0.854799147,0.392662351,0.638124792
215,ENSG00000169504,185.7843388,-0.30535914,0.163870764,-1.863414391,0.062403987,0.269694154
216,ENSG00000020633,1178.758622,-0.162187326,0.129872173,-1.248822764,0.211729906,0.470080943
217,ENSG00000117614,204.7004521,0.204660445,0.126339338,1.619926531,0.10524806,0.339201346
218,ENSG00000117616,1881.073054,0.180650337,0.105573969,1.711125746,0.087057902,0.310972064
219,ENSG00000187010,197.3484418,1.239400232,0.488255437,2.538425872,0.011135239,0.164055198
220,ENSG00000183726,441.3880794,0.176041375,0.105612578,1.666859938,0.095542259,0.324173899
221,ENSG00000188672,39.27388983,0.82168057,0.324275926,2.533893223,0.01128031,NA
222,ENSG00000204178,187.1570491,0.145689303,0.126364542,1.152928665,0.248939665,0.511026936
223,ENSG00000157978,819.7282531,-0.22227864,0.149538993,-1.486425951,0.13716649,0.37917275
224,ENSG00000117643,264.7609732,-0.249496684,0.209124042,-1.193055954,0.23284746,0.49417069
225,ENSG00000162430,166.5101655,-0.023176938,0.139371972,-0.166295548,0.867924369,0.93668438
226,ENSG00000117640,76.79478247,0.010447064,0.159144289,0.065645235,0.947660274,NA
227,ENSG00000127423,7.845581887,-0.461937752,0.609822339,-0.757495622,0.448752988,NA
228,ENSG00000182749,54.65421203,-0.162600241,0.185920757,-0.874567445,0.381809308,NA
229,ENSG00000117632,42.12245723,-0.290679346,0.236787784,-1.22759435,0.219599284,NA
230,ENSG00000158006,159.3705914,-0.146709497,0.138137237,-1.062056119,0.288210209,0.546908118
231,ENSG00000175087,65.65436029,-0.255859043,0.191833467,-1.333756025,0.182283827,NA
232,ENSG00000142675,10.32359366,-0.422428771,0.514215747,-0.82150104,0.411360932,NA
233,ENSG00000130695,130.3637888,-0.140158321,0.162238604,-0.86390241,0.387641503,0.635361412
234,ENSG00000142669,1539.082777,0.260130045,0.138611408,1.876685684,0.060561186,0.265192888
235,ENSG00000158062,491.3717534,0.019370869,0.11174181,0.173353811,0.862373329,0.934001284
236,ENSG00000169442,119.6656933,-0.160040592,0.18354266,-0.871953106,0.383233961,0.63229377
237,ENSG00000176092,49.9526886,-0.114147892,0.235859561,-0.483965508,0.628410348,NA
238,ENSG00000176083,50.71242005,0.460225171,0.456224958,1.008768071,0.313085877,NA
239,ENSG00000117682,312.7456926,-0.168196806,0.095310533,-1.764724211,0.077610127,0.293772398
240,ENSG00000198830,920.1427413,0.102124412,0.087202624,1.171116269,0.241552045,0.503927543
241,ENSG00000117676,2144.184535,0.189972542,0.123879775,1.533523469,0.125146929,0.363983361
242,ENSG00000117713,2327.176351,0.08761439,0.093212666,0.939940821,0.347247917,0.603158825
243,ENSG00000060642,129.1765725,0.040262757,0.137154434,0.293557823,0.769095809,0.887613888
244,ENSG00000204160,2401.150259,0.321473693,0.166935249,1.925738841,0.054136991,0.253778407
245,ENSG00000142751,202.2122878,-0.191473876,0.107246106,-1.785369021,0.07420148,0.288393849
246,ENSG00000198746,82.9934282,0.022945588,0.150672207,0.152288124,0.878959691,0.941474648
247,ENSG00000090273,236.6627398,-0.081283498,0.114629361,-0.709098412,0.478263409,0.706236778
248,ENSG00000175707,10.46295722,-0.377824334,0.465085676,-0.81237577,0.416576045,NA
249,ENSG00000253368,6.004943778,0.842228826,0.667957277,1.260902239,0.207344071,NA
250,ENSG00000090020,442.2861455,0.214700932,0.136071911,1.577849024,0.114600298,0.350532065
251,ENSG00000142784,1642.927778,0.372980399,0.158514173,2.352978235,0.018623724,0.181567222
252,ENSG00000186501,228.3520274,-0.108727953,0.104719443,-1.038278564,0.299140386,0.557997527
253,ENSG00000142765,740.5533698,-0.290540125,0.089610472,-3.242256377,0.001185873,0.104268964
254,ENSG00000142733,65.20362637,0.373417459,0.225184094,1.65827636,0.097261698,NA
255,ENSG00000158195,4070.981168,0.423563099,0.17798301,2.379795113,0.017322266,0.178304798
256,ENSG00000126705,171.5823242,-0.274114721,0.136642819,-2.006067511,0.044849046,0.237769296
257,ENSG00000000938,3488.420683,0.194748528,0.139299259,1.39805861,0.162095468,0.414327899
258,ENSG00000126709,629.2952497,0.79660346,0.39170264,2.033694384,0.041982419,0.231677627
259,ENSG00000009780,81.07593456,-0.125728126,0.151757139,-0.828482443,0.407397334,0.649753043
260,ENSG00000117758,219.4948148,0.155032516,0.100905437,1.536413897,0.124436901,0.36307334
261,ENSG00000117751,123.3401129,-0.200293228,0.128194115,-1.5624214,0.118188749,0.354473576
262,ENSG00000130775,3125.627427,0.281047946,0.125392306,2.241349205,0.025003464,0.193900567
263,ENSG00000117748,365.2683005,0.103004128,0.122521985,0.840699144,0.4005165,0.643601072
264,ENSG00000130768,11.65965742,0.484751608,0.430437789,1.12618274,0.260088178,NA
265,ENSG00000158156,407.5993798,0.238731012,0.171361,1.393146706,0.163575432,0.416391224
266,ENSG00000158161,293.422009,0.014234066,0.08961187,0.158841298,0.873793911,0.939445485
267,ENSG00000169403,2176.529715,0.190316409,0.163572759,1.163496961,0.24462793,0.506874493
268,ENSG00000126698,189.7834862,0.069126385,0.132203977,0.522876749,0.601060026,0.790671822
269,ENSG00000130770,120.6540234,-0.130877809,0.129200282,-1.012983931,0.311067836,0.570291034
270,ENSG00000130766,138.9701665,0.275311877,0.146403313,1.88050305,0.060039551,0.265166627
271,ENSG00000130772,92.07461946,-0.14556942,0.153330082,-0.949385913,0.342424373,0.598061502
272,ENSG00000204138,208.6667794,0.033519528,0.121376351,0.276161934,0.782423693,0.895130999
273,ENSG00000180198,87.81342678,-0.250868166,0.162653984,-1.542342588,0.122990365,0.360791234
274,ENSG00000180098,95.40049374,-0.075876574,0.168468905,-0.450389191,0.652429837,0.823847867
275,ENSG00000120656,134.8982852,0.123357878,0.135999324,0.907047729,0.364381558,0.617407632
276,ENSG00000188060,23.28472542,0.198619874,0.432198461,0.459557105,0.645834154,NA
277,ENSG00000162419,177.1575675,0.017443821,0.11190955,0.155874283,0.876132117,0.940730139
278,ENSG00000198492,323.334152,0.057380182,0.067949811,0.844449484,0.398418281,0.641941876
279,ENSG00000159023,11257.95013,0.609770287,0.316334983,1.927609403,0.053903728,0.25348537
280,ENSG00000253304,16.88111025,-0.207265563,0.375496303,-0.551977641,0.580963672,NA
281,ENSG00000116350,804.3160637,0.075047763,0.075491442,0.994122794,0.32016309,0.577317971
282,ENSG00000116353,53.27496832,-0.182563406,0.213010627,-0.857062433,0.391410381,NA
283,ENSG00000162510,5.368760502,-0.597819825,0.748671666,-0.798507346,0.424576132,NA
284,ENSG00000162511,7733.466606,0.210929729,0.105643335,1.99662126,0.045866342,0.23930771
285,ENSG00000162512,31.1521587,0.257874473,0.366889539,0.702866789,0.48213877,NA
286,ENSG00000134644,795.1564329,-0.062294966,0.074709142,-0.833833238,0.404374962,0.647585573
287,ENSG00000060688,156.7252388,-0.092062583,0.129128287,-0.712954419,0.475873963,0.703919825
288,ENSG00000121766,53.26983017,-0.118645456,0.184888769,-0.641712618,0.521059795,NA
289,ENSG00000121769,27.44899685,-0.425904775,0.32608507,-1.306115534,0.191513271,NA
290,ENSG00000168528,52.11112391,0.291306714,0.436490473,0.667383899,0.504526948,NA
291,ENSG00000121764,24.06012118,-0.143432561,0.283210179,-0.506452705,0.612538883,NA
292,ENSG00000162517,136.6160941,0.163254556,0.123894129,1.317694043,0.18760609,0.442679353
293,ENSG00000121753,12.77478623,-1.409530821,0.505100615,-2.790594146,0.00526114,NA
294,ENSG00000134668,18.97984429,-0.36311811,0.515332331,-0.70462901,0.48104114,NA
295,ENSG00000184007,1133.480721,0.042771967,0.071553518,0.597761899,0.549998817,0.759096003
