AIHelite.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2555,ENSG00000007402,62.13620848,-0.174605627,0.341907008,-0.510681627,0.609574008,NA
2556,ENSG00000088543,50.78565165,-0.284955293,0.209997847,-1.356943883,0.174799042,NA
2557,ENSG00000114735,372.3255801,-0.36108434,0.106743755,-3.382720998,0.000717715,0.025828173
2558,ENSG00000114737,581.8910184,0.047464103,0.132525349,0.35815113,0.720230217,0.829840493
2559,ENSG00000114738,1143.660516,0.180433673,0.093239242,1.935168815,0.052969583,0.161858513
2560,ENSG00000088538,43.83435114,-0.279003345,0.260282578,-1.07192478,0.283753819,NA
2561,ENSG00000145050,71.44857473,-0.20751576,0.169296028,-1.225756815,0.220290203,NA
2562,ENSG00000259956,560.1422363,-0.017839991,0.083408137,-0.213887892,0.830634482,0.902175909
2563,ENSG00000145041,270.0193464,-0.188442202,0.108357736,-1.73907474,0.082021617,0.20864877
2564,ENSG00000164080,346.4910865,-0.101298236,0.115202983,-0.879302189,0.379237449,0.552441161
2565,ENSG00000164081,245.3327742,-0.187363987,0.103742924,-1.806041121,0.070911917,0.190434496
2566,ENSG00000164082,15.6271733,-0.769784436,0.402107925,-1.914372704,0.055572551,NA
2567,ENSG00000114767,58.27177394,-0.069253623,0.201065037,-0.344433939,0.730519969,NA
2568,ENSG00000041880,43.02007707,-0.036633718,0.297660441,-0.123072176,0.902049944,NA
2569,ENSG00000090097,42.15339956,-0.550775469,0.220090809,-2.502491911,0.012332244,NA
2570,ENSG00000114779,144.3281157,-0.092891697,0.149683322,-0.620588153,0.534870637,NA
2571,ENSG00000248487,27.59437158,-0.851515828,0.278860138,-3.053558796,0.002261444,NA
2572,ENSG00000162244,1525.583765,-0.046739327,0.12840387,-0.36400248,0.715856158,0.826565035
2573,ENSG00000164086,423.2856759,-0.195103577,0.095967824,-2.033010312,0.042051481,0.141948448
2574,ENSG00000164087,20.16256259,-0.600598267,0.390642673,-1.537462003,0.124180213,NA
2575,ENSG00000023330,264.2388836,-0.031892418,0.12544095,-0.25424248,0.799308234,0.882705779
2576,ENSG00000239732,18.98875377,0.463832783,0.384629344,1.205921469,0.227847772,NA
2577,ENSG00000247596,354.722994,-0.002140459,0.124824802,-0.017147706,0.986318781,0.995204393
2578,ENSG00000164088,684.6187516,0.022217106,0.093253921,0.238243131,0.811692526,0.889286839
2579,ENSG00000164091,1364.062863,0.054177633,0.074305526,0.729119828,0.465928367,0.630030391
2580,ENSG00000168237,127.4924675,-0.103624862,0.153758992,-0.673943427,0.500347281,NA
2581,ENSG00000114841,1020.372487,-0.15975902,0.088437122,-1.806470131,0.070844936,0.190353889
2582,ENSG00000163930,572.4309241,0.01172615,0.083867594,0.139817408,0.888804259,0.940001056
2583,ENSG00000010318,49.13667245,-0.19579059,0.234043253,-0.836557291,0.402841461,NA
2584,ENSG00000010319,10.10060201,-0.203660843,0.508195251,-0.400753141,0.688601882,NA
2585,ENSG00000010322,939.256355,-0.112116603,0.077877342,-1.439656247,0.149964678,0.305244845
2586,ENSG00000010327,816.7155844,0.207908672,0.152311224,1.365025284,0.172245103,0.334452902
2587,ENSG00000168268,24.50078851,-0.241599084,0.293257695,-0.823845675,0.410027251,NA
2588,ENSG00000168273,36.85690032,-0.200646765,0.240276565,-0.835065898,0.403680606,NA
2589,ENSG00000163939,568.0791915,-0.136384558,0.078975927,-1.726913032,0.084183284,0.212131823
2590,ENSG00000163938,88.4634038,-0.387489643,0.202920502,-1.909563793,0.056189401,NA
2591,ENSG00000016864,92.0169759,-0.053208597,0.17821351,-0.298566572,0.765270774,NA
2592,ENSG00000114902,156.0833484,-0.059839185,0.125822405,-0.475584492,0.634370426,NA
2593,ENSG00000114904,157.3796125,-0.092138085,0.128535114,-0.716832014,0.473477755,NA
2594,ENSG00000162267,9.77151842,-0.797097755,0.644196618,-1.23735166,0.215956557,NA
2595,ENSG00000243696,7.637585632,-0.97148771,0.500989364,-1.93913839,0.052484489,NA
2596,ENSG00000213533,20.73942538,0.06659781,0.304380878,0.218797615,0.826807705,NA
2597,ENSG00000163935,111.2580708,-0.101982531,0.183799509,-0.554857473,0.578992152,NA
2598,ENSG00000272305,17.54486776,-0.357060217,0.408912689,-0.87319427,0.382557198,NA
2599,ENSG00000163933,167.1815822,-0.066257216,0.133531016,-0.496193451,0.619757931,NA
2600,ENSG00000163932,1862.353427,0.382932838,0.141217988,2.711643497,0.006695056,0.057183402
2601,ENSG00000163931,4652.628347,0.407364303,0.137246303,2.968125871,0.002996216,0.040613957
2602,ENSG00000272886,319.7864761,-0.027015947,0.112406477,-0.240341546,0.81006549,0.888194383
2603,ENSG00000157388,32.41914035,0.034820217,0.34643218,0.10051092,0.919938714,NA
2604,ENSG00000016391,9.565176219,-0.1506536,0.577603641,-0.260825226,0.79422729,NA
2605,ENSG00000056736,22.90643422,-0.275741753,0.339546987,-0.812087174,0.416741612,NA
2606,ENSG00000113812,155.4870327,-0.104812508,0.124183571,-0.844012677,0.398662322,NA
2607,ENSG00000113811,169.5379984,0.54374358,0.235536816,2.308529048,0.020969729,NA
2608,ENSG00000157445,29.72464387,-0.240147345,0.308773523,-0.777745912,0.43671882,NA
2609,ENSG00000180376,174.1104099,-0.023984053,0.175372272,-0.136760804,0.891219866,NA
2610,ENSG00000163946,800.0081947,-0.029962586,0.083458929,-0.359009955,0.719587642,0.829631374
2611,ENSG00000163947,804.6601456,-0.06209729,0.093078528,-0.667149466,0.504676666,0.66558628
2612,ENSG00000157500,255.9766011,-0.095733737,0.120594796,-0.793846335,0.427284894,0.596792625
2613,ENSG00000239388,30.36751219,-0.33313514,0.316404131,-1.052878605,0.292396633,NA
2614,ENSG00000174844,7.045666352,-1.103723809,0.627399433,-1.759204347,0.078542806,NA
2615,ENSG00000174840,272.4552633,-0.05429041,0.089184427,-0.608743168,0.542694689,0.697096974
2616,ENSG00000168374,262.1484589,0.161625531,0.109169766,1.480497178,0.138740613,0.292205162
2617,ENSG00000174839,263.0509838,-0.057810393,0.114931858,-0.502997115,0.6149663,0.754280411
2618,ENSG00000163681,750.505558,0.215592105,0.083267548,2.589149193,0.00962134,0.066414313
2619,ENSG00000136068,433.0607729,-0.232380043,0.144379787,-1.609505378,0.10750588,0.248210753
2620,ENSG00000163687,6.028536607,-0.744167364,0.734995702,-1.012478524,0.31130931,NA
2621,ENSG00000163686,74.91330766,-0.141361496,0.1906433,-0.741497319,0.458391957,NA
2622,ENSG00000163684,80.70735948,-0.199385258,0.154691591,-1.288921115,0.197425513,NA
2623,ENSG00000168297,497.4532902,0.304209898,0.13226949,2.299924929,0.021452473,0.097931224
2624,ENSG00000168291,140.577253,0.227579152,0.128234949,1.774704593,0.075946677,NA
2625,ENSG00000168301,38.10844311,-0.581125541,0.259085793,-2.242984971,0.024897784,NA
2626,ENSG00000168306,7.795156082,-0.479324322,0.665765422,-0.719959773,0.471549764,NA
2627,ENSG00000189283,120.568632,-0.483879024,0.259721645,-1.863067763,0.062452733,NA
2628,ENSG00000144724,7.183378587,-1.853776514,0.8115111,-2.284351395,0.022350888,NA
2629,ENSG00000163632,18.66507597,-0.203991225,0.42953014,-0.47491714,0.634846034,NA
2630,ENSG00000163634,62.87984953,0.165714523,0.16556239,1.000918888,0.316866024,NA
2631,ENSG00000163635,1276.804236,0.251846785,0.080317162,3.135653424,0.001714717,0.033327598
2632,ENSG00000163636,479.2269798,0.139945658,0.086299713,1.621623682,0.104883949,0.245197051
2633,ENSG00000144741,90.77092427,-0.132413111,0.192166954,-0.689052455,0.490790259,NA
2634,ENSG00000144749,288.994687,-0.045631893,0.140973113,-0.323692172,0.746171098,0.848143101
2635,ENSG00000163376,42.97659336,-0.364422531,0.258273243,-1.410996068,0.158245773,NA
2636,ENSG00000172340,230.2512517,-0.078070545,0.156016936,-0.500397885,0.616794942,0.755493328
2637,ENSG00000183662,11.14653316,-0.740006561,0.471635023,-1.569023769,0.116642401,NA
2638,ENSG00000163378,54.03349708,-0.165866525,0.241717725,-0.686199263,0.492587463,NA
2639,ENSG00000144747,302.9053186,0.111406046,0.108367709,1.028037295,0.303932285,0.483960612
2640,ENSG00000144744,267.1732138,0.064182658,0.106047275,0.605226849,0.545028279,0.698827232
2641,ENSG00000144746,745.2521737,-0.053566008,0.078677794,-0.680827521,0.495980634,0.657491027
2642,ENSG00000163380,11.91925414,-0.980216094,0.359777947,-2.724502993,0.006439835,NA
2643,ENSG00000114541,147.851156,0.14583562,0.138729178,1.051225283,0.293155134,NA
2644,ENSG00000187098,32.64014261,-0.125520227,0.316793624,-0.396220813,0.691942139,NA
2645,ENSG00000114861,1372.656914,0.028455407,0.076612429,0.371420244,0.710324549,0.822288638
2646,ENSG00000163412,1024.197973,0.263648965,0.118685244,2.221413178,0.026322989,0.109943424
2647,ENSG00000170837,145.3184251,0.51897952,0.234526424,2.212882932,0.026905718,NA
2648,ENSG00000163421,855.5577588,0.548698803,0.255568044,2.146977355,0.031795084,0.121215975
2649,ENSG00000163602,519.1287395,0.247260986,0.129455606,1.910006008,0.05613244,0.166451106
2650,ENSG00000144736,92.35574672,-0.337753291,0.160226669,-2.107971747,0.035033433,NA
2651,ENSG00000163605,273.5040167,0.051126239,0.13164767,0.388356576,0.697752174,0.813491628
2652,ENSG00000255423,33.54541405,0.002533187,0.216963877,0.011675616,0.990684418,NA
2653,ENSG00000227124,65.63000044,-0.375585541,0.197909753,-1.897761656,0.057727486,NA
2654,ENSG00000169855,11.22981077,0.153773223,0.679250835,0.226386506,0.820900822,NA
2655,ENSG00000114480,160.8202118,0.434967346,0.143136866,3.038821215,0.002375058,NA
2656,ENSG00000083937,152.0946663,0.051120735,0.113687547,0.449659934,0.652955665,NA
2657,ENSG00000163320,665.0556074,0.0499071,0.061301034,0.814131461,0.415569644,0.58631598
2658,ENSG00000175105,94.67981616,6.76E-05,0.18879081,0.000358178,0.999714215,NA
2659,ENSG00000179021,132.0249614,-0.214307383,0.134006428,-1.599232118,0.109769036,NA
2660,ENSG00000184500,31.15047989,-0.103962071,0.435692514,-0.238613398,0.811405375,NA
2661,ENSG00000169379,45.81844398,-0.375662057,0.224619374,-1.672438357,0.094437914,NA
2662,ENSG00000178700,58.12164858,-0.351826768,0.213095962,-1.651025033,0.098733464,NA
2663,ENSG00000178694,173.6794171,0.116301204,0.163602715,0.710875756,0.47716123,NA
2664,ENSG00000113966,20.00870756,-0.545825295,0.374673294,-1.456803313,0.145170681,NA
2665,ENSG00000080200,130.0936219,-0.118585932,0.175839776,-0.674397651,0.500058536,NA
2666,ENSG00000170854,113.8103994,-0.393243766,0.150697777,-2.609486181,0.009067831,NA
2667,ENSG00000080822,159.9019401,-0.069410029,0.15298017,-0.453719125,0.650031,NA
2668,ENSG00000080819,146.1308004,-0.037534088,0.137382653,-0.273208353,0.784693059,NA
2669,ENSG00000154165,41.04566957,0.966186028,0.525627473,1.838157396,0.066039216,NA
2670,ENSG00000064225,173.9272913,0.458261623,0.184054268,2.489817968,0.012780854,NA
2671,ENSG00000057019,27.05827535,-0.501997557,0.320690679,-1.565363727,0.117497648,NA
2672,ENSG00000184220,42.67932996,-0.37000996,0.300441761,-1.231553026,0.218116097,NA
2673,ENSG00000168386,47.94311785,-0.382876945,0.27786602,-1.377919273,0.168228214,NA
2674,ENSG00000036054,231.082215,0.067847584,0.129944502,0.522127393,0.601581635,0.744427389
2675,ENSG00000114021,128.5805657,-0.451176551,0.163724159,-2.755711509,0.005856463,NA
2676,ENSG00000154174,184.5202157,-0.209844392,0.137436051,-1.526851149,0.126798029,NA
2677,ENSG00000114354,253.1364665,0.186741418,0.102808901,1.816393488,0.069310033,0.18781953
2678,ENSG00000154175,33.28532151,-0.4924641,0.269477604,-1.827476916,0.067628094,NA
2679,ENSG00000081148,17.17718695,-0.531314995,0.351690914,-1.510744158,0.130853647,NA
2680,ENSG00000138468,365.8402433,-0.051465809,0.101262751,-0.508240283,0.611284844,0.751130341
2681,ENSG00000174173,36.64546433,-0.0308833,0.345403853,-0.089412146,0.928754371,NA
2682,ENSG00000081154,328.9301218,-0.133902893,0.107230713,-1.248736392,0.211761505,0.380775685
2683,ENSG00000066422,273.4671103,0.013970475,0.108396839,0.128882679,0.897450483,0.945580273
2684,ENSG00000114391,450.6130031,-0.067664544,0.188709947,-0.358563741,0.719921476,0.829839019
2685,ENSG00000182504,118.7416266,0.087989588,0.176290119,0.499118096,0.61769619,NA
2686,ENSG00000144815,317.5702442,0.055483741,0.100065917,0.554471922,0.579255916,0.726661268
2687,ENSG00000144802,999.6470877,0.309912082,0.10279055,3.014986113,0.00256991,0.038427633
2688,ENSG00000170017,170.3102546,0.098463893,0.146201595,0.673480293,0.500641782,NA
2689,ENSG00000114423,516.4141754,-0.106350367,0.125328259,-0.848574519,0.39611809,0.568486107
2690,ENSG00000114439,565.5318566,0.159103843,0.078369819,2.030167294,0.042339537,0.14203724
2691,ENSG00000196776,1583.250941,-0.125121037,0.072916332,-1.715953522,0.08617055,0.215797583
2692,ENSG00000114446,57.2850546,-0.40894573,0.233253052,-1.75322778,0.079562916,NA
2693,ENSG00000163507,29.04317651,-0.251237531,0.342735755,-0.733035662,0.463536679,NA
2694,ENSG00000198919,94.68703238,-0.419286386,0.178493628,-2.349027194,0.018822532,NA
2695,ENSG00000163519,169.6040333,-0.424193515,0.209126123,-2.028409978,0.042518423,NA
2696,ENSG00000177707,17.69519018,-0.640815382,0.406891305,-1.574905569,0.115278243,NA
2697,ENSG00000153283,495.3267486,-0.225149444,0.139443828,-1.61462467,0.106392,0.247118767
2698,ENSG00000177494,81.77980875,-0.252425594,0.207719002,-1.215226299,0.224279793,NA
2699,ENSG00000240891,58.69716579,-0.113434465,0.224714096,-0.504794614,0.613703099,NA
2700,ENSG00000144824,53.32612921,-0.579752132,0.31840757,-1.820786271,0.068639352,NA
2701,ENSG00000144827,104.9428837,-0.211470427,0.170684477,-1.238955243,0.215362074,NA
2702,ENSG00000114529,29.20363286,-0.606627259,0.341771633,-1.774949119,0.075906289,NA
2703,ENSG00000174500,55.68996435,-0.6568645,0.240138578,-2.735356002,0.006231284,NA
2704,ENSG00000091972,28.82708728,-0.831276009,0.409481615,-2.030069188,0.042349507,NA
2705,ENSG00000186265,136.0178386,-0.505510412,0.208296604,-2.426877835,0.015229383,NA
2706,ENSG00000144848,303.5121422,0.341498301,0.114456747,2.983645002,0.00284837,0.040040373
2707,ENSG00000138459,168.8592409,0.092501714,0.125115681,0.739329502,0.459706939,NA
2708,ENSG00000091986,16.67516483,-0.913010373,0.475318585,-1.920838783,0.054752035,NA
2709,ENSG00000163606,73.09800388,-0.594710516,0.21665583,-2.744955058,0.006051918,NA
2710,ENSG00000163607,50.80023037,-0.20129815,0.223617462,-0.900189763,0.368019273,NA
2711,ENSG00000163608,208.3724007,-0.146735207,0.147424097,-0.99532715,0.319577177,0.495959541
2712,ENSG00000144857,8.125015437,-1.530205323,0.788309383,-1.941122809,0.052243383,NA
2713,ENSG00000206530,82.58142211,-0.301600135,0.198702293,-1.517849297,0.129052394,NA
2714,ENSG00000163611,124.184606,0.002396097,0.159096883,0.015060618,0.98798382,NA
2715,ENSG00000072858,391.761023,-0.303320659,0.144818156,-2.094493307,0.036216059,0.13111622
2716,ENSG00000176542,690.415653,0.138036072,0.074523699,1.852243959,0.063990799,0.180565778
2717,ENSG00000121579,570.3237957,-0.029037182,0.086449597,-0.335885684,0.736957073,0.841576233
2718,ENSG00000114573,802.9952168,0.316964169,0.145409824,2.179798861,0.029272374,0.116364726
2719,ENSG00000178075,70.32039275,-0.112574306,0.236885945,-0.47522577,0.634626061,NA
2720,ENSG00000184307,46.79082129,-0.332767621,0.246165051,-1.351806928,0.176437087,NA
2721,ENSG00000163617,54.24705727,-0.012109712,0.181089568,-0.066871396,0.946684085,NA
2722,ENSG00000151576,171.6696527,-0.014664156,0.105658897,-0.138787709,0.889617907,NA
2723,ENSG00000174255,21.8182436,0.160690405,0.386939308,0.415285812,0.677932686,NA
2724,ENSG00000181847,163.8353172,-0.060490566,0.173382609,-0.34888485,0.727175759,NA
2725,ENSG00000181722,336.9687009,0.068776804,0.115772818,0.594066945,0.552467338,0.704470646
2726,ENSG00000114638,5.324791552,0.001622238,0.825409019,0.001965375,0.998431859,NA
2727,ENSG00000121578,111.7581906,0.112320049,0.185824038,0.604443052,0.54554912,NA
2728,ENSG00000031081,257.5920421,0.029070369,0.12865767,0.225951305,0.821239294,0.897196865
2729,ENSG00000176142,179.1838029,0.079022029,0.107865499,0.732597813,0.463803765,NA
2730,ENSG00000163389,148.379183,-0.185386333,0.147049195,-1.260709614,0.207413489,NA
2731,ENSG00000113845,154.7220489,-0.214681902,0.143142824,-1.499774111,0.133672926,NA
2732,ENSG00000121594,8.950769515,-0.031289734,0.53583968,-0.058393836,0.953434924,NA
2733,ENSG00000144843,72.83736395,0.451039763,0.185612745,2.430004268,0.015098645,NA
2734,ENSG00000121577,16.19358279,0.311067025,0.335681206,0.926673939,0.354095853,NA
2735,ENSG00000138495,73.22029252,-0.22343791,0.176076641,-1.268980987,0.204447845,NA
2736,ENSG00000082701,915.0328073,0.235403962,0.100350962,2.345806733,0.018985949,0.092384645
2737,ENSG00000163428,279.7476045,-0.26814355,0.103065068,-2.60169188,0.009276515,0.065457033
2738,ENSG00000163430,39.93577465,-0.120003144,0.544402234,-0.220431029,0.825535482,NA
2739,ENSG00000065518,105.7319892,0.018183553,0.143017888,0.127141806,0.898828164,NA
2740,ENSG00000113924,19.44765604,-0.277901513,0.38131415,-0.728799371,0.466124396,NA
2741,ENSG00000144840,76.54950854,-0.425000821,0.157956718,-2.690615667,0.007132031,NA
2742,ENSG00000153767,87.48626758,0.018349052,0.162851421,0.112673578,0.910289349,NA
2743,ENSG00000051341,20.9563892,0.726483399,0.417612359,1.739611829,0.081927201,NA
2744,ENSG00000163833,21.80934017,0.158404913,0.353445811,0.448173124,0.654028258,NA
2745,ENSG00000180353,3491.72265,0.335739968,0.103313828,3.249709898,0.001155228,0.029665112
2746,ENSG00000173230,676.4866392,0.098643505,0.083255934,1.184822523,0.236087625,0.409473219
2747,ENSG00000173226,106.1961239,-0.407550636,0.174794273,-2.331601764,0.019721651,NA
2748,ENSG00000145088,41.89082673,-0.293990626,0.268674131,-1.094227513,0.273855208,NA
2749,ENSG00000163406,92.59332838,0.056140952,0.253158272,0.221762265,0.824498956,NA
2750,ENSG00000114013,183.1716644,0.158752902,0.16679288,0.951796634,0.34120013,NA
2751,ENSG00000121552,51.72549189,0.47504469,0.279767254,1.697999614,0.089507835,NA
2752,ENSG00000160124,23.59473538,-0.090698525,0.329969245,-0.274869632,0.783416399,NA
2753,ENSG00000114023,57.21039936,-0.136902369,0.199002017,-0.687944627,0.491487652,NA
2754,ENSG00000196981,71.61555985,-0.136315315,0.154914572,-0.87993862,0.378892562,NA
2755,ENSG00000114030,432.8267447,0.115155711,0.088445638,1.301994236,0.192918356,0.357737302
2756,ENSG00000138496,974.9228308,0.663230281,0.163878797,4.047078052,5.19E-05,0.011651667
2757,ENSG00000163840,950.7963838,0.351210998,0.149982931,2.341673122,0.01919752,0.09269071
2758,ENSG00000173200,424.4271394,-0.152919246,0.159761763,-0.957170501,0.338481204,0.514147661
2759,ENSG00000173193,2686.85743,0.559517272,0.175726656,3.184020476,0.001452447,0.032264654
2760,ENSG00000169087,319.0336653,0.380373186,0.120423355,3.158633035,0.001585109,0.032909311
2761,ENSG00000138463,292.9005572,0.412400508,0.140534964,2.934504669,0.003340805,0.04220383
2762,ENSG00000065485,36.56079701,-0.190111364,0.264565715,-0.718578988,0.472400363,NA
2763,ENSG00000121542,59.7380592,-0.265637478,0.181581605,-1.462909629,0.143492109,NA
2764,ENSG00000173175,14.35914642,-0.68021565,0.488461349,-1.392568014,0.163750461,NA
2765,ENSG00000206527,158.3842475,-0.003354588,0.144654927,-0.023190279,0.981498493,NA
2766,ENSG00000065534,143.7715473,0.000522201,0.157365988,0.003318388,0.997352314,NA
2767,ENSG00000175455,176.5173273,-0.191442412,0.148175181,-1.292000525,0.196356963,NA
2768,ENSG00000160145,47.58382927,-0.5151969,0.272321026,-1.89187338,0.058507853,NA
2769,ENSG00000114491,142.1054134,-0.351344896,0.155068602,-2.265738472,0.023467401,NA
2770,ENSG00000082781,119.156319,-0.19584032,0.333091486,-0.587947542,0.556567504,NA
2771,ENSG00000173706,272.1691731,-0.153189466,0.156019852,-0.981858811,0.32616941,0.502472168
2772,ENSG00000163848,566.4510927,0.063228001,0.085441455,0.740015498,0.45929059,0.624024819
2773,ENSG00000114520,65.43497104,0.068964123,0.232994178,0.295990757,0.76723714,NA
2774,ENSG00000144909,571.2019163,0.225212379,0.114596831,1.965258352,0.049384343,0.155069825
2775,ENSG00000114547,12.12274564,-0.047596637,0.554703285,-0.085805579,0.931620971,NA
2776,ENSG00000114544,120.7847746,-0.43718226,0.131097298,-3.334792302,0.000853631,NA
2777,ENSG00000163885,35.06329399,-0.119732261,0.2600855,-0.46035731,0.645259771,NA
2778,ENSG00000070476,850.5556249,0.065337135,0.071143675,0.918382917,0.358418431,0.533722122
2779,ENSG00000180767,84.56010051,-0.121040856,0.301212282,-0.401845684,0.687797599,NA
2780,ENSG00000180697,12.03286357,0.665738567,0.544352242,1.22299224,0.221332627,NA
2781,ENSG00000197763,9.59303296,-0.319112101,0.642816747,-0.496427796,0.619592618,NA
2782,ENSG00000159685,38.0756281,-0.455464989,0.316331839,-1.4398329,0.149914681,NA
2783,ENSG00000114554,145.9540217,-0.502781625,0.162026522,-3.103082249,0.001915164,NA
2784,ENSG00000163870,206.2537011,-0.082822515,0.119896719,-0.690782164,0.489702446,0.651568598
2785,ENSG00000073111,72.68735432,-0.075642972,0.18782668,-0.402727515,0.68714869,NA
2786,ENSG00000114631,32.09907588,-0.604106933,0.295157727,-2.046725792,0.040685015,NA
2787,ENSG00000114626,4630.965649,0.338716344,0.162946198,2.078700499,0.037644887,0.133487408
2788,ENSG00000074416,141.880307,-0.002571933,0.26095836,-0.009855723,0.992136398,NA
2789,ENSG00000058262,693.8716538,0.003971986,0.083242775,0.047715684,0.961942835,0.982510392
2790,ENSG00000175792,149.2207569,0.074529768,0.130028323,0.573181032,0.566522126,NA
2791,ENSG00000132394,114.4502047,-0.177697613,0.135380037,-1.312583575,0.189323307,NA
2792,ENSG00000179348,281.6161096,0.285642987,0.355596971,0.803277334,0.421814456,0.591583037
2793,ENSG00000163902,922.0723422,0.065963048,0.085185668,0.774344442,0.438727129,0.60584524
2794,ENSG00000075785,1553.616047,0.285623721,0.10940702,2.610652596,0.009036964,0.065303258
2795,ENSG00000177646,197.0132016,0.029920107,0.137396475,0.217764732,0.827612425,NA
2796,ENSG00000114656,113.1085704,0.480540423,0.225685667,2.129246528,0.033233869,NA
2797,ENSG00000169704,148.5033992,0.102371203,0.322538976,0.31739173,0.750946382,NA
2798,ENSG00000172780,141.7524835,0.307504236,0.153635196,2.001522071,0.045336158,NA
2799,ENSG00000240682,67.45883251,0.057978071,0.170955203,0.339141893,0.73450284,NA
2800,ENSG00000169714,1367.115896,0.183478308,0.071701072,2.558933946,0.010499369,0.06861452
2801,ENSG00000181789,656.6611141,0.099865155,0.097192757,1.027495857,0.304187035,0.48422342
2802,ENSG00000183624,188.8426497,-0.052845074,0.118653594,-0.445372719,0.656050424,NA
2803,ENSG00000184897,188.5774182,-0.030121028,0.132960616,-0.226540977,0.820780693,NA
2804,ENSG00000172771,38.26226277,0.280472009,0.357802528,0.78387375,0.433114194,NA
2805,ENSG00000129071,289.189996,0.015297958,0.105493384,0.145013436,0.884700264,0.936578157
2806,ENSG00000163913,115.992878,0.071924742,0.134485611,0.534813665,0.592778713,NA
2807,ENSG00000004399,794.8366828,0.134835933,0.13283892,1.01503334,0.310089935,0.489820336
2808,ENSG00000172765,553.6440651,0.179180063,0.138957773,1.289456926,0.197239282,0.362814438
2809,ENSG00000251287,8.462113929,0.128434428,0.599087954,0.21438326,0.830248195,NA
2810,ENSG00000206384,30.96112255,-0.23168201,0.35066166,-0.660699575,0.508804996,NA
2811,ENSG00000196455,264.1043885,0.130446322,0.07673849,1.699881263,0.089153262,0.220970784
2812,ENSG00000017260,297.1212712,0.053338822,0.0966892,0.551652326,0.581186579,0.728427346
2813,ENSG00000034533,83.36819224,-0.194633247,0.158436707,-1.228460571,0.219274122,NA
2814,ENSG00000114670,23.70089028,-0.387595062,0.323813042,-1.196971747,0.231317567,NA
2815,ENSG00000198585,348.3027978,0.459106127,0.124835316,3.677694277,0.000235352,0.015908612
2816,ENSG00000114686,117.19381,-0.217019402,0.182808999,-1.187137409,0.235173425,NA
2817,ENSG00000014257,270.3573362,0.386309528,0.179281557,2.154764467,0.03118027,0.121087121
2818,ENSG00000138246,510.238945,0.225921006,0.103579297,2.181140562,0.029173021,0.116163316
2819,ENSG00000129048,9.171914173,0.441477026,0.534816911,0.825473199,0.409102993,NA
2820,ENSG00000081307,86.86303439,-0.224532674,0.207344272,-1.082897889,0.278853749,NA
2821,ENSG00000113971,46.16419271,-0.225252419,0.208724565,-1.079184995,0.280505267,NA
2822,ENSG00000144868,11.08506588,-0.407993103,0.519434336,-0.785456553,0.432185934,NA
2823,ENSG00000170819,7.881658667,-1.452080866,0.624930272,-2.323588618,0.020147553,NA
2824,ENSG00000091527,883.4610264,0.177309549,0.079443882,2.231884239,0.025622615,0.108309221
2825,ENSG00000163781,307.4226261,0.082193985,0.081832082,1.004422512,0.315175003,0.491851595
2826,ENSG00000144867,123.3061107,0.082332379,0.138888349,0.592795437,0.553318062,NA
2827,ENSG00000154917,50.85125354,0.436421708,0.315299668,1.384148961,0.166312848,NA
2828,ENSG00000163785,169.1686324,-0.161696155,0.136725391,-1.18263443,0.236954061,NA
2829,ENSG00000129055,91.92493469,0.001027042,0.15758582,0.00651735,0.994799944,NA
2830,ENSG00000182923,592.0148666,0.283399489,0.147527218,1.92099799,0.054731961,0.1639529
2831,ENSG00000154928,608.08764,0.457641937,0.198901467,2.300847471,0.021400254,0.097931224
2832,ENSG00000174611,1101.278772,0.361276367,0.198063579,1.824042402,0.068145662,0.186159051
2833,ENSG00000073711,90.87981269,-0.144823543,0.163466876,-0.885950394,0.375644259,NA
2834,ENSG00000174579,1140.687083,0.104011837,0.076645909,1.357043553,0.174767372,0.337529258
2835,ENSG00000114054,122.1929942,-0.14360566,0.191184844,-0.751135168,0.452571313,NA
2836,ENSG00000118007,415.3382782,0.037113667,0.100839858,0.36804561,0.712839225,0.824624382
2837,ENSG00000168917,13.7664163,-0.330163313,0.408039287,-0.809145893,0.418431233,NA
2838,ENSG00000158092,154.4867603,0.072456447,0.132864538,0.54534075,0.585519182,NA
2839,ENSG00000174564,10.75029912,0.401763185,0.461824124,0.869948457,0.384328572,NA
2840,ENSG00000158163,12.50488381,0.091683457,0.547610318,0.167424634,0.867035943,NA
2841,ENSG00000138231,114.0884985,0.046693125,0.140269354,0.332881869,0.739223456,NA
2842,ENSG00000114098,432.2792673,0.212573133,0.083337721,2.550743296,0.010749347,0.069657832
2843,ENSG00000181322,42.68717994,0.063989172,0.227178516,0.281669115,0.778197239,NA
2844,ENSG00000158186,33.38870874,-0.125717413,0.2904154,-0.432888246,0.66509596,NA
2845,ENSG00000158220,9.788722917,-1.531080106,0.562804065,-2.720449621,0.006519321,NA
2846,ENSG00000114107,26.02648997,-0.001651809,0.295208181,-0.005595403,0.995535538,NA
2847,ENSG00000158234,25.74325961,-0.513247138,0.35949783,-1.427677986,0.153384565,NA
2848,ENSG00000051382,404.8847891,0.135199796,0.092346339,1.464051497,0.143179878,0.297263455
2849,ENSG00000175110,75.45858698,-0.122061625,0.177726283,-0.686795575,0.492211559,NA
