AIHpartial.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
64,ENSG00000158292,30.49140783,-0.820919436,0.340040793,-2.414179276,0.015770701,0.364936084
65,ENSG00000097021,39.49107383,-0.130227821,0.224519925,-0.580027901,0.561895803,0.870908234
66,ENSG00000187017,348.399287,-0.473652089,0.433997474,-1.091370614,0.275109837,0.726482967
67,ENSG00000215788,212.3636576,-0.304387085,0.176376684,-1.725778482,0.084387272,0.542542841
68,ENSG00000171680,31.94768612,-0.288882257,0.335120678,-0.862024565,0.388674,0.784658483
69,ENSG00000162408,320.247621,-0.081057274,0.111330979,-0.728074746,0.466567832,0.823358826
70,ENSG00000204859,432.8545319,0.189340431,0.100443777,1.88503895,0.059424579,0.503883773
71,ENSG00000162413,1588.164629,0.13977989,0.123078186,1.13569995,0.256082161,0.712274283
72,ENSG00000116273,98.47426671,0.003717988,0.179703788,0.020689535,0.983493317,0.995108458
73,ENSG00000041988,76.11771379,0.200959362,0.174506346,1.151587702,0.249490537,0.709588415
74,ENSG00000007923,146.7707806,0.137370302,0.12310215,1.115904977,0.264462811,0.721092023
75,ENSG00000171735,91.47409744,-0.132849154,0.159311401,-0.833896088,0.404339542,0.794749287
76,ENSG00000049245,366.0261803,0.168961132,0.094222642,1.793211572,0.0729391,0.529199783
77,ENSG00000049246,46.05187818,0.44204402,0.251734117,1.75599567,0.079089148,0.537218301
78,ENSG00000049249,84.03135844,0.091781169,0.249086607,0.368470913,0.71252213,0.922349821
79,ENSG00000116288,275.497906,0.16055293,0.090222507,1.77952193,0.075154233,0.532447236
80,ENSG00000116285,10.5393707,-0.596834594,0.468511175,-1.273896176,0.202700214,0.669140028
81,ENSG00000162426,7.794021098,-0.772814879,0.597673716,-1.293038088,0.195997886,0.662793669
82,ENSG00000142599,2165.333935,-0.00087717,0.105876862,-0.00828481,0.993389754,0.997942349
83,ENSG00000074800,2174.416829,0.123764385,0.096312232,1.285032889,0.198780791,0.665215775
84,ENSG00000131686,81.50631558,0.025197999,0.290305271,0.086798283,0.930831853,0.982177575
85,ENSG00000142583,18.90568734,0.157664668,0.388222343,0.406119512,0.68465479,0.913775731
86,ENSG00000180758,80.18493799,-0.19322702,0.214012046,-0.902879175,0.366590024,0.77416669
87,ENSG00000049239,809.2628416,-0.034456351,0.103032307,-0.334422785,0.738060549,0.930096705
88,ENSG00000171621,26.46004476,0.127064986,0.313631309,0.405141268,0.685373674,0.913775731
89,ENSG00000171612,37.71853294,0.0700628,0.279070525,0.251057686,0.80176951,0.950298028
90,ENSG00000188807,77.57927029,-0.088507187,0.165209622,-0.535726589,0.592147524,0.882738439
91,ENSG00000171608,4619.359243,-0.020712907,0.112082296,-0.184800883,0.853385216,0.962144104
92,ENSG00000171603,701.5498792,-0.145197827,0.116483905,-1.246505496,0.212578873,0.679711786
93,ENSG00000178585,74.38832764,-0.225654256,0.168570895,-1.338631185,0.180690769,0.650626062
94,ENSG00000162441,99.95936281,-0.000912977,0.137384322,-0.006645422,0.994697759,0.998302128
95,ENSG00000173614,72.8655848,0.468949947,0.183808517,2.551296071,0.010732311,0.351454629
96,ENSG00000162444,37.91003493,0.363521585,0.303717768,1.196905888,0.231343239,0.69965878
97,ENSG00000130939,750.0209286,0.076676607,0.087657974,0.874724835,0.381723644,0.781077876
98,ENSG00000054523,728.6003957,0.146633827,0.137583798,1.065778307,0.286523869,0.732910235
99,ENSG00000142657,1558.428093,0.358095046,0.159704687,2.242232537,0.024946347,0.412961894
100,ENSG00000160049,123.6237566,-0.026536977,0.149500805,-0.177503909,0.859112595,0.964202384
101,ENSG00000142655,124.0911298,-0.042179506,0.155212519,-0.271753247,0.785811756,0.945911722
102,ENSG00000130940,134.3113064,-0.129909404,0.136834006,-0.949394144,0.342420188,0.761284008
103,ENSG00000175262,6.479840719,-0.339158684,0.787739551,-0.430546725,0.666797985,0.907951666
104,ENSG00000120948,222.6192826,-0.03458372,0.101092035,-0.342101331,0.732274636,0.928719253
105,ENSG00000009724,51.08972299,-0.304544505,0.259765247,-1.172383562,0.241043096,0.704618073
106,ENSG00000116649,131.7982833,-0.304825482,0.159623646,-1.90965116,0.056178143,0.496570725
107,ENSG00000171824,189.56373,-0.16326803,0.128077387,-1.274760778,0.202393927,0.669140028
108,ENSG00000198793,672.0459908,-0.076027977,0.073674231,-1.031948026,0.302096466,0.743503659
109,ENSG00000171819,37.22488824,-0.308058724,0.23348343,-1.319402943,0.187034438,0.657006553
110,ENSG00000120942,193.9352153,-0.092511654,0.130052837,-0.711338994,0.476874193,0.829751419
111,ENSG00000204624,9.770132134,-0.162906619,0.74989886,-0.217238121,0.828022778,0.956537119
112,ENSG00000116661,17.16051975,-0.571400008,0.396998084,-1.439301678,0.150065068,0.621476256
113,ENSG00000132879,86.3919645,-0.312512758,0.181032657,-1.726278355,0.084297348,0.542358386
114,ENSG00000116663,109.0188549,0.226731671,0.17282367,1.311924876,0.189545483,0.65805448
115,ENSG00000116670,91.42955143,0.066188319,0.162314088,0.407779263,0.68343574,0.913385751
116,ENSG00000162490,25.49865941,-0.404287598,0.335105408,-1.206449041,0.227644397,0.694957747
117,ENSG00000177674,796.8003632,0.146275382,0.116560006,1.254936287,0.20950189,0.677311467
118,ENSG00000177000,450.1562379,-0.188028041,0.095893729,-1.960796007,0.049902824,0.479662966
119,ENSG00000011021,205.7468448,-0.132308972,0.125615997,-1.053281229,0.292212119,0.736297067
120,ENSG00000116685,772.3969907,0.164489724,0.108888947,1.510619106,0.130885523,0.603248697
121,ENSG00000083444,317.6192746,0.171029509,0.166666088,1.026180618,0.304806456,0.743732352
122,ENSG00000116688,963.6172952,0.147523938,0.153018754,0.964090576,0.335000517,0.757750147
123,ENSG00000116691,289.4608961,0.15920489,0.147065322,1.08254541,0.279010249,0.729485548
124,ENSG00000120949,133.4432159,0.161834911,0.160777682,1.006575718,0.314138708,0.748276028
125,ENSG00000028137,5482.692269,0.218706575,0.114296884,1.913495513,0.055684647,0.49577299
126,ENSG00000048707,1537.011835,-0.098387303,0.058086536,-1.693805652,0.09030222,0.549863673
127,ENSG00000162496,171.6742032,-0.327228735,0.147563327,-2.217547829,0.026585678,0.422839776
128,ENSG00000116731,1399.43467,0.049344144,0.06058573,0.814451586,0.415386297,0.79929923
129,ENSG00000189337,80.62238359,0.175675445,0.363804717,0.482883911,0.629178166,0.895809912
130,ENSG00000171729,14.82061089,-0.168414763,0.416991249,-0.40388081,0.686300369,0.9137814
131,ENSG00000142621,22.46524837,-0.578639877,0.462079042,-1.252253023,0.210477681,0.677899537
132,ENSG00000142634,4035.069236,0.096372092,0.110510087,0.872066025,0.383172359,0.781838109
133,ENSG00000215704,8.930477121,-0.891657439,0.536100753,-1.663227358,0.096266933,0.556323835
134,ENSG00000132906,126.6651767,-0.10506455,0.135428585,-0.775793008,0.437871213,0.809559487
135,ENSG00000116138,195.5353142,0.088853524,0.12752203,0.696769992,0.485946748,0.835528578
136,ENSG00000116771,32.98358475,-0.324521769,0.221461547,-1.465363954,0.142821646,0.617013308
137,ENSG00000197312,396.5984795,0.086042728,0.104085093,0.826657555,0.408431185,0.795760582
138,ENSG00000116786,522.4789508,0.063722551,0.085632504,0.744139763,0.456791925,0.817490387
139,ENSG00000162461,11.23398301,-0.730409196,0.598312915,-1.220781263,0.22216885,0.689605583
140,ENSG00000233954,10.61104799,-0.449457961,0.417301346,-1.0770585,0.281454132,0.729626914
141,ENSG00000065526,1900.705114,-0.039967299,0.072682878,-0.549886025,0.58239755,0.877767462
142,ENSG00000116809,327.1625771,-0.157621013,0.104964061,-1.501666492,0.133183262,0.604419609
143,ENSG00000142627,12.92783524,-1.915319165,0.571778232,-3.349758799,0.00080882,0.172418189
144,ENSG00000142632,34.63186246,-0.267143626,0.260724623,-1.024619857,0.305542591,0.74399676
145,ENSG00000132881,31.24150578,-0.211328105,0.215311662,-0.981498647,0.326346901,0.75421118
146,ENSG00000037637,357.8370875,0.099633475,0.0852812,1.168293534,0.242688383,0.705695568
147,ENSG00000055070,470.4623914,0.03724663,0.08095748,0.460076453,0.645461345,0.90123893
148,ENSG00000187144,33.19678687,0.043983297,0.267203035,0.164606277,0.86925389,0.966990666
149,ENSG00000157191,769.7579932,-0.022574357,0.079784165,-0.282942818,0.777220671,0.943347161
150,ENSG00000219481,183.365395,-0.090803158,0.176202224,-0.515334914,0.606319006,0.888199549
151,ENSG00000058453,369.9438958,-0.293344184,0.150809752,-1.945127413,0.051759645,0.485576567
152,ENSG00000159363,280.0046501,0.058586044,0.0951587,0.615666712,0.538114512,0.859508758
153,ENSG00000117118,188.0359643,0.162108646,0.104424627,1.552398617,0.120566874,0.589308856
154,ENSG00000117115,1706.194589,0.408012534,0.261621813,1.559550898,0.118866048,0.586481004
155,ENSG00000159339,815.289006,0.353367848,0.231641662,1.525493496,0.127136055,0.599255713
156,ENSG00000179051,520.2928811,-0.046875688,0.102195529,-0.458686294,0.646459458,0.901240459
157,ENSG00000074964,362.8740848,0.139423281,0.14886984,0.936544842,0.348992736,0.765564492
158,ENSG00000159423,12.76009797,-0.304901154,0.372289619,-0.818989136,0.412792612,0.798277144
159,ENSG00000169991,203.1273859,-0.261340362,0.178581683,-1.463421989,0.143351945,0.617221175
160,ENSG00000127481,2453.653368,-0.128216831,0.074385408,-1.723682579,0.084765162,0.542542841
161,ENSG00000127463,310.2995154,-0.243196306,0.092914558,-2.61741875,0.008859758,0.33544745
162,ENSG00000053372,61.39389847,-0.228154796,0.224354541,-1.016938615,0.309182632,0.746415004
163,ENSG00000053371,121.2180817,-0.108190363,0.160783901,-0.672893009,0.50101536,0.841737773
164,ENSG00000040487,96.8280766,0.073219429,0.172734769,0.42388356,0.671650734,0.910515326
165,ENSG00000077549,2066.181838,0.064421621,0.074644788,0.863042452,0.388114127,0.784347796
166,ENSG00000173436,77.69065513,-0.022128696,0.156147179,-0.14171691,0.887303618,0.969167615
167,ENSG00000158747,7.546202937,-0.803036882,0.589504497,-1.362223504,0.17312736,0.644689853
168,ENSG00000158748,18.06238718,-0.541344004,0.407900489,-1.327147231,0.184459984,0.654245168
169,ENSG00000162542,205.0424862,-0.027823998,0.102067277,-0.272604488,0.785157262,0.945697625
170,ENSG00000169914,117.4411862,-0.134483589,0.173391784,-0.775605311,0.437982064,0.809559487
171,ENSG00000162543,22.20269342,-0.039982593,0.385323483,-0.103763708,0.917356868,0.979589242
172,ENSG00000158816,17.72911775,-0.420627831,0.440781187,-0.954278092,0.339942894,0.760024418
173,ENSG00000162545,8.063935727,-1.392460327,0.463831891,-3.00207975,0.002681419,0.252442877
174,ENSG00000090432,174.8755846,-0.042769191,0.127749134,-0.334790461,0.737783157,0.930096705
175,ENSG00000158825,461.7289141,0.354124138,0.217892759,1.625222146,0.104115233,0.566141424
176,ENSG00000158828,399.8578998,0.077927766,0.212277134,0.36710391,0.71354151,0.922807875
177,ENSG00000244038,520.1848956,0.046953151,0.084325265,0.55681,0.577657251,0.875614958
178,ENSG00000127483,1173.863897,-0.008137133,0.066076143,-0.123147823,0.901990042,0.975726997
179,ENSG00000075151,580.360161,0.248474775,0.099587068,2.495050618,0.012593916,0.356089463
180,ENSG00000117298,2312.315838,0.075605961,0.135125763,0.559522914,0.575804898,0.875350996
181,ENSG00000142794,73.70296723,-0.231161992,0.243269356,-0.950230622,0.341995082,0.761001638
182,ENSG00000162551,1639.359906,0.09907682,0.285235768,0.347350615,0.72832793,0.927748603
183,ENSG00000076864,275.8336452,1.653738472,0.62349329,2.652375732,0.007992754,0.327485026
184,ENSG00000090686,715.6093102,0.081866255,0.075895534,1.078670254,0.280734751,0.729626914
185,ENSG00000142798,46.83921351,-0.778029961,0.329075807,-2.364287938,0.018064766,0.375583377
186,ENSG00000070831,1973.574286,0.156140147,0.077702489,2.009461327,0.044488232,0.474276779
187,ENSG00000162552,125.1186095,-0.128930598,0.145548815,-0.885823758,0.375712506,0.779337493
188,ENSG00000184677,501.5562381,-0.162776593,0.108626595,-1.498496688,0.134004253,0.606314323
189,ENSG00000173372,19.45685193,0.563658989,0.453536376,1.242808778,0.213938307,0.681658703
190,ENSG00000159189,6.094979395,2.053591617,0.665151572,3.087403988,0.00201913,0.22700169
191,ENSG00000173369,9.235824994,0.97342378,0.528131345,1.843147143,0.06530753,0.514450734
192,ENSG00000133216,39.80688158,0.179715327,0.362779451,0.495384527,0.620328715,0.89214907
193,ENSG00000004487,270.417902,-0.38699325,0.106374557,-3.638024543,0.000274737,0.155521802
194,ENSG00000169641,201.2176322,-0.081712859,0.146832993,-0.556502032,0.577867706,0.875633598
195,ENSG00000125944,595.8361458,0.090032522,0.09536251,0.944108146,0.345114387,0.762293975
196,ENSG00000125945,69.06443098,-0.13839384,0.175199254,-0.789922542,0.429573006,0.806321351
197,ENSG00000204219,58.80915608,0.204126203,0.294353655,0.693472631,0.488012996,0.836592923
198,ENSG00000088280,11.5075454,-0.281708313,0.489316062,-0.575718508,0.564805463,0.870908234
199,ENSG00000007968,963.8946263,0.648729966,0.354628941,1.829320424,0.067351621,0.518812378
200,ENSG00000117318,74.13814331,-0.225330528,0.233200129,-0.966253874,0.333917161,0.757446525
201,ENSG00000142676,574.1485583,0.099674765,0.241907914,0.412035982,0.68031305,0.912673346
202,ENSG00000011007,236.1772521,0.081504477,0.105317314,0.773894378,0.438993255,0.809559487
203,ENSG00000057757,1006.409262,0.45595672,0.329373656,1.384314476,0.166262183,0.636616582
204,ENSG00000011009,249.8834139,-0.076638821,0.097335734,-0.787365727,0.431067804,0.806394784
205,ENSG00000117308,50.48668258,0.024157679,0.200428225,0.120530323,0.90406306,0.97659979
206,ENSG00000117305,169.3449265,0.178331513,0.128731334,1.385299975,0.165960761,0.636002646
207,ENSG00000179163,137.6679864,0.107444533,0.153350991,0.700644529,0.483524882,0.833885202
208,ENSG00000188822,106.5995041,-0.423886806,0.205069877,-2.067035938,0.038730768,0.469439822
209,ENSG00000189266,529.4598366,-0.01410724,0.102122252,-0.138140711,0.890129212,0.970391875
210,ENSG00000188529,537.0889634,-0.049811285,0.102149399,-0.4876317,0.625810738,0.89396404
211,ENSG00000185436,44.89913335,-0.139923305,0.25055926,-0.55844396,0.576541262,0.875350996
212,ENSG00000001460,38.55805368,-0.548520781,0.231937503,-2.364950787,0.018032467,0.375583377
213,ENSG00000001461,479.1331336,-0.070972587,0.105429999,-0.673172605,0.500837487,0.841737773
214,ENSG00000117602,598.6585337,-0.186227228,0.138204239,-1.347478402,0.177826205,0.647657684
215,ENSG00000133226,799.2246233,-0.049222592,0.075731212,-0.649964409,0.515715211,0.84910175
216,ENSG00000169504,186.1448507,0.211011086,0.154766503,1.363415739,0.172751524,0.643783854
217,ENSG00000020633,1276.825479,-0.275145393,0.123309882,-2.231332867,0.025659088,0.41883385
218,ENSG00000117614,205.5584272,0.186740855,0.117066866,1.595164043,0.110675557,0.574484035
219,ENSG00000117616,1932.564255,0.072696986,0.088287692,0.823410196,0.410274767,0.796176775
220,ENSG00000187010,209.8057869,0.936255875,0.481473884,1.944562118,0.051827702,0.485576567
221,ENSG00000183726,443.1386372,0.243428102,0.094861652,2.566138117,0.010283787,0.349186073
222,ENSG00000188672,40.34699147,0.557276798,0.318407447,1.750200265,0.080083763,0.538067212
223,ENSG00000204178,194.3804522,0.047175559,0.129148588,0.36528126,0.714901466,0.923080468
224,ENSG00000157978,893.855404,-0.262370734,0.126473487,-2.074511739,0.03803181,0.466125959
225,ENSG00000117643,303.2253409,-0.28173242,0.160847517,-1.751549701,0.079851268,0.538067212
226,ENSG00000162430,181.4874503,-0.069912078,0.123699126,-0.565178436,0.571952402,0.873132892
227,ENSG00000117640,84.43828494,0.076484041,0.162394657,0.470976337,0.637657633,0.898396801
228,ENSG00000127423,7.81387699,0.382575877,0.565545794,0.67647197,0.498741037,0.841055231
229,ENSG00000182749,61.94345899,-0.312893533,0.197872126,-1.581291612,0.113811377,0.578715426
230,ENSG00000117632,42.21173609,0.073671405,0.241584852,0.304950432,0.760403905,0.936786615
231,ENSG00000158006,173.9114806,-0.186975362,0.126739474,-1.4752733,0.140139082,0.614844146
232,ENSG00000175087,71.40661147,0.024656839,0.161725382,0.152461157,0.878823224,0.969018441
233,ENSG00000142675,11.33717636,-0.438667225,0.485399133,-0.90372478,0.366141356,0.773988221
234,ENSG00000130695,138.1750384,-0.133471965,0.158142856,-0.843996168,0.398671547,0.791046797
235,ENSG00000142669,1543.764661,0.171212595,0.129973101,1.317292532,0.187740587,0.657528468
236,ENSG00000158062,542.5320338,0.015557849,0.10188605,0.152698518,0.878636029,0.969018441
237,ENSG00000169442,131.5507217,-0.061881033,0.169956574,-0.364099083,0.715784021,0.923177645
238,ENSG00000176092,49.60266123,-0.093789426,0.206401034,-0.454403859,0.649538175,0.901240459
239,ENSG00000176083,57.18641903,-0.021100118,0.437992682,-0.04817459,0.961577101,0.990545198
240,ENSG00000117682,337.1476142,-0.195502887,0.09048512,-2.160608136,0.030725622,0.440202766
241,ENSG00000198830,920.8720927,0.074420146,0.066243289,1.123436771,0.26125204,0.71739545
242,ENSG00000117676,2148.090538,0.107085064,0.110064318,0.972931695,0.330587251,0.756619053
243,ENSG00000117713,2425.926455,-0.0646288,0.094261492,-0.685633112,0.492944496,0.839338499
244,ENSG00000060642,130.5997864,-0.027794869,0.141958795,-0.195795331,0.844770365,0.959847021
245,ENSG00000204160,2370.964926,0.147823557,0.161716675,0.914089768,0.360669679,0.772705312
246,ENSG00000175793,7.582285798,-0.043019734,0.50769542,-0.084735321,0.932471815,0.982401254
247,ENSG00000142751,219.5557024,-0.003644886,0.096914769,-0.037609193,0.969999278,0.992379926
248,ENSG00000198746,88.0748368,0.00353435,0.153402755,0.023039677,0.981618623,0.995084089
249,ENSG00000090273,240.014919,-0.081246471,0.114603457,-0.708935602,0.478364441,0.831115197
250,ENSG00000175707,11.58075962,-0.72951705,0.399699519,-1.825163692,0.067976331,0.520856601
251,ENSG00000253368,6.72304882,0.598383682,0.604286546,0.990231681,0.322060891,0.751378163
252,ENSG00000090020,456.8777048,-0.002482423,0.133018879,-0.018662184,0.985110596,0.995606819
253,ENSG00000142784,1669.744673,0.175148306,0.151319454,1.157473814,0.247078832,0.707993993
254,ENSG00000186501,243.8179451,-0.148865336,0.10399117,-1.431518999,0.152281526,0.623906071
255,ENSG00000142765,814.8633154,-0.269719793,0.090854129,-2.96871254,0.002990502,0.261813694
256,ENSG00000142733,72.27953512,0.125780465,0.225324759,0.558218569,0.576695142,0.875350996
257,ENSG00000158195,4240.907947,0.247755727,0.172551195,1.435838955,0.151048172,0.622607583
258,ENSG00000126705,188.3817963,-0.16096026,0.144376737,-1.114862849,0.264909199,0.721579183
259,ENSG00000000938,3425.463026,0.122619419,0.115546753,1.061210423,0.288594284,0.734098991
260,ENSG00000126709,631.4887057,0.545167366,0.382858411,1.423939897,0.154463871,0.625408073
261,ENSG00000009780,87.40149843,0.096010893,0.154587245,0.621079008,0.534547641,0.857050657
262,ENSG00000117758,221.2868315,0.246241275,0.089859859,2.740281109,0.006138666,0.306344331
263,ENSG00000117751,127.8803768,0.132701803,0.127889602,1.037627768,0.299443385,0.741718235
264,ENSG00000130775,3209.316724,0.182164048,0.117734374,1.547246073,0.12180392,0.589517439
265,ENSG00000117748,386.6947675,0.221238955,0.10977752,2.015339342,0.043869105,0.474276779
266,ENSG00000130768,12.27037561,-0.702902024,0.423419364,-1.660061122,0.096902157,0.556844727
267,ENSG00000158156,416.438763,0.192376341,0.169361623,1.135890989,0.25600219,0.712234852
268,ENSG00000158161,315.3308119,-0.014518994,0.086283351,-0.168271094,0.866370013,0.966375332
269,ENSG00000169403,2195.174807,0.06938282,0.153063632,0.453293959,0.650337082,0.901583553
270,ENSG00000126698,201.866406,0.367481896,0.120077462,3.060373625,0.00221061,0.231754215
271,ENSG00000130770,128.5938886,-0.233464246,0.135740291,-1.719933294,0.085444568,0.542542841
272,ENSG00000130766,136.8629457,-0.024368259,0.138227546,-0.176290903,0.860065408,0.964473435
273,ENSG00000130772,92.94561554,-0.05076665,0.147100052,-0.345116466,0.730006815,0.928326955
274,ENSG00000204138,238.1866003,0.001018513,0.116368316,0.008752498,0.993016606,0.997942349
275,ENSG00000180198,93.84482829,-0.173134524,0.166464585,-1.040068218,0.298308208,0.740964028
276,ENSG00000180098,102.5788026,-0.075963959,0.145142977,-0.5233733,0.600714501,0.886911232
277,ENSG00000120656,136.9544535,0.143777417,0.124339893,1.156325726,0.247547949,0.708070573
278,ENSG00000188060,25.34115223,0.170261755,0.441129997,0.385967303,0.699520885,0.918410791
279,ENSG00000162419,185.8833545,0.050673316,0.109582262,0.462422614,0.643778285,0.901043447
280,ENSG00000198492,347.4162801,0.163107554,0.066219064,2.463151012,0.01377219,0.356089463
281,ENSG00000159023,11622.02858,0.338334103,0.32609762,1.037523988,0.299491722,0.741718235
282,ENSG00000253304,15.74527348,-0.702318607,0.392337097,-1.790089729,0.073439488,0.530019837
283,ENSG00000116350,849.4673425,0.139645423,0.072405099,1.928668343,0.053772049,0.49003584
284,ENSG00000116353,62.24076899,-0.22197092,0.218050473,-1.01797954,0.308687679,0.746415004
285,ENSG00000162510,5.665774534,-0.212575198,0.677898042,-0.313579896,0.753840131,0.934330964
286,ENSG00000162511,7687.158686,0.182209585,0.092835342,1.962717871,0.049678965,0.479160786
287,ENSG00000162512,30.25536975,0.304249519,0.3452242,0.881309941,0.378150087,0.780172996
288,ENSG00000134644,863.8399834,-0.067046789,0.077494643,-0.865179667,0.386940184,0.783699169
289,ENSG00000060688,162.8390882,0.062876906,0.128148262,0.490657504,0.623668708,0.892949141
