AIHelite.vs.AIHpartial,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11408,ENSG00000095066,61.96683804,-0.166296975,0.22778297,-0.730067641,0.46534884,0.900869845
11409,ENSG00000171223,1555.388269,0.208985795,0.141882749,1.472947183,0.140765278,0.815398691
11410,ENSG00000167815,229.5354286,0.557438013,0.296422315,1.880553469,0.060032686,0.807632706
11411,ENSG00000104889,33.47684537,-0.510913183,0.244333269,-2.091050416,0.036523545,0.807632706
11412,ENSG00000105613,17.30637431,-0.636410266,0.418141814,-1.521996234,0.128010024,0.814137503
11413,ENSG00000105612,123.3757773,0.0527649,0.180838593,0.291778978,0.77045562,0.963095456
11414,ENSG00000105610,513.5944143,0.337715324,0.377138393,0.895467899,0.370537019,0.877647955
11415,ENSG00000105607,108.0907945,-0.092448914,0.148883031,-0.62094997,0.534632541,0.917669145
11416,ENSG00000161860,8.818213702,-0.479247006,0.509265917,-0.941054545,0.346676908,0.876304935
11417,ENSG00000179115,206.6867631,-0.153579048,0.125765983,-1.221149347,0.222029478,0.843041821
11418,ENSG00000179218,1159.835698,0.12775389,0.102095672,1.251315434,0.210819417,0.838303557
11419,ENSG00000179262,828.4476876,0.277422223,0.281423245,0.985782902,0.324239658,0.867763593
11420,ENSG00000179271,62.77660284,0.019782245,0.206037522,0.096012829,0.923510384,0.988437252
11421,ENSG00000008441,1471.910217,0.282904821,0.369497127,0.76564823,0.443885639,0.897375798
11422,ENSG00000104903,2250.719176,0.284592657,0.298061987,0.954810308,0.339673634,0.873168622
11423,ENSG00000104907,146.1806428,-0.249913455,0.144995929,-1.723589451,0.084781984,0.808449263
11424,ENSG00000160877,331.1435667,0.017945008,0.103260384,0.173784053,0.862035177,0.976106276
11425,ENSG00000104915,429.180006,0.052990827,0.124417281,0.42591211,0.67017189,0.946480696
11426,ENSG00000160888,255.1670082,0.141274378,0.125746868,1.123482276,0.261232724,0.84633717
11427,ENSG00000141837,73.43490773,0.182338661,0.246021034,0.741150699,0.458602072,0.899400854
11428,ENSG00000104957,215.0170281,-0.065868609,0.117883922,-0.55875821,0.576326747,0.926372611
11429,ENSG00000037757,82.76860019,-0.191567697,0.211423409,-0.906085559,0.364890568,0.877647955
11430,ENSG00000104979,128.926832,-0.335366018,0.156281913,-2.145904233,0.03188062,0.807632706
11431,ENSG00000132003,141.6280672,0.16429164,0.175546505,0.935886706,0.349331523,0.877647955
11432,ENSG00000132016,5.895352607,-0.634706593,0.858074386,-0.739687146,0.459489849,0.90019342
11433,ENSG00000132024,168.40808,-0.160552068,0.128088778,-1.253443667,0.210044288,0.838303557
11434,ENSG00000132000,9.820189539,-0.439229423,0.631967367,-0.69501915,0.4870433,0.903738181
11435,ENSG00000132017,367.7662341,0.097466671,0.080697758,1.207798988,0.227124591,0.843982989
11436,ENSG00000132005,429.9497573,0.207884574,0.119871425,1.734229606,0.082877352,0.808449263
11437,ENSG00000171136,5.440341305,0.158687104,0.622657978,0.254854365,0.798835584,0.967679679
11438,ENSG00000104998,360.6545158,-0.193182737,0.128435112,-1.504127133,0.132548635,0.814137503
11439,ENSG00000141854,19.1635122,0.108406789,0.345777998,0.313515579,0.753888986,0.961622399
11440,ENSG00000188032,14.41525826,0.509260621,0.393633949,1.293741615,0.195754686,0.83412935
11441,ENSG00000141858,96.91955685,-0.034073589,0.166052851,-0.205197251,0.837418017,0.972896839
11442,ENSG00000072062,891.9197368,0.147857429,0.120226692,1.229821982,0.218763775,0.843041821
11443,ENSG00000105011,108.4567008,-0.067033983,0.204529524,-0.32774722,0.743102797,0.959827683
11444,ENSG00000072071,426.5033477,-0.042729616,0.096348911,-0.443488319,0.657412566,0.945486602
11445,ENSG00000123146,4862.107597,0.27506268,0.163813581,1.679120119,0.093128636,0.808449263
11446,ENSG00000123136,646.5363613,0.023161643,0.103455039,0.223881247,0.822849708,0.969807691
11447,ENSG00000123143,1619.303797,0.010850125,0.078062112,0.138993483,0.889455299,0.98121966
11448,ENSG00000123159,95.83913399,-0.026069726,0.220061884,-0.118465429,0.905698886,0.984273875
11449,ENSG00000132002,473.2470884,-0.00912611,0.123987241,-0.073605237,0.941324504,0.99041716
11450,ENSG00000099797,242.6442905,0.020207775,0.136078585,0.148500774,0.881947575,0.978692732
11451,ENSG00000099795,79.65868234,-0.463323915,0.165902544,-2.792747504,0.005226247,0.696490264
11452,ENSG00000187912,235.1038484,0.1454513,0.194808057,0.746639034,0.455281479,0.898290372
11453,ENSG00000131355,1208.405241,0.19646014,0.187718859,1.046565811,0.295299877,0.856385363
11454,ENSG00000160961,338.1532423,0.026425599,0.108127801,0.244392269,0.806927028,0.968537107
11455,ENSG00000127507,1575.236825,0.284716892,0.209883147,1.356549569,0.174924375,0.823398213
11456,ENSG00000105135,90.33054349,-0.32204299,0.194256031,-1.657827499,0.097352289,0.808449263
11457,ENSG00000074181,9.809807339,0.565400655,0.702688991,0.804624325,0.421036501,0.891006062
11458,ENSG00000141867,2950.070266,0.242429064,0.146482152,1.655007526,0.097922971,0.808449263
11459,ENSG00000105127,327.2606924,-0.020560749,0.078985236,-0.260311295,0.79462366,0.966167918
11460,ENSG00000011243,232.0748437,0.193262163,0.127124623,1.520257508,0.128446269,0.814137503
11461,ENSG00000011451,276.6005018,0.104126833,0.119046144,0.874676234,0.381750095,0.881618708
11462,ENSG00000105122,918.577557,0.059859666,0.109244338,0.547942964,0.583731067,0.92874474
11463,ENSG00000161031,17.87654838,0.066409078,0.379642846,0.17492514,0.861138456,0.975879455
11464,ENSG00000171954,27.15253564,-0.271336435,0.43495711,-0.623823428,0.532743552,0.917116046
11465,ENSG00000186529,1382.50378,0.145655781,0.21840093,0.666919236,0.504823723,0.906706622
11466,ENSG00000186204,33.19919648,0.142771738,0.346744313,0.411749328,0.680523166,0.948334197
11467,ENSG00000167460,1022.702798,-0.107589003,0.116056724,-0.927038083,0.353906762,0.877647955
11468,ENSG00000167461,231.0085542,0.039984504,0.107021424,0.373612149,0.708692894,0.952722599
11469,ENSG00000196684,988.4585731,0.051450176,0.149852317,0.34333921,0.731343287,0.957422484
11470,ENSG00000141977,9.413563105,0.31263549,0.627232163,0.498436637,0.618176319,0.938258079
11471,ENSG00000105058,228.408249,-0.158568126,0.129870643,-1.220969746,0.222097475,0.843041821
11472,ENSG00000072958,689.8514715,-0.045202733,0.079423619,-0.569134645,0.569264769,0.925803401
11473,ENSG00000127528,4534.677302,0.112612685,0.087369954,1.288917763,0.197426678,0.83412935
11474,ENSG00000127527,971.8933841,0.096774413,0.108597533,0.891129012,0.372859962,0.877647955
11475,ENSG00000141979,5.212568147,0.404843703,0.609675098,0.664031882,0.506669906,0.907803057
11476,ENSG00000105072,18.96735942,-0.012075138,0.38059925,-0.031726647,0.974690045,0.995731981
11477,ENSG00000085872,298.8503883,0.178244572,0.133651814,1.333648726,0.182319006,0.827983373
11478,ENSG00000127526,265.4830044,-0.046791664,0.11940959,-0.391858509,0.695162761,0.950708519
11479,ENSG00000105085,71.41019548,0.16942868,0.173478991,0.97665244,0.328741248,0.868554122
11480,ENSG00000214046,194.2634303,-0.066308922,0.113522848,-0.584101995,0.559151693,0.924299426
11481,ENSG00000072954,32.72394648,-0.659304456,0.343188362,-1.921115426,0.054717157,0.807632706
11482,ENSG00000127511,729.5213525,-0.009916135,0.093220779,-0.106372577,0.91528675,0.986653043
11483,ENSG00000127533,23.23795391,0.372618402,0.304121698,1.225227941,0.22048935,0.843041821
11484,ENSG00000160111,67.07173562,-0.256164659,0.234929604,-1.090389013,0.27554182,0.851916086
11485,ENSG00000131351,58.14110199,-0.396951343,0.206259862,-1.924520548,0.054289368,0.807632706
11486,ENSG00000099331,3289.297106,0.129627409,0.110429523,1.173847406,0.240456152,0.843995871
11487,ENSG00000053501,71.34437928,0.141659254,0.21334114,0.664003453,0.506688101,0.907803057
11488,ENSG00000099330,67.66625556,0.244594563,0.203818407,1.200061202,0.230115572,0.843982989
11489,ENSG00000160113,24.02429696,0.530837058,0.343115874,1.547107255,0.121837385,0.814137503
11490,ENSG00000105393,58.75988623,0.11156362,0.244277883,0.456707825,0.647881066,0.944173708
11491,ENSG00000160117,15.38368696,-0.48624172,0.379062478,-1.282748223,0.199580299,0.83412935
11492,ENSG00000127220,84.19141548,0.019248011,0.190786453,0.100887722,0.91963959,0.987534924
11493,ENSG00000130312,55.56373611,-0.009230586,0.179763971,-0.051348367,0.959047928,0.993186764
11494,ENSG00000130311,220.165905,-0.205915124,0.10661917,-1.931314263,0.053444201,0.807632706
11495,ENSG00000074855,113.7353335,-0.20630283,0.200557467,-1.028646967,0.303645599,0.860630144
11496,ENSG00000130299,82.05713439,-0.345709663,0.216570837,-1.596289086,0.110424266,0.808449263
11497,ENSG00000130300,314.1628047,0.381027345,0.418031254,0.911480521,0.362042245,0.877647955
11498,ENSG00000269720,4.593381587,0.644354048,0.84607028,0.761584544,0.446308002,0.897675583
11499,ENSG00000130303,389.7227333,-0.301099239,0.155230969,-1.939685365,0.052417939,0.807632706
11500,ENSG00000141971,156.6603945,-0.124486959,0.134412823,-0.926153895,0.354366009,0.877647955
11501,ENSG00000130304,208.7332018,-0.126636923,0.131634716,-0.962032864,0.336033096,0.872203619
11502,ENSG00000130313,236.8833648,0.006928068,0.115324592,0.060074504,0.952096296,0.991561841
11503,ENSG00000167483,329.6130631,-0.422105308,0.271168158,-1.55661827,0.119561143,0.814137503
11504,ENSG00000130309,722.8550532,-0.034146818,0.099658704,-0.342637589,0.73187112,0.957422484
11505,ENSG00000130479,399.3743902,0.052965774,0.117781764,0.449694185,0.652930965,0.944986682
11506,ENSG00000130475,626.1788377,0.128752389,0.103186434,1.247764696,0.212117241,0.838303557
11507,ENSG00000248099,11.11738781,0.322941065,0.532106703,0.606910349,0.54391041,0.91994025
11508,ENSG00000105639,2569.212828,0.228795401,0.106694918,2.144388936,0.032001736,0.807632706
11509,ENSG00000105640,2419.760727,-0.147142185,0.134209047,-1.096365624,0.272918801,0.851916086
11510,ENSG00000105641,17.36288789,-0.706840183,0.377005719,-1.874879207,0.060809343,0.808449263
11511,ENSG00000007080,276.4808693,0.18445397,0.1886609,0.977701104,0.328222176,0.868554122
11512,ENSG00000105643,603.8048587,0.038637284,0.091390926,0.422769365,0.672463541,0.946599026
11513,ENSG00000096996,311.8139055,-0.110540484,0.121336462,-0.911024454,0.362282489,0.877647955
11514,ENSG00000099308,2222.551891,0.215290646,0.141803128,1.518236229,0.128954857,0.814137503
11515,ENSG00000216490,46.50063951,0.091371365,0.205882493,0.44380347,0.65718468,0.945486602
11516,ENSG00000254858,32.20078402,0.167917853,0.295928441,0.567427221,0.57042396,0.926104796
11517,ENSG00000105649,15.81576368,0.31349322,0.426117663,0.735696375,0.461915496,0.900753806
11518,ENSG00000130518,304.9786148,0.087109671,0.200387198,0.434706768,0.663775285,0.946007392
11519,ENSG00000130522,1677.019124,0.330445844,0.175900698,1.878593137,0.060300069,0.807632706
11520,ENSG00000130520,279.1545306,0.007047151,0.142556535,0.049434081,0.960573369,0.993186764
11521,ENSG00000130517,274.3647892,0.036461448,0.102513808,0.35567353,0.72208507,0.955685315
11522,ENSG00000130513,91.5908104,0.177414989,0.248736714,0.713264182,0.475682297,0.900906834
11523,ENSG00000175489,1903.562437,0.150489021,0.153494091,0.980422246,0.326877733,0.868134408
11524,ENSG00000130511,320.047367,-0.023932692,0.14442292,-0.165712563,0.868383159,0.976174942
11525,ENSG00000105655,76.61656354,-0.064131955,0.206976339,-0.309851625,0.756673791,0.962110213
11526,ENSG00000105656,973.0901862,0.177586482,0.141160663,1.258045116,0.20837544,0.837996428
11527,ENSG00000105701,23011.22684,0.24002218,0.396992726,0.604600951,0.545444174,0.920929616
11528,ENSG00000105700,119.8724291,-0.002935337,0.125726401,-0.023347024,0.981373463,0.997179326
11529,ENSG00000221983,4887.541854,0.256096203,0.253770509,1.009164556,0.312895722,0.863402594
11530,ENSG00000006016,9.262073509,0.171831122,0.499010757,0.344343523,0.730587957,0.957422484
11531,ENSG00000006015,191.2293021,-0.167847371,0.150629227,-1.114308123,0.265147023,0.849866627
11532,ENSG00000167487,104.98262,-0.10155379,0.167591302,-0.605960983,0.544540662,0.92025886
11533,ENSG00000105662,328.0052746,-0.006898641,0.113213461,-0.060934812,0.951411125,0.991320672
11534,ENSG00000005007,1672.621803,0.23534269,0.115245445,2.042099709,0.041141642,0.807632706
11535,ENSG00000105669,287.9185358,0.123266834,0.110894787,1.111565628,0.266324958,0.849866627
11536,ENSG00000105671,174.0176139,-0.000612647,0.111631767,-0.005488108,0.995621145,0.99961126
11537,ENSG00000051128,47.18140807,-0.303098657,0.213012712,-1.42291347,0.154761241,0.82223693
11538,ENSG00000064607,508.9452322,-0.065166309,0.09999008,-0.651727743,0.514576822,0.910440485
11539,ENSG00000105676,136.390823,0.033295757,0.134307264,0.247907341,0.8042061,0.968244161
11540,ENSG00000181035,159.6666089,0.14934926,0.155165848,0.962513735,0.335791607,0.872203619
11541,ENSG00000064545,62.58937597,-0.190613213,0.221623085,-0.860078328,0.389745866,0.883196957
11542,ENSG00000213999,28.28088139,0.554357113,0.295474624,1.876158111,0.060633572,0.808449263
11543,ENSG00000254901,338.0475917,0.095093393,0.124883835,0.761454781,0.446385478,0.897675583
11544,ENSG00000064490,125.1869548,0.181162155,0.161759192,1.11994968,0.262735206,0.848202382
11545,ENSG00000184162,27.92145801,-0.071734682,0.275776533,-0.260118879,0.794772076,0.966167918
11546,ENSG00000105705,242.1807061,-0.0111382,0.106717577,-0.104370815,0.916875082,0.986915282
11547,ENSG00000129933,1298.780966,0.141272599,0.080122031,1.763217898,0.077863746,0.808449263
11548,ENSG00000167491,1422.65341,0.176004338,0.111683166,1.575925394,0.115042998,0.814137503
11549,ENSG00000178093,37.80249208,0.403587544,0.238566113,1.691722005,0.090698991,0.808449263
11550,ENSG00000186010,21.05221547,-0.329500504,0.334089716,-0.986263533,0.32400381,0.867763593
11551,ENSG00000250067,13.14016049,0.536303176,0.358901707,1.494289845,0.135099878,0.814137503
11552,ENSG00000105717,53.23799796,-0.226245949,0.243181156,-0.93035971,0.352184872,0.877647955
11553,ENSG00000064547,656.273226,0.214260497,0.149423333,1.433915922,0.151596258,0.821431658
11554,ENSG00000089639,2798.754031,0.239240227,0.119876358,1.995724849,0.045963881,0.807632706
11555,ENSG00000105726,555.1356697,-0.022605319,0.108332021,-0.208667013,0.834708193,0.972896839
11556,ENSG00000181896,440.0205648,-0.09652558,0.1267132,-0.761764204,0.446200748,0.897675583
11557,ENSG00000105708,76.65635714,-0.021240099,0.202695906,-0.104788,0.916544032,0.986900537
11558,ENSG00000081665,365.3023599,-0.15780003,0.124946253,-1.262943279,0.206609565,0.837807645
11559,ENSG00000256771,49.68676201,-0.429997316,0.261653916,-1.643381921,0.100303938,0.808449263
11560,ENSG00000184635,27.59380814,0.309466591,0.265982886,1.163483092,0.244633554,0.844218207
11561,ENSG00000197124,25.47427476,0.000768967,0.31090231,0.00247334,0.998026562,0.99961126
11562,ENSG00000213988,19.19329482,-0.204356326,0.356247414,-0.573635956,0.566214175,0.92576762
11563,ENSG00000256229,93.78449804,-0.00458706,0.210973717,-0.021742331,0.982653497,0.997187575
11564,ENSG00000237440,63.97184404,-0.259845492,0.237952095,-1.092007578,0.27482977,0.851916086
11565,ENSG00000188171,32.04940068,0.070229409,0.308206629,0.227864695,0.81975143,0.96971381
11566,ENSG00000160229,95.99839515,-0.256535875,0.22910096,-1.119750325,0.262820173,0.848202382
11567,ENSG00000105750,30.5645581,-0.567096303,0.288832156,-1.963411246,0.049598408,0.807632706
11568,ENSG00000118620,159.7364989,-0.103170689,0.144201144,-0.71546373,0.474322545,0.900869845
11569,ENSG00000160352,60.66689077,-0.362163609,0.248484055,-1.457492352,0.144980521,0.818247896
11570,ENSG00000196705,229.2226223,-0.116078101,0.149110114,-0.778472349,0.436290602,0.895947255
11571,ENSG00000182141,166.957074,-0.0620016,0.191876244,-0.323133278,0.746594309,0.959827683
11572,ENSG00000172687,32.77568199,-0.259897726,0.283951441,-0.915289338,0.360039755,0.877647955
11573,ENSG00000196268,240.2980188,-0.127317564,0.14067151,-0.905070006,0.365428301,0.877647955
11574,ENSG00000197013,177.5161005,0.319819941,0.233923598,1.367198279,0.171563165,0.823398213
11575,ENSG00000197020,86.3458695,0.134973907,0.265092109,0.509158523,0.610641113,0.938131028
11576,ENSG00000198521,148.5641948,-0.13790268,0.168784147,-0.81703574,0.413908004,0.889172924
11577,ENSG00000160321,14.41516875,0.436996509,0.48824427,0.895036636,0.370767504,0.877647955
11578,ENSG00000197134,25.91619212,-0.603017709,0.391270515,-1.541178508,0.123273347,0.814137503
11579,ENSG00000196081,17.13083666,0.031167161,0.355655358,0.087633043,0.930168339,0.99041716
11580,ENSG00000167232,261.2015446,-0.213714286,0.161833267,-1.320583151,0.186640394,0.832738981
11581,ENSG00000197372,80.80792352,-0.3100361,0.19446374,-1.594313166,0.11086591,0.808449263
11582,ENSG00000196172,27.30802047,-0.465516933,0.322247433,-1.444594695,0.148571764,0.81840061
11583,ENSG00000213967,6.949220803,-1.261761229,0.558885468,-2.257638284,0.02396822,0.807632706
11584,ENSG00000213096,81.60790979,-0.006551403,0.209026107,-0.031342512,0.974996387,0.995731981
11585,ENSG00000169021,162.0287912,-0.028303271,0.147968344,-0.191279229,0.848306834,0.974191558
11586,ENSG00000105171,133.2137584,-0.376337074,0.131573779,-2.860274121,0.00423275,0.687956087
11587,ENSG00000166289,204.2295284,0.315159105,0.227868544,1.383074203,0.166642115,0.823010852
11588,ENSG00000131943,193.5907817,-0.151717843,0.126182072,-1.202372423,0.229219269,0.843982989
11589,ENSG00000105173,6.979627316,-0.281752056,0.564683025,-0.498956128,0.617810291,0.938258079
11590,ENSG00000105176,221.9040291,-0.017809995,0.151356873,-0.117668888,0.906330019,0.984305823
11591,ENSG00000121297,193.7646546,0.282162518,0.204683999,1.378527485,0.168040488,0.823010852
11592,ENSG00000168813,258.2871034,-0.044653859,0.138057872,-0.323443051,0.74635973,0.959827683
11593,ENSG00000178904,204.7297819,-0.046211792,0.166486632,-0.277570584,0.781342016,0.965637069
11594,ENSG00000105185,47.78387493,-0.012096198,0.215008715,-0.056259108,0.955135395,0.992629272
11595,ENSG00000105186,355.5462016,-0.079977225,0.086482741,-0.924776713,0.355082066,0.877647955
11596,ENSG00000213965,116.5377186,-0.085082174,0.14682896,-0.579464527,0.562275776,0.924943307
11597,ENSG00000121289,100.3619782,-0.318342286,0.157135215,-2.025913075,0.042773693,0.807632706
11598,ENSG00000131944,16.22362919,-0.031604945,0.418966193,-0.07543555,0.939868175,0.99041716
11599,ENSG00000131941,7.919865833,-0.242797394,0.608990983,-0.398687994,0.690123115,0.948915829
11600,ENSG00000076650,109.0316883,0.194330349,0.14584134,1.332477814,0.182703227,0.828337547
11601,ENSG00000166359,29.5224729,-0.452742961,0.26804811,-1.6890362,0.091212493,0.808449263
11602,ENSG00000130881,71.32607334,-0.070956705,0.2430557,-0.291935983,0.770335571,0.963095456
11603,ENSG00000245848,131.9504053,-0.20335408,0.208852704,-0.973672241,0.330219304,0.868831682
11604,ENSG00000153879,134.1991239,-0.419984118,0.151054606,-2.780346326,0.005430095,0.696490264
11605,ENSG00000124299,279.3862634,0.132089366,0.140638557,0.939211614,0.347622107,0.877577659
11606,ENSG00000124302,8.074521629,-0.650744531,0.821443525,-0.792196312,0.428246219,0.89409179
11607,ENSG00000153885,103.8630859,-0.247209595,0.221081701,-1.118182074,0.263489239,0.84869808
11608,ENSG00000257103,778.0523674,0.039298339,0.074698099,0.526095569,0.598821807,0.932879953
11609,ENSG00000166398,297.5818173,-0.032471935,0.123188261,-0.263596014,0.79209123,0.965637069
11610,ENSG00000105220,531.7886706,-0.011682431,0.13150674,-0.088835229,0.92921286,0.990259606
11611,ENSG00000126261,253.2950326,-0.10242769,0.103608444,-0.988603692,0.322857079,0.866670681
11612,ENSG00000142279,8.564406873,-0.66251242,0.656534222,-1.009105693,0.312923948,0.863402594
11613,ENSG00000089335,121.0218124,0.022861646,0.202840176,0.112707683,0.91026231,0.985583053
11614,ENSG00000197841,53.6570873,0.052016145,0.256027284,0.203166413,0.839004964,0.973454386
11615,ENSG00000153896,33.1534101,-0.255673964,0.281822173,-0.907217346,0.364291873,0.877647955
11616,ENSG00000168661,22.24581977,-0.370370383,0.31004175,-1.194582289,0.232250272,0.843982989
11617,ENSG00000180884,155.8894187,0.202732304,0.144929285,1.398836017,0.161862163,0.82223693
11618,ENSG00000089351,1405.528108,0.226230037,0.12431933,1.819749486,0.068797164,0.808449263
11619,ENSG00000105711,27.08876491,0.60046989,0.358676049,1.674128766,0.094105295,0.808449263
11620,ENSG00000221946,9.210981477,0.196530687,0.427739874,0.459463096,0.645901647,0.943907092
11621,ENSG00000089327,915.1447224,-0.034561115,0.095194281,-0.363058728,0.716561014,0.954637626
11622,ENSG00000105699,199.4972354,-0.165325549,0.147263725,-1.122649515,0.261586377,0.846397105
11623,ENSG00000105698,874.027845,0.057281768,0.0785599,0.729147672,0.465911336,0.900869845
11624,ENSG00000012124,320.5752953,-0.656005799,0.306797041,-2.138240311,0.032497244,0.807632706
11625,ENSG00000185897,6.194654303,-1.106021845,0.648119468,-1.706509215,0.087913312,0.808449263
11626,ENSG00000126262,1738.85233,0.291336472,0.195831251,1.487691416,0.136832292,0.814137503
11627,ENSG00000105677,47.45572221,-0.235017014,0.218410162,-1.076035161,0.281911532,0.851951572
11628,ENSG00000249115,80.09042277,-0.081113346,0.211314051,-0.383852119,0.701088056,0.951155438
11629,ENSG00000126254,305.8926265,0.049751589,0.113081746,0.43996127,0.659965159,0.945486602
11630,ENSG00000105672,5.780619201,-0.629854243,0.561157624,-1.122419472,0.261684129,0.846397105
11631,ENSG00000126267,248.656774,0.060700174,0.142799241,0.425073503,0.670783093,0.946599026
11632,ENSG00000011590,52.01248903,0.186159429,0.228008012,0.816460032,0.414237074,0.889172924
11633,ENSG00000272333,1086.651585,0.125588978,0.10464301,1.200165955,0.230074895,0.843982989
11634,ENSG00000126246,11.56719782,0.592295891,0.391450192,1.513081109,0.130259057,0.814137503
11635,ENSG00000161265,10.47585854,-0.3923148,0.431165937,-0.909892842,0.362879025,0.877647955
11636,ENSG00000267796,10.71481605,0.648153174,0.427724004,1.515353752,0.129682843,0.814137503
11637,ENSG00000167595,119.9840796,0.083982045,0.156980263,0.534984742,0.592660408,0.931264098
11638,ENSG00000004777,40.80545078,-0.074001553,0.30183267,-0.245174098,0.806321631,0.968537107
11639,ENSG00000167604,214.1703704,0.135278514,0.129194768,1.047089718,0.295058201,0.856385363
11640,ENSG00000126264,13.84025236,0.266119186,0.353091111,0.753684183,0.451038882,0.898290372
11641,ENSG00000011600,2381.687952,0.040905383,0.141845099,0.288380658,0.773055372,0.963095456
11642,ENSG00000126243,73.53042725,0.099243216,0.266360686,0.37258958,0.709453929,0.952872949
11643,ENSG00000205138,74.38369145,0.117686661,0.184985918,0.63619254,0.524650935,0.911966964
11644,ENSG00000181392,10.83865798,0.705434041,0.556485511,1.267659314,0.20491964,0.837684033
11645,ENSG00000239382,15.34139304,0.083381795,0.347872523,0.239690662,0.810570075,0.968908949
11646,ENSG00000105270,28.44823712,0.042009228,0.274806421,0.152868437,0.878502027,0.978108624
11647,ENSG00000161277,37.30532805,-0.380163003,0.264951099,-1.434842145,0.151332085,0.82127346
11648,ENSG00000075702,24.81387468,-0.077201126,0.357795975,-0.215768571,0.829168148,0.971536817
11649,ENSG00000105261,9.877969781,0.18289916,0.511253578,0.357746465,0.720533057,0.955649973
11650,ENSG00000105254,234.9532372,-0.009272551,0.117895319,-0.078650711,0.937310451,0.99041716
11651,ENSG00000126247,913.9605643,-0.031635654,0.108563681,-0.291401817,0.770744025,0.963095456
11652,ENSG00000161281,22.4806415,0.134276355,0.29228971,0.45939474,0.645950725,0.943907092
11653,ENSG00000196357,21.46980918,-0.247989228,0.318308365,-0.779084861,0.435929727,0.895947255
11654,ENSG00000167635,157.2149228,-0.288576521,0.15247047,-1.892671558,0.058401561,0.807632706
11655,ENSG00000142065,84.68968854,-0.035710905,0.181172739,-0.197109706,0.843741688,0.974191558
11656,ENSG00000181007,38.60528455,-0.225052855,0.259232066,-0.868152073,0.385311087,0.882839612
11657,ENSG00000186017,41.63926008,-0.196736628,0.290700881,-0.676766535,0.498554094,0.905418486
11658,ENSG00000254004,56.95760607,-0.783955481,0.235285751,-3.33192927,0.000862462,0.65392253
11659,ENSG00000186020,95.96581951,-0.324420179,0.200168313,-1.620736939,0.105074068,0.808449263
11660,ENSG00000161298,44.04771069,-0.403701828,0.253795367,-1.590658774,0.11168639,0.808449263
11661,ENSG00000197808,34.54453355,0.086185192,0.276158554,0.312085905,0.754975238,0.96200998
11662,ENSG00000189042,50.51157812,-0.218008819,0.247144569,-0.882110495,0.377717057,0.879972824
11663,ENSG00000267041,54.1923772,-0.387541931,0.216938746,-1.786411777,0.07403261,0.808449263
11664,ENSG00000197863,56.14063719,0.056337799,0.213837031,0.263461379,0.792194987,0.965637069
11665,ENSG00000251247,58.59314204,0.110901876,0.194386246,0.570523263,0.568322848,0.92576762
11666,ENSG00000185869,26.54838125,-0.406072323,0.3286344,-1.235635473,0.216594093,0.843041821
11667,ENSG00000198453,66.24727933,-0.254760824,0.237304978,-1.0735587,0.283020517,0.852653383
11668,ENSG00000197050,33.3488801,-0.670212585,0.323910903,-2.069126355,0.038534231,0.807632706
11669,ENSG00000196967,89.14126974,-0.263404776,0.176714423,-1.490567498,0.136075083,0.814137503
11670,ENSG00000245680,74.74128809,-0.159469756,0.190373079,-0.837669679,0.402216247,0.886774822
11671,ENSG00000188283,112.4899286,-0.141583326,0.173997967,-0.813706784,0.415812947,0.889172924
11672,ENSG00000181666,204.549832,-0.173645612,0.157629055,-1.101609166,0.270631622,0.851248865
11673,ENSG00000189164,42.89894397,0.051644752,0.264158161,0.195506933,0.844996111,0.974191558
11674,ENSG00000196437,36.12031128,-0.111917329,0.267714308,-0.418047621,0.6759123,0.947491984
11675,ENSG00000171827,48.22641995,-0.121686079,0.207506132,-0.586421607,0.557592228,0.924253653
11676,ENSG00000188227,40.994722,-0.05385939,0.27373292,-0.196758906,0.844016211,0.974191558
11677,ENSG00000171817,37.65841609,0.003134961,0.335081121,0.009355828,0.992535238,0.99922749
11678,ENSG00000180479,25.56201207,-0.377530615,0.346702934,-1.0889167,0.276190621,0.851916086
11679,ENSG00000120784,61.85129113,-0.049956878,0.249810933,-0.199978749,0.841497201,0.973870571
11680,ENSG00000196381,9.972243753,-0.893199802,0.472272603,-1.891280154,0.058586957,0.807632706
11681,ENSG00000198182,26.18829854,-0.454489221,0.288385958,-1.575975559,0.115031436,0.814137503
11682,ENSG00000189144,67.89317677,-0.249656688,0.205470475,-1.215048967,0.224347416,0.843982989
11683,ENSG00000105738,645.8384497,-0.033117027,0.114279524,-0.289789685,0.77197714,0.963095456
11684,ENSG00000167642,206.730687,-0.228751956,0.135969695,-1.682374568,0.09249623,0.808449263
11685,ENSG00000167641,12.37825731,-0.116766677,0.42798994,-0.272825751,0.784987164,0.965637069
11686,ENSG00000167645,161.1136683,-0.089229167,0.124366386,-0.71747013,0.473084061,0.900869845
11687,ENSG00000099337,269.6625468,-0.097645193,0.124498314,-0.784309357,0.43285861,0.895469455
11688,ENSG00000099338,88.43534487,0.152701214,0.189724087,0.804859394,0.420900823,0.890859231
11689,ENSG00000099341,257.5733034,-0.059084508,0.107128208,-0.551530817,0.581269847,0.927619441
11690,ENSG00000179168,18.82040712,-0.483766441,0.321635047,-1.504084975,0.132559488,0.814137503
11691,ENSG00000188766,11.46379465,-0.200060574,0.481904132,-0.415146003,0.678035024,0.947616255
