Non-elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2003,ENSG00000144320,210.4980432,0.213641057,0.120120965,1.778549289,0.075313684,0.46118719
2004,ENSG00000128654,27.67637381,-0.38360944,0.272169644,-1.409449759,0.158702219,0.566652862
2005,ENSG00000170144,915.6624804,0.057352155,0.060120612,0.953951611,0.340108137,0.717716874
2006,ENSG00000116044,587.0209455,0.171501443,0.082439582,2.080328877,0.037495378,0.38763393
2007,ENSG00000018510,272.0079547,0.1677336,0.103433106,1.621662603,0.10487561,0.501620972
2008,ENSG00000196659,25.87103823,-0.036511148,0.25858247,-0.141197305,0.887714075,0.972566541
2009,ENSG00000155636,77.1338076,0.214401526,0.177613141,1.207126483,0.227383437,0.625503954
2010,ENSG00000079156,8.239249235,-0.417404944,0.620709593,-0.672464142,0.501288261,0.813719852
2011,ENSG00000180228,98.44034586,-0.111028277,0.155374771,-0.714583689,0.474866327,0.800041302
2012,ENSG00000116095,270.8834227,-0.057676942,0.083192078,-0.693298497,0.488122246,0.806152952
2013,ENSG00000155657,1643.478109,-0.100368877,0.098309302,-1.020949952,0.307278151,0.691644574
2014,ENSG00000163492,117.942352,-0.206842284,0.219423228,-0.942663573,0.345853011,0.721479858
2015,ENSG00000187231,226.9377219,0.251180917,0.14394415,1.74498871,0.080986834,0.468708331
2016,ENSG00000163510,163.1159888,0.179438202,0.130055439,1.379705488,0.167677343,0.576209627
2017,ENSG00000170035,155.5142509,0.041738853,0.139192999,0.299863164,0.764281533,0.93592491
2018,ENSG00000115232,1920.771433,0.119411857,0.089037687,1.341138343,0.17987554,0.58495266
2019,ENSG00000188452,187.6762327,0.023974726,0.138302438,0.173349988,0.862376334,0.964445375
2020,ENSG00000138434,615.7198224,0.277202707,0.116672479,2.375904841,0.017505977,0.325086119
2021,ENSG00000077232,319.3475342,-0.046318467,0.124794806,-0.371157008,0.710520593,0.912253349
2022,ENSG00000061676,43.78310828,-0.187767201,0.271258142,-0.692208534,0.48880638,0.806683973
2023,ENSG00000162999,10.05685168,0.335475792,0.43970136,0.762962825,0.445485566,0.781967743
2024,ENSG00000163002,42.64410949,-0.098251683,0.213635493,-0.45990337,0.645585581,0.885660461
2025,ENSG00000170396,89.58868667,0.079892133,0.187766035,0.42548767,0.670481208,0.896008514
2026,ENSG00000188738,14.25749443,-0.232416157,0.410761883,-0.565817244,0.571518023,0.849839081
2027,ENSG00000065548,147.1147155,0.031372799,0.140660191,0.223039641,0.823504655,0.951944355
2028,ENSG00000138448,110.133071,0.035050738,0.137938399,0.254104281,0.799414996,0.94631577
2029,ENSG00000064989,11.37974507,0.604136358,0.426736916,1.415711495,0.156859992,0.565047242
2030,ENSG00000003436,20.20792796,-0.009113212,0.348983931,-0.026113557,0.979166763,0.995018001
2031,ENSG00000115368,149.4381684,-0.164823032,0.141465143,-1.165114094,0.243972813,0.639306602
2032,ENSG00000138449,838.8230903,0.232699962,0.140367721,1.657788276,0.097360209,0.487658206
2033,ENSG00000138381,110.3584804,0.236068588,0.159112947,1.483654174,0.13790069,0.547647752
2034,ENSG00000151687,83.44535485,0.124182796,0.151960905,0.817202266,0.413812848,0.763023909
2035,ENSG00000128694,38.62658368,-0.072590488,0.196898874,-0.368668882,0.712374546,0.912973953
2036,ENSG00000128699,160.3183622,-0.078999073,0.135120466,-0.584656608,0.558778636,0.843747029
2037,ENSG00000064933,96.39189351,-0.047919481,0.146481343,-0.327137095,0.743564196,0.928046361
2038,ENSG00000187699,183.1461537,0.018822549,0.194271555,0.096887828,0.922815476,0.981462482
2039,ENSG00000198130,139.6520514,-0.050970585,0.115710399,-0.440501337,0.659574044,0.892144616
2040,ENSG00000151689,55.34139669,0.371454077,0.18345494,2.024770099,0.042890977,0.40026775
2041,ENSG00000151690,307.279226,-0.011191279,0.115359386,-0.097012293,0.922716632,0.981462482
2042,ENSG00000189362,127.464743,0.13045429,0.127324486,1.024581319,0.305560783,0.690427239
2043,ENSG00000138386,239.0105413,0.127789935,0.115547215,1.105954261,0.268746317,0.660957451
2044,ENSG00000115419,751.5732501,0.0753059,0.090134137,0.835487008,0.403443559,0.759083552
2045,ENSG00000115415,2796.559234,0.529302031,0.135861384,3.895897549,9.78E-05,0.100364574
2046,ENSG00000138378,264.4165522,0.057159777,0.154184664,0.370722845,0.710843973,0.912310145
2047,ENSG00000128641,11.55977102,-0.049856378,0.584589203,-0.085284467,0.93203524,0.984033456
2048,ENSG00000173559,2375.824057,0.241044807,0.135628148,1.777247651,0.075527503,0.46118719
2049,ENSG00000168497,434.7319898,-0.073590583,0.250943967,-0.29325504,0.769327217,0.937793324
2050,ENSG00000196950,398.9134989,-0.218910942,0.119511763,-1.831710422,0.066994575,0.444060128
2051,ENSG00000118997,14.56295606,-0.286685553,0.434249733,-0.660185905,0.509134536,0.81763856
2052,ENSG00000081320,2658.167873,0.205823329,0.090384009,2.277209544,0.022773715,0.345607562
2053,ENSG00000138411,53.60526224,0.271937568,0.313915258,0.866277,0.386338276,0.748523485
2054,ENSG00000119041,134.1750563,0.044724744,0.140774918,0.317703926,0.750709533,0.931139981
2055,ENSG00000197121,61.30044164,0.203694077,0.197378026,1.031999766,0.302072227,0.687167621
2056,ENSG00000065413,3044.943909,0.071458366,0.053431712,1.337377436,0.181099466,0.585830773
2057,ENSG00000115524,2380.370313,0.074117482,0.058781852,1.260890554,0.207348282,0.607439759
2058,ENSG00000115520,157.8448873,0.130466991,0.12815008,1.01807967,0.308640096,0.69217344
2059,ENSG00000144381,366.0895367,0.102530252,0.083479539,1.22820817,0.219368833,0.618087344
2060,ENSG00000115541,9.08805864,0.05473854,0.390214268,0.140278162,0.888440218,0.972608639
2061,ENSG00000115540,69.5091014,-0.086982415,0.154363573,-0.563490555,0.57310089,0.850527847
2062,ENSG00000162944,27.26859871,0.099174379,0.256864769,0.386095686,0.699425805,0.907638291
2063,ENSG00000247626,90.12148104,-0.451172459,0.180437754,-2.500432701,0.01240417,0.297172239
2064,ENSG00000115896,137.9972742,-0.196843111,0.188010343,-1.046980225,0.295108699,0.682416942
2065,ENSG00000119042,12.19058926,-0.0547873,0.414403395,-0.132207653,0.894820048,0.975182736
2066,ENSG00000226124,16.27055014,-0.29165728,0.329268428,-0.885773596,0.37573954,0.740086395
2067,ENSG00000178074,77.75804906,-0.093426391,0.158416976,-0.589749872,0.555358354,0.842105497
2068,ENSG00000162971,94.76057872,0.009710142,0.143299296,0.067761265,0.945975679,0.987615856
2069,ENSG00000162972,23.12168535,-0.050295509,0.251239727,-0.200189316,0.841332522,0.957804942
2070,ENSG00000196141,56.48862164,0.29843783,0.323528984,0.922445421,0.356296287,0.728206316
2071,ENSG00000155729,110.6501853,-0.046381394,0.13977002,-0.331840787,0.740009484,0.926343544
2072,ENSG00000163535,11.50694469,-0.269737411,0.41770267,-0.645764155,0.518432105,0.823060777
2073,ENSG00000082153,393.7016952,0.160818923,0.078799073,2.040873286,0.041263424,0.395707155
2074,ENSG00000013441,852.3725557,0.042640335,0.090606428,0.470610484,0.637918919,0.881886683
2075,ENSG00000240344,43.79627778,-0.101584294,0.229025259,-0.443550614,0.657367518,0.89123862
2076,ENSG00000196290,63.4522831,-0.31139779,0.155885842,-1.997601495,0.045759881,0.405030793
2077,ENSG00000115942,154.2153406,0.036705123,0.130973955,0.280247494,0.779287631,0.940659776
2078,ENSG00000155744,864.3094746,0.307260944,0.15731056,1.95321245,0.050794426,0.414453073
2079,ENSG00000119013,26.74933707,0.256903122,0.29272781,0.877617752,0.380151192,0.743211772
2080,ENSG00000003402,6451.0229,0.167504835,0.120516208,1.389894665,0.164560866,0.572636215
2081,ENSG00000003400,487.5328191,0.098078453,0.084864351,1.155708504,0.247800409,0.643269086
2082,ENSG00000064012,1240.884818,0.107943003,0.075667935,1.426535609,0.153713796,0.562761834
2083,ENSG00000155749,246.5462975,0.504285396,0.171896458,2.933657867,0.003349932,0.209769602
2084,ENSG00000115993,1059.136566,0.380395172,0.242367332,1.569498533,0.116531821,0.518294262
2085,ENSG00000082146,3752.56797,0.422732937,0.338815524,1.247678772,0.212148718,0.613823015
2086,ENSG00000155755,11.78668138,-0.09387517,0.371290641,-0.252834733,0.800395926,0.94631577
2087,ENSG00000003393,140.6145433,0.114038383,0.12243879,0.931390965,0.351651363,0.725366865
2088,ENSG00000116030,123.609541,0.457880619,0.10799146,4.239970645,2.24E-05,0.043151348
2089,ENSG00000055044,175.5928437,0.047044222,0.149126586,0.315465021,0.752408605,0.931711494
2090,ENSG00000204217,260.9559182,-0.173416705,0.115455064,-1.502027714,0.133089952,0.543155058
2091,ENSG00000138439,349.0849017,-0.189420107,0.124258235,-1.524406876,0.127407104,0.53516926
2092,ENSG00000163596,85.07363191,-0.155481739,0.185352507,-0.838843463,0.401557158,0.757500271
2093,ENSG00000138442,56.03615019,-0.132563133,0.158646452,-0.835588388,0.403386504,0.759083552
2094,ENSG00000138380,85.03791517,-0.228670834,0.158448218,-1.443189684,0.148967045,0.55695703
2095,ENSG00000144426,133.5650442,-0.041804995,0.141032819,-0.296420328,0.766909103,0.93667864
2096,ENSG00000119004,277.161269,-0.080342389,0.094393465,-0.851143546,0.394689618,0.752650738
2097,ENSG00000138443,125.9932534,0.040086305,0.145632098,0.275257348,0.783118531,0.942006758
2098,ENSG00000173166,17.93193984,0.196158636,0.330155187,0.594140705,0.552418007,0.841423979
2099,ENSG00000178562,423.4368656,-0.179315724,0.155833528,-1.150687698,0.249860739,0.643516027
2100,ENSG00000163599,35.43697728,-0.410393597,0.271405251,-1.512106325,0.130506816,0.539235397
2101,ENSG00000163600,66.4138529,-0.19990846,0.20521911,-0.974122049,0.329995943,0.708775263
2102,ENSG00000118257,15.35429402,0.020232927,0.402360141,0.050285616,0.959894786,0.990985846
2103,ENSG00000114933,659.5931906,0.076122048,0.073986965,1.028857555,0.303546616,0.688868303
2104,ENSG00000023228,371.4206576,0.066114831,0.083420971,0.79254449,0.428043261,0.772604935
2105,ENSG00000114942,188.4035938,0.025216939,0.300141235,0.084016909,0.933042988,0.984174618
2106,ENSG00000204186,50.32033315,-0.302290795,0.211771238,-1.427440278,0.153453028,0.562761834
2107,ENSG00000114948,28.92503344,-0.038183414,0.391452952,-0.097542792,0.922295353,0.981380357
2108,ENSG00000118246,101.5662199,-0.093530969,0.171953003,-0.543933326,0.586487355,0.856465689
2109,ENSG00000118263,849.1555625,0.050825736,0.108669195,0.467710615,0.639991549,0.882645763
2110,ENSG00000118260,887.2247332,0.097273426,0.076203224,1.276500141,0.201778777,0.60237011
2111,ENSG00000144401,138.7710941,-0.038094367,0.120641884,-0.315764027,0.752181625,0.931695066
2112,ENSG00000163249,86.97328589,0.128122283,0.120651903,1.061916807,0.288273454,0.676476366
2113,ENSG00000163251,59.37716005,0.045976669,0.263548066,0.174452691,0.861509707,0.964409572
2114,ENSG00000178385,251.6355513,0.178562068,0.110913179,1.609926508,0.107413901,0.504097086
2115,ENSG00000138413,152.0377689,0.336840777,0.13070715,2.577064654,0.009964331,0.286377842
2116,ENSG00000115020,759.7755657,0.009566723,0.076959397,0.124308705,0.901070856,0.975700787
2117,ENSG00000197713,212.2869847,-0.086968317,0.113523548,-0.766081738,0.443627668,0.781767973
2118,ENSG00000144445,220.4873591,0.014614155,0.093429813,0.156418542,0.875703123,0.969400344
2119,ENSG00000115365,135.3360961,-0.149075892,0.152220687,-0.979340556,0.327411738,0.706594379
2120,ENSG00000030419,249.1035707,-0.285374853,0.171868269,-1.660427806,0.09682842,0.487591303
2121,ENSG00000144451,16.92830629,0.211893805,0.359552993,0.589325659,0.555642836,0.842158833
2122,ENSG00000138376,76.64398734,-0.095569985,0.191941707,-0.49791151,0.618546415,0.872857781
2123,ENSG00000138363,166.5431773,0.016593122,0.139333775,0.119089018,0.905204832,0.97689756
2124,ENSG00000115414,37.40065271,-0.435759206,0.226340967,-1.925233474,0.054200156,0.422240741
2125,ENSG00000118242,29.05436861,0.040120615,0.21991347,0.182438189,0.855238858,0.962838481
2126,ENSG00000115425,76.33388383,0.082355624,0.152422733,0.540310638,0.588982823,0.858032931
2127,ENSG00000163449,21.9098133,-0.249014826,0.29958298,-0.831204853,0.405857914,0.760006267
2128,ENSG00000079246,1252.349945,0.095433596,0.059241373,1.610928175,0.107195378,0.504097086
2129,ENSG00000138375,159.4319738,-0.218848738,0.124200052,-1.762066395,0.07805808,0.465031645
2130,ENSG00000197756,886.7260406,-0.057701451,0.102312203,-0.563974284,0.572771633,0.850527847
2131,ENSG00000115457,8.319552904,0.35580496,0.584814689,0.608406333,0.542918013,0.83645438
2132,ENSG00000079308,5872.047705,0.409195439,0.352724827,1.160098206,0.246008824,0.64134116
2133,ENSG00000188282,18.37487096,-0.110614443,0.371822879,-0.297492298,0.766090687,0.936440869
2134,ENSG00000180871,6358.13322,0.284855793,0.204463327,1.393187705,0.163563037,0.571119561
2135,ENSG00000163464,3617.591025,0.217311781,0.18802636,1.155751674,0.247782745,0.643269086
2136,ENSG00000163466,2416.73231,0.179509048,0.078295069,2.292724807,0.021863853,0.344581402
2137,ENSG00000179921,166.1630383,0.203989364,0.159586044,1.27824062,0.201164598,0.601756928
2138,ENSG00000127837,261.1892301,-0.064248097,0.092338553,-0.695788434,0.486561333,0.805129132
2139,ENSG00000127838,214.513087,0.251521114,0.146568375,1.716066741,0.086149828,0.478444912
2140,ENSG00000135926,1204.593378,0.101962912,0.088446785,1.152816483,0.248985717,0.643516027
2141,ENSG00000158428,9.909622826,-0.573429555,0.42521741,-1.348556153,0.177479572,0.583558398
2142,ENSG00000018280,2738.703157,0.103633986,0.181332497,0.571513586,0.567651553,0.84790787
2143,ENSG00000144579,1438.814546,0.034277911,0.0767962,0.446349052,0.655345129,0.890438754
2144,ENSG00000127831,20.92931286,-0.171577592,0.370530366,-0.463059462,0.643321746,0.884284609
2145,ENSG00000135913,143.9032225,0.084843767,0.136384254,0.622093563,0.533880348,0.831428357
2146,ENSG00000144580,241.5767138,-0.061350322,0.107887597,-0.568650376,0.569593431,0.848549772
2147,ENSG00000115556,33.36607468,-0.403070005,0.25837378,-1.560026734,0.118753564,0.5230878
2148,ENSG00000115568,268.1532089,-0.23400509,0.098663946,-2.371738618,0.017704611,0.325475779
2149,ENSG00000074582,50.05884398,-0.206477101,0.188646202,-1.094520321,0.27372684,0.665583888
2150,ENSG00000163481,69.62243316,-0.279461084,0.161704167,-1.728224382,0.083948004,0.474207956
2151,ENSG00000163482,50.40355825,-0.322975506,0.193556987,-1.668632636,0.095190207,0.487138149
2152,ENSG00000135912,244.6866893,0.046377859,0.11831012,0.392002466,0.695056392,0.906292947
2153,ENSG00000135929,316.7315539,0.451677286,0.249883988,1.807547936,0.070676888,0.452814654
2154,ENSG00000115592,8.349107043,0.774732189,0.513224657,1.50953813,0.131161319,0.540970707
2155,ENSG00000115596,10.94920465,-0.358185685,0.42471483,-0.843355729,0.399029524,0.755925788
2156,ENSG00000135925,29.6342852,-0.253148297,0.272935378,-0.927502691,0.353665595,0.727112367
2157,ENSG00000187736,10.73010358,-0.167070403,0.302980305,-0.551423313,0.581343523,0.853894898
2158,ENSG00000213901,8.277002174,0.097036348,0.460762237,0.210599611,0.833199716,0.954899761
2159,ENSG00000115649,1051.283159,0.32563909,0.226818194,1.435683284,0.151092484,0.56045703
2160,ENSG00000144567,1429.784506,0.262249371,0.147744836,1.775015482,0.075895331,0.46118719
2161,ENSG00000158552,138.0524731,0.008189161,0.117046107,0.069965262,0.944221309,0.987300886
2162,ENSG00000198925,616.8156526,0.101272937,0.145705799,0.695050835,0.487023445,0.805129132
2163,ENSG00000163516,305.6535478,-0.183508458,0.112664538,-1.628804075,0.103354502,0.497716937
2164,ENSG00000163521,20.32077192,-0.331095733,0.333289014,-0.99341928,0.32050567,0.702245008
2165,ENSG00000115661,136.272008,0.319343073,0.153780524,2.076615849,0.037837029,0.389143419
2166,ENSG00000127824,919.6574441,0.11998371,0.153309041,0.782626451,0.433846504,0.776235959
2167,ENSG00000135924,947.5983929,0.113161041,0.201676629,0.561101411,0.574728406,0.850934449
2168,ENSG00000054356,10.47214201,-0.529559994,0.586739698,-0.902546726,0.366766512,0.734817927
2169,ENSG00000123992,186.9571477,-0.025752787,0.117707229,-0.218786793,0.826816135,0.952668169
2170,ENSG00000072195,48.64403075,-0.572799261,0.295130763,-1.940832112,0.052278645,0.416890471
2171,ENSG00000144591,114.8533609,-0.101791325,0.127706579,-0.797071897,0.425409277,0.769870167
2172,ENSG00000123989,42.52256871,-0.477932829,0.26403497,-1.810111855,0.070278443,0.451331901
2173,ENSG00000124006,8.367591925,-0.503108678,0.6946832,-0.724227501,0.468926077,0.796419601
2174,ENSG00000144589,195.6041467,0.010405625,0.119182511,0.087308323,0.930426439,0.983487604
2175,ENSG00000114923,10.95078631,-1.468908594,0.473179168,-3.104339104,0.001907046,0.177595543
2176,ENSG00000116106,122.6094801,-0.088429361,0.196125094,-0.450882439,0.652074281,0.888367381
2177,ENSG00000163082,29.6711669,0.235963286,0.258279515,0.913596596,0.360928856,0.73149403
2178,ENSG00000116120,98.68999971,-0.304187354,0.136189911,-2.233552769,0.025512515,0.34914641
2179,ENSG00000123983,201.6021435,0.087218699,0.102413709,0.851631096,0.394418875,0.752480491
2180,ENSG00000152056,19.69398978,-0.762158343,0.328632521,-2.319181132,0.020385217,0.341361873
2181,ENSG00000085449,454.2924411,0.145239514,0.101499709,1.430935283,0.152448764,0.562043028
2182,ENSG00000135900,106.1272534,0.162566239,0.143669414,1.131529913,0.25783212,0.65165461
2183,ENSG00000135919,16.55228152,-0.304456756,0.378545631,-0.804280202,0.421235169,0.766872757
2184,ENSG00000124019,14.8867604,0.099644769,0.388196237,0.256686591,0.797420724,0.945829033
2185,ENSG00000036257,600.1673685,0.125753835,0.077056992,1.631958788,0.102688168,0.497141716
2186,ENSG00000135905,1433.238079,0.008733517,0.095774454,0.091188377,0.92734291,0.98299658
2187,ENSG00000169047,80.80840396,-0.365622635,0.244269705,-1.496798941,0.134445582,0.544044131
2188,ENSG00000144468,359.7434298,0.209109794,0.145310192,1.439057996,0.150134092,0.558692329
2189,ENSG00000081052,44.60182121,-0.604717137,0.234574654,-2.577930418,0.009939401,0.286377842
2190,ENSG00000169031,32.28623636,-0.72518596,0.313114847,-2.31603824,0.020556181,0.341361873
2191,ENSG00000168958,193.3557859,0.01895351,0.111256185,0.170359155,0.864727692,0.965366165
2192,ENSG00000168955,6.042290349,-1.179714557,0.584669525,-2.017745937,0.043617728,0.40222759
2193,ENSG00000173744,580.6016454,0.129248638,0.103967412,1.243164909,0.213807071,0.615971908
2194,ENSG00000153823,123.3020732,-0.030648659,0.221717997,-0.138232618,0.890056577,0.973507659
2195,ENSG00000153827,2267.943438,0.230508156,0.111564121,2.066149525,0.038814363,0.39275314
