Non-elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1718,ENSG00000163541,148.0431744,0.248569502,0.123320439,2.015639133,0.043837725,0.40222759
1719,ENSG00000115423,25.78216557,-0.300620186,0.383332895,-0.784227469,0.43290665,0.775450623
1720,ENSG00000186854,557.8574541,-0.26112668,0.176453464,-1.479861461,0.138910223,0.548061366
1721,ENSG00000034510,1277.148007,0.147437279,0.106240756,1.387765719,0.165208397,0.572784083
1722,ENSG00000176407,427.4904793,0.099830957,0.097335167,1.025641202,0.305060739,0.6902178
1723,ENSG00000152284,43.07319306,0.089487694,0.220198493,0.406395581,0.684451966,0.901824186
1724,ENSG00000152291,3195.739804,0.079476026,0.062019148,1.281475608,0.200026662,0.600735563
1725,ENSG00000042445,165.8223889,0.037698381,0.158958493,0.237158646,0.812533717,0.949900985
1726,ENSG00000115459,187.5548123,0.042670037,0.111011645,0.384374421,0.700700956,0.908074994
1727,ENSG00000042493,417.5750061,0.152582801,0.178149507,0.856487361,0.391728261,0.751425764
1728,ENSG00000152292,7.604234511,-1.193492041,0.626901763,-1.903794359,0.056936972,0.426222914
1729,ENSG00000168906,493.5179348,-0.07479153,0.079850436,-0.936645227,0.34894108,0.722986207
1730,ENSG00000115486,161.7526282,-0.138902849,0.108846247,-1.276138153,0.201906687,0.60237011
1731,ENSG00000118640,116.7123677,0.124261009,0.173940067,0.714389796,0.47498618,0.800041302
1732,ENSG00000168899,101.166382,0.398443655,0.164910581,2.416119413,0.015686916,0.314744363
1733,ENSG00000168894,97.61028965,0.0897277,0.131902906,0.68025567,0.496342588,0.810756897
1734,ENSG00000168890,84.22982748,-0.007096015,0.162876241,-0.043566914,0.965249625,0.992192632
1735,ENSG00000168883,284.4368609,-0.02720541,0.097202637,-0.279883461,0.779566917,0.940659776
1736,ENSG00000168887,472.6915954,0.085838569,0.070705013,1.214037948,0.224733233,0.621998249
1737,ENSG00000168878,14.27258416,0.105769591,0.343601055,0.307826736,0.758214177,0.934466969
1738,ENSG00000115523,918.0057704,-0.369821978,0.290565855,-1.272764751,0.203101533,0.603982197
1739,ENSG00000168874,33.71673379,0.296419957,0.412354285,0.718847768,0.472234722,0.79867478
1740,ENSG00000115525,203.2918347,0.019234879,0.121148862,0.158770609,0.873849606,0.968618201
1741,ENSG00000068654,291.7281288,-0.182848877,0.125546037,-1.456428901,0.145274091,0.554206664
1742,ENSG00000132300,315.805246,-0.139134496,0.110644888,-1.257486892,0.208577383,0.608309431
1743,ENSG00000132305,286.5228932,0.074303816,0.096497671,0.770006318,0.441296145,0.780470354
1744,ENSG00000132313,61.66359699,0.046746657,0.169450036,0.275872805,0.782645762,0.942006758
1745,ENSG00000068615,7.62863994,-0.793389418,0.579896072,-1.368157945,0.171262642,0.578986577
1746,ENSG00000115548,845.9186336,0.014752625,0.06708321,0.219915319,0.825937106,0.952640827
1747,ENSG00000115561,328.851131,0.064418073,0.106999473,0.602041031,0.547146826,0.838499252
1748,ENSG00000249884,18.08014083,0.111744171,0.336399171,0.332177308,0.739755377,0.926337694
1749,ENSG00000239305,152.4657857,0.172031022,0.12767051,1.347460913,0.177831834,0.583836989
1750,ENSG00000153561,1156.558381,0.177673809,0.142281996,1.248744141,0.21175867,0.613482666
1751,ENSG00000153563,521.7778458,-0.398353484,0.214567702,-1.856539825,0.063376652,0.434913825
1752,ENSG00000172116,147.0056512,-0.42225975,0.218169248,-1.935468694,0.052932807,0.418017583
1753,ENSG00000187627,10.15314192,-1.166536181,0.559032712,-2.086704688,0.036914837,0.386467807
1754,ENSG00000183281,19.39903264,0.048683388,0.373504659,0.130342116,0.896295761,0.975352903
1755,ENSG00000125551,10.58712799,-1.405878937,0.501378178,-2.804028973,0.005046837,0.230375903
1756,ENSG00000185304,34.38874563,0.172958185,0.506312633,0.341603535,0.732649276,0.922761141
1757,ENSG00000172086,86.20409013,0.160520086,0.183513359,0.874705186,0.381734338,0.744569713
1758,ENSG00000144115,15.02982368,-0.579235866,0.578892418,-1.000593284,0.317023478,0.698796287
1759,ENSG00000172071,139.929159,-0.087315098,0.158556862,-0.550686339,0.581848711,0.854139101
1760,ENSG00000153574,496.975941,0.363516978,0.282104826,1.288588301,0.197541253,0.599007497
1761,ENSG00000172005,185.4691846,0.287270857,0.17792098,1.614597994,0.10639778,0.503907047
1762,ENSG00000144029,221.0378753,-0.036103097,0.087295032,-0.413575618,0.679184933,0.898839061
1763,ENSG00000144026,111.1635429,-0.005382169,0.165273863,-0.032565155,0.974021357,0.994256748
1764,ENSG00000275111,48.50947111,0.321958892,0.182175831,1.767297508,0.077178417,0.464113589
1765,ENSG00000233757,17.97824609,-0.282431258,0.444429443,-0.635491781,0.525107726,0.82626154
1766,ENSG00000115042,87.76217856,-0.263244009,0.169963444,-1.548827216,0.121423261,0.526700194
1767,ENSG00000174501,335.823241,-0.146406082,0.132274401,-1.106836103,0.268364796,0.660620354
1768,ENSG00000186281,13.68251896,-0.805976607,0.352883641,-2.283972715,0.022373135,0.344581402
1769,ENSG00000158050,98.7313261,-0.720018025,0.2673683,-2.692982018,0.007081609,0.257241226
1770,ENSG00000084090,414.5393906,0.107005053,0.082108748,1.30321136,0.192502613,0.594018985
1771,ENSG00000135956,1806.031632,0.093851579,0.106897831,0.877955883,0.379967661,0.742998991
1772,ENSG00000144021,429.3572379,-0.009416984,0.076939739,-0.122394284,0.902586765,0.975700787
1773,ENSG00000144028,1644.994509,-0.034495514,0.0726731,-0.474666878,0.63502443,0.879891453
1774,ENSG00000198885,40.64867983,-0.297903751,0.276659048,-1.076790197,0.281574006,0.670265096
1775,ENSG00000121152,12.24107042,-0.439532846,0.358765443,-1.225125928,0.220527778,0.618087344
1776,ENSG00000196843,582.1026337,0.066336434,0.100518091,0.659945219,0.509288984,0.81776741
1777,ENSG00000114982,513.1454583,-0.114763701,0.087296334,-1.314645128,0.188629196,0.591221919
1778,ENSG00000249715,20.87486718,-0.671728402,0.265605582,-2.529044746,0.011437344,0.291963563
1779,ENSG00000114988,64.7214861,-0.354096017,0.17173379,-2.061889026,0.039218303,0.39275314
1780,ENSG00000158158,124.6496685,-0.153340738,0.131175318,-1.168975536,0.242413488,0.638372842
1781,ENSG00000168763,382.5101122,-0.23908336,0.08540884,-2.799281186,0.005121652,0.230375903
1782,ENSG00000163126,17.48559063,0.17557943,0.347245397,0.505635011,0.613112899,0.869934001
1783,ENSG00000213337,37.24776517,-0.335666938,0.22014924,-1.524724491,0.12732783,0.535133327
1784,ENSG00000168758,232.8013746,-0.37267086,0.140908343,-2.644774977,0.008174526,0.27223409
1785,ENSG00000168754,7.632519182,-1.388038336,0.55025652,-2.52252956,0.011651416,0.292794539
1786,ENSG00000144199,18.99464653,-0.277774624,0.279287734,-0.994582255,0.319939482,0.701732384
1787,ENSG00000135976,416.9659133,-0.143746615,0.140590073,-1.022452102,0.306566972,0.691177286
1788,ENSG00000196912,179.0054825,-0.190722009,0.193541633,-0.985431434,0.324412196,0.704305269
1789,ENSG00000135940,148.0464975,0.078800008,0.120855112,0.652020482,0.514387959,0.82144584
1790,ENSG00000115073,310.7462676,-0.092935573,0.108857824,-0.853733518,0.393252658,0.751522437
1791,ENSG00000228486,34.78014566,-0.557743207,0.259884794,-2.146117124,0.031863635,0.37005283
1792,ENSG00000115085,1339.942426,-0.361922185,0.124785109,-2.900363586,0.0037273,0.220742195
1793,ENSG00000075568,714.2397523,0.024173923,0.073554023,0.328655351,0.742416206,0.927285446
1794,ENSG00000040933,2084.805028,-0.080200386,0.048421779,-1.656287463,0.097663618,0.487658206
1795,ENSG00000183513,146.0055132,0.084283622,0.126475845,0.666400939,0.505154863,0.81510061
1796,ENSG00000115446,131.8513806,-0.102765405,0.12296851,-0.835705052,0.403320852,0.759083552
1797,ENSG00000071073,789.0343843,-0.11230415,0.099197513,-1.132126676,0.257581181,0.651645244
1798,ENSG00000196872,68.60208223,-0.117345619,0.26848126,-0.437071917,0.662059193,0.892672397
1799,ENSG00000135951,45.6485237,-0.209009261,0.220183549,-0.949250123,0.342493414,0.718832
1800,ENSG00000144182,17.46556673,-0.194785839,0.320528158,-0.607702739,0.543384646,0.836570398
1801,ENSG00000158411,107.2725475,0.215941547,0.149283483,1.446520023,0.1480314,0.556107215
1802,ENSG00000185414,50.42634819,-0.197316934,0.229456961,-0.85993004,0.389827608,0.750794461
1803,ENSG00000185674,12.37780675,-0.77219362,0.438715199,-1.760125069,0.078386603,0.465155811
1804,ENSG00000144214,13.22040903,0.178588496,0.394833032,0.452313969,0.651042814,0.887837188
1805,ENSG00000115514,47.3133905,0.237349074,0.174846452,1.357471495,0.174631445,0.580670967
1806,ENSG00000158417,236.1631193,-0.020144524,0.117348514,-0.171664072,0.863701633,0.964809562
1807,ENSG00000135945,229.1785734,-0.020639273,0.098545088,-0.209439896,0.834104851,0.955120741
1808,ENSG00000144218,242.4417566,-0.270103501,0.236027984,-1.144370663,0.252469949,0.646093552
1809,ENSG00000170500,6.13332594,-1.977625259,0.758104251,-2.608645523,0.009090135,0.277446743
1810,ENSG00000115526,17.24268473,-1.034495618,0.394609764,-2.621566199,0.008752676,0.277446743
1811,ENSG00000115539,40.09506875,-0.131555263,0.273808596,-0.480464326,0.630897264,0.878110644
1812,ENSG00000170485,20.00279249,-0.393722656,0.454272131,-0.866711006,0.386100373,0.748169833
1813,ENSG00000071082,265.4767179,0.001417153,0.306257217,0.004627328,0.99630794,0.998962381
1814,ENSG00000204634,317.0480778,0.131256319,0.120690131,1.087548068,0.276794667,0.667857104
1815,ENSG00000158435,346.6721722,0.066784107,0.092383081,0.722904089,0.469738811,0.797012284
1816,ENSG00000163162,4027.696004,0.20510074,0.135471693,1.513974878,0.130032211,0.53846008
1817,ENSG00000071054,2152.632285,0.219425059,0.11158708,1.966402009,0.049252192,0.411746598
1818,ENSG00000115590,494.6515133,0.547167853,0.299089254,1.829446711,0.067332715,0.444752152
1819,ENSG00000115594,185.1706306,0.495437506,0.228705259,2.16627072,0.030290506,0.364360409
1820,ENSG00000115602,60.73112437,0.433295383,0.309305885,1.400863689,0.161254839,0.569194196
1821,ENSG00000115604,222.5470546,0.399738819,0.265071129,1.508043594,0.13154337,0.541275676
1822,ENSG00000115607,337.4560975,0.343781508,0.289528867,1.187382494,0.235076782,0.632793774
1823,ENSG00000135953,117.0699584,-0.207277576,0.217157485,-0.954503485,0.339828846,0.717374814
1824,ENSG00000170417,16.70013074,-0.415932001,0.381529985,-1.090168577,0.275638892,0.667148065
1825,ENSG00000135972,35.77456567,-0.390554515,0.235738987,-1.656724329,0.097575222,0.487658206
1826,ENSG00000135966,241.4097053,-0.034599614,0.093482283,-0.370119479,0.711293469,0.912596843
1827,ENSG00000135974,113.0191921,-0.089977058,0.14764932,-0.609397037,0.542261302,0.836182877
1828,ENSG00000115641,51.72731952,-0.069783446,0.214975494,-0.324611166,0.745475375,0.928517004
1829,ENSG00000071051,543.4008869,0.007969396,0.121764682,0.06544916,0.947816384,0.988055324
1830,ENSG00000115652,323.5989549,-0.066967615,0.107726507,-0.621644722,0.534175507,0.831602448
1831,ENSG00000135968,489.3064393,-0.060935681,0.122184976,-0.49871664,0.61797902,0.872633652
1832,ENSG00000169756,671.3666687,0.042826679,0.134946312,0.317360873,0.750969793,0.931139981
1833,ENSG00000153201,838.1885347,0.04382842,0.08623742,0.508229721,0.61129225,0.868545201
1834,ENSG00000163006,30.56017202,-0.326576927,0.266740847,-1.224322897,0.220830442,0.618087344
1835,ENSG00000135960,61.99635452,-0.37983302,0.319106865,-1.190300372,0.233928355,0.632294445
1836,ENSG00000172985,144.4419284,-0.113051314,0.176240817,-0.641459319,0.521224304,0.824566569
1837,ENSG00000186522,23.77951181,-0.410929018,0.333052874,-1.233825167,0.217268059,0.618087344
1838,ENSG00000198142,20.97420347,-0.578486695,0.286093765,-2.022017835,0.043174509,0.400805246
1839,ENSG00000175701,15.38886886,-0.516126628,0.382232179,-1.350296119,0.176921017,0.582778347
1840,ENSG00000169679,19.79917684,0.078961866,0.319379535,0.247235208,0.804726199,0.948118512
1841,ENSG00000153093,14.40870991,-0.498510308,0.472400645,-1.055270168,0.291301781,0.679801967
1842,ENSG00000153094,478.7560239,0.145980198,0.097457122,1.497891539,0.134161432,0.543750729
1843,ENSG00000153107,277.2344558,-0.239769595,0.110368193,-2.172451935,0.029821591,0.363344762
1844,ENSG00000153208,51.70122875,0.647123054,0.264472232,2.446846871,0.014411205,0.305166584
1845,ENSG00000153214,254.1861359,0.071782766,0.111163841,0.645738443,0.51844876,0.823060777
1846,ENSG00000144152,40.49719366,-0.24473435,0.220073685,-1.112056399,0.266113902,0.65822774
1847,ENSG00000144161,99.62849297,-0.174961956,0.170678716,-1.025095342,0.305318203,0.690427239
1848,ENSG00000188177,259.5265371,-0.081814925,0.115938663,-0.705674218,0.480390758,0.802069495
1849,ENSG00000169629,50.1543683,-0.105536539,0.283897942,-0.371741119,0.710085607,0.912043499
1850,ENSG00000114999,189.2272973,-0.033098951,0.108042194,-0.30635208,0.75933659,0.934908661
1851,ENSG00000125630,150.9587037,-0.13671813,0.127533956,-1.072013555,0.283713944,0.671621694
1852,ENSG00000125611,68.75608565,0.074805174,0.132164654,0.565999845,0.571393886,0.849839081
1853,ENSG00000144136,599.6073516,-0.095114368,0.086157032,-1.103965238,0.269608217,0.662043769
1854,ENSG00000144130,12.55715117,0.231404898,0.505584705,0.457697584,0.647169724,0.886234412
1855,ENSG00000125538,297.4848341,0.381334485,0.190149985,2.005440523,0.044915973,0.403713398
1856,ENSG00000136689,416.1534801,0.410265006,0.208854599,1.964357056,0.049488699,0.411746598
1857,ENSG00000125637,2655.190339,0.006886741,0.092411679,0.074522406,0.940594713,0.986108391
1858,ENSG00000125618,46.18965587,0.750983404,0.59853016,1.25471272,0.209583067,0.609532156
1859,ENSG00000136682,176.3887537,0.172732782,0.137311502,1.25796295,0.208405156,0.608190378
1860,ENSG00000184492,5.92805088,-1.147888713,0.602395858,-1.905538855,0.056710062,0.425639615
1861,ENSG00000144134,118.7501435,-0.074597195,0.15201966,-0.490707552,0.623633304,0.875339165
1862,ENSG00000115084,323.7267385,0.072107085,0.09026665,0.798823098,0.424392995,0.769502393
1863,ENSG00000115091,2320.099327,0.197541159,0.070397784,2.806070695,0.005014969,0.230375903
1864,ENSG00000088205,316.867614,-0.03324019,0.100414649,-0.331029294,0.740622358,0.926343544
1865,ENSG00000125633,451.4100934,0.091355862,0.067434323,1.354738326,0.175500942,0.581178525
1866,ENSG00000125629,94.51883434,0.187406801,0.131399469,1.426237127,0.153799906,0.562761834
1867,ENSG00000019169,44.25788994,0.40488864,0.284134627,1.424988725,0.15416046,0.562761834
1868,ENSG00000115107,34.13077559,0.36092343,0.308851355,1.168599146,0.242565172,0.638454811
1869,ENSG00000186132,21.90696539,0.31279584,0.272123177,1.149464162,0.250364636,0.644244327
1870,ENSG00000155368,61.71461919,0.275437447,0.210170127,1.310545175,0.190011472,0.592552717
1871,ENSG00000144120,41.06276199,-0.251049462,0.245057293,-1.024452116,0.305621777,0.690427239
1872,ENSG00000088179,630.3343992,-0.093342834,0.095188402,-0.980611419,0.326784401,0.706348157
1873,ENSG00000115109,68.97053013,0.176604153,0.169465501,1.042124514,0.297353955,0.683656055
1874,ENSG00000226479,224.395029,-0.016858562,0.133174398,-0.126590109,0.899264826,0.975700787
1875,ENSG00000144118,836.1731524,0.328604462,0.148379483,2.214621963,0.026786023,0.356583986
1876,ENSG00000163083,19.85926162,0.3168516,0.542251603,0.584325796,0.55900114,0.843747029
1877,ENSG00000115112,13.7125752,-0.004588188,0.557360822,-0.008231988,0.993431898,0.998631602
1878,ENSG00000074054,771.8246636,0.102835068,0.05884461,1.747569872,0.080538536,0.467670552
1879,ENSG00000155438,53.93978235,0.022372744,0.232690402,0.096148116,0.923402937,0.98166959
1880,ENSG00000211460,196.1225313,0.000825145,0.106294844,0.007762792,0.99380625,0.998631602
1881,ENSG00000136732,6641.824794,0.573390732,0.310772629,1.845049013,0.065030409,0.440005452
1882,ENSG00000136717,777.2802344,-0.250641179,0.120455489,-2.080778394,0.037454195,0.387504654
1883,ENSG00000163161,247.1830812,0.118110569,0.095058249,1.242507304,0.214049447,0.615971908
1884,ENSG00000169967,1472.063297,0.163546611,0.117892079,1.387256987,0.165363414,0.572784083
1885,ENSG00000115718,17.26987501,0.302110165,0.329054468,0.918115978,0.358558151,0.729644237
1886,ENSG00000163166,302.4902723,0.163690689,0.084449486,1.93832664,0.052583384,0.416890471
1887,ENSG00000169994,72.66270882,-0.273920866,0.240139822,-1.140672395,0.254006278,0.647484485
1888,ENSG00000072163,145.4702033,0.117459809,0.213734,0.549560712,0.582620712,0.854763416
1889,ENSG00000136709,581.5604734,0.017081518,0.068823388,0.248193508,0.803984689,0.947778845
1890,ENSG00000144231,111.959623,-0.041626297,0.138670963,-0.300180343,0.764039598,0.93592491
1891,ENSG00000144233,174.0362065,-0.193083352,0.090396411,-2.135962571,0.032682465,0.373494688
1892,ENSG00000136715,319.6964649,-0.054620988,0.100608362,-0.542907043,0.587193806,0.856913567
1893,ENSG00000136731,779.5927059,0.112258922,0.070194137,1.59926351,0.109762064,0.506258158
1894,ENSG00000136720,185.9377133,-0.017108201,0.104851684,-0.163165727,0.87038795,0.967019416
1895,ENSG00000136699,279.9449489,-0.132302375,0.093931502,-1.408498452,0.158983525,0.56665402
1896,ENSG00000152082,27.46960995,-0.19228751,0.254451771,-0.755693347,0.449833074,0.785322932
1897,ENSG00000136710,148.2852059,0.009578248,0.115422489,0.082984247,0.933864065,0.984598181
1898,ENSG00000136718,169.1370161,-0.141614199,0.131492463,-1.076975788,0.281491083,0.670265096
1899,ENSG00000072135,1030.278497,0.05941973,0.082522596,0.720041939,0.471499174,0.798210121
1900,ENSG00000136002,69.05246274,-0.480000973,0.206254021,-2.327232075,0.019952917,0.340821606
1901,ENSG00000152102,516.3940034,-0.075185239,0.081691541,-0.920355248,0.357387147,0.728687962
1902,ENSG00000115762,755.7621273,0.137363482,0.078356419,1.753059722,0.079591756,0.466389229
1903,ENSG00000173272,185.3555925,-0.233326389,0.147412618,-1.582811505,0.113464434,0.514077965
1904,ENSG00000075886,36.04057682,-0.582720534,0.226461266,-2.573157631,0.01007753,0.286377842
1905,ENSG00000152127,584.0029161,-0.052477727,0.102030834,-0.514332041,0.607019864,0.867207908
1906,ENSG00000152128,20.24477886,-0.28209146,0.343831539,-0.820435091,0.411968118,0.762146516
1907,ENSG00000153086,11.7412311,-0.538359812,0.403830244,-1.333133961,0.182487846,0.586854342
1908,ENSG00000082258,533.8018008,0.113680707,0.079991664,1.421156919,0.155271146,0.563704279
1909,ENSG00000115839,325.0784881,0.176242556,0.103821411,1.697555012,0.08959178,0.482873606
1910,ENSG00000121988,43.51345541,-0.17294872,0.182587023,-0.947212551,0.343530481,0.719651787
1911,ENSG00000048991,249.1465405,-0.036583522,0.098240097,-0.372388907,0.709603312,0.911858798
1912,ENSG00000144224,656.7498671,0.167962671,0.062156115,2.702271079,0.006886759,0.257181403
1913,ENSG00000115850,9.786820306,-0.792201571,0.44930727,-1.763162147,0.077873146,0.465031645
1914,ENSG00000076003,104.0331371,0.171059707,0.16204249,1.055647239,0.29112941,0.679754724
1915,ENSG00000115866,136.298811,-0.044039646,0.141430828,-0.311386464,0.755506843,0.932785861
1916,ENSG00000121966,1450.509564,0.22074276,0.107081666,2.061443084,0.039260788,0.39275314
1917,ENSG00000150540,54.84810354,0.203881358,0.21572344,0.945105263,0.344605139,0.720455614
1918,ENSG00000144228,586.2118956,0.295712016,0.130443079,2.266981263,0.02339137,0.345654808
1919,ENSG00000115919,205.3781809,0.489541457,0.16932257,2.89117663,0.003838023,0.220742195
1920,ENSG00000075884,1106.077814,0.16421471,0.085509915,1.920417184,0.054805225,0.422516362
1921,ENSG00000121964,159.9198865,0.140105126,0.130906507,1.070268612,0.284498418,0.672758598
1922,ENSG00000169554,2195.59231,0.176744515,0.083361694,2.120212611,0.033988119,0.377981456
1923,ENSG00000121989,81.51817056,0.052269484,0.1608925,0.3248721,0.745277873,0.928517004
1924,ENSG00000115947,167.5298324,0.091393941,0.122141185,0.748264733,0.454300492,0.786927164
1925,ENSG00000204406,273.3273983,0.013613955,0.09437667,0.144251279,0.885302049,0.971988715
1926,ENSG00000135999,394.9611245,0.019126133,0.07156415,0.267258578,0.789270077,0.943273971
1927,ENSG00000168280,67.22932563,-0.288425795,0.213032183,-1.353907146,0.175766003,0.58124088
1928,ENSG00000168288,154.0716869,0.312003491,0.136767308,2.281272439,0.022532331,0.345580988
1929,ENSG00000184898,75.57744547,-0.055456498,0.183971593,-0.301440548,0.763078579,0.935922434
1930,ENSG00000123609,332.0028041,0.445556937,0.121722408,3.660434802,0.000251788,0.100364574
1931,ENSG00000123610,79.88379642,0.662730896,0.304582825,2.175864303,0.029565409,0.362182958
1932,ENSG00000080345,587.6007152,-0.026176292,0.07985324,-0.327805006,0.743059102,0.927588192
1933,ENSG00000183091,101.9728515,-0.049319194,0.149512055,-0.329867676,0.741499948,0.926991733
1934,ENSG00000162980,281.4609619,-0.084610761,0.103061133,-0.820976427,0.411659696,0.762100547
1935,ENSG00000182389,48.10381825,0.025837141,0.289071424,0.089379782,0.92878009,0.983084552
1936,ENSG00000115145,250.4575703,0.069378729,0.111586361,0.621749182,0.534106807,0.831602448
1937,ENSG00000157827,72.8813926,0.291646247,0.171569904,1.699868336,0.089155694,0.481521492
1938,ENSG00000196504,570.5562805,0.133538585,0.077140256,1.731114104,0.083431415,0.47325414
1939,ENSG00000177917,199.4053444,0.080352146,0.128404162,0.625775249,0.531462368,0.829515943
1940,ENSG00000153234,36.89347011,-0.276442711,0.266615715,-1.036858277,0.299801911,0.684939175
1941,ENSG00000115159,219.0607567,0.288008188,0.134366558,2.143451408,0.032076869,0.370763604
1942,ENSG00000136542,12.35982586,0.798312557,0.551913831,1.446444196,0.148052653,0.556107215
1943,ENSG00000136541,37.15748205,0.265235878,0.243585157,1.08888358,0.276205228,0.667315419
1944,ENSG00000115165,1278.386511,0.137873608,0.069047124,1.996804513,0.045846423,0.405030793
1945,ENSG00000123612,26.46450267,0.186564414,0.305132591,0.611420804,0.540921033,0.835681503
1946,ENSG00000115170,129.9942916,0.158068744,0.128600241,1.229148117,0.219016277,0.618087344
1947,ENSG00000144283,156.1308949,0.080273048,0.134100047,0.598605668,0.549435876,0.839341724
1948,ENSG00000115183,17.71417678,-0.401265857,0.399880783,-1.003463716,0.315637175,0.697671487
1949,ENSG00000196151,50.67517164,-0.030189556,0.231743702,-0.130271311,0.896351777,0.975352903
1950,ENSG00000123636,1188.109363,0.180469206,0.113939735,1.58390052,0.113216359,0.513521129
1951,ENSG00000136536,980.4792477,0.139489184,0.093001915,1.499852807,0.133652535,0.543562844
1952,ENSG00000241399,116.3642193,0.081239027,0.161164194,0.504076157,0.614207861,0.870664774
1953,ENSG00000054219,123.9995776,0.267517239,0.149907324,1.784550826,0.074334204,0.45953507
1954,ENSG00000115221,18.9385551,-0.533792482,0.360063853,-1.482493946,0.138208913,0.547647752
1955,ENSG00000153250,832.4657199,0.046611101,0.081605265,0.571177621,0.567879246,0.84790787
1956,ENSG00000136560,654.6221763,0.289132684,0.095382406,3.031299973,0.002435032,0.187785322
1957,ENSG00000115233,73.38599486,-0.12686985,0.207150392,-0.61245286,0.540238178,0.835378235
1958,ENSG00000144290,35.15054076,-1.510467871,0.43372873,-3.482517448,0.000496723,0.119852128
1959,ENSG00000197635,139.3422617,0.009629318,0.198072748,0.048615058,0.961226069,0.99107539
1960,ENSG00000115267,415.1986694,0.373580078,0.174889973,2.136086319,0.032672379,0.373494688
1961,ENSG00000115271,1733.818831,0.301517512,0.185560634,1.624900207,0.104183824,0.499254761
1962,ENSG00000184611,116.6198769,0.256809277,0.247552729,1.037392229,0.299553099,0.684929795
1963,ENSG00000082438,114.0983998,-0.189981812,0.183515958,-1.035233202,0.300560017,0.68542902
1964,ENSG00000169507,18.19688728,0.353256504,0.48964442,0.721455183,0.470629505,0.797588327
1965,ENSG00000153253,18.07694093,-0.386208887,0.515859156,-0.748671189,0.454055413,0.786857945
1966,ENSG00000115339,212.5886953,0.217698386,0.165011089,1.319295495,0.187070343,0.590074117
1967,ENSG00000123607,169.4019859,-0.05046281,0.120875667,-0.417476997,0.676329546,0.898443437
1968,ENSG00000169432,19.39622243,0.087393018,0.360885327,0.242162846,0.808653983,0.948483734
1969,ENSG00000198648,193.7480097,-0.061623895,0.123803612,-0.497755227,0.618656577,0.872857781
1970,ENSG00000172292,160.2571381,0.062223397,0.125171327,0.497105835,0.61911442,0.873012816
1971,ENSG00000073737,190.0387029,0.476967772,0.249190435,1.91406934,0.055611296,0.423571198
1972,ENSG00000163093,8.552643625,-0.753510752,0.502477471,-1.499591116,0.13372035,0.543562844
1973,ENSG00000138399,81.31453043,-0.251281019,0.166864149,-1.505901781,0.132092389,0.542008006
1974,ENSG00000138398,282.0285669,0.020171184,0.112489195,0.179316637,0.857689084,0.963269462
1975,ENSG00000154479,7.565514752,-0.603962765,0.458446726,-1.317411011,0.187700892,0.590488088
1976,ENSG00000144362,8.659034702,-1.014390699,0.491928985,-2.062067351,0.039201324,0.39275314
1977,ENSG00000138385,78.54924429,-0.058867733,0.175938954,-0.334591811,0.737933023,0.925083324
1978,ENSG00000138382,35.01844554,-0.508976435,0.240675619,-2.114781864,0.034448543,0.379873134
1979,ENSG00000144357,618.81794,0.150213623,0.070385378,2.134159489,0.032829728,0.373494688
1980,ENSG00000071909,9.512322547,0.44407549,0.699769355,0.634602654,0.525687597,0.826613616
1981,ENSG00000115806,279.3557172,0.060060687,0.12035424,0.499032577,0.617756434,0.87249137
1982,ENSG00000198586,712.9803364,0.083857045,0.077385008,1.08363424,0.278527003,0.668773506
1983,ENSG00000123600,86.16295188,-0.259041096,0.174228948,-1.486785626,0.137071439,0.547647752
1984,ENSG00000115827,129.3374063,-0.18278787,0.137965805,-1.324878076,0.185211594,0.58888491
1985,ENSG00000071967,256.7686503,0.15653418,0.185919849,0.841944423,0.399819063,0.756448525
1986,ENSG00000077380,224.2568639,0.050131364,0.126030867,0.397770526,0.690799345,0.904372365
1987,ENSG00000115840,116.4791183,0.203155618,0.135415821,1.500235466,0.133553419,0.543562844
1988,ENSG00000128708,95.93372238,0.235753682,0.191349015,1.232061117,0.217926255,0.618087344
1989,ENSG00000172878,26.87671179,-0.552802311,0.321797069,-1.717859993,0.085822156,0.477822054
1990,ENSG00000091409,409.0787531,-0.175932925,0.122866758,-1.431900117,0.152172409,0.561637145
1991,ENSG00000152256,496.2287372,0.006973191,0.091627631,0.076103587,0.939336686,0.985887626
1992,ENSG00000091436,123.9876757,-0.01061787,0.175841976,-0.060383025,0.951850578,0.988965615
1993,ENSG00000144354,14.63509481,-0.047255002,0.356699623,-0.132478419,0.894605892,0.975067743
1994,ENSG00000172845,1349.552857,0.122091944,0.085745984,1.423879437,0.154481375,0.563078286
1995,ENSG00000138430,88.56103042,0.055830014,0.13814896,0.404129094,0.686117792,0.902972982
1996,ENSG00000138433,350.0771812,0.290728322,0.122533776,2.372638241,0.017661553,0.325475779
1997,ENSG00000144306,109.0528618,-0.000117244,0.166052414,-0.000706064,0.999436642,0.999873881
1998,ENSG00000163328,481.0352229,0.161348766,0.099736596,1.617748879,0.105716727,0.503222148
1999,ENSG00000115935,4001.050838,0.100730798,0.084568623,1.191113145,0.23360917,0.631765916
2000,ENSG00000128656,9.210186295,-0.338796793,0.514764962,-0.658158224,0.510436466,0.81828515
2001,ENSG00000115966,300.777727,0.127060051,0.103341475,1.229516522,0.218878207,0.618087344
2002,ENSG00000154518,147.6081884,0.140367768,0.119254327,1.177045492,0.239177349,0.636007754
