AIHsteroid.vs.AIHnotx,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1026,ENSG00000143157,379.3284233,-0.176541594,0.125225612,-1.409788231,0.158602223,NA
1027,ENSG00000152382,67.99489608,-0.34255051,0.283085321,-1.210061013,0.226255482,NA
1028,ENSG00000143195,6.279214354,-0.696325439,0.993873,-0.700618127,0.483541363,NA
1029,ENSG00000143167,53.82010553,-0.719503564,0.341102592,-2.109346516,0.034914682,NA
1030,ENSG00000143190,381.1427813,-0.065196881,0.128146792,-0.508767173,0.610915432,NA
1031,ENSG00000198821,685.0021669,-0.395088247,0.185447427,-2.130459573,0.03313369,0.109896208
1032,ENSG00000143162,621.4559354,0.213439936,0.32398586,0.658793985,0.51002807,0.640623493
1033,ENSG00000198771,1836.661872,0.205271751,0.099440781,2.064261252,0.038992953,0.120863355
1034,ENSG00000197965,629.7274163,0.742738982,0.303519181,2.447090758,0.014401457,0.069213037
1035,ENSG00000143199,16.41672158,0.924488379,0.591669376,1.562508413,0.118168265,NA
1036,ENSG00000143158,42.99602835,-0.112394485,0.308844658,-0.363919149,0.715918385,NA
1037,ENSG00000143164,356.6309753,-0.05557961,0.193334394,-0.287479165,0.773745453,NA
1038,ENSG00000143147,17.30373021,-0.166274711,0.478085762,-0.347792644,0.727995915,NA
1039,ENSG00000143155,112.3654247,-0.078229987,0.202675406,-0.38598658,0.699506608,NA
1040,ENSG00000213064,886.2275374,-0.037389353,0.124884356,-0.299391808,0.764641112,0.842523613
1041,ENSG00000143178,38.73366072,0.0956756,0.301197981,0.317650202,0.750750289,NA
1042,ENSG00000143185,7.488103914,-0.014512396,0.693874056,-0.020915029,0.983313438,NA
1043,ENSG00000143153,19.22783531,-0.576449881,0.407278446,-1.415370457,0.156959907,NA
1044,ENSG00000143156,25.24870533,-0.902738945,0.362844359,-2.48795089,0.012848147,NA
1045,ENSG00000117475,93.93898152,0.174420533,0.21339219,0.817370746,0.413716588,NA
1046,ENSG00000117477,10.95221145,-0.241994943,0.586697084,-0.412469995,0.679994969,NA
1047,ENSG00000117479,37.16598556,-0.154342991,0.312140858,-0.494465838,0.620977227,NA
1048,ENSG00000198734,420.3751941,0.458842708,0.255073049,1.798867852,0.072039587,0.178163006
1049,ENSG00000174175,101.9694178,0.31107155,0.324050793,0.959946884,0.337081948,NA
1050,ENSG00000000460,69.6684082,-0.117005284,0.214758931,-0.544821507,0.585876285,NA
1051,ENSG00000188404,5535.416115,0.574136469,0.210134409,2.732234435,0.006290636,0.046391667
1052,ENSG00000171806,9.866846477,-1.082154329,0.666010631,-1.624830414,0.104198699,NA
1053,ENSG00000000457,158.6619661,0.136802773,0.156070687,0.876543673,0.380734545,NA
1054,ENSG00000075945,98.91004434,-0.416931468,0.1875239,-2.223351095,0.026192135,NA
1055,ENSG00000120370,42.62330178,-0.478563052,0.297935496,-1.606263968,0.108215924,NA
1056,ENSG00000076258,19.68143389,-1.260514744,0.424529944,-2.969201021,0.002985752,NA
1057,ENSG00000117523,2431.510513,-0.085899078,0.10076986,-0.852428272,0.393976434,0.543406187
1058,ENSG00000117533,100.1800972,-0.426291428,0.198615403,-2.146316056,0.031847771,NA
1059,ENSG00000010165,174.6327451,-0.030294859,0.169687472,-0.178533271,0.858304194,NA
1060,ENSG00000197959,91.76320727,-0.04397634,0.310803763,-0.141492304,0.88748104,NA
1061,ENSG00000135845,172.665297,0.07823445,0.271558065,0.288094741,0.773274218,NA
1062,ENSG00000180999,7.99679281,-0.576249366,0.724730874,-0.795121868,0.426542615,NA
1063,ENSG00000094975,331.76162,-0.250302475,0.148415819,-1.686494581,0.091700578,NA
1064,ENSG00000117560,41.82186539,-0.42199197,0.414137146,-1.018966722,0.308218765,NA
1065,ENSG00000117586,38.87247833,0.014782624,0.346883262,0.042615557,0.966007994,NA
1066,ENSG00000117592,1195.087037,0.136225609,0.350812535,0.388314543,0.697783276,0.792924509
1067,ENSG00000076321,141.9574374,-0.330216212,0.187274712,-1.763271764,0.077854665,NA
1068,ENSG00000120334,22.61505214,0.263818019,0.413402841,0.638162085,0.523368175,NA
1069,ENSG00000117593,85.13562154,-0.229010326,0.212391866,-1.078244334,0.280924732,NA
1070,ENSG00000185278,805.5368072,0.088233945,0.10789912,0.817744811,0.413502917,0.559848335
1071,ENSG00000135870,1473.340794,0.306043714,0.120206345,2.545986346,0.010896945,0.060135675
1072,ENSG00000152061,1000.591023,-0.065474517,0.115912167,-0.564863191,0.572166822,0.692835066
1073,ENSG00000203737,26.8327711,-0.10109905,0.442670068,-0.228384654,0.819347219,NA
1074,ENSG00000116161,163.7312489,-0.340517088,0.171013867,-1.991166524,0.046462583,NA
1075,ENSG00000120333,75.57467937,-0.296681102,0.247724236,-1.197626468,0.231062467,NA
1076,ENSG00000235750,1039.374513,0.578113384,0.193100557,2.993846282,0.002754847,0.033971534
1077,ENSG00000143207,1208.559034,0.043028485,0.139138166,0.309250052,0.757131323,0.839344428
1078,ENSG00000075391,12.31617316,1.764054391,0.667294532,2.643591855,0.00820315,NA
1079,ENSG00000116191,283.0250003,-0.34740514,0.239238054,-1.452131612,0.146465014,NA
1080,ENSG00000116194,69.5341412,-0.492429783,0.312458181,-1.575986203,0.115028983,NA
1081,ENSG00000116199,214.6618848,0.267571333,0.239414508,1.117607012,0.263734873,NA
1082,ENSG00000186283,210.6839739,-0.242628139,0.155918563,-1.556120922,0.119679341,NA
1083,ENSG00000143322,208.0103362,-0.181379912,0.128116001,-1.415747535,0.156849435,NA
1084,ENSG00000057252,450.962469,0.075191644,0.122047282,0.616086181,0.537837642,0.665574082
1085,ENSG00000169905,567.0909564,0.171098094,0.102456375,1.669960441,0.094927191,0.211114453
1086,ENSG00000143337,623.243539,0.244238824,0.118068038,2.068627776,0.038581029,0.120156552
1087,ENSG00000135837,1012.74631,0.077472137,0.093826951,0.825691726,0.408978987,0.555796319
1088,ENSG00000116260,586.3648524,0.627582438,0.190283281,3.298148086,0.000973248,0.024271763
1089,ENSG00000121454,64.19875522,0.333773657,0.232349053,1.436518259,0.150854924,NA
1090,ENSG00000230124,202.890533,-0.256385924,0.15608513,-1.642603131,0.100465073,NA
1091,ENSG00000143324,251.4547445,0.073556596,0.12755895,0.576647862,0.56417736,NA
1092,ENSG00000135835,58.26381086,0.399809865,0.242069295,1.651633948,0.098609195,NA
1093,ENSG00000135823,300.7274852,0.21252967,0.118018854,1.800811171,0.071732648,NA
1094,ENSG00000153029,369.827273,-0.007270536,0.118911163,-0.061142587,0.951245653,NA
1095,ENSG00000162783,510.5456598,0.096874238,0.161792386,0.598756466,0.549335297,0.675707234
1096,ENSG00000198216,135.7926866,1.25107775,0.345007839,3.62622993,0.000287589,NA
1097,ENSG00000135821,6217.442352,0.45313679,0.280211946,1.617121597,0.105852036,0.225697763
1098,ENSG00000203730,21.77498902,0.895888533,0.391233276,2.28990883,0.022026602,NA
1099,ENSG00000135828,397.4753216,0.260893434,0.146106698,1.785636375,0.074158153,0.180937033
1100,ENSG00000143333,8.738902188,1.22662639,0.676896763,1.812132155,0.069965779,NA
1101,ENSG00000135838,918.8250992,0.394614638,0.224985574,1.753955294,0.079438168,0.188470947
1102,ENSG00000135829,681.4870003,-0.194695697,0.093290013,-2.086994003,0.036888677,0.117575909
1103,ENSG00000135862,38.72766209,-0.087412401,0.456867467,-0.191329888,0.848267147,NA
1104,ENSG00000116698,974.0524376,0.300378941,0.140507785,2.137809954,0.032532171,0.108784649
1105,ENSG00000116701,4681.317975,0.522961356,0.192296432,2.719558295,0.006536917,0.047458019
1106,ENSG00000162704,2303.147578,0.53543327,0.150176956,3.565349068,0.000363372,0.016346683
1107,ENSG00000143344,41.2004907,-0.325902477,0.403565907,-0.80755701,0.419345643,NA
1108,ENSG00000198756,17.88989437,-0.863605528,0.690349833,-1.250967969,0.210946164,NA
1109,ENSG00000198860,80.78308046,-0.424185692,0.187480319,-2.262561178,0.023662754,NA
1110,ENSG00000116667,88.04282262,0.06508709,0.400177955,0.162645367,0.870797665,NA
1111,ENSG00000116406,573.9420574,0.242718863,0.098380409,2.467146297,0.01361947,0.066808702
1112,ENSG00000135842,4262.018668,0.688219805,0.265558232,2.591596579,0.009553172,0.05596367
1113,ENSG00000121481,115.9123699,-0.292321248,0.174370173,-1.676440667,0.093651909,NA
1114,ENSG00000121486,195.8413659,0.184797918,0.140586624,1.314477238,0.188685653,NA
1115,ENSG00000116668,119.812125,-0.012573687,0.243448289,-0.051648285,0.958808944,NA
1116,ENSG00000116679,1135.117212,0.235654487,0.11513259,2.046809561,0.040676787,0.122800886
1117,ENSG00000143341,7.597037477,1.984062245,0.961476342,2.06355805,0.039059639,NA
1118,ENSG00000116690,16.31623515,-0.294271136,0.391399572,-0.751843275,0.452145314,NA
1119,ENSG00000047410,1027.737029,0.122647335,0.112928315,1.086063622,0.277450845,0.430798499
1120,ENSG00000157181,84.37305406,0.153252904,0.177019494,0.865740265,0.386632614,NA
1121,ENSG00000262180,15.29081705,-0.485261978,0.422105412,-1.149622734,0.25029929,NA
1122,ENSG00000073756,231.0851435,0.345215363,0.256749888,1.344558963,0.178767703,NA
1123,ENSG00000116711,37.3500531,-0.354069826,0.354411138,-0.99903696,0.317776787,NA
1124,ENSG00000150681,513.1357092,0.441951428,0.235241361,1.878714804,0.060283445,0.159235531
1125,ENSG00000090104,6.1619764,-0.508760924,0.780222843,-0.6520713,0.514355177,NA
1126,ENSG00000116741,1839.294371,0.358686744,0.221492452,1.619408431,0.105359414,0.225120475
1127,ENSG00000116750,147.9748563,-0.083444139,0.199432867,-0.418407159,0.675649453,NA
1128,ENSG00000116747,371.3970148,-0.034150214,0.124750233,-0.273748697,0.784277752,NA
1129,ENSG00000023572,20.67610839,0.155455869,0.410678748,0.378533999,0.705033942,NA
1130,ENSG00000134371,417.9949359,-0.003859243,0.099951243,-0.038611253,0.969200331,0.981682085
1131,ENSG00000162630,50.44547624,-0.145449927,0.271553874,-0.535620888,0.59222059,NA
1132,ENSG00000000971,21.04076214,0.220032441,0.562183283,0.391389157,0.695509606,NA
1133,ENSG00000066279,27.78971518,0.511436316,0.473523833,1.080064572,0.280113427,NA
1134,ENSG00000177888,100.5245698,-0.630807734,0.246045496,-2.563784926,0.010353768,NA
1135,ENSG00000213047,196.3059487,-0.050220162,0.17599682,-0.285346983,0.775378321,NA
1136,ENSG00000151414,703.0247004,0.252098431,0.16040601,1.571627098,0.116037058,0.238123787
1137,ENSG00000081237,9046.600746,0.202505906,0.110904043,1.825956032,0.067856885,0.171055898
1138,ENSG00000162702,377.3477936,0.444551145,0.195130689,2.278222598,0.022713319,NA
1139,ENSG00000118193,19.81160941,0.648258785,0.52564713,1.233258488,0.21747934,NA
1140,ENSG00000118197,153.0974968,0.169300975,0.171688552,0.986093556,0.324087205,NA
1141,ENSG00000118200,35.63037339,-0.457035688,0.350098309,-1.305449573,0.191739807,NA
1142,ENSG00000170128,40.16819383,-0.539867553,0.447757098,-1.205715233,0.227927309,NA
1143,ENSG00000116852,1933.934504,0.151784366,0.103106668,1.472110093,0.14099115,0.270792527
1144,ENSG00000232237,7.204044392,0.131583778,0.669116506,0.196653014,0.844099081,NA
1145,ENSG00000116857,77.74159093,-0.269882484,0.209123462,-1.290541394,0.196862749,NA
1146,ENSG00000174307,7.639134849,0.296448794,0.762053385,0.389013158,0.697266413,NA
1147,ENSG00000159176,247.9561698,0.06535429,0.138879104,0.470584042,0.637937806,NA
1148,ENSG00000134369,77.5993266,-0.442094413,0.272354772,-1.623229911,0.104540266,NA
1149,ENSG00000198700,317.7753806,-0.368302509,0.125260761,-2.940286386,0.00327909,NA
1150,ENSG00000198892,104.0076872,0.391320886,0.514666019,0.760339466,0.447051697,NA
1151,ENSG00000163431,7.742331889,0.327376517,1.048918246,0.312108707,0.75495791,NA
1152,ENSG00000134375,66.6505138,-0.125446446,0.220978371,-0.567686539,0.570247834,NA
1153,ENSG00000176393,397.675052,0.237272444,0.174293613,1.361337571,0.173407035,0.309990213
1154,ENSG00000170075,45.84532639,0.047017535,0.275668912,0.17055799,0.864571333,NA
1155,ENSG00000143862,322.4860644,0.386400739,0.161483378,2.39282051,0.016719418,NA
1156,ENSG00000143851,304.055457,0.15543406,0.147093107,1.056705259,0.290646124,NA
1157,ENSG00000133067,45.51679909,-0.259972111,0.504168248,-0.515645546,0.606101994,NA
1158,ENSG00000077157,1012.45387,0.15705485,0.202401446,0.775957151,0.437774286,0.582332489
1159,ENSG00000143858,92.30810534,0.172603478,0.285239211,0.605118342,0.545100368,NA
1160,ENSG00000117139,446.785581,0.153665996,0.122450039,1.25492811,0.209504859,0.354773433
1161,ENSG00000183155,108.3164242,0.137719357,0.161571431,0.852374431,0.394006307,NA
1162,ENSG00000117153,198.3252665,0.33380235,0.146253423,2.282355807,0.022468342,NA
1163,ENSG00000159346,8912.408542,0.400225459,0.46359758,0.863303597,0.387970567,0.537518325
1164,ENSG00000159348,168.7185606,0.328292244,0.17179906,1.910908261,0.056016371,NA
1165,ENSG00000163444,355.9438202,0.061393419,0.183586023,0.334412273,0.73806848,NA
1166,ENSG00000143847,53.73184909,0.615609017,0.459763878,1.338967777,0.180581163,NA
1167,ENSG00000133055,10.80890027,-0.24880053,0.682196216,-0.364705233,0.715331452,NA
1168,ENSG00000133048,668.1346852,0.418813229,0.411626075,1.017460396,0.308934463,0.460652164
1169,ENSG00000133063,59.81198608,1.02942055,0.449393412,2.290689011,0.021981407,NA
1170,ENSG00000159388,1240.479601,-0.0473267,0.137756997,-0.343552059,0.731183184,0.817234164
1171,ENSG00000058668,1192.437885,0.237171225,0.147676267,1.606021265,0.108269238,0.22892956
1172,ENSG00000122188,132.8727747,-0.540310005,0.223062024,-2.422241118,0.015425112,NA
1173,ENSG00000058673,1086.640361,0.121342855,0.096709987,1.254708634,0.20958455,0.354773433
1174,ENSG00000257315,190.7015263,0.020382144,0.177229399,0.115004303,0.908441711,NA
1175,ENSG00000182004,42.53689844,-0.382566626,0.305246288,-1.253304761,0.210094816,NA
1176,ENSG00000143842,58.40605956,0.175734304,0.383350792,0.458416436,0.646653286,NA
1177,ENSG00000143850,8.553387477,-0.87661175,0.709946386,-1.234757677,0.216920703,NA
1178,ENSG00000158615,1079.973622,0.232108927,0.111086177,2.089449223,0.036667304,0.117223083
1179,ENSG00000133056,271.0648357,-0.346579198,0.21321851,-1.625464874,0.104063543,NA
1180,ENSG00000198625,1601.630923,0.049304567,0.081678239,0.60364386,0.546080446,0.672440452
1181,ENSG00000170382,120.4098559,0.201267868,0.20403325,0.986446415,0.323914098,NA
1182,ENSG00000163531,10.84027997,1.398370192,0.834041258,1.676619925,0.093616828,NA
1183,ENSG00000184144,22.427658,-0.010183921,0.429301659,-0.023722063,0.981074307,NA
1184,ENSG00000174529,24.24225146,-0.291873095,0.407271433,-0.716654967,0.473587019,NA
1185,ENSG00000117222,257.9315763,0.013076671,0.128212221,0.10199239,0.918762716,NA
1186,ENSG00000133059,288.3196405,0.088637523,0.120375075,0.736344489,0.461521078,NA
1187,ENSG00000133069,721.3963856,0.98978638,0.456693462,2.16728826,0.030212881,0.10368223
1188,ENSG00000163545,1153.489404,0.318346772,0.168940722,1.884369664,0.05951499,0.158335076
1189,ENSG00000162873,34.35486258,1.971731489,0.595038326,3.313620995,0.000920963,NA
1190,ENSG00000117266,22.76878581,-0.28085932,0.418746646,-0.670714197,0.502402617,NA
1191,ENSG00000174514,18.79655182,-0.400675629,0.489050174,-0.819293501,0.41261898,NA
1192,ENSG00000158711,915.8992576,-0.397712302,0.099049962,-4.015269597,5.94E-05,0.009623134
1193,ENSG00000158715,86.61312308,-0.018446487,0.499456572,-0.036933116,0.970538335,NA
1194,ENSG00000069275,448.1285933,-0.327591295,0.144119759,-2.273049151,0.023023218,0.088908811
1195,ENSG00000117280,270.0723293,-0.216486029,0.169825089,-1.274758815,0.202394622,NA
1196,ENSG00000133065,116.9572987,-0.279340793,0.193609513,-1.442805102,0.149075381,NA
1197,ENSG00000162877,13.25711689,-1.250871885,0.567764006,-2.203154604,0.027583854,NA
1198,ENSG00000196188,29.80646572,-0.166820694,0.591381446,-0.282086451,0.777877222,NA
1199,ENSG00000263961,43.7222098,-0.846211079,0.309808622,-2.731399382,0.0063066,NA
1200,ENSG00000266028,561.1256515,0.738311485,0.228584274,3.229931226,0.0012382,0.026439211
1201,ENSG00000263528,392.9499863,-0.258645414,0.143473915,-1.802734761,0.07142988,0.177057222
1202,ENSG00000266094,2576.68721,0.155858354,0.099967559,1.559089324,0.11897524,0.24142367
1203,ENSG00000143486,294.1007504,-0.031837536,0.131040414,-0.242959672,0.808036638,NA
1204,ENSG00000143479,20.24657813,0.411347879,0.689777542,0.596348611,0.550942363,NA
1205,ENSG00000162889,929.669124,0.632080273,0.186467076,3.389768775,0.000699516,0.020914195
1206,ENSG00000162892,143.5192615,-0.67367354,0.209629407,-3.213640437,0.001310637,NA
1207,ENSG00000162894,1106.107347,-0.430401286,0.175340743,-2.454656452,0.014101929,0.068622511
1208,ENSG00000182795,23.40278513,0.393636646,0.63864984,0.616357542,0.537658569,NA
1209,ENSG00000123836,268.4013142,1.612780824,0.386638714,4.171286435,3.03E-05,NA
1210,ENSG00000180667,532.4188045,0.678324244,0.404734827,1.675972019,0.093743674,0.209596083
1211,ENSG00000123838,28.25732271,-0.897497612,1.137716431,-0.788858794,0.430194542,NA
1212,ENSG00000196352,1253.695221,0.740147863,0.211321599,3.502471433,0.000460963,0.017928176
1213,ENSG00000117322,36.37754885,0.061959126,0.484607356,0.127854284,0.898264291,NA
1214,ENSG00000203710,1201.787793,0.556411535,0.248563071,2.23851247,0.025187655,0.092942921
1215,ENSG00000197721,82.96855501,0.52690162,0.489179938,1.077112079,0.281430197,NA
1216,ENSG00000117335,2012.882199,0.2332565,0.146924306,1.587596402,0.112377632,0.233618793
1217,ENSG00000076356,204.9686971,0.65726045,0.270368043,2.430984234,0.01505787,NA
1218,ENSG00000196878,8.030081803,0.238761016,0.751506589,0.317709811,0.750705068,NA
1219,ENSG00000123689,12.57107285,0.356633821,0.643304874,0.554377614,0.579320443,NA
1220,ENSG00000009790,1068.249039,-0.294663762,0.109427017,-2.692788037,0.00708573,0.049209607
1221,ENSG00000162757,21.84167155,0.249858243,0.380137922,0.65728313,0.510998882,NA
1222,ENSG00000117595,6.242657694,-0.861317133,1.001270184,-0.86022449,0.389665307,NA
1223,ENSG00000117597,146.9788359,-0.234451097,0.198500074,-1.181113396,0.237557679,NA
1224,ENSG00000054392,40.54531935,-0.290152513,0.31779524,-0.913017178,0.361233507,NA
1225,ENSG00000143473,5.836106217,-0.061609726,0.880733228,-0.069952767,0.944231254,NA
1226,ENSG00000117625,517.1909818,-0.045734305,0.125958464,-0.363090368,0.716537379,0.806382232
1227,ENSG00000082512,304.5102902,-0.324745787,0.1975515,-1.643853812,0.100206403,NA
1228,ENSG00000170385,318.3977476,0.014569011,0.14924935,0.097615239,0.922237823,NA
1229,ENSG00000123684,1088.739332,0.434045098,0.149786158,2.897765075,0.00375832,0.039284509
1230,ENSG00000143493,102.9354746,-0.044307093,0.195937204,-0.226129045,0.821101055,NA
1231,ENSG00000143476,17.50550935,1.171134484,0.62991322,1.859199724,0.062998834,NA
1232,ENSG00000066027,971.1263707,0.412022596,0.162681419,2.532696107,0.011318904,0.061426674
1233,ENSG00000065600,107.3672031,0.011662247,0.196640312,0.059307507,0.952707182,NA
1234,ENSG00000117691,26.61238458,-0.264353712,0.324525661,-0.814584928,0.415309941,NA
1235,ENSG00000162772,15.76643158,1.104669199,0.666504878,1.657406023,0.097437414,NA
1236,ENSG00000123685,11.4772266,0.081618806,0.615503051,0.13260504,0.894505747,NA
1237,ENSG00000117697,133.8691158,-0.096425089,0.179359836,-0.537606917,0.590848454,NA
1238,ENSG00000203705,83.4023759,0.014795954,0.21841083,0.067743684,0.945989674,NA
1239,ENSG00000162769,155.6420043,-0.018026523,0.191678551,-0.094045591,0.925072941,NA
1240,ENSG00000143494,21.57538502,-0.499011917,0.436586626,-1.142984889,0.253044865,NA
1241,ENSG00000174606,297.8915795,-0.274797809,0.138112099,-1.989672233,0.046627053,NA
1242,ENSG00000136643,147.7528419,-0.341626487,0.172573197,-1.979603396,0.047748111,NA
1243,ENSG00000143499,146.4345376,-0.118133411,0.199249525,-0.592891809,0.55325356,NA
1244,ENSG00000152104,27.13258114,0.770794116,0.463683036,1.662329774,0.096446671,NA
1245,ENSG00000117724,29.07359803,0.318573148,0.467298529,0.681733684,0.495407364,NA
1246,ENSG00000136636,34.59477802,-0.416081446,0.333792666,-1.246526627,0.21257112,NA
1247,ENSG00000092978,86.94659276,-0.425773388,0.19858364,-2.144050672,0.032028827,NA
1248,ENSG00000067533,57.58719577,-0.242809771,0.242254785,-1.002290915,0.316203109,NA
1249,ENSG00000143353,89.57706092,-0.309838592,0.235886292,-1.313508256,0.189011741,NA
1250,ENSG00000136628,317.7902893,-0.118321685,0.142308674,-0.831443947,0.405722881,NA
1251,ENSG00000162813,60.25262041,-0.264378448,0.24562841,-1.076334974,0.281777473,NA
1252,ENSG00000067704,225.3325953,0.090226062,0.154702825,0.583221812,0.55974399,NA
1253,ENSG00000118873,371.7446027,0.004132246,0.109179019,0.037848348,0.969808596,NA
1254,ENSG00000162817,15.1224424,0.438333251,0.573154001,0.764773953,0.444406161,NA
1255,ENSG00000186205,430.672466,1.247329929,0.302331961,4.125696551,3.70E-05,0.007547063
1256,ENSG00000136630,390.8054393,0.765762396,0.221613174,3.455401055,0.000549475,0.018693565
1257,ENSG00000143507,72.89927439,-0.104227789,0.215275071,-0.484160978,0.628271628,NA
1258,ENSG00000143498,33.69972807,-0.215467292,0.355125842,-0.606735039,0.544026765,NA
1259,ENSG00000154305,400.3899752,-0.091522393,0.12333192,-0.742081962,0.458037678,0.599522874
1260,ENSG00000186063,318.4293935,-0.326168618,0.188306466,-1.73211587,0.083252934,NA
1261,ENSG00000162819,427.9793232,0.217999682,0.144381245,1.509889199,0.131071699,0.256953971
1262,ENSG00000197520,16.64435922,0.234072866,0.602153336,0.388726346,0.697478591,NA
1263,ENSG00000154309,20.20020162,-0.727807057,0.415225367,-1.75280008,0.079636329,NA
1264,ENSG00000187554,252.9979573,1.106609503,0.279380643,3.960938351,7.47E-05,NA
1265,ENSG00000143502,26.52819119,-1.316451639,0.504763503,-2.608056307,0.009105797,NA
1266,ENSG00000162909,1320.936277,-0.01739141,0.117310245,-0.148251413,0.882144358,0.922047943
1267,ENSG00000143514,314.0693797,0.316197238,0.11108234,2.846512225,0.004420103,NA
1268,ENSG00000143756,199.8465451,0.035068208,0.16281852,0.215382184,0.829469359,NA
1269,ENSG00000143753,292.6326153,0.380603583,0.150172892,2.534436,0.01126285,NA
1270,ENSG00000143748,111.9229943,-0.667965504,0.198704122,-3.361608701,0.000774898,NA
1271,ENSG00000143771,227.3360394,0.207810097,0.168014314,1.236859479,0.216139256,NA
1272,ENSG00000162923,2021.857681,0.275750149,0.195623459,1.409596532,0.158658852,0.294343253
1273,ENSG00000143786,34.39890052,0.079795794,0.360792245,0.221168262,0.824961421,NA
1274,ENSG00000185842,74.27664687,0.556765446,0.301977382,1.843732277,0.065222167,NA
1275,ENSG00000143815,1653.086356,0.444095477,0.173883777,2.55397878,0.010649975,0.059680047
1276,ENSG00000154380,7.840573508,-1.013859257,0.862244913,-1.175836751,0.239660117,NA
1277,ENSG00000143742,222.7495089,0.024093327,0.211950371,0.11367438,0.909495922,NA
1278,ENSG00000143819,135.883202,-0.275036423,0.224413106,-1.22558093,0.220356418,NA
1279,ENSG00000196187,1417.055557,-0.215363604,0.110122809,-1.955667559,0.050504329,0.141144262
1280,ENSG00000143811,91.10770562,0.007213102,0.189624021,0.038038969,0.969656612,NA
1281,ENSG00000143751,271.7328482,-0.260457466,0.144011838,-1.808583729,0.070515698,NA
1282,ENSG00000163041,3338.74129,0.392554803,0.18937516,2.072894902,0.038182062,0.119369182
1283,ENSG00000182827,222.441806,-0.088892415,0.110425696,-0.804997557,0.42082109,NA
1284,ENSG00000183814,18.99836543,-0.543170792,0.425462691,-1.276659042,0.201722647,NA
1285,ENSG00000143799,634.5615725,-0.057202987,0.149504876,-0.382616198,0.702004359,0.796059785
1286,ENSG00000143772,1834.571726,-0.118285159,0.090218742,-1.311092969,0.189826356,0.33144963
1287,ENSG00000143801,50.25155521,-0.010251472,0.310511058,-0.033014838,0.973662755,NA
1288,ENSG00000163050,380.5975878,-0.127863466,0.142669865,-0.896219157,0.370135726,NA
1289,ENSG00000143776,67.6673873,-0.444367014,0.406396108,-1.093433242,0.274203625,NA
1290,ENSG00000181450,81.972266,-0.446427521,0.272566954,-1.6378637,0.10145013,NA
1291,ENSG00000143740,137.2401905,-0.303844142,0.179227647,-1.695297277,0.090019041,NA
1292,ENSG00000081692,54.58210172,-0.487667289,0.256664861,-1.900015791,0.057431047,NA
1293,ENSG00000143761,2915.443414,0.260874268,0.171859402,1.517951681,0.12902658,0.254497964
1294,ENSG00000143793,93.1806661,0.222960313,0.212403601,1.049701193,0.293855515,NA
1295,ENSG00000162910,54.76314396,-0.687969915,0.271913223,-2.530108341,0.011402731,NA
1296,ENSG00000143774,6700.383946,0.236456328,0.388298034,0.608955768,0.542553758,0.669887803
1297,ENSG00000198835,13.26715706,-0.113842918,0.567720805,-0.20052624,0.841069039,NA
1298,ENSG00000181873,181.5313506,-0.081437802,0.162019325,-0.502642523,0.615215627,NA
1299,ENSG00000154358,622.9334789,-0.348788649,0.239312307,-1.457462233,0.144988829,0.276358521
1300,ENSG00000154370,402.603241,0.01576093,0.116898957,0.134825244,0.892750046,0.930042858
1301,ENSG00000162931,149.0474752,-0.313950773,0.191009814,-1.64363687,0.100251233,NA
1302,ENSG00000181218,15.50524761,0.267898695,0.52620245,0.509117155,0.610670108,NA
1303,ENSG00000196890,235.7131776,-0.264776168,0.401049304,-0.660208522,0.509120024,NA
1304,ENSG00000168159,729.1810099,0.22414345,0.268365139,0.835218206,0.403594861,0.551923152
1305,ENSG00000116574,127.248284,-0.081191037,0.212625025,-0.381850806,0.702572031,NA
1306,ENSG00000168118,82.21253833,-0.401639788,0.179296496,-2.240087219,0.025085261,NA
1307,ENSG00000154429,225.9455701,0.046193854,0.166025063,0.278234222,0.780832566,NA
1308,ENSG00000069248,215.0112037,-0.293919029,0.134275876,-2.188919091,0.028602721,NA
1309,ENSG00000135776,290.5273073,-0.131720112,0.225028781,-0.585347844,0.558313851,NA
1310,ENSG00000135801,140.8813033,-0.035716424,0.164683053,-0.216879777,0.828302038,NA
1311,ENSG00000135763,100.9332222,-0.315878083,0.22175759,-1.424429637,0.15432214,NA
1312,ENSG00000143641,319.8976737,0.217407389,0.121759475,1.785548016,0.07417247,NA
1313,ENSG00000135775,196.0219103,0.011323033,0.161241206,0.070224189,0.944015222,NA
1314,ENSG00000119280,95.44364371,0.329530476,0.306396719,1.075502627,0.282149757,NA
1315,ENSG00000143643,283.3833911,-0.132363821,0.147964124,-0.894566991,0.371018604,NA
1316,ENSG00000173409,32.52571553,-0.426662755,0.303647417,-1.405125585,0.159983937,NA
1317,ENSG00000182118,20.42443373,-0.331613766,0.460488664,-0.720134481,0.471442199,NA
1318,ENSG00000143633,78.37554555,-0.235911279,0.228778343,-1.031178367,0.302457183,NA
1319,ENSG00000116906,182.270563,-0.083954643,0.131304964,-0.639386667,0.52257142,NA
1320,ENSG00000116903,279.5250872,0.208683115,0.134486809,1.55169951,0.12073414,NA
1321,ENSG00000010072,129.2758238,0.06636559,0.16335232,0.406272711,0.684542234,NA
1322,ENSG00000135766,1492.668051,0.546635037,0.208299723,2.624271556,0.008683452,0.054168488
1323,ENSG00000116918,118.0787434,0.114702536,0.200668162,0.571603063,0.56759092,NA
