,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
2570,ENSG00000163636,301.8390638,0.308245631,0.527198411,0.584686191,0.558758741,0.999515697,PSMD6
2571,ENSG00000144741,35.12456445,-1.209983404,1.126739035,-1.073880789,0.282876115,0.999515697,SLC25A26
2572,ENSG00000144749,155.162684,0.269950034,0.624319964,0.432390521,0.665457606,0.999515697,LRIG1
2573,ENSG00000163376,27.0326938,0.450258807,1.159135015,0.388443797,0.697687638,0.999515697,KBTBD8
2574,ENSG00000172340,124.8269328,-0.031953378,0.656802608,-0.048649896,0.961198306,0.999515697,SUCLG2
2575,ENSG00000183662,13.19804514,0.427052487,1.698117474,0.251485833,0.801438514,0.999515697,FAM19A1
2576,ENSG00000163378,23.75466451,1.344626276,1.238284873,1.085877979,0.27753298,0.999515697,EOGT
2577,ENSG00000144747,187.0805238,0.362416275,0.586448157,0.617985189,0.536585102,0.999515697,TMF1
2578,ENSG00000144744,148.4959763,0.491937696,0.62044561,0.792878034,0.427848886,0.999515697,UBA3
2579,ENSG00000144746,442.0178603,-0.130466699,0.496741573,-0.262645017,0.792824199,0.999515697,ARL6IP5
2580,ENSG00000163380,9.523977271,-0.033460494,1.835941427,-0.018225251,0.985459158,0.999515697,LMOD3
2581,ENSG00000114541,91.27147674,0.725905596,0.788747147,0.92032738,0.357401705,0.999515697,FRMD4B
2582,ENSG00000187098,13.37747717,0.871671199,1.574619527,0.553575758,0.57986922,0.999515697,MITF
2583,ENSG00000114861,1027.851385,0.504256569,0.475131681,1.061298562,0.288554239,0.999515697,FOXP1
2584,ENSG00000163412,843.3052668,0.697627128,0.464177018,1.502933366,0.132856228,0.999515697,EIF4E3
2585,ENSG00000170837,148.5447977,0.081469312,0.723936864,0.112536488,0.91039804,0.999515697,GPR27
2586,ENSG00000163421,1021.218141,0.136967153,0.676035772,0.20260341,0.839445024,0.999515697,PROK2
2587,ENSG00000163602,610.6408896,0.434582203,0.507071789,0.857042754,0.391421257,0.999515697,RYBP
2588,ENSG00000144736,50.57367251,-0.537052307,0.896016714,-0.599377554,0.548921142,0.999515697,SHQ1
2589,ENSG00000163605,222.7114779,0.726691999,0.563117406,1.290480441,0.196883898,0.999515697,PPP4R2
2590,ENSG00000255423,27.48444474,0.082798161,1.144964512,0.072315045,0.942351192,0.999515697,EBLN2
2591,ENSG00000227124,35.15960159,-1.22493573,1.137862789,-1.076523235,0.281693315,0.999515697,ZNF717
2592,ENSG00000114480,135.5654489,0.718559735,0.637033714,1.127977562,0.259329396,0.999515697,GBE1
2593,ENSG00000083937,114.2005187,0.48460852,0.672402621,0.720711825,0.471086836,0.999515697,CHMP2B
2594,ENSG00000163320,393.5960505,-0.151454892,0.501983407,-0.301712945,0.762870899,0.999515697,CGGBP1
2595,ENSG00000175105,48.40472676,0.328127063,0.917443172,0.357653828,0.72060239,0.999515697,ZNF654
2596,ENSG00000179021,46.07158195,-0.281537052,0.940773142,-0.299261363,0.764740633,0.999515697,C3orf38
2597,ENSG00000184500,11.76999263,2.400503837,2.027838062,1.183774919,0.236502173,0.999515697,PROS1
2598,ENSG00000169379,15.17696292,1.892914881,1.534587732,1.233500595,0.217389055,0.999515697,ARL13B
2599,ENSG00000178700,33.46700904,-0.752263579,1.068696121,-0.703907841,0.481490168,0.999515697,DHFR2
2600,ENSG00000178694,118.6675252,0.247284538,0.70553035,0.350494543,0.725967584,0.999515697,NSUN3
2601,ENSG00000113966,6.555893589,-0.216527167,2.500302132,-0.086600401,0.930989147,0.999515697,ARL6
2602,ENSG00000080200,57.63999914,0.078261857,0.947091269,0.082633913,0.934142635,0.999515697,CRYBG3
2603,ENSG00000170854,49.64949909,-1.228903383,0.928638258,-1.323339172,0.18572261,0.999515697,RIOX2
2604,ENSG00000080822,90.70775463,-0.362904641,0.766152023,-0.473671843,0.635733935,0.999515697,CLDND1
2605,ENSG00000080819,86.81543137,-0.334712945,0.742679603,-0.45068283,0.652218159,0.999515697,CPOX
2606,ENSG00000154165,20.78654454,-1.857666265,1.391727871,-1.334791308,0.181944659,0.999515697,GPR15
2607,ENSG00000064225,130.2751239,1.564993106,0.659043282,2.374643896,0.017565888,0.999515697,ST3GAL6
2608,ENSG00000057019,14.9206734,1.362350924,1.5148827,0.899311164,0.368486943,0.999515697,DCBLD2
2609,ENSG00000184220,14.62283772,-2.140149656,1.641668462,-1.303643035,0.19235532,0.999515697,CMSS1
2610,ENSG00000168386,25.47058452,-0.225115596,1.180507079,-0.190693982,0.848765354,0.999515697,FILIP1L
2611,ENSG00000036054,154.9533474,0.184208733,0.628521573,0.293082594,0.769459021,0.999515697,TBC1D23
2612,ENSG00000114021,50.37755071,-0.297948049,0.898351607,-0.331660841,0.740145373,0.999515697,NIT2
2613,ENSG00000154174,94.28384328,-0.382645365,0.734755669,-0.520779058,0.602520694,0.999515697,TOMM70
2614,ENSG00000114354,122.0816714,0.377211202,0.657382843,0.573807494,0.566098077,0.999515697,TFG
2615,ENSG00000154175,15.43358755,-0.210655872,1.465360003,-0.143757078,0.885692298,0.999515697,ABI3BP
2616,ENSG00000081148,9.629074928,0.692873768,1.812492623,0.382276738,0.702256107,0.999515697,IMPG2
2617,ENSG00000138468,200.6646352,0.257112566,0.583445618,0.440679572,0.659444987,0.999515697,SENP7
2618,ENSG00000174173,21.00508627,-0.674343718,1.285980022,-0.524381178,0.600013445,0.999515697,TRMT10C
2619,ENSG00000081154,190.3295564,-0.249758104,0.581019845,-0.429861573,0.66729634,0.999515697,PCNP
2620,ENSG00000066422,170.8343672,0.377312852,0.600469959,0.628362579,0.529766446,0.999515697,ZBTB11
2621,ENSG00000114391,243.8550992,-0.817285865,0.554829211,-1.47304044,0.140740132,0.999515697,RPL24
2622,ENSG00000182504,86.92261911,1.494775889,0.744593914,2.007504845,0.044695935,0.999515697,CEP97
2623,ENSG00000144815,184.5957444,0.225405504,0.586969515,0.384015691,0.700966818,0.999515697,NXPE3
2624,ENSG00000144802,763.0344095,0.198403782,0.543235616,0.365226019,0.714942697,0.999515697,NFKBIZ
2625,ENSG00000170017,103.4687451,0.68862666,0.739944642,0.930646187,0.352036615,0.999515697,ALCAM
2626,ENSG00000114423,260.8571256,0.007770218,0.566626509,0.013713121,0.989058855,0.999515697,CBLB
2627,ENSG00000114439,364.7648793,-0.029912753,0.508189782,-0.058861383,0.953062517,0.999515697,BBX
2628,ENSG00000196776,857.0167003,0.308719687,0.458417119,0.673447117,0.500662882,0.999515697,CD47
2629,ENSG00000114446,25.39305581,-0.954178052,1.20264895,-0.793396986,0.427546566,0.999515697,IFT57
2630,ENSG00000163507,14.76820571,-0.409007257,1.588200531,-0.257528724,0.796770644,0.999515697,CIP2A
2631,ENSG00000198919,47.45036553,1.184389046,0.925198631,1.280145697,0.2004939,0.999515697,DZIP3
2632,ENSG00000163519,72.60186472,-0.369799085,0.786626706,-0.470107463,0.638278243,0.999515697,TRAT1
2633,ENSG00000121570,3.907374855,2.245528258,3.437496236,0.653245299,0.513598151,0.999515697,DPPA4
2634,ENSG00000153283,254.6687859,0.058532557,0.574858253,0.101820851,0.918898875,0.999515697,CD96
2635,ENSG00000177494,48.8310322,0.011832149,1.006409354,0.011756796,0.99061965,0.999515697,ZBED2
2636,ENSG00000240891,29.70082507,1.022582986,1.119564766,0.913375462,0.361045106,0.999515697,PLCXD2
2637,ENSG00000144824,16.94094366,0.310406149,1.440385144,0.215502187,0.829375807,0.999515697,PHLDB2
2638,ENSG00000144827,36.53495822,-1.163421338,1.049875566,-1.108151647,0.267796329,0.999515697,ABHD10
2639,ENSG00000114529,6.755719618,3.020224169,2.530142347,1.193697332,0.232596385,0.999515697,C3orf52
2640,ENSG00000174500,31.11206177,0.923358375,1.106730095,0.834312159,0.404105102,0.999515697,GCSAM
2641,ENSG00000091972,26.82391486,-1.737846381,1.709156195,-1.01678617,0.309255163,0.999515697,CD200
2642,ENSG00000186265,71.2506375,-0.761088765,0.816765697,-0.931832431,0.351423132,0.999515697,BTLA
2643,ENSG00000144848,165.9588194,0.347743781,0.620685121,0.560257963,0.575303496,0.999515697,ATG3
2644,ENSG00000138459,104.4053478,0.031033269,0.718381368,0.043198877,0.965543,0.999515697,SLC35A5
2645,ENSG00000091986,22.50340279,4.190535976,1.564994543,2.677668108,0.007413664,0.999515697,CCDC80
2646,ENSG00000163606,17.14915401,0.388629935,1.413674088,0.27490773,0.783387128,0.999515697,CD200R1
2647,ENSG00000163607,26.75801283,0.355399307,1.162823181,0.305634866,0.759882671,0.999515697,GTPBP8
2648,ENSG00000163608,103.0187209,-0.518547204,0.765817904,-0.67711554,0.49833265,0.999515697,NEPRO
2649,ENSG00000206530,47.64222021,0.863126228,0.977137391,0.883321257,0.377062722,0.999515697,CFAP44
2650,ENSG00000163611,52.81330797,-0.200728397,0.904886325,-0.221827197,0.824448407,0.999515697,SPICE1
2651,ENSG00000072858,211.2081393,-0.015443818,0.591672964,-0.02610195,0.979176022,0.999515697,SIDT1
2652,ENSG00000176542,476.4008189,0.218508552,0.487863477,0.447888728,0.654233504,0.999515697,USF3
2653,ENSG00000121579,400.6835864,0.217992967,0.501653467,0.434548909,0.663889886,0.999515697,NAA50
2654,ENSG00000114573,813.921773,0.641317481,0.466375448,1.37510987,0.169097385,0.999515697,ATP6V1A
2655,ENSG00000178075,80.63628884,0.752529029,0.879883213,0.855260127,0.392407156,0.999515697,GRAMD1C
2656,ENSG00000184307,19.54699045,-0.58849508,1.396815135,-0.421312073,0.673527216,0.999515697,ZDHHC23
2657,ENSG00000163617,20.02930834,0.565000881,1.316643243,0.429122227,0.667834277,0.999515697,CCDC191
2658,ENSG00000151576,69.90814844,-0.460454389,0.806964367,-0.570600646,0.568270381,0.999515697,QTRT2
2659,ENSG00000174255,5.794091496,2.390130189,2.347974412,1.017954104,0.308699768,0.999515697,ZNF80
2660,ENSG00000181847,79.10643677,0.029457332,0.763921081,0.038560701,0.969240635,0.999515697,TIGIT
2661,ENSG00000181722,215.628871,0.293460075,0.580812638,0.50525773,0.613377827,0.999515697,ZBTB20
2662,ENSG00000114638,16.12642724,1.546481039,1.759153585,0.879105186,0.379344246,0.999515697,UPK1B
2663,ENSG00000121578,142.9646607,0.766239184,0.798223443,0.959930694,0.337090097,0.999515697,B4GALT4
2664,ENSG00000031081,135.5260407,-1.309871688,0.761418537,-1.720304437,0.085377117,0.999515697,ARHGAP31
2665,ENSG00000176142,83.27750011,0.088114777,0.743642423,0.118490788,0.905678793,0.999515697,TMEM39A
2666,ENSG00000163389,68.29840942,-0.182974581,0.806548455,-0.226861238,0.820531644,0.999515697,POGLUT1
2667,ENSG00000113845,66.99876342,-0.551190383,0.821459638,-0.670989002,0.502227536,0.999515697,TIMMDC1
2668,ENSG00000144843,34.73410382,-2.069809044,1.200036341,-1.724788636,0.08456557,0.999515697,ADPRH
2669,ENSG00000144837,6.590753014,4.159731899,3.014408186,1.379949775,0.167602109,0.999515697,PLA1A
2670,ENSG00000121577,8.480506619,-1.370697485,1.93163145,-0.709606113,0.477948428,0.999515697,POPDC2
2671,ENSG00000138495,41.68065641,-0.213674711,0.964114979,-0.221627831,0.824603615,0.999515697,COX17
2672,ENSG00000082701,676.6153098,0.112410252,0.468807582,0.239779083,0.810501523,0.999515697,GSK3B
2673,ENSG00000163428,141.9346804,-0.206602156,0.629333319,-0.328287331,0.742694422,0.999515697,LRRC58
2674,ENSG00000163430,15.77052986,1.13093444,1.459906252,0.774662372,0.438539191,0.999515697,FSTL1
2675,ENSG00000065518,65.95798805,-0.079981677,0.808190487,-0.098963893,0.921166938,0.999515697,NDUFB4
2676,ENSG00000144840,43.45600881,0.16507838,0.953970955,0.173043403,0.862617312,0.999515697,RABL3
2677,ENSG00000153767,50.97462849,-0.619271684,0.916391978,-0.675771611,0.499185661,0.999515697,GTF2E1
2678,ENSG00000051341,15.77860266,1.231689991,1.457867388,0.844857359,0.398190485,0.999515697,POLQ
2679,ENSG00000163833,11.68175073,2.004966315,1.753773288,1.143230045,0.252943091,0.999515697,FBXO40
2680,ENSG00000180353,3247.904265,0.520090712,0.435765073,1.193511697,0.232669034,0.999515697,HCLS1
2681,ENSG00000173230,437.596485,1.030708839,0.492713029,2.09190498,0.036447017,0.999515697,GOLGB1
2682,ENSG00000173226,39.97073039,0.279749602,0.985267459,0.283932652,0.776461993,0.999515697,IQCB1
2683,ENSG00000145088,19.96180623,-0.189328038,1.313074704,-0.144186799,0.885352965,0.999515697,EAF2
2684,ENSG00000163406,58.50828308,-0.747263849,0.855162489,-0.873826738,0.382212617,0.999515697,SLC15A2
2685,ENSG00000145103,9.266935568,2.143279221,2.007491048,1.067640736,0.285682601,0.999515697,ILDR1
2686,ENSG00000114013,64.68641213,-2.035462154,0.939899896,-2.165615895,0.030340551,0.999515697,CD86
2687,ENSG00000036828,4.283989459,3.759799166,3.576935363,1.051123038,0.293202084,0.999515697,CASR
2688,ENSG00000121552,44.45707295,0.038766935,0.941142163,0.04119137,0.967143334,0.999515697,CSTA
2689,ENSG00000160124,9.134653682,-0.393941632,1.851906494,-0.212722205,0.831543646,0.999515697,CCDC58
2690,ENSG00000114023,16.00743743,-2.266473289,1.490227551,-1.520890744,0.128287257,0.999515697,FAM162A
2691,ENSG00000196981,41.06194615,0.285549835,0.978712903,0.29176057,0.770469694,0.999515697,WDR5B
2692,ENSG00000114030,311.1728721,0.167351573,0.534016537,0.313382754,0.753989885,0.999515697,KPNA1
2693,ENSG00000138496,895.4425842,1.05695495,0.473957596,2.230062264,0.02574331,0.999515697,PARP9
2694,ENSG00000163840,773.7331641,0.803197972,0.476902039,1.684199071,0.092143203,0.999515697,DTX3L
2695,ENSG00000173200,215.6906484,0.311753858,0.660301295,0.472138795,0.636827723,0.999515697,PARP15
2696,ENSG00000173193,1805.179899,0.852263524,0.467852517,1.82164997,0.068508114,0.999515697,PARP14
2697,ENSG00000169087,196.2433149,0.814887841,0.610799063,1.334134073,0.182159921,0.999515697,HSPBAP1
2698,ENSG00000138463,252.0153879,0.319581325,0.622278656,0.513566264,0.607555271,0.999515697,DIRC2
2699,ENSG00000065485,22.30709435,0.814749184,1.263267042,0.644954041,0.518956969,0.999515697,PDIA5
2700,ENSG00000121542,30.93727867,-0.681498255,1.108609155,-0.61473266,0.538731287,0.999515697,SEC22A
2701,ENSG00000173175,27.37023311,2.59808123,1.199048101,2.166786494,0.030251138,0.999515697,ADCY5
2702,ENSG00000206527,77.85759071,-0.708558939,0.82324768,-0.860687442,0.389410212,0.999515697,HACD2
2703,ENSG00000065534,117.3780565,0.761782313,0.739911601,1.029558547,0.303217283,0.999515697,MYLK
2704,ENSG00000175455,77.95044844,0.113361914,0.768696908,0.147472838,0.882758818,0.999515697,CCDC14
2705,ENSG00000160145,11.99551887,0.356524591,1.667762506,0.213774197,0.830723147,0.999515697,KALRN
2706,ENSG00000114491,56.2338722,-0.35609867,0.874492616,-0.407206035,0.68385667,0.999515697,UMPS
2707,ENSG00000082781,79.69725896,0.551704126,0.906326787,0.608725388,0.542706476,0.999515697,ITGB5
2708,ENSG00000173706,128.1837271,-1.398404105,0.652653771,-2.142643109,0.032141767,0.999515697,HEG1
2709,ENSG00000221955,5.500206434,5.207943381,3.043039759,1.711427978,0.087002136,0.999515697,SLC12A8
2710,ENSG00000163848,421.9927685,0.779271097,0.516629409,1.508375411,0.131458473,0.999515697,ZNF148
2711,ENSG00000114520,33.06726125,-1.401500477,1.088107189,-1.288016927,0.197740071,0.999515697,SNX4
2712,ENSG00000144909,451.364783,0.313584641,0.496104853,0.632093476,0.527325798,0.999515697,OSBPL11
2713,ENSG00000114547,10.50688931,2.696970146,1.876403466,1.437308231,0.150630431,0.999515697,ROPN1B
2714,ENSG00000114544,79.65241219,-0.140519563,0.762188575,-0.18436325,0.853728497,0.999515697,SLC41A3
2715,ENSG00000163885,19.41435502,0.869021774,1.336434353,0.650253993,0.51552817,0.999515697,CFAP100
2716,ENSG00000070476,583.0245424,0.271353134,0.474509808,0.571859905,0.567416889,0.999515697,ZXDC
2717,ENSG00000159650,5.782667131,3.723177329,2.768912656,1.344635166,0.178743081,0.999515697,UROC1
2718,ENSG00000180767,25.60825067,-2.315046382,1.237516545,-1.87071954,0.061383965,0.999515697,CHST13
2719,ENSG00000180697,8.317033684,2.233089343,2.39148794,0.933765672,0.350424781,0.999515697,C3orf22
2720,ENSG00000197763,8.658560349,-1.805905167,2.261142633,-0.798669284,0.424482202,0.999515697,TXNRD3
2721,ENSG00000159685,21.2604781,-0.382952799,1.300266922,-0.294518604,0.76836165,0.999515697,CHCHD6
2722,ENSG00000114554,67.89328497,-0.204905367,0.838102833,-0.244487142,0.806853559,0.999515697,PLXNA1
2723,ENSG00000163870,128.1680489,0.238866107,0.659543453,0.36216887,0.717225841,0.999515697,TPRA1
2724,ENSG00000073111,62.89071991,0.371566648,0.910180999,0.4082338,0.683102036,0.999515697,MCM2
2725,ENSG00000114631,32.69263587,0.069884754,1.197354828,0.058365951,0.953457135,0.999515697,PODXL2
2726,ENSG00000114626,5000.749766,0.740222506,0.453193021,1.633349303,0.102395553,0.999515697,ABTB1
2727,ENSG00000074416,73.18400421,-0.865852162,0.780341809,-1.109580638,0.267179779,0.999515697,MGLL
2728,ENSG00000058262,463.7990599,-0.41020522,0.491378615,-0.834804786,0.403827631,0.999515697,SEC61A1
2729,ENSG00000175792,90.2456363,-0.305128291,0.725667296,-0.420479595,0.674135133,0.999515697,RUVBL1
2730,ENSG00000132394,71.32368829,-0.721210902,0.790272683,-0.912610188,0.361447594,0.999515697,EEFSEC
2731,ENSG00000179348,142.739701,-0.293808406,0.672919281,-0.436617607,0.662388691,0.999515697,GATA2
2732,ENSG00000163902,726.0580224,0.041334702,0.466770295,0.088554697,0.929435813,0.999515697,RPN1
2733,ENSG00000075785,1384.13409,0.299133329,0.443642677,0.674266349,0.500141994,0.999515697,RAB7A
2734,ENSG00000177646,117.15172,-0.447271401,0.678058694,-0.659635228,0.509487942,0.999515697,ACAD9
2735,ENSG00000114656,134.2271293,0.966994748,0.652685584,1.481562901,0.138456636,0.999515697,KIAA1257
2736,ENSG00000169704,89.73005937,1.041674692,0.830091001,1.254892163,0.209517909,0.999515697,GP9
2737,ENSG00000172780,148.1999518,0.26863301,0.643137074,0.417691687,0.676172551,0.999515697,RAB43
2738,ENSG00000240682,21.31781119,0.77874699,1.318773972,0.59050831,0.554849916,0.999515697,ISY1
2739,ENSG00000169714,972.5795012,-0.218825869,0.451205044,-0.484980991,0.62768983,0.999515697,CNBP
2740,ENSG00000181789,489.5165571,-0.02316621,0.489010069,-0.047373686,0.962215401,0.999515697,COPG1
2741,ENSG00000183624,94.48155727,-0.210368161,0.712603356,-0.295210735,0.767832902,0.999515697,HMCES
2742,ENSG00000184897,117.2024845,-0.692975108,0.684478741,-1.0124129,0.311340673,0.999515697,H1FX
2743,ENSG00000172771,46.22056237,1.305965576,0.944874894,1.382157134,0.166923459,0.999515697,EFCAB12
2744,ENSG00000129071,199.9639886,-0.059066337,0.576857329,-0.102393319,0.918444486,0.999515697,MBD4
2745,ENSG00000163913,72.03703818,0.707094512,0.783565335,0.902406577,0.366840929,0.999515697,IFT122
2746,ENSG00000004399,495.2128176,-0.530530445,0.54917596,-0.966048196,0.334020065,0.999515697,PLXND1
2747,ENSG00000172765,344.2446408,-0.163051265,0.54088962,-0.301450165,0.763071246,0.999515697,TMCC1
2748,ENSG00000251287,5.16139437,-2.069609092,2.466126513,-0.839214485,0.40134896,0.999515697,ALG1L2
2749,ENSG00000206384,24.77981604,0.481797669,1.337675272,0.360175357,0.718716002,0.999515697,COL6A6
2750,ENSG00000196455,146.7299029,-0.291258251,0.624413524,-0.466450901,0.640892784,0.999515697,PIK3R4
2751,ENSG00000017260,203.3807742,-0.193206783,0.58121901,-0.332416489,0.739574789,0.999515697,ATP2C1
2752,ENSG00000034533,46.1175532,-0.214772382,0.928773239,-0.231243078,0.817125966,0.999515697,ASTE1
2753,ENSG00000114670,24.07080454,1.846787261,1.26459074,1.46038335,0.144184746,0.999515697,NEK11
2754,ENSG00000198585,546.8184757,1.166706346,0.687511875,1.6969981,0.08969702,0.999515697,NUDT16
2755,ENSG00000114686,60.6785272,-0.591508183,0.834761277,-0.708595618,0.478575457,0.999515697,MRPL3
2756,ENSG00000014257,185.3900552,-0.258603775,0.6275922,-0.412057026,0.680297626,0.999515697,ACPP
2757,ENSG00000138246,317.0403264,0.248347247,0.54632756,0.454575725,0.649414502,0.999515697,DNAJC13
2758,ENSG00000081307,39.25392645,0.011470094,0.988756373,0.011600526,0.990744327,0.999515697,UBA5
2759,ENSG00000113971,25.08842623,-0.493259218,1.272293375,-0.387692986,0.698243247,0.999515697,NPHP3
2760,ENSG00000144868,7.407892396,1.851329682,2.11728834,0.874387133,0.381907462,0.999515697,TMEM108
2761,ENSG00000170819,10.19802687,-0.988531864,1.962338849,-0.503751869,0.614435754,0.999515697,BFSP2
2762,ENSG00000091527,625.8151646,0.08353134,0.471426233,0.17718857,0.859360274,0.999515697,CDV3
