"","logFC","logCPM","F","PValue","FDR"
"ENSG00000171053",-2.62411271797397,-1.32125454446218,30.3571972754497,2.77848056418158e-07,9.92473257525662e-05
"ENSG00000169469",-2.25044079440535,-1.46063051471484,36.9460437989865,2.99499136395491e-07,0.000101526737702847
"ENSG00000183560",-2.35030784280575,-1.45246542515611,34.4578337421944,2.99499147620945e-07,0.000101526737702847
"ENSG00000256892",-1.91647627531447,-1.47779389090552,30.1657631309905,2.99732810076612e-07,0.000101526737702847
"ENSG00000164600",-2.45256085862845,-1.38266560298565,30.0456506085521,3.143557804806e-07,0.000104675146835964
"ENSG00000106631",-2.47666356307015,-1.38223962082829,29.8910762607587,3.34253156421342e-07,0.000109445625184228
"ENSG00000188100",-2.63886183966082,-1.4883145285824,37.0375454487641,3.42029827831053e-07,0.000110156032747031
"ENSG00000186207",-2.60720578206741,-1.45605914756339,36.83721296043,3.60890016260235e-07,0.000114355568700783
"ENSG00000131737",-2.92242641065464,-1.17202872360624,29.5130550138228,3.88516743994798e-07,0.000120699310154901
"ENSG00000204687",-2.50292835364155,-1.3951054364318,29.4830159920731,3.93197386231991e-07,0.000120699310154901
"ENSG00000187918",-2.88509451993537,-1.25603240374278,29.4431473122619,3.99498800286808e-07,0.000120746975852841
"ENSG00000059122",-0.549196316860283,6.03395407768173,29.1329587444432,4.66003506745056e-07,0.000138713710507778
"ENSG00000162645",0.577372033516971,8.33321901972492,28.8958758847265,4.97209982129104e-07,0.000144775883115206
"ENSG00000167895",-0.389498255302522,8.06717126053875,28.8429737024177,5.07866389421793e-07,0.000144775883115206
"ENSG00000243073",-2.47529652820667,-1.3643112873628,28.8099253339964,5.14641683681857e-07,0.000144775883115206
"ENSG00000148965",-2.54528019555372,-1.48838005368813,35.5175414039951,5.15863546819654e-07,0.000144775883115206
"ENSG00000022355",-2.84987482057196,-1.23713081740611,28.7687367079828,5.23215295794546e-07,0.000144775883115206
"ENSG00000183313",-2.48950289195203,-1.35013691793363,28.6363448017949,5.51774955152811e-07,0.00015055792734628
"ENSG00000168925",-2.88014193929587,-1.19385278822479,28.5894011515463,5.62280088138816e-07,0.000151322665911989
"ENSG00000116882",-3.03290300774468,-1.08610421219182,28.1417861917425,6.73321810666665e-07,0.000173209075206916
"ENSG00000205867",-2.41662043237374,-1.43098282441597,30.4975550372836,6.75112174900065e-07,0.000173209075206916
"ENSG00000175077",-2.29682058518461,-1.4373111089255,30.8791327059868,6.75112175261252e-07,0.000173209075206916
"ENSG00000274764",-2.35837264822056,-1.48141620176563,48.754182439164,6.86636739698466e-07,0.000173209075206916
"ENSG00000205330",-2.15697311030885,-1.5078215140667,34.4728035534221,6.87687461373278e-07,0.000173209075206916
"ENSG00000203908",-2.21483533240067,-1.44218749755463,28.0549340782268,6.9734148144706e-07,0.000173417351196316
"ENSG00000164451",-2.49896231138195,-1.35511953929669,27.9464985582407,7.28564055129593e-07,0.000177909238124726
"ENSG00000016082",-2.86737269331237,-1.23754190664965,27.9297391679367,7.33515641255361e-07,0.000177909238124726
"ENSG00000188641",0.3904441337414,7.80275518886387,27.7817497908508,7.78760183701996e-07,0.000184470234762284
"ENSG00000234560",-1.95652274309299,-1.48291824089973,32.2241111524751,7.88735561844439e-07,0.000184470234762284
"ENSG00000271698",-2.20589931397351,-1.46746716616887,35.4004391412936,7.88735606231899e-07,0.000184470234762284
"ENSG00000248767",-2.35766616643203,-1.40673398661788,27.5238066750975,8.64556465631959e-07,0.000199055466940004
"ENSG00000242019",-2.54408914315849,-1.34987857628681,27.5044800805854,8.7136160830909e-07,0.000199055466940004
"ENSG00000244025",-2.35735217682325,-1.50137550708315,33.5770573050987,8.8289628093848e-07,0.000199372187762269
"ENSG00000135355",-2.33263361325042,-1.39431668397246,27.270829064035,9.58099952135667e-07,0.000213895814314288
"ENSG00000241149",-2.38471407163309,-1.49417447534164,33.2076200610914,9.79648980245859e-07,0.000214044256023678
"ENSG00000149507",-2.43441293994261,-1.38059624493271,27.213862275666,9.80554975167007e-07,0.000214044256023678
"ENSG00000185385",-2.44181499854535,-1.4969669015387,33.0680103137967,1.01905815701075e-06,0.000216509130849826
"ENSG00000099715",-2.26029491291096,-1.50930715523545,33.0532618915405,1.02331757681777e-06,0.000216509130849826
"ENSG00000138496",0.695515935683263,7.50871238601465,27.5662155235293,1.02490833599887e-06,0.000216509130849826
"ENSG00000189023",-2.56065366590178,-1.3403916691286,27.0488884209293,1.04866713173557e-06,0.000219171430532734
"ENSG00000149527",-0.583234613865133,5.21514577883813,26.9545787855177,1.08975803730668e-06,0.000225361962115022
"ENSG00000181752",-2.21238184934514,-1.51598116628047,32.6184325789561,1.15768734295873e-06,0.000236915891039241
"ENSG00000128519",-2.15430486951482,-1.51943552535965,32.4084314919547,1.22910508245719e-06,0.000246919196060844
"ENSG00000174156",-2.77252316377147,-1.27509473983443,26.6546718971751,1.23170524350823e-06,0.000246919196060844
"ENSG00000186226",-2.37962387709336,-1.38060765029662,26.561067350266,1.27977437850471e-06,0.000253964115556602
"ENSG00000156006",-2.26421062856312,-1.50895005646371,32.0882786170248,1.34702688074932e-06,0.000264452309228069
"ENSG00000167280",-0.493977309307486,5.83414249877984,26.395760434274,1.36940126694462e-06,0.000264452309228069
"ENSG00000162618",-2.34269222533736,-1.40415155099611,26.3893399773223,1.37300903701838e-06,0.000264452309228069
"ENSG00000148602",-3.00220028134867,-1.13755543201166,26.2152766615164,1.47461098801065e-06,0.000281264150198614
"ENSG00000166118",-2.95969664724512,-1.11612172975333,25.9183635791934,1.66600824711064e-06,0.000314715365603227
"ENSG00000169777",-2.26569428495762,-1.5175825337412,32.8194010024974,1.6829820752757e-06,0.000314893960484442
"ENSG00000262406",-2.23013025563714,-1.41095888051325,25.6929577274597,1.82813765605226e-06,0.000336008698245433
"ENSG00000184999",-2.83347294907916,-1.12729731574686,25.6707197944075,1.84498330294403e-06,0.000336008698245433
"ENSG00000253548",-2.17772641297616,-1.52081240715318,30.996265088669,1.84714137282433e-06,0.000336008698245433
"ENSG00000131738",-2.47505393012205,-1.32849222228961,25.6264419251581,1.8789987438966e-06,0.00033795412575975
"ENSG00000196260",-1.98406459869374,-1.50362024093057,39.8744508746302,1.89224034579928e-06,0.00033795412575975
"ENSG00000203989",-2.73788900065569,-1.27374931451855,25.5294007277556,1.95580877446491e-06,0.00034616053318142
"ENSG00000176540",-2.18334585184455,-1.46462493206785,31.3447824443073,2.06908147229672e-06,0.000359727313944905
"ENSG00000204979",-2.5233347878207,-1.45280827519179,38.4589797305515,2.06908207654353e-06,0.000359727313944905
"ENSG00000117228",1.01972799621252,7.0781897469512,25.8675749273014,2.17618750739719e-06,0.000372653662545223
"ENSG00000142765",-0.314249272503853,7.07787281051265,25.2654703340993,2.18136878716791e-06,0.000372653662545223
"ENSG00000006659",-2.669182878214,-1.2482503699821,25.2114138332244,2.23075608951683e-06,0.000377805466677997
"ENSG00000155313",0.299498655106555,7.12993490700461,25.1874503424964,2.25301400607887e-06,0.000378081237403859
"ENSG00000183434",-2.26535607267651,-1.41592288603443,25.14988834165,2.28836045345635e-06,0.000378081237403859
"ENSG00000185101",-0.667889733956042,5.04412827964165,25.3724926113384,2.29011845928226e-06,0.000378081237403859
"ENSG00000134243",0.815614350120654,6.87789409916161,25.6174687333602,2.36984800839405e-06,0.00038586629036953
"ENSG00000128159",-0.38065658953047,7.05760039163758,25.0506953608551,2.38445356663661e-06,0.00038586629036953
"ENSG00000172493",0.46926629433138,8.39706741878266,25.0388542295356,2.39619705920201e-06,0.00038586629036953
"ENSG00000196131",-2.25078684730531,-1.3854625280544,24.9938715636388,2.44135045973904e-06,0.000389941228715717
"ENSG00000180305",-2.42008032020464,-1.39628779451105,24.9623921380419,2.47346598043688e-06,0.000391366011777566
"ENSG00000184599",-2.72335212630663,-1.2192115376232,24.9462393084859,2.49011256602849e-06,0.000391366011777566
"ENSG00000152254",-2.64546899168027,-1.24941644226317,24.7730515453381,2.6759600311483e-06,0.000413931379872973
"ENSG00000152592",-2.78042828350304,-1.11599066324913,24.7648028184125,2.6851576556411e-06,0.000413931379872973
"ENSG00000104805",0.656520983871893,7.72481376077103,25.0989916454732,2.71144837570938e-06,0.000413931379872973
"ENSG00000171936",-1.92734092378341,-1.45780262279156,24.7356133000559,2.71796538754014e-06,0.000413931379872973
"ENSG00000136698",-2.57341795261574,-1.30769583333771,24.7053073121372,2.75246183678222e-06,0.000415960501887873
"ENSG00000186160",-2.88472364716052,-1.14532394232312,24.6140384572074,2.85907967085512e-06,0.000428618747173499
"ENSG00000157150",-2.98610771888497,-1.05745342302743,24.5966577958399,2.87985720385329e-06,0.000428618747173499
"ENSG00000137752",0.447030008084651,7.05868952344648,24.5456473133478,2.94173316767903e-06,0.00043453601362573
"ENSG00000175471",0.531224562773063,6.31124855641646,24.5657548494381,3.03797077174923e-06,0.000445402789416309
"ENSG00000177257",-2.11556791947222,-1.52320166144549,29.2074503533427,3.13332252585694e-06,0.000455979661799892
"ENSG00000141574",0.703162795684669,8.36077634329262,24.6893943718588,3.24637828889608e-06,0.000468958440173915
"ENSG00000044115",0.492632405022046,6.82822620697638,24.2667646843366,3.31677767427303e-06,0.000475630760501955
"ENSG00000121858",0.46409251346156,7.36901389868639,24.2278350497526,3.35910380499051e-06,0.000478209806904664
"ENSG00000164871",-2.30394329515141,-1.38424462150123,24.177305301475,3.43084016452409e-06,0.000484908531454966
"ENSG00000180902",-0.530661791580371,4.77242821303211,23.9912624590545,3.70874352686027e-06,0.000520442680919263
"ENSG00000244694",-2.78271086565833,-1.14604258983039,23.8014804697679,4.01600669186455e-06,0.00055956359906646
"ENSG00000206073",-2.18434888781032,-1.4245964550195,23.7700331253791,4.06938131397066e-06,0.000561874324582333
"ENSG00000114200",-2.12117502913754,-1.43252616868923,23.7581196270832,4.08979071644475e-06,0.000561874324582333
"ENSG00000249115",-0.66458255983758,3.94519194580295,23.6943200624228,4.20088296744383e-06,0.000573128797072233
"ENSG00000205883",-2.03524065800179,-1.45401416256451,24.0019852705437,4.28362198099851e-06,0.00057641127117604
"ENSG00000183269",-2.05295569551336,-1.45693540532052,25.9739584530926,4.28362239599419e-06,0.00057641127117604
"ENSG00000130224",-2.52050252949027,-1.30382243714971,23.6257493839061,4.3237283710246e-06,0.000577850119572444
"ENSG00000091106",0.78768727643526,5.7342146181081,24.017442762183,4.45267158768953e-06,0.00059106206764695
"ENSG00000249992",2.64634820832399,5.03678051662753,23.9918497811216,4.61928510034004e-06,0.000609063591149533
"ENSG00000219435",-2.40728713520857,-1.35750150699906,23.313749649399,4.93081455031986e-06,0.000640298121636183
"ENSG00000184351",-1.9689710406019,-1.53363077650517,30.2401379747777,4.98654224929093e-06,0.000640298121636183
"ENSG00000176246",-2.02202000509929,-1.53093065110774,29.4397486583261,4.98654239109586e-06,0.000640298121636183
"ENSG00000197745",-2.03533217668073,-1.53045171747243,30.67405250347,4.98654243155533e-06,0.000640298121636183
"ENSG00000187682",-1.99461700884981,-1.50701177788492,40.7920972465768,5.20538018503013e-06,0.000664057786461701
"ENSG00000105894",-2.41012979428712,-1.28699540152574,23.1201992864058,5.35059529283847e-06,0.000671988478229521
"ENSG00000011422",0.586938378898232,6.91814062812264,23.3787414553231,5.39177782293299e-06,0.000671988478229521
"ENSG00000164508",-1.86817483692625,-1.49496957316417,30.1621038877825,5.40436620656772e-06,0.000671988478229521
"ENSG00000204548",-2.0276401294762,-1.48257765779154,30.6794874339127,5.4043662608299e-06,0.000671988478229521
"ENSG00000115085",-0.473564840725516,7.83612418038929,22.9444977586926,5.76329203117199e-06,0.000711399965429543
"ENSG00000155465",0.477756600773222,7.08140866620788,22.9320451971992,5.79374908219112e-06,0.000711399965429543
"ENSG00000279012",-1.60538565300132,-1.5471266048978,27.1464511483263,5.86630255959938e-06,0.000715834658918567
"ENSG00000025708",0.457628406511972,8.26501275654948,22.7801622570921,6.17876005731173e-06,0.000748676901974887
"ENSG00000206474",-1.57566902648075,-1.55084450475874,26.9556889615295,6.2233273253986e-06,0.000748676901974887
"ENSG00000217236",-2.13577406746358,-1.42287642532949,22.7411170007578,6.2819006610625e-06,0.000748676901974887
"ENSG00000159189",2.84355411768652,1.14628177148755,22.8297364584218,6.28787991580252e-06,0.000748676901974887
"ENSG00000174937",-1.78437208219788,-1.46835425463322,22.6655659444719,6.48650351272796e-06,0.000767673783199118
"ENSG00000164713",0.486666530807742,6.7458469860577,22.5511362822714,6.933747844784e-06,0.000815691078794171
"ENSG00000149131",1.45104716220072,4.63181032856018,22.9517194695603,7.04123944657989e-06,0.000820694355030981
"ENSG00000198574",-0.898202325950441,3.9171318029168,22.7004093128339,7.05982622417977e-06,0.000820694355030981
"ENSG00000179626",-2.06620116386373,-1.44702482891473,24.7647247901364,7.22040432002873e-06,0.00083442390159579
"ENSG00000198704",-2.4636136708721,-1.23209752027973,22.3814216759912,7.31902692256196e-06,0.00083683127950873
"ENSG00000171124",-2.86693118894142,-1.0187355643608,22.3790471285705,7.32642675738072e-06,0.00083683127950873
"ENSG00000139083",0.369792859903639,7.16723500585608,22.2147115636492,7.85759704296018e-06,0.000892314170554888
"ENSG00000156587",0.6752628702354,7.14538200388133,22.5763570258241,7.93184246136589e-06,0.000895568833310312
"ENSG00000198356",0.591635480319959,5.55599811788965,22.2622974687572,8.26870622781381e-06,0.000928268586009315
"ENSG00000184478",-1.70677805912302,-1.48200784526813,22.074206712035,8.34292107220138e-06,0.000931278564684479
"ENSG00000175018",-2.4730125981738,-1.28222849244426,22.0466067578572,8.44180318870114e-06,0.000936992460142501
"ENSG00000125731",-0.593863205240849,4.77407447985132,22.0401450386882,8.54678496765324e-06,0.000943315379070313
"ENSG00000188828",-2.81674034168263,-1.10351141096785,22.0020700610573,8.60389989568859e-06,0.000944314063411721
"ENSG00000151224",-2.94093166353246,-0.872759246678403,21.9225656893646,8.90122680934494e-06,0.000971519454979949
"ENSG00000132693",-2.43973987397479,-1.29242457656534,21.8866827383103,9.03884334031135e-06,0.000981089040131253
"ENSG00000135148",0.409724310379988,6.86309586656667,21.7612246756554,9.53734179079533e-06,0.00102950888363717
"ENSG00000182783",-1.51028186300932,-1.55208533128581,25.4377216035265,1.00236623860337e-05,0.00106938269137773
"ENSG00000186103",-2.3728847395843,-1.30949632508191,21.6345098873038,1.00694277403171e-05,0.00106938269137773
"ENSG00000168394",0.445935299242949,8.61821223755963,21.6343705118253,1.00700294159055e-05,0.00106938269137773
"ENSG00000128713",-2.67931902346879,-1.23811283517339,21.5256393425575,1.05508076326942e-05,0.00111441487501027
"ENSG00000005206",-0.412549991589241,5.18337245405888,21.4725027993853,1.07942434066808e-05,0.00113403051319599
"ENSG00000254535",-2.42461227143185,-1.27228645242403,21.27734455774,1.17387425576919e-05,0.0012266985972788
"ENSG00000183644",-2.81456806655128,-1.02345124034718,21.1899461058654,1.2188743471274e-05,0.00126698441395052
"ENSG00000256394",-2.47059290149174,-1.2733681272941,21.1608432198032,1.23424763601265e-05,0.00127621205563708
"ENSG00000274391",-2.3080724269387,-1.34877070222449,21.1324101652425,1.24945874703533e-05,0.00128517625886158
"ENSG00000183067",-2.27624711617453,-1.31929041347937,21.1201843870085,1.25605814085144e-05,0.0012852353247483
"ENSG00000197555",0.431356368983924,7.86437152127166,21.0969982464904,1.26867200732366e-05,0.00129141607543423
"ENSG00000123609",0.473035378285617,5.99362964617762,21.063696041828,1.2870164737939e-05,0.00130333637341005
"ENSG00000176953",-0.340677581537526,5.86586402723872,21.0400757768505,1.30019201095572e-05,0.00130992678190954
"ENSG00000164743",-2.28542470506835,-1.36965612889455,21.0262499113602,1.30796813119351e-05,0.00131103785231774
"ENSG00000101349",-2.87922830727479,-0.872754035072185,20.9306263997239,1.36306919604056e-05,0.00135933286423415
"ENSG00000231213",-1.50346914820047,-1.51252642512992,22.2092667759541,1.40478401873861e-05,0.00137305441846227
"ENSG00000166603",-2.01829448222391,-1.48587846155158,30.1528194814306,1.40478432982993e-05,0.00137305441846227
"ENSG00000146378",-2.04335581577747,-1.48399445612911,29.8310716139497,1.4047843431037e-05,0.00137305441846227
"ENSG00000132703",-2.09319670982968,-1.48173664325494,30.8047157419864,1.40478437397392e-05,0.00137305441846227
"ENSG00000172769",-1.46592400620877,-1.53487989263839,30.4157637091694,1.4290587011719e-05,0.00137506972171159
"ENSG00000159516",-2.13047941692308,-1.503310227263,43.0263848147997,1.4290590892612e-05,0.00137506972171159
"ENSG00000130066",0.513161409890731,7.87140073317435,20.902636117602,1.43009068094742e-05,0.00137506972171159
"ENSG00000119522",0.38635628206502,6.94551261509693,20.8078191354511,1.43733664851841e-05,0.00137506972171159
"ENSG00000134249",-2.42632676677798,-1.24556564546971,20.7691490461565,1.46156974439875e-05,0.00137506972171159
"ENSG00000232263",-1.44442755700779,-1.55860564122456,26.7213474903977,1.48383740349833e-05,0.00137506972171159
"ENSG00000170605",-1.79107234381603,-1.54460612798606,28.9493013616134,1.48383765153581e-05,0.00137506972171159
"ENSG00000179304",-1.80515926394545,-1.54287600715809,26.7820597655775,1.48383765509101e-05,0.00137506972171159
"ENSG00000196578",-1.8425619925948,-1.54218607479126,30.3668831127036,1.48383769200725e-05,0.00137506972171159
"ENSG00000204704",-1.86781656889885,-1.54062284766935,28.4578123789254,1.48383770990741e-05,0.00137506972171159
"ENSG00000152093",-2.00028864316847,-1.53596286197757,27.8288275641737,1.48383783468827e-05,0.00137506972171159
"ENSG00000186479",-2.67131532170003,-1.10267205717018,20.7116942102146,1.49834917376799e-05,0.00138199849144816
"ENSG00000232030",-2.10025276990627,-1.39648852284262,20.6627287751631,1.53044124121474e-05,0.00140500227219181
"ENSG00000256646",-1.78349286129925,-1.46686943912915,20.6132034106889,1.56361628605865e-05,0.00142878165376318
"ENSG00000087253",0.567401315639843,7.13355142131335,20.8201194329109,1.58462944454832e-05,0.00143973295293468
"ENSG00000215301",0.320070665873621,9.10111198209432,20.5742040198339,1.59025781730035e-05,0.00143973295293468
"ENSG00000168267",-2.14527692004536,-1.35859420874876,20.5607176677105,1.59957843790816e-05,0.0014415283482176
"ENSG00000197530",-0.392807799996945,6.80745201736063,20.5490349366421,1.60769773763542e-05,0.00144222966911349
"ENSG00000198467",-0.975965972990375,2.75957651566737,20.5362779372777,1.61661182548931e-05,0.00144363436016195
"ENSG00000163114",-1.92524053511558,-1.44706057465805,20.4956549603395,1.64533604701397e-05,0.00146256385874302
"ENSG00000198765",-2.50467657947773,-1.21888013083437,20.4853593162261,1.65269864929732e-05,0.00146256385874302
"ENSG00000198019",1.03541100711253,5.39390991630516,20.8424638777897,1.68213888223012e-05,0.00148194172557368
"ENSG00000133069",1.28194735966303,6.98870395460714,20.817620252829,1.70282336898458e-05,0.00149346731727996
"ENSG00000131477",-2.0382317142214,-1.44676736186603,24.0748004359766,1.73372643893633e-05,0.00151381287197081
"ENSG00000109205",-2.02245231946314,-1.42793671169697,20.345356584004,1.75623126865352e-05,0.00152667785415783
"ENSG00000183023",0.792064794486402,6.8940101833648,20.65463549887,1.81317267696493e-05,0.00156923305778207
"ENSG00000095981",-2.74097613418757,-1.01180958725899,20.2119817808323,1.86103970218861e-05,0.00160359587671919
"ENSG00000092010",0.32280935226663,7.31148574742812,20.0943345184707,1.95879802920369e-05,0.00168046052758671
"ENSG00000183054",-1.68650731794758,-1.47399230420725,20.011287891937,2.03095707358404e-05,0.00173198408449419
"ENSG00000158869",0.595660017432821,6.69707222730479,20.2875442738411,2.03648744537391e-05,0.00173198408449419
"ENSG00000106511",-2.15559455542012,-1.39303535500172,19.9333336410869,2.10116749090139e-05,0.00177929036751072
"ENSG00000139865",-2.97684147318257,-0.758297428681302,19.9149334927592,2.11809924786574e-05,0.00178593037869401
"ENSG00000068784",0.470224412946761,5.20933792350958,19.8960076881641,2.13566046491369e-05,0.00179304211511514
"ENSG00000155629",0.437937688325309,8.27815324707235,19.8011684116432,2.22593321040119e-05,0.0018608801638954
"ENSG00000162804",-0.481962537053249,5.42377908005213,19.788848593347,2.23955544852892e-05,0.00186433501448301
"ENSG00000183251",-1.74436672155055,-1.4526287812294,19.7427878385745,2.28343619511905e-05,0.00189284335397928
"ENSG00000068028",-0.34976314089557,6.39913913170562,19.7135980501914,2.31275526138092e-05,0.00190909201113821
"ENSG00000120280",0.475610601772015,4.53253163149777,19.6488677960136,2.37915506188987e-05,0.00195568537012085
"ENSG00000137251",-2.31718029266817,-1.30810920341692,19.5421281184285,2.49294106048445e-05,0.00203369848606772
"ENSG00000159335",1.0037972104231,6.42646974602175,19.9028129091087,2.50075316555316e-05,0.00203369848606772
"ENSG00000178690",-2.10368627553482,-1.39229554322198,19.5239186223682,2.51290202768627e-05,0.00203369848606772
"ENSG00000144290",-1.48124573432676,2.60316632684245,19.7866405136268,2.52123754990533e-05,0.00203369848606772
"ENSG00000196954",0.445365786024885,7.37848679169539,19.5122136609808,2.5258191519929e-05,0.00203369848606772
"ENSG00000197872",0.452874381152008,7.19074772984073,19.5160222389724,2.54313563524197e-05,0.00203928337510056
"ENSG00000173611",-0.585439530513852,4.2784013406208,19.4721240417246,2.57057789520812e-05,0.00205290948492921
"ENSG00000107372",0.34283078134282,8.11961291300575,19.4265078064027,2.62249586740676e-05,0.0020664667360358
"ENSG00000197249",0.543624686457964,9.78735083555159,19.4288201934497,2.6408472955628e-05,0.0020664667360358
"ENSG00000102524",0.522810510091307,6.21368159489397,19.5695242021502,2.64128959798677e-05,0.0020664667360358
"ENSG00000171481",-1.68155462002995,-1.47891090250339,19.8017310998759,2.65066464536499e-05,0.0020664667360358
